group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,IgD,CD45,CD22,CD71,CD73,CD305,CD99,CD82,CD224
healthy,0.206759643096937,0.388380672064458,0.0967816615620025,0.335699343147712,-0.335733277872285,0.0796158618865086,0.23604079146492,-0.145057149952513,0.248319217157506,0.279375682556309,0.380779683995787,-0.134005311503416,-0.111691699214225,0.265158835798568,0.255203704057259,0.320865155694527,-0.0461334992308263,-0.221856015758015,0.333117513917892,-0.23151931925019,0.406040800175523,0.150251567228731,0.210786336485231,0.161598932544215,0.291159368793436,0.0142987171940376,0.545501076087354,0.375540518663299,-0.0714531626165927,-0.201001743695291,-0.0621925813536168
healthy,0.341277312390206,0.224635136059418,0.049337257381614,0.460848653017066,-0.0914024544280333,0.0385525569667768,0.286836715684012,-0.174332647722059,0.370355664644874,0.358862912874972,0.335475385330348,-0.208145673605015,-0.162097013835557,0.496173696436991,0.281512712168127,0.408371360283464,0.179038477473635,-0.183690792694372,0.370359665920631,0.147991710093062,0.444516564248111,0.231717566858995,0.4216343067749,0.285126036541848,0.206062393756404,0.0471521521597176,0.297814515157083,0.507686219668159,-0.0370391965527026,-0.195702218314859,0.093635410549283
healthy,-0.0171855295520411,-0.243627286608468,0.010546537644262,0.0436991050552286,0.118165987083515,-0.0109774930382848,0.118702040933808,-0.0104793652320872,0.195985462574191,-0.170662581277983,-0.181740167698749,-0.0646303976714856,0.098901785557944,0.208516549966199,-0.303768464303391,0.0090290317946083,0.0219291062070068,0.0722676906653541,-0.124698812008552,0.0892445960760311,-0.221561017820415,0.0613087265708757,0.220373006177683,-0.0415519938736514,-0.131532784093206,0.0352867681101887,-0.290186591302613,0.0366127409967194,0.0869947966426858,-0.0640404033613973,0.162522021094644
healthy,0.148280140379604,0.226254892953739,0.107995104200038,0.0746740925109047,-0.0462227464873372,0.0687745457622366,0.124760136693438,-0.0956063727591428,0.0047068835502477,-0.056463013085626,0.0370340645855339,-0.192349413485733,-0.348073244945197,0.0155796149049089,0.0977993543458439,-0.123988281777289,-0.164000415040041,0.218268676759265,0.162375160798862,-0.0792435515452748,0.124082650575764,-0.0261686666237934,-0.064546037941703,0.0878303227449338,0.121476809985011,0.0254106107599767,0.100595912257937,-0.0314643826639177,-0.205394303427821,-0.192210320564815,-0.109269496101233
healthy,0.123720896898636,0.33096442990506,0.0198162686433979,0.376906041478948,-0.140891411016461,0.1327945010385,0.285903670072299,0.176664726694772,0.194012814882208,0.210820635405135,0.357026527939478,-0.237830433782967,-0.186086934265612,0.497300376686394,0.256913022806998,0.41776600618819,-0.0763822486130064,-0.216497915644735,0.450373925962265,-0.0926643503763241,0.471910361121818,0.143930503002465,0.6304249296322,0.108170130616669,0.33527240303746,0.0835984917676914,0.332059322327358,0.690002637709994,-0.0488053805357742,-0.138417774749503,-0.120607149256267
healthy,0.395129084792667,0.546627142650786,0.290526332867331,0.610973851694935,-0.146187774612725,0.269025006272328,0.494092707072788,-0.0254622453723992,0.387998472634082,0.447582262461008,0.452269306960947,-0.46602009927703,-0.542273188835405,0.631728866041505,0.349251489743169,0.536149549670677,-0.251947682030644,-0.147365109163496,0.540875809847534,-0.299091098246551,0.644987739534862,0.260108737088692,0.62009691998998,0.450077759057068,0.475086267591619,-0.256005774840379,0.666119116047376,0.682452010858501,-0.433534872358095,-0.0937745022793465,-0.298366099967805
healthy,0.0518685149288325,0.327966151820702,0.049978278594505,0.282358062760747,-0.18872588154517,0.455944132051515,0.221691353860896,0.435278583285475,0.251104661708689,0.448087903442144,0.331250232123506,-0.28756529786557,-0.257553824480092,0.293567930346454,0.417085614210228,0.113627608810491,-0.0319019510116328,0.0056112030512041,0.423299195719077,-0.196950718349709,0.439853473475125,-0.0422826487600404,0.647252586188269,0.319238164338835,0.475496413609659,-0.0707125081235782,0.336819139528868,0.551275800403439,-0.19701283189287,0.0038021024719425,-0.230574763725817
healthy,0.347850643490753,0.607237372781816,0.334248842076631,0.455855352137153,0.0484178990597559,0.318774603510416,0.457723951186038,0.106319299701292,0.390721114932205,0.586076217517603,0.712534554122847,-0.384610752535165,-0.316888178720983,0.498579513256617,0.400197206620234,0.494843704910616,-0.170129514051379,-0.262908718672852,0.46732188497922,-0.403635914279508,0.570495971348708,-0.11776360049155,0.559286955468384,0.455224444461235,0.488726179825574,-0.0229171105933373,0.691769585437362,0.506354819376162,-0.258286280230749,-0.402583514202057,-0.107334133128228
healthy,0.0860812451237325,0.105002837412165,-0.047438895056407,0.176964009947965,-0.423386685013868,-0.109610578085947,-0.0297756977031838,-0.178533388441535,0.112848008236221,0.461745159587863,0.272040035197066,-0.0599969974476417,0.0119305549248446,0.260002232710448,0.0088967585285579,0.600957295806714,0.0475766579634353,-0.248608659202318,0.315263603502372,-0.0642884627329378,0.303820117405183,-0.257338534483954,0.371005232951614,0.118984860982765,0.186125062024485,-0.0751213831905582,0.272622235768579,0.529403657079297,0.200517844209836,-0.225813581477639,-0.14778411833232
healthy,0.155789997607786,-0.0038933177689447,-0.0554101086876081,0.132178009959544,-0.374395873338402,0.0953294330494126,0.0603943060828451,0.0213156012443326,0.211773247841105,0.159767024133239,0.0697379479066028,-0.235774818331455,-0.197445199226291,0.213790874900247,0.107127087831115,0.441420624153165,0.0104744265525522,0.0484998670482072,0.267598294143061,-0.256037182677451,0.227825985321397,-0.0135135177573113,0.384790947783826,0.171547159035104,0.0567146333153968,-0.183196367580902,0.16070436951467,0.420120573630706,-0.205395657576496,-0.38490743236205,-0.137463875985162
healthy,0.150058735971166,0.138364135342102,-0.0073068262634136,0.238477659897102,-0.270854621907137,0.0664968449214211,0.238132478045304,0.0806846086682473,0.122255572918479,0.0913166285718262,0.217388101201634,-0.0927087853542525,-0.158524211632722,0.18435900875601,0.0346245109301846,0.339446901822699,-0.0701019955650782,-0.1266058314355,0.209222940317072,-0.38489111945098,0.281292035600318,0.0948314198408352,0.346583197919384,0.073642960606261,0.039599060489767,-0.185695462209269,0.261480591062228,0.462558382520206,-0.161159472493657,-0.256024889152759,-0.183887844689151
