group,CD47,CD40,CD52,CD19,CD45RA,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,CD81,IgD,CD45,CD22,CD49d,CD73,CD305,CD99,CD82,CD224
healthy,0.261749270277903,0.11027617121226,0.34048657366759,0.317201352892214,0.238746095025673,0.224574754838314,0.0043123928764603,0.288519144855697,0.23666893361371,0.189101569607184,-0.0107662006740281,-0.169540101612602,0.181990408352664,0.22336304015694,0.261291018184532,-0.0736051503650367,0.0834945945650765,0.22576552135129,0.117111133256062,0.218835670134169,0.0653057730445402,0.1842869953767,0.0800820141911563,0.26685459559401,-0.108055906302315,0.226324729098816,0.334382472479702,0.315557176812096,-0.105669737444805,0.0761702120605978,-0.167278664673632
healthy,0.0226371054280142,0.230781747878117,0.309459749180699,0.209268716859328,0.256441617092434,0.109912135914462,0.0529255470987682,0.157629234844838,0.109873446521001,0.139468508687595,0.206924527594315,-0.172878548718161,-0.0578458042607184,0.168641054677795,-0.0078832687524415,0.0027707729992117,0.3633874563929,0.158062768420408,-0.0251208848779582,0.190931065348481,0.0603140745173547,0.119395509187373,-0.176688395331298,0.0933522226894577,0.0162354593808803,0.271105507659657,0.151122244480533,-0.104563443996378,-0.0210616504197721,0.341064525056178,-0.101948870554395
healthy,0.224269609613563,0.254112173561538,0.179309746017101,0.238822493317374,0.0822474711453185,0.14212552581941,-0.0957502404003716,0.158327079676753,0.252923968685464,0.448918715383734,0.0591454807809745,-0.096506825034887,0.28834215047228,4.03242082276714e-05,0.207789093412814,-0.176582475145281,-0.0805102416190486,0.171620569804767,-0.0404428065883407,0.278053681605873,-0.156214337325791,0.049696786412766,0.0743881567612148,0.247918058898746,0.232948606906578,0.0031559538192351,0.295651109407326,0.29942415522177,-0.168062087748938,-0.19666132955834,-0.030032804959134
healthy,-0.0231193264627235,0.282770149664862,0.0879354674421088,0.084935557800833,0.113117715335323,-0.0547315502417099,-0.341758930033967,0.0750752033492749,0.0924590553217355,0.210876728598249,-0.112365325671545,-0.335472832024422,-0.0290973910767522,0.347619869061994,0.172223685653447,-0.0146169951471706,0.0451665098512478,0.202211988836002,0.0941814093024097,0.190025021235396,0.030587109461384,-0.163960836026099,-0.196649104189172,0.0665910939155721,0.06845159656253,0.248692583929145,0.486958885146476,0.100998957257369,-0.27243527562503,0.107425942967395,-0.105609730433022
healthy,0.0225427482656327,-0.114036049279668,-0.119452596652764,-0.0833789702501588,-0.14920800828225,-0.284791215296168,-0.276183694792994,0.0017610072957268,0.0825804242730089,-0.0264717043977427,-0.008887197536928,-0.141512484684228,-0.153664298830392,-0.0217097235099548,0.0426105689405921,-0.0309173522628943,-0.171330321408159,0.0082249348333676,0.0064064963501815,0.0563934326830376,0.142443393144072,-0.230895821788637,-0.236521064768963,-0.151602418584043,-0.246843876094887,0.169811379868242,0.0284407254503125,-0.131205914135289,0.0079969852551545,0.0785740740589047,-0.101181654118362
healthy,0.0254085418957166,0.145949375191516,0.210803159260387,0.102778460212023,0.238365278034536,0.0419530943439311,0.133907384594675,0.191094575591032,0.193594189549952,-0.0220842057340582,0.0477946741259674,-0.180382062952869,0.0555854281489448,0.322171154968708,0.0863770875099692,-0.202556446333552,0.38215839762939,0.122287868010918,0.134802792576634,0.12160530301579,0.005380685384999,-0.0160190631778602,-0.107933433745862,0.146242649973392,0.143960853066394,0.326646053960893,0.122847094436772,-0.132778327446702,-0.102023102965051,0.501763218243999,-0.242213562708334
healthy,0.0662034689358147,0.330895684321396,0.07303833941445,0.283747505895157,0.452504988209686,0.168424336748203,0.350414924938165,0.211819336114638,0.41767147486305,0.237776978847059,-0.248225265785597,-0.298326533049197,0.272849628151642,0.356454268181938,0.126559085280821,-0.0136272963277045,0.0572832457632567,0.397668774422259,-0.173138052876702,0.352668558560419,0.0452190469311723,0.182722162673158,0.417626243243739,0.291601668782877,0.34117822269916,0.326200096961917,0.383347615587889,0.435217164162648,-0.176804148644182,0.0369827582751641,-0.121480016326424
healthy,0.0994180105108464,0.214310405739917,0.0264603434857838,0.243341468390392,0.238362209008002,0.0671633967421632,-0.152902419643355,0.297337245972189,0.29347234861236,0.332839759996466,-0.0319698080884838,-0.110904497418695,0.167753439769095,0.288458123819102,0.624794576610567,-0.0810534120901602,-0.0819435588233879,0.364093836141145,-0.0307609566357678,0.429555974692081,-0.0481519172021396,-0.206202322292663,0.256554100219148,0.244183937921707,0.214017470188,0.546451565984465,0.406404253592775,0.564256074301504,0.075812794014971,0.14799913585913,0.174415612927539
healthy,-0.141648344110566,0.0503570797299593,-0.0743399549736726,-0.0772300746097408,0.0080811714287486,-0.191517089163573,-0.396665611120464,-0.110382723782708,-0.0940771893196102,-0.0793828966169784,0.126814081919809,0.0187271226659012,-0.0061740645873517,0.324959609524102,-0.345754423588657,0.0450191541896094,-0.256456867066509,0.0492599380472457,0.267280340238197,-0.0636200411195175,0.217353208216415,-0.123393032807999,-0.337724138234224,-0.0552874924801072,0.0675758252885218,0.147181723887323,0.35480652966541,-0.231331149693023,-0.121750312242316,0.0696847087374739,0.122068125224176
healthy,0.531100595380491,0.484050023568528,0.385168436845776,0.464291192554459,0.377863726760118,0.411341772712589,-0.0859419136768452,0.415606240581539,0.400105401292624,0.470697244356002,-0.091626582687319,-0.22438258257262,0.372379353781067,0.337345461257979,0.478870821885663,-0.0651726769248929,0.159741844453203,0.343766447911057,-0.164006001671154,0.506105984964137,0.0870925560944483,0.440819614753792,0.26388064428411,0.436223942278668,0.291670333299035,0.477176084782056,0.445141426213099,0.538743619142307,-0.0995953110883128,0.138616741960053,-0.26324459454715
