group,CD47,CD40,CD52,CD19,CD45RA,CD194,CD20,IgM,CD32,CD196,CD185,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD21,CD268,CD29,IgD,CD45,CD22,CD71,CD49d,CD73,CD305,CD23,CD82,CD224
healthy,-0.0234755923766244,-0.15679763726671,-0.0862975683581601,-0.137918283760175,-0.140342271265367,0.0554341583293342,-0.0902632713838905,-0.207459961651342,-0.179939255401059,0.0421144335812715,-0.0605868793798118,0.378257909534494,-0.115497914822592,-0.235311050925148,0.039173458937191,-0.131500596428414,-0.028619195973462,-0.150918547504805,-0.105904357887318,-0.0780334213502235,-0.108912761827909,-0.135663641349862,0.059111279895292,0.166225970063571,-0.0290891973983542,0.0577199332016113,0.0276412401037109,0.102070136623848,-0.094616051091071,0.216943706535119
healthy,-0.34134271810692,-0.433000608873213,0.0835982953928726,-0.398537982719542,0.0064813034778053,-0.127618334538871,-0.0407818586889533,0.284044942642958,-0.161025759644552,-0.339885937620752,-0.371755104063797,0.25722408467677,-0.655630446100513,0.282902133664846,-0.0990758106328351,-0.436311121739797,-0.369770573012433,-0.563972466696527,-0.567071138755288,-0.0217268702818659,-0.442688842643157,-0.180514278853224,-0.422838023018264,-0.0825516397135722,-0.0639003556687442,-0.578995143963177,-0.59243337007047,-0.376195185625405,0.350621645169274,0.0082995936264125
healthy,-0.0423092847581749,0.230200172382177,-0.060542583857027,0.159573676343813,-0.0156754879402626,-0.0848294379697471,0.0733420058290032,0.103870929470461,0.002477688400449,-0.0927815234406391,0.125778929090173,-0.172459846759792,0.0443875241101719,-0.100118359920427,0.0341882283228587,0.18638469415264,0.0635035160546519,0.253351443407109,0.210029909255231,-0.145765653634004,0.253714801782596,-0.0042421827395914,0.137375276422563,0.0532539272833022,0.101080470776467,0.249870103657351,0.2060632197014,0.0670675432680019,0.0980553163892836,-0.0675278027058981
healthy,-0.253244609979819,-0.36072568371196,-0.302706654509311,-0.216593147522939,-0.152269361220848,0.0221997427618932,-0.36255339424237,-0.317941759327559,-0.201646834231714,-0.135650322489534,-0.159097390471036,0.2518543643644,-0.306931392531878,-0.174333170935326,-0.124331671082915,-0.20018071744827,0.110782938323472,-0.296964101183992,-0.278613005457546,0.267502023190613,-0.281982556375076,-0.283668892777052,-0.166232548606093,0.0050273633395544,0.161151940026468,-0.128937108381439,-0.0861914146943453,-0.0406133276394433,0.208149478370504,0.180753277262398
healthy,-0.171045287466204,-0.368096447968075,0.008603660720926,-0.377977391153146,-0.111326448993003,-0.0905613499911642,-0.238571182825858,0.0031985633199727,-0.182885834030867,-0.281649898743997,-0.351939273867479,0.144498882159288,-0.442993147024877,0.036711784887723,-0.175153145392689,-0.294597253810533,-0.39549905199685,-0.515116614001394,-0.544070718606032,0.0829079404717227,-0.417423192710316,-0.0643384258455389,-0.208625829905234,-0.0603532035016853,-0.291289492279844,-0.396586418385623,-0.612975343013679,-0.237590940845682,-0.0702672194135326,0.107611076240144
healthy,-0.360796193966292,-0.535636294263171,-0.344078009232626,-0.623871858935434,-0.357254148253063,0.0217412857155408,-0.529775215649985,-0.108746076685599,-0.425094460864795,-0.554940666534707,-0.644188051051389,0.509534656176109,-0.584304063857304,-0.0667899041296468,-0.251271871842942,-0.361164612024984,-0.536634389026122,-0.586849651052927,-0.65533845875185,0.21556602615681,-0.725934947058261,-0.504115088039439,-0.49805191955181,0.326299384763196,-0.152819273268193,-0.616754254687143,-0.708294976718951,-0.377447625204996,0.146323672090069,0.175931221424136
healthy,-0.0106995138867604,0.079842911795998,-0.046288813975,0.129983674950118,0.232690005441683,-0.0235070414913706,0.169784762507058,0.211323780084775,0.0447850535098857,0.268698132292453,0.145466096724095,-0.0489199990390232,0.129620896063849,0.268060068261994,-0.0177038628441761,0.124366363950505,0.188280476073293,0.2286059445179,0.207384552316929,-0.070795447462012,0.275786106189345,0.14322510429893,0.318351462102604,0.146179753101567,0.168836998916184,0.21551496543977,0.0795873159499952,0.264507342569195,-0.0922229201511753,-0.119960415721906
healthy,-0.192770560898375,-0.46955463921957,-0.161557699718169,-0.383459640798193,-0.325718365835783,-0.0348220656727782,-0.313927866784047,0.057727106894092,-0.321976669616716,-0.554368193700875,-0.545699709207336,0.264988470229546,-0.455163998216836,0.0933464479339012,-0.332554883390216,-0.338031787291275,-0.775540538245475,-0.421342637124448,-0.555138832876613,0.268712928537208,-0.518711353783195,-0.373780685913758,-0.479775884366408,-0.0611339229927588,-0.527456315741491,-0.615117540890648,-0.721451186300528,-0.315585915872798,0.10795835191698,-0.0212559614632115
healthy,0.167081192575296,-0.0924438021940893,0.224157927052388,0.133869597305863,0.108196528135253,0.130339399525725,0.355520652200142,0.377349193555207,0.048741309484678,-0.203542676770151,-0.0510433887238491,0.158118338415239,0.109567164271671,0.260721631030859,0.128866797069885,-0.0966115412886804,-0.116956987303087,-0.056975312668684,-0.0602306521088121,-0.0516244805754762,0.300572422859399,0.101485992842923,0.188165859391836,0.115361895967321,-0.171485895832898,-0.288762710077215,-0.0695681454034443,-0.0345716620703177,-0.0750628594947811,0.0749287246880748
healthy,-0.0351172129119533,-0.151773756219899,-0.324048678868937,-0.183926403986276,-0.184045670425694,-0.025555890992936,-0.0923060198250452,-0.274099766512458,-0.26610955026777,-0.149196840000971,-0.287342734061086,0.254867299586952,0.0192323841609889,-0.120896677312507,-0.114626611472398,-0.329144535373939,0.22931702625647,-0.197604772108246,-0.081386470092885,0.0716760139726455,0.0369948384035347,-0.150356691772942,-0.102509072667102,0.0463741368617689,-0.156185335719335,-0.0464091074180798,0.176282072363924,0.188600701514035,-0.370125641923321,0.126891207529133
healthy,-0.20952486537894,-0.118180659618753,-0.0827250609429704,-0.0789825376302191,-0.0467699387367043,-0.222988981153934,-0.129096727174865,-0.0694983080565379,-0.055934082750407,0.0816646835802364,0.117340685859536,0.0436283419118577,-0.0515101314552311,0.258384382954599,0.165426806650715,0.0300640804748449,-0.0455109856106787,0.0093680221847928,-0.0239243128775566,-0.0160582777144085,0.0607889700150453,-0.107546868698121,-0.0365155109922501,0.0693658416666685,0.0488309885706793,-0.0408900946191337,0.011590970409831,0.0565600493209287,5.72476590710291e-06,-0.0135130504524812
