group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD20,IgM,CD5,CD32,CD196,CD185,CD62L,CD95,HLA-DR,CD1C,CD1d,CD35,CD272,CD39,CD24,CD21,CD11a,CD79b,CD268,CD54,CD41,IgD,CD45,CD22,CD49d,CD73,TCR-Vg9,CD305,CD23,CD82
healthy,-0.185558576182316,-0.323546474601341,-0.26342488915018,-0.29743276658948,0.0311375073868903,-0.205341515004336,-0.193430063022796,0.213234714875399,0.140327052037998,-0.170038066668333,-0.309870998364696,-0.334819931840291,-0.400848269997209,0.121962437997228,-0.198020814632246,0.009278409966274,-0.139744381850414,-0.48221370290098,-0.121812287527059,-0.288669603633401,-0.0630535021134186,-0.414100472618472,-0.0386711057724438,0.104229839210317,-0.441314057384676,-0.129233267296931,-0.131239386112464,-0.0597880504470693,-0.249885920924518,-0.203738070177416,-0.454746285328201,-0.537290664023872,-0.03024323678557,-0.240369041620289,-0.170134082238134,-0.169601981747893
healthy,-0.431560560639359,-0.298475511587606,0.0327031173327568,-0.366328379763495,0.103451422612939,-0.146014453848499,-0.111634475328442,0.161932760086662,0.0816838217110506,-0.194141992757924,-0.322610403975487,-0.257677758092215,-0.20890259164082,0.2065846415212,-0.554379887212945,0.0975584430143343,-0.0780337362361859,-0.328414717325036,-0.179954651928668,-0.191420719941598,0.140989090099241,-0.51012236703641,-0.106201577863493,0.104474855573311,-0.521094236273975,-0.176836112833445,-0.500316577867902,-0.331230201607832,-0.271487550911091,-0.380436014398702,-0.197254548211807,-0.403770961480663,-0.0818457352061953,-0.531764364717776,-0.28697811741267,0.253141439563516
healthy,0.0118980322376992,0.250087765597321,-0.07639650144194,0.167571121130744,-0.305616848411337,-0.130470915845422,0.0044328949022265,-0.225839602578968,-0.139490237440939,-0.148006995826072,0.207878689294997,0.388070680685436,0.118280681916774,-0.0861908477082039,0.0992687873281278,-0.302516493130179,-0.122662304299826,0.262541614183854,0.0655791197792783,0.132120855180461,-0.0512063139558539,0.304955763775017,0.0162371352474848,-0.0355228901850191,0.359092396177322,-0.11707840933504,0.370537697966836,0.062795480490809,-0.0852591902356186,0.331944973104346,0.0288998522955516,0.439483241906599,0.0097368362800932,0.311989971168267,0.293756244522207,-0.29228231586431
healthy,0.048770589680408,0.0536269802700015,-0.111576595447563,-0.0020848221986741,-0.0445732836306361,-0.0879552543230821,-0.0247913517784536,-0.10022369749355,0.0127172792353565,-0.121279878032405,-0.136699314913254,-0.0307601826620784,0.163830378502578,-0.158770062613905,0.17460406125318,-0.0733815848394719,-0.211663912724716,0.12640856929282,-0.0011696539491166,0.142710162094143,-0.224462714079622,0.115960196030415,0.0410208219913808,-0.0566782654583272,0.0783708432800941,-0.142836539601567,0.0915308963487479,-0.0983220705091209,-0.0375974436695499,0.0897563404666099,-0.140055829448393,0.195813264183567,0.215139382326303,-0.0221043704815799,0.322953844135314,-0.254523968718794
healthy,-0.114979682948389,-0.160246344471456,-0.119874720240352,-0.298358816370868,0.0978433470996374,-0.174282460091584,-0.344504923262435,-0.240612807794397,-0.491154500316443,-0.176727494969507,-0.272090685102043,-0.31124843458083,0.169789419023307,0.0864684736241866,-0.385979113131687,-0.0908940455132438,-0.0533059660348015,-0.186462340977577,-0.34592845608623,-0.0827257552176121,-0.0049959001626623,-0.222786544254239,0.035548978897319,-0.15539466411635,-0.321209025813985,0.022251301439768,-0.0800052273533257,-0.561719042879145,-0.168809661586257,-0.333917666362808,-0.2126658180708,-0.244258495896997,-0.0920849931949882,-0.582386065123734,-0.328579249496586,0.0646450327380962
healthy,0.228376616425824,0.205720665473349,-0.0488293574111808,0.0464258729621612,-0.109801963486197,-0.160600563085863,0.033136242611267,-0.315651592627531,-0.127527395123945,-0.109144089829534,-0.0023078590968124,0.144345330156871,0.0238140889620384,0.251454928156252,0.0142724040587584,-0.268347853746248,-0.102598542167283,-0.148645172066525,-0.0568018868278553,0.102239899045457,-0.427626986835829,-0.0092179463813385,-0.152770105000046,-0.108746076909072,0.024994726673585,0.0349586663343102,0.256937976058246,-0.135832209746018,-0.0769826241539542,0.132720349950798,0.0803864260491788,0.14766523285975,-0.0924985615455424,0.0125810436787361,0.0196501002925705,-0.18088833750095
healthy,-0.143803063038911,-0.354477060487971,-0.0224941252440916,-0.0370360964991837,-0.0628057156196326,-0.21441320515146,-0.203193191342499,-0.222167083865334,0.14587799163802,-0.0567168510792672,-0.384996784208208,-0.241820643644728,-0.0518330786531732,0.0094576938322135,-0.244821331398513,-0.189745934234627,-0.18648143657052,-0.334601588283574,0.006549519632015,-0.023826113601362,-0.0519643719643819,-0.380955490499479,-0.0327142700778942,-0.0716381512788251,-0.332815466003643,-0.414652067376814,0.0381026432724368,-0.255562762727824,-0.173343007436967,-0.352586158548257,-0.223938955454014,-0.378643081808159,0.0045277161738499,-0.250704944375061,-0.235551200273195,0.0662004534249378
healthy,-0.128885832972308,-0.387868324186014,-0.116170125954862,-0.196469183749027,-0.0554750647466804,-0.178939772873237,-0.184669117890204,-0.0495805730246745,0.261794369848768,-0.165741869736405,-0.371009232965248,-0.435978437518284,-0.0511731007015383,0.311684681962835,-0.34019524136941,0.2449918787258,-0.280568114102167,-0.298269341928935,-0.331902496354325,-0.243932397207309,0.282086193935881,-0.289589358351082,-0.291222096131256,0.0712743713290854,-0.402893488894589,0.135865628744915,0.156700272421201,-0.328030223016251,-0.262888272673009,-0.353357211357058,-0.132713632813334,-0.527774887494964,0.0602927455507578,-0.290791583063666,-0.132704220373977,0.304777043385258
healthy,-0.137044629496996,-0.0251831913595049,0.0866322663871644,-0.11681417026898,0.472870802380952,0.169016180948778,-0.101152715187357,-0.0224621526642308,-0.379843078901993,-0.09485918419241,-0.259142913300503,-0.190489470351512,0.0466590735522854,0.0649791901132503,-0.186118122786671,0.0758141761778081,0.103703554732335,0.283322531530743,-0.493686958722247,-0.0775599056498788,0.126857023104246,-0.0843450459519695,0.439418997125869,0.131587245850067,-0.172886748513128,0.382975312684659,0.012845637712304,-0.425534162197354,-0.0437239129491004,-0.0142948861187258,0.138556262417898,0.108167852470231,0.0862456394827481,-0.480476336975751,-0.362303778358276,0.239951149185981
healthy,-0.376409669662055,-0.335202589922796,-0.0713531618194423,-0.356149773154268,0.241384196991381,-0.25608948977872,-0.325640466908072,0.114363485230244,-0.103055452722445,-0.294742500720728,-0.519051694576206,-0.475868509194585,-0.324153458287566,0.344255456626984,-0.483269253976901,-0.0271043655306199,-0.217550246352559,-0.397675487147473,-0.536528105133254,-0.437850604462262,0.109614987651179,-0.548052923984369,0.0110403834316679,0.13981592865605,-0.522543932351634,-0.0437732327441114,-0.0586692899628341,-0.502129369185265,-0.318602227842486,-0.325715384569649,-0.314691093222942,-0.528991970297768,0.0658335757089792,-0.684188420519519,-0.535761064205318,0.332039571661994
