group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD62L,CD27,CD95,HLA-DR,CD35,CD272,CD24,CD21,IgA,CD268,CD29,IgD,CD38,CD45,CD22,CD71,CD49d,CD73,CD305,CD23,CD82
healthy,-0.281242276506129,-0.535712841374329,-0.239709304636021,-0.529801574599101,0.28683235011984,-0.22849239401015,-0.640555299067073,-0.390467604116887,-0.0158457734704812,-0.326164904161294,-0.293705657345898,-0.4729284436768,-0.440072024918877,0.188280207241568,0.292240140810055,-0.562898131936607,-0.437081900675503,-0.424853968548249,0.0831552376690035,-0.611326364807441,0.225737986294163,-0.580765325931143,0.107262007769967,-0.517149424460677,-0.240966644739062,-0.366374047265129,-0.513152669236472,-0.0233493768602238,-0.174979023947881,-0.6114136053363,-0.608788812508202,-0.298641229712713,0.261841516496128
healthy,-0.139592804952927,-0.116918377927174,0.242617710692353,0.0094122014982151,0.177528527768418,0.0944505310352901,-0.252783298729799,0.0732874781143203,0.433730050945937,0.250638052328177,-0.106424562821595,-0.0994563896418277,-0.409527881609949,0.154790746971582,-0.0889330101648292,-0.254862030959025,-0.0876261655806439,-0.140700620272613,0.495058840302222,-0.0494635847959068,0.0226350846234316,-0.158270299345446,0.058531771456922,-0.0596304714161127,-0.0074284889530554,0.0966776725728833,-0.304066425959255,-0.283342477774394,-0.16184339197012,-0.334503606846009,-0.327758715400996,-0.27485207906906,0.152062297245003
healthy,-0.162100801354997,-0.371312187133646,-0.0275338746672749,-0.215013117173885,0.448278733796755,-0.115750531819225,-0.39977085562244,-0.0274734049571711,0.014712606553698,0.0073741464534014,-0.167220416806328,-0.270634368578427,-0.276504977233056,0.293643218028493,0.278024664593988,-0.187094933607874,-0.321594866202193,-0.23067207990313,0.0339229099832006,-0.408192313824174,0.196233555654513,-0.38738756898975,0.106779918512767,-0.210764886420109,-0.151096072703811,-0.165193944971326,-0.292520934328293,-0.0604845902688044,-0.0606718551921959,-0.494128422953726,-0.464879245254864,-0.267872528501563,-0.137032758353075
healthy,-0.382861369697773,-0.341350573319382,-0.256531703590527,-0.442118665648077,0.230387574485828,-0.216235176023119,-0.320322745348682,-0.316568640347146,-0.217081131810906,-0.43419481076591,-0.723613895581014,-0.591945712542696,0.078859635852461,0.517732143962575,0.343680514749761,-0.423684037603833,-0.189544674174655,-0.717639774248725,0.0443459322575253,-0.455762687641182,0.333509778734688,-0.472099598644206,0.176788149302198,-0.685915185665613,-0.497396263807518,-0.363036710285287,-0.423490124989345,0.218031938627622,-0.292465370379383,-0.207673764749013,-0.768360093030271,-0.198306618354793,0.0057835424837083
healthy,-0.0504445514053951,-0.368964468132475,0.14739653977891,-0.256122585861879,0.16551938138968,0.0514175265444413,-0.306024572495775,-0.17396203553454,0.169325067213927,-0.0565293714875679,-0.233654159222185,-0.29787291268061,-0.191159355133579,0.213454163243149,0.136963433770183,-0.390815057257897,-0.179963147591185,-0.511449115911211,0.372177251096503,-0.358639393043143,0.0548736578430277,-0.42334642936362,0.0274725707959866,-0.357390842315273,-0.113774879536616,-0.03885315985557,-0.361527762590827,-0.0724975237794541,-0.0658481203590731,-0.427528647854946,-0.570132277231047,-0.250141703589879,0.153392808993197
healthy,0.111025717425327,-0.106318310146663,-0.0374540732753314,-0.12625677348179,-0.130211310711049,-0.077499338006221,-0.165150994443651,-0.107291021110846,0.120722409067447,-0.0374146723319106,-0.270904527096463,-0.0066609996948121,-0.0387666184198724,0.232706083264419,0.134197930570398,-0.221915255572913,-0.0458168484955103,-0.419135345036669,-0.153237979469611,-0.0886517508658379,-0.0879541506649969,-0.0915151942954105,0.159801141891811,-0.20362837551627,-0.238381832929596,-0.0996011226973363,-0.104877804012313,0.193183363635198,-0.101857496278882,-0.0323159912160803,-0.356947630450331,-0.208811546886624,-0.115599264560422
healthy,-0.161200204133186,-0.404808786987507,-0.0734373965512696,-0.168554326138219,-0.107768382459145,-0.404941048430981,-0.0789787969833308,-0.34092995077297,-0.322663232760746,-0.162223834572828,-0.467320030793136,-0.287649452937807,-0.167351415014814,-0.0229838209060738,0.136613435114164,-0.243928895338291,-0.425779886207644,-0.0901342123329151,-0.0809638134438289,-0.458750077093812,-0.0903523079433927,-0.463221896628067,0.107797007500761,-0.352845273938027,-0.188317023388575,-0.280939597315436,-0.406642279642946,0.0447184060333236,-0.356246467121091,-0.41018074752148,-0.329751541248108,-0.143193058791016,-0.0240482981350365
healthy,0.0016112854204889,-0.134006811606476,0.154708384649676,-0.144164292892277,0.267962621212539,-0.0883195188478946,-0.0264280608814369,0.0683534333027314,0.282220566712811,-0.124168036940301,-0.288011711499633,-0.131822416872298,-0.518593859669389,0.0942688621388699,0.0588854426713366,-0.105984933773583,-0.0806922632298531,-0.516268605209224,0.214796876872059,-0.165788613716354,0.104054113787,-0.301001802999971,-0.0396354516176761,-0.218284789721805,0.0267343937535713,-0.0523426697594995,-0.123067507086058,2.59536926311861e-05,-0.417523382801891,-0.304542085341931,-0.470224421181472,-0.360525341920579,-0.142799577423781
healthy,-0.308893899686549,-0.346096000646671,-0.0704234087286575,-0.39372298265308,0.248419169594309,-0.0189160190772704,-0.255479426622866,-0.187524565648384,0.116032176854671,-0.219230459132096,-0.608343684319253,-0.552203007528414,-0.196019513904038,0.224462217545213,0.278536123267968,-0.382258634697561,-0.241477686781924,-0.71062135318559,0.211432527629589,-0.459281862412677,0.321487914787354,-0.470262995502715,0.183546614027093,-0.625879360307112,-0.368377208170524,-0.257505938389596,-0.471889419221499,0.0131416633825702,-0.187507267999637,-0.362833869067386,-0.742117105058642,-0.40782253007264,0.083962902119308
healthy,-0.349028869083266,-0.388529372381706,0.0307746166979488,-0.346977598654955,0.310965179096413,-0.157022805292624,-0.0166504827687529,-0.334427004550855,0.310630634612413,-0.166362576458973,-0.384039717235032,-0.383750100639825,-0.229827033341358,0.360868488641386,0.232550300577456,-0.559217005115656,-0.272370797348345,-0.572145926356909,0.296254070990627,-0.493897928783392,0.205460060887784,-0.524910447833204,0.0056590637174472,-0.488073038393015,-0.393898079560016,-0.221980287606897,-0.440096881854352,-0.112992061334859,-0.194602980995493,-0.580071403546744,-0.707404040913829,-0.628065834545901,0.429749862843359
