group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1d,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,CD29,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD99,CD82,CD224
healthy,-0.023930182328677,0.187327004384751,-0.217568832094703,0.0704091161928162,-0.453203660207871,-0.215244719295972,0.159515644116285,-0.0992493143614834,-0.251714397660867,-0.111168281264782,-0.190566513729804,0.0923550101869151,0.105540325386884,0.100084687947708,0.107041148750632,0.0819433226790291,-0.0260220534388849,0.0719638473362692,0.0372786985797047,-0.298750077410177,0.0754942960477924,-0.0662447237508255,0.0878847305665993,-0.0329575971458638,-0.0254393546299997,0.0534027548635125,0.153902420451083,-0.126145511428149,0.337430665867827,0.161567199222924,0.247257798494656,0.166533706438126,0.0658253475783283,-0.389807536386214,0.0283997151911906
healthy,0.397265727137809,0.258408266040883,0.0102617251048408,0.263837264970655,-0.1731396693081,0.184875755089598,0.357116805015799,0.149983334128614,0.280552438122966,0.366990684786589,0.304754822505077,0.293470040123956,-0.204796026849414,-0.28009142761789,0.518687664554931,0.165033322699859,0.371670238275962,0.287212318399648,-0.0253809188335417,0.0275632499320749,0.5999204864104,-0.0401049084947713,0.396695370769342,0.298963619386127,-0.0181609204635172,0.675062396726944,0.230405020419362,0.361355472648115,0.306166677111083,-0.0703797893231729,0.148323382357504,0.568050100567999,-0.184359697615632,-0.378005205869737,-0.0885648437423184
healthy,0.11788994085397,0.15109695596207,-0.113221004389782,0.128349840919381,-0.0872978663341123,0.0073617425064655,0.0436231874828768,0.0505774857329941,-0.183767444525797,0.0152537537444415,0.109164356672853,0.0125771031876066,0.0830867922044922,-0.0194546424804531,0.216914022041814,-0.141362644793262,0.256372010325021,-0.0242755392141098,0.103284269994644,-0.145925018259131,0.248101391464145,0.176482926773797,0.235354313745636,0.250900012823669,-0.134266951360879,0.109057144005793,0.16452187822982,-0.128907467392869,-0.0247187284875553,0.0441919997818895,0.16339034466075,0.267930360271026,-0.0779914316413309,-0.304316292085932,-0.0343210448009444
healthy,-0.111686178402646,-0.183390767613083,-0.133108257965943,-0.0883659035461692,-0.0142192241282354,-0.0578214165138292,-0.178033856391838,-0.238110337130988,-0.210430980546072,-0.0675671901469599,0.0254994788063517,-0.0031683103713449,-0.165753136012797,0.0686124477299455,-0.12734934613034,0.0746016669949987,-0.0231203331772592,0.273005834553425,0.0259904028468791,0.0083563254554284,-0.0803488843951022,-0.0940945432552239,-0.104923252333883,0.195236285234682,0.230942728064568,-0.126185312108869,-0.224118490998306,-0.133387548567814,-0.02310095534246,-0.0543751404984346,0.0075019832834557,0.114072372058011,-0.0481490767769589,0.0524698498629521,0.157520137995549
healthy,0.142741403825151,0.410680543006655,0.111004140162057,0.437931882230002,-0.172435615058336,0.164173370488088,0.501236992709562,0.389940432757216,-0.0856112155926006,0.209957231867646,0.372785936205707,0.444080914411601,-0.212081574992547,-0.090082902475437,0.549576206620913,0.0822450838121364,0.34165227564661,0.583793863093481,-0.0188471141309207,-0.309073008616349,0.525907926376744,-0.03524213590987,0.579977741854795,0.114170263250731,-0.0614231716258735,0.55421119682812,0.2137489587712,0.236187804925323,0.430845256443507,0.184903935219617,0.607911585445064,0.681039455782746,0.001296317619165,-0.179845648386838,0.0019550864633824
healthy,0.0720034278688261,0.0363841378993247,-0.205631206010764,0.0969146761476098,-0.480569066541784,-0.231058720732526,0.170255522881725,-0.0095566138848786,-0.274946742405506,-0.122259968583562,0.052873628578528,0.167880008736043,-0.183281444523734,0.0482094656741058,0.0391900097806991,0.0237796551971089,-0.244355752733365,0.321422476889405,0.0756983080852252,-0.542247280124222,-0.0250717943190694,-0.142414522237636,0.0978623990470591,0.0682450262997375,0.0897297035020162,0.261375525873163,0.224540629024356,-0.0534810794024535,-0.0015920729261831,0.157918484301019,0.108553325451576,0.352809714187387,-0.0055238271783157,-0.400894320147429,0.170721747946494
healthy,0.156109862328125,0.261111136436449,0.0884238059349229,0.329381461998912,-0.183660816603922,0.419600943225104,-0.0143501771355288,0.412847498089051,0.493220431437222,0.269617268274986,0.295538979251609,0.265104561884015,-0.30838450495086,-0.288708275959152,0.252432432432432,0.280587901422833,0.406713436600961,0.149010678301914,0.0547452693665432,0.0470593148993239,0.395455815187856,0.0199057199187696,0.356191144740891,0.0728753887452462,0.0828962483467771,0.539315861263912,0.167576208687191,0.193154362416107,0.220474784372168,-0.1743403513284,0.184927306160885,0.320134725450038,-0.116665947065969,0.12065460373223,-0.112320492682639
healthy,0.331218324466832,0.612156232377306,0.134999131085237,0.372299752925976,-0.137524060672069,0.231316443645211,0.145941657157543,0.303109867764406,-0.031719402056192,0.229892396138717,0.482028942802132,0.642233054758235,-0.411137090874132,-0.401783148765999,0.551027963943815,0.18446985747701,0.31955027824495,0.708873314496744,-0.219180328084459,-0.273756121148599,0.455615981402702,-0.438489382228289,0.634077924727637,-0.137423064424783,-0.206974758318394,0.52113106912782,0.409437827031546,0.331271864539966,0.545121730825561,0.0037027268153825,0.709532297409647,0.686386838044725,-0.237778674396302,-0.190618779069142,-0.119835424901099
healthy,0.113582586446159,-0.122892485356136,-0.0207021874360422,0.12786608698888,-0.372908636670934,-0.129742183962937,0.243860373585993,0.0774394512489854,0.112262641594427,0.131745421393087,0.24195134747815,0.144960679254261,0.0560509270287688,0.120082959601613,0.196128107963954,0.0283773103232317,-0.0686436552067479,0.326042711332882,-0.0519947014341553,-0.0568932733316139,0.149172178773982,-0.170937328346698,0.0865022931872168,-0.217490066150018,-0.135125384050095,0.396239182463467,0.354475361030209,0.0683798584709655,0.0981319585151841,-0.0455137650307209,-0.0768602928515647,0.267874595206688,0.20228234148871,-0.312632747276307,-0.0389555190551787
healthy,0.401672756091963,0.433432902495107,0.149638771032542,0.379062556412463,-0.168608857621719,0.336382549653493,-0.017476104742659,0.328347101094431,0.171417271414527,0.428911408918265,0.473921618030321,0.558072300858798,-0.339197287255293,-0.404865053676395,0.455298938925867,0.191080238751745,0.401595223322346,0.42119628990999,-0.210355867713474,0.102136593321636,0.546843490883694,-0.242758176261262,0.491355356731952,0.149984375129842,-0.106755111304627,0.619829892752507,0.30991576379462,0.420647351088445,0.346367087261555,-0.109429302301142,0.39564585135944,0.529046713271482,-0.333656281275657,-0.252217538850289,-0.332261445483099
