group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD49f,CD20,IgM,CD5,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1C,CD35,CD272,CD58,CD24,CD21,IgA,CD268,CD41,CD81,IgD,CD45,CD22,CD73,CD305,CD99,CD224
healthy,-0.356768812318215,-0.357577686370858,-0.33724587126193,-0.380087596389255,-0.0801574543692325,-0.262554696278781,-0.179656978030146,0.0121672874148565,-0.199681189146338,-0.0335154659119354,0.15494611143473,-0.333129959691752,-0.13052034112753,-0.273007448492717,0.11486361718634,0.293856394194876,-0.338174659488251,-0.0131475199232519,-0.352906789497107,-0.247205525515339,0.104259470542508,-0.12870543768655,-0.445557183530515,0.0626825094495982,-0.433019882825151,-0.244413156041875,-0.115703870522508,-0.18505614489768,-0.299211359463269,-0.0405522993206495,-0.469049779420247,-0.328196464650162,0.200754071448464,0.156114259208175
healthy,-0.228342569455363,-0.197205600748072,-0.0756154644147159,-0.225777173566655,0.0604901144501055,-0.166512077411036,-0.14514885864474,-0.013411839749116,-0.102187763835565,-0.211623890007798,0.125065640665436,-0.303430326341787,-0.219131888692295,-0.262135659191356,0.0458516234630198,0.287221099097926,-0.326367070368457,-0.236078690941634,-0.292215070732876,-0.174881114195526,0.0092423282809008,-0.137548624700382,-0.465061674419438,0.0544287634666776,-0.341575553166628,-0.19793075068892,0.0851849421444047,-0.377419508487005,-0.232883856324798,-0.21056879583229,-0.125310410033637,-0.358831022067776,0.147910230670765,0.122885687454344
healthy,0.122791229065563,0.0077010275858469,0.135602549655134,0.0709877883142416,0.267209582096256,0.0752547460601964,0.0548566263196691,0.0104758687810896,0.141941015678324,0.129603431210037,-0.275716676714021,0.121940101340246,0.122876257240348,0.336394470451591,0.0300205308213529,-0.149763184034443,0.0148599284292262,0.184905007540396,-0.0117281408699097,0.167269698962497,-0.203201095327094,0.0154174139600194,0.0145190450070635,-0.122535463464633,0.0442824338606472,0.0074281359393284,-0.0409552181041364,0.0166895906424521,0.273009887581059,0.128282338415439,0.0382610267067929,0.131656681546777,-0.0918991925198746,-0.095067327709976
healthy,0.261699734276399,0.0528876603618645,0.0775097135628445,0.183972005224377,-0.255612527376056,-0.013415817225513,0.230877940590902,-0.112035429145238,0.189063218774861,0.218461982727134,0.261681357291932,0.109204627039623,0.326183530236558,0.326164262006418,-0.16637629152997,0.0663013370678106,0.15327758428591,-0.0364765732957548,-0.132391959716438,0.249778194602086,-0.158398276148639,-0.0992783081082572,0.107065582578044,-0.0912217589804353,0.165174647559637,-0.141893097864299,0.224699374337952,0.459174376129226,0.151810870975956,0.0701508487375392,0.0125055277884401,0.389963214527249,0.149425800418096,-0.0178754972376397
healthy,-0.205293987836179,-0.18926952098949,-0.337522918744846,-0.27135426198764,-0.294228744211699,-0.272031053336561,-0.0318007481249933,-0.144762547017869,-0.120387873122253,-0.199327046804753,0.0948231651008373,-0.357397906817961,-0.228420753964749,-0.246787770297913,-0.0743683758907786,-0.0456238497922404,-0.0796219330544133,-0.097488805184881,-0.33698423428548,-0.0049408613601968,-0.0392469894108223,-0.0913414548888948,-0.24416690669905,-0.111615044343622,-0.254548549610291,-0.23914963803352,-0.138508164295826,-0.132278533666707,-0.287391363292268,-0.195029017280087,-0.276812930472979,-0.0259833093794989,-0.0233604909463727,-0.0177939975085839
healthy,-0.470434220345893,-0.648508758776451,-0.458085797872078,-0.689523063444753,0.020207641759833,-0.437307594473975,-0.226004946542916,0.0071169837305779,-0.622435642972988,-0.109225619310081,-0.277884465647009,-0.465814177038947,-0.554682930103191,-0.614417270520958,0.48057817962866,0.575217521490464,-0.713263276951389,-0.181664897483965,-0.43355653057561,-0.474376285646996,0.309180508173719,0.0099906568080552,-0.683399353212306,0.377749252383487,-0.732754420286293,-0.130853144100905,-0.29342840543041,-0.781415013198334,-0.582988960765111,-0.595313527639309,-0.684624504638621,-0.737591470656361,0.483088462020321,0.305795603064799
healthy,-0.20516290666485,-0.360675334515755,-0.0241846763873457,-0.235788137130419,0.155631339263223,-0.286352258298567,-0.0760185227122746,-0.0360511617549413,-0.270532452504782,-0.55535555991139,0.0704380621180756,-0.0205913295846182,-0.418798760915569,-0.23926963128591,0.308368290615124,0.198223110981732,-0.415965898784691,-0.071839740979181,-0.293363203224273,-0.037399287019966,0.0389932165373102,0.263992297272348,-0.406575028390226,0.0841774894869649,-0.406115006453102,-0.139748052025612,-0.276107633078099,-0.557263441372273,-0.197061491021223,-0.363910612843257,-0.31010066354426,-0.350142819727112,0.0832891597691757,0.216776790236793
healthy,-0.0803338175410932,-0.0076068539136094,-0.308834974197009,-0.147685286628535,-0.307481615681529,-0.111961556188562,-0.147759903128418,0.210157644434161,-0.298374277832113,-0.288971963890639,-0.275326343595335,-0.119337999661932,-0.0686571996785884,-0.175702588353233,-0.0970423052754977,-0.0441422018565837,0.0344996939908877,-0.0022237951294519,-0.111085505314415,0.175353957555211,0.0048598986718913,-0.19413089361933,-0.0738773420812677,-0.0969660529562151,0.135603721603285,0.20501249050007,-0.536719290015164,-0.087975556803268,-0.165006913539203,-0.109953756330986,0.0237013072779276,0.18104892446133,0.0873927682560713,-0.0738969430851242
healthy,0.201200470566877,0.193362627413117,-0.0091262039580994,0.189222210507383,-0.367138875109097,-0.0659269779643883,0.307689568137725,-0.0654480837722887,0.129923692409825,-0.115098258898942,0.165881638616216,0.130908154974913,0.366308536105013,0.264188638463643,-0.184819036111681,-0.0813355960586017,0.331898610137746,-0.171078096104358,-0.175770675118761,0.618293915941578,-0.0445348232208941,-0.272232762262935,0.209946259091887,-0.188542401770183,0.318407204236252,-0.108292641572267,-0.0463652558573254,0.455771825349423,0.186108819826469,0.162162751294766,0.118053054528202,0.592111179401251,0.114832362593397,-0.197167094103533
healthy,-0.264954958767796,-0.356007051632421,-0.185454387876812,-0.308279252351143,0.0894872084654494,-0.176776221698192,-0.112789721384141,-0.0686316612841103,-0.35032112486947,-0.110397759747352,-0.21108270348862,-0.344739957493367,-0.132213633122294,-0.442058183049532,0.173453991208984,0.259646606539398,-0.412878504542609,-0.0828605344441956,-0.264552070676064,-0.270078177514359,0.189810507210772,-0.0973939100786451,-0.376009020767321,0.0748523267459391,-0.357887593718713,-0.0793073237702408,-0.147290112288496,-0.509268702765774,-0.306643618609085,-0.416485889958545,-0.331279023583762,-0.389277711117068,0.255796133294829,0.216569139303698
