group,CD47,CD40,CD52,CD19,HLA-ABC,CD45RA,CD123,CD49f,CD20,IgM,CD32,CD196,CD185,CD27,HLA-DR,CD1C,CD1d,CD35,CD272,CD39,CD24,CD21,CD268,CD41,CD81,CD98,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD82
healthy,-0.274582573101101,-0.236538133151695,-0.203666226642112,-0.182644838116462,-0.341664269697729,-0.270186162545226,0.0017021202841562,-0.0862878567827406,-0.132054154209812,-0.130444579955658,-0.159408745224273,-0.163242113581783,-0.0697182238930229,0.0761596172524271,-0.163442798328805,-0.240286116147606,-0.0552671285667903,-0.294436639125283,-0.0019664452510716,-0.0172619061110365,-0.211985766766149,-0.294921962460325,-0.277823767211413,-0.303673566412278,0.106603932672814,0.155061695307108,-0.0345701945802294,0.127795689705041,-0.178632120906349,-0.0419967463546828,0.119429701760681,-0.163707809171641,-0.0743874259678954,0.22974735079792,-0.28036211875827
healthy,-0.0885288800534206,-0.349902226041917,-0.209623448904921,-0.287704939007428,-0.202163515649887,-0.156542186956554,0.0872373513626362,0.0253130752732061,-0.0477226891991694,0.0998903073526155,-0.162624036676959,-0.152589839363336,-0.237058990635285,-0.0732178929726949,-0.135591029697706,0.0647575392041955,-0.120830251443914,-0.320663379483687,-0.070633547615802,-0.0129537732851116,-0.229035580989481,-0.337908854270857,-0.317694222763522,-0.0464481348830153,-0.107809291326521,0.0303364720805597,0.0131373939844351,0.0624831255589669,-0.0822252031690661,-0.139304019789932,0.0129295196937276,-0.343895876206584,-0.0301860461000501,0.0753562059088111,-0.185488913081398
healthy,0.313642118487044,0.411491056461579,0.117582576044194,0.339706894733904,-0.122830517162951,0.189488895366506,0.328077687337081,0.0222444103912695,0.140209101160735,-0.0934862024794413,0.236484349319954,0.258389364650643,0.364254262380034,-0.130602103085196,0.250317851140233,-0.185071019711802,0.0046907331735848,0.162847763996365,0.303522036417925,0.234737507555047,-0.194036679764455,0.284364892598831,0.382633719472357,-0.0082794982246383,-0.042299707587353,0.0324780727728959,0.306680963909221,0.313149506897545,0.212223874378229,0.285914571284101,-0.0295777537842986,0.342901644395324,0.5818799522541,0.0845130667496535,-0.187959694646137
healthy,0.0918250158497781,-0.242804158364104,-0.0070923384016363,-0.192173291604032,-0.067711764580615,-0.119424759460812,0.213952454895413,-0.0516777129689004,-0.0145988039697375,0.190973687793079,-0.219255343094386,-0.372916806632551,-0.241704603144238,0.0698245756992139,-0.122552079914761,-0.106012100940056,-0.383360981486331,-0.231339691301741,-0.193277456737546,-0.0963548794760516,-0.123865856894355,-0.155442159548584,-0.170113178781992,-0.0884621268613816,0.0814961343999661,0.254941210011962,-0.0210719693775079,0.175395421310489,-0.0140121737844698,-0.107698734322267,0.227542679735772,-0.299594310868228,-0.202641219974975,0.286887425303209,-0.251870206753226
healthy,-0.178692487201092,-0.451112554932946,-0.200021147370636,-0.353761417750237,-0.109338357542186,-0.200651066860418,-0.233416998474519,0.0394497302578877,-0.247706995762349,-0.0285052172783473,-0.291785424070354,-0.385668164531703,-0.328502338316772,0.0093076928122485,-0.276358927431638,0.0062416809069739,-0.164692492279321,-0.315273114472238,-0.401757021980616,-0.2835330497703,-0.0681633126874254,-0.326190455298735,-0.455152579943408,-0.0808532287958978,-0.182351472330954,-0.127026758806883,-0.209304747611795,-0.140424825900979,-0.190176265989433,-0.357461140572793,0.0942568522224357,-0.392713277045081,-0.484281775338633,0.117990477224694,-0.370055749564781
healthy,-0.409424505247842,-0.554324679219365,-0.359957748282498,-0.493816373168437,-0.0892025030644304,-0.29992693442703,-0.133060930096453,-0.157947936710618,-0.519628415345863,0.0536843074816165,-0.334398124515149,-0.219889189957948,-0.428431961495958,0.368283896730756,-0.564538707927929,-0.0126702505955386,-0.103239834222748,-0.386613266237889,-0.186227978961242,-0.207584018512715,0.0510142801083132,-0.499630309255147,-0.559038519895664,-0.314711163706321,-0.351695933244997,0.148234796948067,-0.445244522146972,-0.07866631371615,-0.387831113357753,-0.520874753205389,0.0906708509511266,-0.767450683768913,-0.379077351691448,0.304842282223469,0.0911791631618097
healthy,0.0688339021565341,0.290945205191192,0.109238263412219,0.186069290767277,-0.0072280238315397,0.407618356611645,-0.0055463874818301,0.0465250090876695,0.233311203742525,0.321200885656153,0.182927625612189,0.339113843389727,0.158254004170875,-0.0406088038513311,0.192758933430074,0.184498840648484,0.303931271062323,0.385127407648481,0.143592207527374,0.0429563832040493,-0.0515068956669055,0.376413482365917,0.368447640529483,0.119954278260157,0.242966956340509,0.0201596449834152,0.244300465045706,0.017824396548966,0.219521131870125,0.217763448680385,-0.0534171287434792,0.403705416307446,0.256155682989666,-0.147034043287466,0.0889472626368863
healthy,0.168406716404277,0.308363761392394,0.229427498507733,0.232279805665324,0.0629043561403297,0.205811906398991,0.056131850615165,-0.254142351723848,0.274462098752379,0.272868969270549,0.188543348026276,0.24578732556491,0.456950271785103,-0.227788995787641,0.351555357426199,-0.0797275937482608,0.215458415514306,0.290766423497619,0.233672884171345,0.170217995461198,-0.13669398705953,0.295397919509351,0.320671407293934,-0.129362807520524,0.339933427080268,-0.181293432045939,0.272244441906954,0.147771588863008,0.264739438907736,0.374967886758674,-0.0315813183167149,0.348320507678065,0.237385127348733,-0.157148384684196,-0.122853356183861
healthy,-0.117415655669718,0.126976497549273,-0.0414167788190202,-0.0432091491512599,0.218878796706761,0.0360582737427049,-0.171447466153904,0.0830666356054642,-0.149853749599824,-0.418839033424336,-0.212377278450003,0.0056053381251432,-0.0049761718031792,-0.0353777758362536,-0.0008837812191839,-0.15185637940419,0.0629408023645823,0.284296244384687,-0.243197014399018,0.0204341177534943,-0.182785633872727,0.0969848638607245,-0.0019722336786904,0.220835482304746,-0.131525138533753,-0.106910457776494,-0.367084668801825,-0.325715060646091,-0.0426447695656758,0.0956290353002108,0.0859201468167827,0.451017608619095,-0.064342777122472,-0.165938624740169,0.150638221444064
healthy,0.342683909303678,0.324419007445369,0.173927570835334,0.291656917628501,-0.157329996166623,0.342827792417269,-0.0309467559154255,-0.0645600179354028,0.318765069521719,0.312659921979489,0.401000336105152,0.42440349361187,0.414650700082049,-0.3155796609407,0.368575084550027,0.168461932214274,0.293456914466034,0.297133157134809,0.323528375642698,0.403109688684082,0.189683808930588,0.470922689423934,0.382265455868845,0.0166808597883311,0.111956950429975,0.0001512792097388,0.537950497120331,0.310683673418996,0.384604367754775,0.186384722765651,-0.149936225672111,0.272666787225795,0.402364679883053,-0.133780369022114,-0.210655496390681
