group,CD47,CD40,CD52,CD19,CD45RA,CD123,CD20,IgM,CD32,CD196,CD185,CD27,CD95,HLA-DR,CD1d,CD35,CD272,CD24,CD21,IgA,CD268,CD41,IgD,CD38,CD45,CD22,CD71,CD73,CD305,CD319,CD23,CD82
healthy,-0.209414700529203,-0.200317184251543,-0.18518147726853,-0.215818016030849,-0.0807877246704126,0.139396294865806,-0.29060537254329,-0.0646791033136028,-0.274130754697694,-0.103125349970693,-0.140655705584396,0.16873549176519,0.19043261583896,-0.246170646278914,0.179561657935319,-0.0228047041249153,-0.251098171752713,0.169498448514985,-0.187031256159017,0.247496135766292,-0.232354915006049,-0.287159932327844,-0.234395602962083,0.271136279755281,-0.266264531332042,-0.288424799479147,0.223843090979009,-0.126553101364257,-0.201377777865066,0.0493351868421238,-0.109649096085209,-0.0156438085499473
healthy,-0.184502799403599,-0.23354249521564,0.0627358592164625,-0.217661451623508,-0.0088170776713054,-0.434712747529424,0.0134555439734585,0.11912177883369,-0.24221452938444,-0.159856282854984,-0.129226098761944,0.197670260515774,0.176547157968334,-0.499423967796965,-0.0534791521553126,-0.234929313776588,-0.195756582225749,0.139897091568323,-0.342755701952913,-0.167963764364721,-0.342243514253451,-0.0034009547773043,-0.390010583416166,-0.072096212881553,-0.235299658170991,-0.270216221738874,-0.0158201858895681,-0.176972517498706,-0.471772605016096,-0.137595282456889,-0.336813826278651,0.379837309987425
healthy,0.0331705537003566,-0.0627773484634173,0.0034514249920798,0.0070454418595997,0.0056282909221714,0.197140043440955,-0.194427173543057,-0.433579641553715,-0.0253226576696705,0.246870967534047,0.0742180181822974,0.190127277134738,0.268069191851302,-0.0461922983893475,-0.0865797414260968,0.13650364857501,0.173921277615254,-0.128395224760161,0.0654163294369939,0.192754751703932,-0.0730257027299986,0.117211302630034,-0.145386678536619,-0.0336394160278491,0.0447708430576396,-0.0606270443083058,0.098727812226329,0.174090648174279,0.0517628943064399,0.205761943237574,0.021016251926862,-0.0253289229105639
healthy,-0.2202489228201,-0.006796814355473,0.0178762414056532,-0.163741508333539,0.150495042998517,-0.277356142857182,-0.111475652234818,-0.0605885953472567,-0.0898382244950084,-0.278044404817003,-0.254189628171914,0.264568983555947,-0.103136013193402,-0.283950515879988,-0.088432949273134,0.134803716207891,-0.321234620868343,0.279656483599322,-0.112270262189627,0.14438998457582,-0.153112539697187,-0.128367103151211,-0.41351982113655,-0.207184172455529,-0.0516375465142069,-0.135997692207816,0.0010429392237914,0.0761415468425039,-0.385840136564701,-0.231245434923832,-0.161387243455046,0.362233532496259
healthy,-0.188552340778926,-0.455052583903643,-0.216207472346858,-0.411348806502812,-0.201019685597341,-0.450641723488767,-0.414711052544691,-0.119724049648869,-0.17731516233394,-0.177094335607524,-0.33672266952345,0.159062302233,0.0681417136917746,-0.573285577629395,0.015581675280886,-0.291006759643353,-0.420445129421886,0.141416065795878,-0.405960793832025,0.144247126184899,-0.49546609131714,-0.0461741797309377,-0.516695780675402,-0.214521245735734,-0.287276446169908,-0.578048049118259,-0.175853450435446,-0.52492772796556,-0.665444271093604,-0.0178196550286519,-0.33044111464383,0.168327387119201
healthy,-0.247888920511548,-0.286845140204384,-0.277872835772859,-0.440309923005966,-0.235964138188419,-0.151312435852961,-0.499912246636997,-0.124837667712241,-0.33208158081226,-0.20670697183281,-0.361010584473163,0.344536340199935,0.497986989747192,-0.522762143595496,-0.178271004712134,-0.255728844374779,-0.127061022106828,0.0779119326304915,-0.401232150410047,0.321149211314498,-0.411369804526775,-0.17631737337301,-0.538171457565515,-0.0951137312643774,-0.34231599148103,-0.388716311346184,0.077819567769853,-0.530225359986533,-0.434546721691782,0.166189953707101,-0.338565014306454,0.193825176932357
healthy,-0.0269973153039622,-0.065489109518605,-0.0669545319740271,0.0731072011608924,0.0538037366225286,-0.227058538958542,-0.149697622702319,0.0981271465859706,0.121737710865228,0.0746001378846931,-0.0405862781722737,-0.006887039103954,-0.188169779257566,-0.0298567023399238,0.0025916301121702,0.0213719826149684,0.082429966492141,0.218434491714534,0.0567243124411947,-0.193833965109821,-0.153615230922638,0.0651575988618288,0.0079451450185523,0.0557820206842293,0.0025539633593324,-0.0184784605178985,0.0350105775671083,0.0017016398777745,0.0944044702532112,-0.167160456006946,-0.0849163948933499,0.0203741510347459
healthy,0.134516831610617,0.438588869116317,0.195248925190217,0.233515175785235,0.171822227595222,0.159826706944656,0.320465512079486,0.22326178600925,0.135960732571456,0.334610661885024,0.54386173674268,-0.304444143633385,-0.280280703821534,0.36318370369251,0.0993108686186931,0.340876549415535,0.196430854529759,-0.148219974059993,0.320993367865301,-0.340004459094049,0.380422576315986,-0.217742024223931,0.365509345221365,0.227607612231311,0.29334184617942,0.501242992344028,-0.039549101954489,0.397067030332133,0.265784773327033,-0.128816561072232,0.0184509101355931,-0.29786204906524
healthy,-0.0022018439714617,-0.114801985878615,-0.0089308417938588,0.0559852144952524,-0.138797065226155,0.183902669498044,0.225902407220411,0.198708867943169,-0.0498421597752405,-0.117271370830792,0.0325646765305028,-0.0233798969904319,0.134530476758989,0.131016689510602,-0.0308982120698859,-0.235914499329769,0.235751954391246,0.0679892304390478,-0.0179766988265586,-0.116310223469025,-0.0165376135353084,-0.0984160606972849,0.340595889044578,0.431597069328052,-0.0510081307872165,0.0904339964091573,-0.0644781217605514,-0.222079323999551,0.200556088760313,0.247085641059636,0.244814428359097,-0.265904398482574
healthy,-0.316407768777104,-0.235934458286481,-0.0805233496919656,-0.135794977973724,-0.0889177010799027,-0.0143283660136029,-0.100153643243111,0.221618228531982,-0.173201165296901,0.0895939953849086,-0.114017392087172,0.0882130232776084,0.0499462771579434,-0.344487629442965,0.0296895933760047,-0.12323889907002,-0.184760352554039,0.0846144165312844,-0.224323409384124,0.0368676126893813,-0.266820431671043,-0.171998604357249,-0.304190791838628,-0.149232204188208,-0.243722488141336,-0.151096080704178,-0.033358907456644,-0.327166153005291,-0.304305672819371,-0.110390462464697,-0.453638790701519,0.48080765880363
