group,ARNTL,ATF1,ATF2,BARX2,E2F2,EBF1,EGR1,ELK4,ETS2,FOSL2,FOXH1,FOXP2,HIF1A,HOXA4,HSF2,IRF4,JUNB,JUND,KLF10,KLF4,LHX2,MEF2C,NFAT5,NKX2-1,RFX5,STAT2,TFDP1,USF2,ZBTB33,ZEB1
healthy,-0.271340835429991,-0.0794595179220915,-0.240187103733664,-0.266148546813936,-0.289367994782359,-0.382129106012995,-0.123681481640847,0.464213938403878,0.412932795780149,0.102620625568986,-0.0626575053218254,-0.202907638276824,0.354359112965333,0.414507984461424,0.44256967911673,0.421042100472639,0.128115346077029,0.0635326101447559,0.327405884419073,-0.207633204320649,0.324197166734994,-0.178696404842413,0.225485342708431,0.238903616660033,0.233711328043978,0.266323567778522,-0.402489878226512,0.215975870299253,0.161661030956032,-0.189431024003694
healthy,-0.683256997171075,-0.302853054027915,-0.315330377485724,-0.4730882196206,0.155873889830602,-0.508945082329799,-0.380990747959245,0.133637075747378,0.651476883710467,0.174126608057249,0.467189286995745,-0.410732486795558,-0.662904135392124,0.709045524614815,0.151951562902034,-0.537760287245978,0.400664151530098,-0.178419548553872,0.588318154821309,-0.322186728494719,0.664849856624406,0.693170910116513,-0.421202320093076,0.021433818019108,0.65604778438313,0.487727455558723,-0.691935531556334,0.537080829037879,0.578527779731889,-0.54798304483146
healthy,0.224998839884626,0.266782060464041,0.204328045205732,0.327960252193207,-0.116799190586202,-0.177351738084731,0.196440020886131,-0.265616644740305,0.301989882854798,-0.0187202567833782,-0.173843223379589,0.0525050452377843,-0.257998506167253,-0.098741380635263,0.265530772002767,0.233279425290118,-0.31779046656187,0.320943222782923,-0.182872128355058,0.109794428709853,-0.110640888551303,0.284999348356123,-0.190220381181561,0.015297614815775,-0.0480641979536539,-0.22802892076634,0.186307037856596,-0.165010598947065,0.226716294635395,0.211013851199796
healthy,-0.14710015980246,0.321650697804955,0.280610842970915,-0.214753836889323,-0.436360140532684,0.437006293915639,0.392277895788929,0.307937662060103,-0.239805953003404,-0.321871483757125,0.204976462658835,-0.45597768132868,-0.546757167735923,0.398962241129847,-0.303568530878176,-0.0199031446423807,0.332847989030589,-0.0920596398179891,-0.225695907656486,-0.316688077779122,0.0520690246465539,-0.228148859840683,0.273989289965018,0.115918701566677,0.37609772894552,0.450216990980325,-0.492595740441743,-0.41744951989547,0.389826969163926,-0.46117931733943
healthy,-0.0752303989392191,0.0859973607242683,0.0110897400826737,0.0419611786911979,-0.200053377749189,-0.108038507333491,0.0988162702585024,0.0046802853155566,0.132246879655336,-0.257162080836056,-0.0153780803225434,-0.0409236770202617,-0.0020980589345599,0.12263269750466,-0.132707991509085,-0.198347263890316,0.0312864392768987,0.257507914726368,-0.0124039088658596,0.0243697614706573,0.0963954330263179,0.060059818950863,-0.127405205190967,-0.0742620640463453,0.0725098390020975,0.0886026426979526,-0.0461342409676303,-0.100176550227063,-0.0595756515044261,0.0062941768036796
healthy,0.202893307427572,0.448303361665339,-0.126096676437076,-0.051359261104054,0.307065393629191,0.325840595212041,0.52061817034251,0.314817734927916,0.536243983272753,0.0970253965668568,0.521466082672058,-0.193929662800921,0.0595961237339495,0.613646265927211,0.590873763362206,0.494938539790483,0.271089684789795,0.365450214035214,0.488882023150854,0.350914574100105,0.375746292322584,-0.199622788442172,0.490698978142742,0.321358772898715,0.461506567939731,0.556351618516321,-0.40094140154344,0.515167305366844,-0.262610561494314,-0.337953628491299
healthy,-0.230412683706093,-0.0941916223394947,0.297499064027821,0.277031162258943,-0.239267505858799,-0.260795811099393,-0.307263235026642,-0.335018011934492,0.142649946232159,0.173063284550579,0.140692278284376,-0.210231785725857,0.166438028671738,-0.193558376152065,-0.21318037201758,0.240741799004661,0.218594169799104,-0.0251052787748156,0.227080418665345,-0.283786325115801,0.224119748003573,-0.145338718567849,0.184519267356127,-0.298462792539153,0.0831344237455326,0.33357392971375,-0.325864101623097,0.170543693395561,0.257792845142454,-0.346649218105736
healthy,0.39988319598765,0.398320147206525,0.584895426816899,-0.334691840445654,-0.378978222577538,0.413210920574035,0.377569548984672,-0.534684896835565,0.511830936673679,-0.533289087841721,0.431292114498905,-0.404630233026623,0.40428288885304,0.524097331840782,-0.341027655463795,-0.383628775123849,0.399600174809175,-0.254107992174304,0.504125041859736,-0.370738446904198,0.420234991639833,0.43229555322259,0.388903260722708,0.253008068957956,0.480717903939921,-0.417192513971223,-0.415520116098414,0.544507018188562,0.425843956813254,-0.344063700832895
healthy,-0.0318907376971646,-0.0647419841462855,0.0124536292715873,0.0332510186357181,-0.0984389532739832,0.0418916392628635,-0.0128270138551088,-0.090760160778948,-0.0382092492536464,0.0657776975670076,0.0183565360796264,-0.0782867408050539,0.0205915660601402,-0.0607627336024665,-0.0522883548746982,-0.0125288339403531,0.0708467561178539,0.0405828141503076,-0.01442346384119,0.137537464751281,0.0431239403264997,-0.103452597858371,0.0295198115608109,-0.0049318430148525,0.0588707424619372,0.0933870466651362,-0.0799346466171328,0.124210405817888,-0.0309856429116673,0.0774053948623247
healthy,0.194537821195661,0.0726052836941071,0.117129134509068,0.156295343524719,-0.110478268827166,0.101979940455845,-0.289682149700661,-0.306494060174361,0.12784441810769,-0.108446059868806,-0.103273164338437,0.0783324180313013,-0.454291075327759,-0.0788866568381265,0.155556358448952,0.15740382113837,-0.12359525392203,-0.0696493433910391,-0.0532069254552235,0.169227582350642,-0.0918188956640489,0.26104647801469,-0.223912477957399,-0.253102388450195,-0.218185343620205,-0.199895462994972,-0.125996955418272,-0.0997629852285441,0.0641069553227867,0.0094220597160291
