group,AHR,AR,ARNTL,BARX2,BCL11A,EGR2,ELK1,ELK4,ESRRA,ETS2,ETV6,ETV7,FOXP1,FOXP2,GMEB2,HEY1,HNF1B,HOXA1,HSF1,IRF2,IRF4,KLF10,MAF,MITF,NFATC1,NFE2,NR2C2,PGR,POU2F1,RFX2,RFX5,RUNX2,SOX17,SPDEF,STAT5B,TCF12,TCF4,TFAP2C,TP73
healthy,-0.301100360392266,-0.689132431152021,-0.6509149547463,-0.677069858932916,-0.739876424862197,-0.733903131888313,0.65514845365012,0.716853150001694,0.645289620586429,0.838348769227772,0.790968377386385,-0.656192330092158,-0.52854943848519,-0.67359027079279,-0.471658172394125,-0.606260240281345,0.769046972103589,0.814049645382556,-0.464235051028522,0.822168684376185,0.595821475860966,0.681187371565399,0.767945102525882,-0.747009580549456,-0.805176695625234,0.679331591223998,-0.300984374120928,0.683333117585144,0.647667339148849,0.0278367051210107,0.678983632409986,-0.636010718879426,0.48227091622151,0.722478484161565,0.749213319704869,0.730655516290862,0.719636820513795,0.54652731054251,-0.749851244197225
healthy,0.59316703442286,-0.422374983973677,-0.616718164072205,-0.440950087542254,-0.408250487582928,-0.306350127407221,0.337349842680571,0.205160628100195,-0.529591347167346,0.572830232179725,0.12019730079567,-0.446884230446026,-0.552369801959429,-0.378734308035521,-0.474824153284619,-0.0240765485522826,-0.315096806791427,-0.452818373349798,-0.559262061686206,0.588160101347803,-0.487248764989391,0.416842631995681,0.123566163173332,0.426083823288534,0.422282262990805,0.362446322044439,-0.169710305649017,0.473896943455904,0.490679441355634,-0.475936805079076,0.526377019761136,-0.606611576939218,0.488701393721043,0.413473769618019,0.465552054997475,-0.238478367945331,0.495810002407853,0.206427814866105,-0.325079765947251
healthy,0.587021888157647,-0.681641919263233,-0.590492270324946,-0.522556167120573,-0.796090953777028,0.611179672149094,0.764342475221771,0.699349452300619,0.58119704176377,-0.630174802810389,0.714861937960101,-0.657741654796568,-0.58244785088414,-0.592527900854175,-0.737867015507286,-0.665933228251536,0.747235821075543,-0.534475642267622,-0.586396483597463,0.69323029787842,-0.6574963981063,0.694959357544813,0.726192797050506,0.562618847475932,0.681850387449962,0.538877999857941,0.677889491902125,0.631683131455541,0.622044543527989,-0.599370562512666,0.685688654652664,-0.55613180801833,-0.667956595946251,0.59233169550196,0.566812736879523,0.705554446564412,0.604238907814496,-0.702341583921894,-0.635950597866212
healthy,-0.148181186656402,0.600958603639185,-0.229129965640204,-0.512399255691094,-0.634670620363321,0.574899515261329,0.504052440325542,0.556150445946973,-0.473618232922098,-0.530299120252213,0.518436476181451,-0.491923537282268,-0.711798986514267,-0.658141752212901,-0.528098449502136,0.666315095823635,0.492792913169787,0.15430312591074,0.459782851918637,-0.606152670716589,0.170710326535051,-0.569136622197196,0.603387208206639,0.597126088125761,0.465852346223844,0.553320435807323,-0.642718902941511,-0.523315873564068,0.212222520885719,-0.554506498503056,0.626975332635051,-0.567861806510625,0.494350124736294,0.569501719727685,-0.306562915918796,0.442199674165733,0.646789437839453,0.0295668486293531,-0.317612663278027
healthy,-0.555859032241149,-0.664021344860282,-0.620949690058534,0.520817295989513,-0.783894914046771,-0.576198424786419,0.694185308239071,-0.486120685176994,-0.634064456744964,0.675663576339815,-0.376278762087493,-0.613656039111871,-0.514098854108044,-0.557492625986301,-0.568904773839755,0.503952166198017,0.492586035069778,-0.547714071877998,-0.420362784843983,-0.558781094292336,-0.694070266426032,0.513707711943712,0.558343935402788,0.455565579633873,0.459131875838078,0.469209538660282,0.441392428267486,0.653552539873746,0.397469464049251,-0.569157865828441,0.537314291979285,-0.604406677343547,0.530365766471738,0.411159439800875,0.4923559514437,0.572862212208292,0.502065480464179,0.718252055526799,-0.537567383967971
healthy,-0.555345558847952,-0.734500822842043,0.491574390360368,0.041838654465686,-0.766565204754492,0.495269542179275,0.697072510869891,0.728064106770399,0.471429853025038,0.795172831739577,0.652492292151468,-0.688847818111679,-0.678000759546502,-0.372852738372267,-0.698264495327603,-0.592058680145477,0.715786666855967,-0.746659064310704,-0.635089319068875,0.772048333259967,0.200730182678676,0.651181109247985,0.628652602997231,0.71912422333756,0.717932238879848,0.743679103166424,-0.584429979616121,0.610176843902697,0.537942585765359,-0.636758097309671,0.638188478658926,-0.542472126704664,0.507427783647936,0.593489061494731,0.615659972408172,-0.519586025116596,0.585264368736519,0.518036445321571,-0.640691646020121
healthy,0.177746892866156,-0.233639894257635,-0.412188734104903,0.370018937794712,-0.418775512118312,0.40795373319341,0.179290715893467,-0.602607590691337,-0.108052594178002,0.224373952547026,0.534766480345305,-0.433586001121556,-0.435967813690928,-0.509599762162748,-0.526536762261977,-0.478035489411765,0.47700226933123,-0.304703810261847,0.510002237426677,0.42378242454346,0.0965279853145969,0.487019097728274,0.593783170352353,0.58484461523703,0.574764712358326,0.354007030093171,-0.478762347724234,0.340115626394123,0.477440787156108,-0.201219610684115,0.109245002236061,-0.232447486199576,0.3540220478269,0.335469139578463,-0.535445281909842,0.370145086758033,0.0325434289900945,-0.592329453727415,-0.262534013951655
healthy,-0.565093826255768,-0.580329686649531,0.540321113062877,-0.370570267479464,-0.434812458946004,-0.39875725098806,0.54068692773956,-0.510074015322438,0.467787122258199,0.513000532735898,0.612110638911499,-0.633783554054606,-0.420975679245518,-0.505697074804937,0.251552141530716,0.206858572961987,-0.44877117687205,-0.4801670610533,-0.318310111124616,-0.224302157018536,-0.212827128213124,0.604768674172466,0.553150297952149,0.661880688344368,0.338827822025568,0.487079033102197,-0.553541783834213,-0.486559191193227,0.562873266990292,0.396607287537381,0.475257443024138,-0.527928338665086,-0.585521687937886,0.412812235934286,0.52904503609917,0.545955942644058,0.637326180397217,-0.439298502086374,0.649442989337159
healthy,-0.748838505697111,-0.770393670777994,-0.774567165194313,0.694174144206992,-0.731752687661304,0.69506170209326,0.850565788469177,-0.803590965525572,-0.775782133323071,0.725091401362289,0.762683093822324,-0.724002663688467,-0.740870208229281,-0.795076984320257,-0.740438920841583,-0.319711499639552,-0.66906480287932,-0.781684721991899,0.717467607844388,-0.682149378473772,-0.691178800703408,-0.769546874809465,-0.728360244184901,-0.78828552286459,-0.668626940988761,0.720675965240676,-0.758446484178537,0.76459232945323,0.702518503238486,0.721197980767859,-0.693324718437319,0.816189027908292,-0.653443784080998,0.800891474650744,-0.447003079337288,-0.848185818433406,0.662140536465855,-0.207174419263025,-0.69285792873417
healthy,-0.43802010538762,-0.237076538522087,-0.308420722354162,-0.442628902792793,-0.407786394409687,-0.308605074250369,0.267125897603814,0.164810595208978,0.399674910976583,-0.359117493811062,0.405574171655204,-0.348978139519682,-0.267863305188641,-0.383451944110374,-0.107292803592422,0.613338758680392,0.312845167863128,-0.343263230737268,-0.272656454490021,0.364094995008649,-0.225831072853466,0.312292112174507,-0.287957661875195,-0.322431466465887,0.188960693612084,0.269338120358297,-0.375893516365891,0.359670549499683,0.324828041116577,0.162229668662081,0.195781713771739,-0.298465719958989,0.260489229340365,0.267678953292434,0.30731461097692,0.26970682415071,0.255880431935192,-0.068210201596557,-0.411842136126239
