group,ATF1,MAFF,RFX5,ELF3,SPI1,MYBL2,FOXD2,ELK3,FOXM1,FOXP3,IRF1,NFYB,FOXH1,ZNF384,KLF3,ZBTB33,TFAP4,RELA,OTX2,SPDEF,PRDM14,BCL6,ONECUT1,NFYA,PBX1,GMEB2,HOXA1,FOXP2,ZKSCAN1,JUND,ETV1,CEBPB
healthy,-0.406598209408129,0.232729328667228,-0.0378388593812101,0.320477507949102,0.405920093648609,0.19529733874173,-0.0610304183567905,-0.051536797723512,0.406462586256225,-0.407954440927169,-0.319935015341486,0.448370140194554,-0.419618031990911,-0.402665138002914,-0.419753655142815,-0.299455919403986,0.41514246797808,-0.384220389343972,0.314916958721039,-0.163832767500007,-0.328614897063341,0.29620096375829,-0.0433994086092733,0.308949540037264,0.405106354737185,0.289826675618803,0.471290452866327,0.253750917212345,-0.45298132735929,-0.292267892353075,0.438469650105564,-0.185668094956547
healthy,-0.215447556562285,-0.238259650786526,0.120650631674879,0.133830952782219,-0.099866279159459,0.0517074135749483,-0.186045301784373,-0.289460128934269,0.26968964727326,-0.0628599929734665,-0.264620293001206,0.0887136997609407,-0.26968964727326,0.15562917615205,-0.10848418142195,-0.174385786958649,-0.262085615865179,0.124199179665317,0.0471449947300999,-0.409603825181943,0.10848418142195,-0.124706115092522,-0.0866859580521192,0.108991116849156,-0.0167288690977774,0.0557628969925913,-0.19517013947407,-0.0633669284006719,0.0638738638278773,0.0420756404580462,0.147011273889559,-0.18198981836673
healthy,-0.185040674941058,-0.170396595719917,0.184085626296201,0.0303227944742122,0.0128135693184991,-0.0075608017717851,0.155434166950489,-0.154638293079775,-0.003581432418214,0.141745136374204,-0.104657413998921,0.0717082357513521,0.101633093290207,0.0048548306113568,0.0158378900272132,0.0467177962109253,-0.207961842417628,-0.137129067924062,0.0782344014912088,0.327820447347191,-0.0350980376984976,-0.0731408087186377,0.028412697184498,0.225471067573341,-0.0494237673713537,0.0683655654943524,0.0732999834927806,-0.130125377861777,0.0336654647312119,-0.0772793528463517,-0.0132910936409276,0.0416242034383542
healthy,-0.306186217847897,-0.0204124145231932,0.306186217847897,-0.0408248290463863,-0.0204124145231932,0.0204124145231932,-0.306186217847897,0.306186217847897,-0.224536559755125,0.306186217847897,0.0204124145231932,-0.0816496580927726,-0.306186217847897,0.0408248290463863,-0.0612372435695795,-0.142886901662352,0.0408248290463863,-0.0612372435695795,-0.265361388801511,0.306186217847897,0.204124145231932,0.306186217847897,-0.204124145231932,0.122474487139159,0.102062072615966,0.183711730708738,-0.244948974278318,-0.306186217847897,0.0204124145231932,-0.122474487139159,-0.306186217847897,0.306186217847897
healthy,0.0085604446187828,-0.091168735190037,0.0834643350331324,0.133114913822073,-0.0457983787104881,-0.0077044001569045,0.057783001176784,0.066771468026506,0.24397267163531,-0.0736198237215322,-0.149807780828699,0.230275960245258,-0.223855626781171,-0.201170448541396,-0.113853913429811,0.0770440015690453,-0.11941820243202,0.421601897475054,0.118134135739203,0.0693396014121408,0.424170030860688,0.027393422780105,-0.254673227408789,0.143387447364612,-0.130118758205499,0.036381889629827,-0.105721491041968,-0.239692449325919,0.372807363147992,-0.0689115791812017,0.0286774894729224,-0.15922426990936
healthy,-0.284693217886381,0.231210877608975,-0.190774388022256,0.18264190966962,-0.247588785402478,0.230984975432513,0.280683454254178,-0.17038671659655,0.194671200566228,-0.203029581095326,-0.284693217886381,-0.284693217886381,-0.223078399256339,0.2109361572715,-0.284693217886381,0.259843978475548,0.280683454254178,-0.134637697171421,0.239682209226304,0.198906866374893,-0.207039344727529,-0.280457552077716,0.230984975432513,0.17885804821388,-0.280683454254178,0.284693217886381,0.276447788445514,0.284693217886381,-0.244482630476124,0.0260917013813743,0.280457552077716,-0.272212122636849
healthy,0.0097193269858449,-0.135760386515046,-0.0473558697820954,0.123042543756973,-0.233212149112481,0.13710454875777,0.0830795663098552,0.0154578657913172,0.106395611366324,0.157266982398618,-0.266919602276156,-0.034896519763007,-0.114046996440287,-0.146565383004629,-0.175723363962164,-0.164608176185799,0.179083769568972,-0.151890333427725,-0.0158197556258965,0.190819339918902,0.297008157094037,0.232488369443322,-0.0904207600970359,0.0988993219357517,0.214548973357747,0.159748512692876,-0.0665877295625971,0.178463386995408,-0.0772376304087888,-0.220597703450001,-0.157370379494212,-0.168071978888201
healthy,-0.13802816903403,0.164746657397135,0.0787810144018911,0.0728875364543005,0.104374952202558,0.012224281113907,-0.0630373065277622,-0.0618711059444934,0.138923644481897,0.0561858781010579,-0.0958158729217819,-0.109789454910592,0.111184730608432,0.0737413618813366,-0.140339745190152,0.0975235237758541,0.111809480920897,-0.15381352692899,-0.0285094392588392,0.0322995911544629,-0.0978567239425023,-0.0190340595197802,0.0155146327595582,0.042587146299727,0.0461273980703645,-0.070076160048206,0.0955659727967957,-0.0694930597565716,-0.0961698980988456,0.0543116271636616,0.108539954285661,-0.0961698980988456
mild,-0.0175679494440852,0.0329895883226034,-0.0816392944754547,0.021940063559129,0.0622430064014421,0.0065979176645206,-0.146426076362013,-0.0172499775084456,0.0798109558455272,-0.153421458946083,-0.0051670439541427,-0.242771572860797,0.0705897697119803,-0.0264711636419926,-0.138476777971024,0.0625609783370816,0.168843097824601,-0.0079492983909887,0.0256762338028937,0.264155185532557,-0.043880127118258,-0.0058029878254218,-0.199924854533368,0.0089032141979074,0.191975556142379,0.0284584882397398,-0.0815598014915448,0.0374411954215571,-0.178302762909878,-0.151831599267886,-0.0825932102823733,-0.0787775470546987
mild,-0.0412263350734807,-0.1327475452214,-0.0979778434665742,0.0342473204183653,-0.105249391670108,-0.0237996936891508,-0.141816085222358,-0.0638767898224178,0.102909123282763,-0.118956677938837,0.136132576281666,-0.0056208231803174,0.0597813201445657,-0.0965987567383178,0.0834347470595075,0.0776676571049811,0.118079077293583,0.0129759523976845,-0.211689812787345,-0.0289399260399243,-0.0454889667790002,-0.0380084660408826,0.0598649011583995,0.1763768344426,0.0557694314805473,0.156526343657093,0.135004232594911,0.090371971207706,-0.0448203186683305,-0.165803836192635,-0.0366293793126263,0.0047850130419802
