group,ATF1,DUX4,TFAP2A,MITF,MYBL2,FOXD2,MZF1,FOXH1,AR,STAT4,EHF,BACH1,MXI1,MNT,CDX2,E2F2,PRDM14,BCL6,HNF4G,JUNB,NFATC1,STAT2,RFX2,ZBTB7B,NR5A2,USF1,ATF2,EGR1,RARA,TP53,MAF,CEBPB,CUX1
healthy,-0.0790411192975837,0.018086675143875,0.011157364536806,0.197661521215206,0.0551995929715666,-0.0246636479234659,-0.179927183898809,-0.155968211630299,0.188383291758283,-0.0364082421727354,0.0467434851120926,0.169591940959452,-0.126724171949618,-0.0279521343132614,0.233247641790492,0.278816667477658,-0.195430048307844,0.265662721918476,0.20917122357949,-0.205412953419724,0.0846785245372331,-0.0993592673488199,-0.100416280831254,-0.28022601878757,-0.267424411055866,-0.14774699565581,0.122143780192403,-0.0862053217896381,0.199070872525118,-0.0779841058151495,-0.0398141745050236,0.0293614856231737,0.332606909139312
healthy,-0.183003689221141,0.210378202290231,0.18959384977481,-0.129775469364576,0.174892722385855,0.188073043493194,-0.117102083684442,0.265127228428411,-0.0339646736227602,-0.230655619378446,0.0187566108065989,-0.113553535694004,-0.281349162098983,-0.106963375140334,0.0684362826727257,-0.0091248376896967,0.0354854799043763,-0.0349785444771709,-0.143969661326327,-0.0800957974984493,0.157149982433666,0.0045624188448483,-0.102400956295486,-0.237245779932116,0.0517074135749483,-0.110004987703566,-0.125213050519728,-0.104935633431513,0.1885799789204,-0.19618401032848,-0.114567406548415,0.0917553123241729,0.18198981836673
healthy,-0.0937910931233895,0.260554062937871,-0.319873136893211,0.133650999961104,0.22990064376871,0.149134638312763,0.102160627367529,0.261286397184233,-0.0696240629934364,0.0389706438242751,-0.088664753398854,-0.402522287554089,0.0118742767088731,-0.0301826328679285,0.124026035580344,-0.0052832684916131,-0.156248742420281,0.427212413574301,-0.0797721232644556,0.0080033671209585,0.221740347880674,-0.0248470547872895,-0.311085125936864,0.329393482095919,-0.218392534183018,-0.181880441042959,0.0042370767110956,0.229796024590658,-0.0186745232822365,0.0556050931345025,-0.252916862940094,-0.234399268424935,-0.0594760027224171
healthy,-0.085118355672876,0.089270470583748,0.140479887817836,0.123871428174348,0.191689305051924,0.212449879606284,-0.087886432280124,0.279575737332048,0.160548443220384,0.227674300946148,0.227674300946148,0.287879967153792,0.106570949379048,-0.364694093004924,0.000692019151812,-0.036677015046036,-0.168852673042128,-0.179232960319308,0.082350279065628,-0.015916440491676,-0.050517398082276,-0.114875179200792,0.172312768801188,0.149476136791392,0.068509896029388,-0.149476136791392,-0.040829129956908,-0.029756823527916,-0.208297764695412,-0.150860175095016,0.09342258549462,-0.215909975365344,-0.110031045138108
healthy,0.319153899567271,0.303645142299297,-0.426354783138887,-0.0658441975236826,-0.174405498399506,0.0136041730420832,0.0990383797463655,-0.311535562663705,-0.122437557378749,-0.0329220987618413,0.0731904509664075,-0.0916921263036406,0.0223108437890164,-0.205967179857139,-0.059042111002641,-0.0914200428427989,0.165426744191731,-0.0952292112945822,0.116451721240232,-0.398330186672195,-0.0579537771592743,0.322418901097371,-0.0647558636803159,0.11291463624929,-0.133048812351573,-0.0870667074693323,0.215762184447439,0.285687633883747,0.288952635413847,0.239977612462347,-0.0448937710388745,-0.127879226595582,-0.138218398107565
healthy,-0.346278538303695,0.132888723748163,-0.35026643849446,0.301693318779614,0.231174363232359,-0.0927124870436859,-0.326859198244317,-0.1922861439808,0.105245887643233,-0.327775672201201,-0.200955492221593,-0.0519170111791519,-0.0234815489493493,0.0727482165234586,0.157509672752017,0.403223771462507,-0.118670992633262,-0.282992296145902,0.221340845370659,-0.308133406044203,-0.0665805944892941,0.301693318779614,0.181957234791054,0.292008418316327,-0.325571180791399,-0.187579926364369,-0.116045418594622,-0.260551068985448,0.156395042263915,-0.351381068982562,-0.169423834191507,-0.358267008442392,-0.0933564957701449
healthy,0.22459083134223,0.100986357287242,-0.187041223427027,-0.210233628315829,-0.151258655884303,-0.0631275173068543,0.189470903939187,-0.573802184953625,0.0209836044232021,0.590191484408379,0.255558213869945,-0.234132849353623,-0.272300921399195,0.133146492066381,0.161551666054,-0.129656587330733,0.0616697089995581,0.060123548673638,-0.0029597926239042,-0.14282103810571,0.317537154934688,0.518493821294996,0.0341922312074914,0.142423454021902,0.0816372652085841,0.0228389968143063,0.117596536788556,0.365247244991652,0.192960808674835,-0.0079075056668487,0.560151798076216,0.0659989579121346,-0.410483478527145
healthy,-0.0105212630418163,0.178793482935163,0.081909477542024,-0.0784930415623712,-0.176345887009442,-0.0408782513983332,-0.0020736576592917,0.1179435286707,0.0298980641204441,0.147518646106501,0.023133180936853,0.0071898130318066,0.0751785887462901,-0.212192969004903,0.247088208140362,0.0105382602357449,-0.108918018694603,-0.071150253785207,-0.0106742377871739,-0.221813380768502,0.229122174157809,0.0778811425809408,0.14481609227185,0.0956942018181355,-0.0112691395746756,-0.0761474288002215,0.165127739016552,-0.0287252577393693,-0.133699927442532,0.0724250433298535,0.0795978591677315,-0.10660640032031,0.0517394583187219
mild,-0.412918800208761,0.224822375594434,0.243979425700273,-0.0591585588760629,0.404382498089061,-0.017568900874267,0.122287490831056,0.125563048621174,0.384729151348356,0.121890453523163,-0.281995747931032,0.363785433356998,0.273757223792251,0.183034198938691,0.162983814890093,-0.585332251161314,-0.268694998116615,-0.160105294407868,0.015285936353882,-0.298572055535566,-0.0811941294641266,-0.295097979091502,0.161891962293387,0.0408948427129831,0.234053493002947,-0.386515819233874,0.263930550421898,-0.0412918800208761,-0.174994193453857,-0.459967721194087,0.370932104899072,0.0235244604926626,0.254798692340358
mild,-0.274492356841005,0.13050814046596,0.0948617461258008,-0.199419462716343,0.0314126762424947,-0.290179794435031,-0.156609768559152,0.155305632180854,0.044983254787688,0.23988549149804,-0.179762914405756,0.117428975628532,0.205996846189501,-0.129147302505997,0.223876744941245,0.278858378629222,0.158764428662428,-0.344027396489704,0.0539421046907821,-0.032263199967472,0.163489560467858,0.216732345651436,-0.231455856357154,0.168157990691622,-0.0269899528726128,-0.209058731599419,0.152035840971497,0.129222904614883,0.0970731078107418,0.241265229985226,-0.150296992467099,-0.203445275014569,-0.235349364964828
mild,0.492233915933291,-0.154665066037588,-0.179418625646088,-0.601703629003373,-0.590488568603132,-0.0909045433637072,0.583741659756772,-0.159535351231318,0.116015555096518,0.303365149750745,-0.298762953650247,-0.347197716494316,0.0497081860369252,0.144432998979201,-0.0042224032184174,-0.498891461748573,-0.0498422305835416,0.309665243441717,-0.462341982037828,-0.0282610585782968,0.571230835405905,0.434550079372688,-0.135586058902516,-0.0056075302001205,0.230713005484641,-0.572347873294376,0.473199590313758,-0.134379657982968,0.0490826448193818,-0.338618865510865,0.0778575408263749,0.342014660691815,0.041084653537935
mild,0.127663429664935,0.28241301601385,-0.0868350317221711,-0.326826346458905,0.278828083511558,-0.171678434276402,0.197967939293207,-0.291773673103167,0.207926085132905,-0.0458074708626132,-0.125074311746613,0.393545923584885,0.432980181110092,-0.457875545709338,0.319058992703941,-0.475202719470413,0.540528156178836,0.428200271107036,0.140409856339749,-0.22624907347795,-0.019916291679397,-0.04062923502597,0.453693124456664,0.255924348080252,0.205735293048171,-0.405495698592524,0.396135041503207,-0.363870648982584,-0.471219461134534,-0.263293376001629,0.318859829787147,-0.271658218506976,0.0410275608595579
mild,-0.0221751172202702,-0.161996848700752,-0.0875155389532799,-0.132542876209706,0.0954714970399418,-0.167413671227841,0.132373600505735,-0.0961485998558279,0.386456432166998,0.0336858650903341,-0.097164254079657,0.188911685632225,0.132373600505735,-0.12627967516276,0.188911685632225,-0.107659347725892,0.0325009351625334,-0.0289461453791313,0.0814216136103049,-0.220566242274901,0.217688555307385,-0.132542876209706,0.256114140108922,0.186880377184567,0.121539955451557,-0.173507596570816,0.134743460361336,-0.196698368014915,-0.663899310976333,0.345153160397945,-0.0074481309747472,-0.0969949783756855,0.0570459122384049
moderate,-0.161728867135823,-0.419774926016728,0.187533473023914,-0.165329509817882,0.11732094072376,-0.0729130143116976,0.124522226087879,0.303954253077159,-0.468983709338203,-0.146126082180233,-0.628612201576158,0.181532401887148,0.226540435412888,0.13112340433832,0.0873155850399341,-0.125722440315232,0.223539899844505,-0.418574711789375,0.0609108720381671,-0.302153931736129,-0.057310229356108,-0.044707979968901,0.0753134427664037,0.0219039096491931,0.0237042309902227,0.179732080546119,0.044707979968901,0.328558644737897,0.28655114678054,-0.261346648006126,0.0273048736722818,-0.0015002677841913,0.137724582588762
moderate,-0.105365244406675,0.268527928706332,-0.0884863460308485,0.0879748642618841,-0.179018619137555,-0.152677308035886,0.115339138901482,-0.0074164856499844,0.0189248254516844,0.196408999282346,-0.0603548487378042,-0.0882306051463663,0.0005114817689644,0.0260855702171866,0.0396398370947443,0.267760706052886,-0.0409185415171554,0.162906943415175,0.0713517067705397,0.172369356141017,0.0171346392603088,-0.0437316912464598,0.0332463149826887,-0.0754435609222552,-0.057797439892982,-0.041685764170602,0.0089509309568777,0.0938569046049751,0.21073048881335,-0.129149146663522,0.088997827799813,-0.0181576027982377,-0.206638634661635
moderate,0.366916570453564,-0.157064522493684,0.0337494015275684,-0.280379643459799,-0.141055190999837,0.258745411711358,-0.280812328094768,0.362157039468907,-0.0263937627330984,-0.164852845923123,0.238409233867823,0.105142366297425,-0.0887003501686093,-0.639940575118893,-0.340090123085497,-0.153603045413933,0.417973357379886,0.0129805390490648,-0.359993616294063,0.235380441423041,0.0484606791165085,0.168314323002873,-0.239707287772729,0.0549509486410409,-0.0480279944815397,-0.253985880726701,-0.0263937627330984,0.00735563879447,0.193842716466034,-0.171343115447655,0.216342317484413,0.161824053478341,0.154468414683871
moderate,0.198669294647639,0.211774741404897,-0.0340393683473918,0.109424681552859,-0.0980588958695732,-0.0880848390454652,-0.263558652706807,0.164224005382987,-0.126995258399979,0.0925499691353275,-0.140796569586827,0.0957973364734092,-0.19988705739942,0.191478695541887,-0.0627437760679351,0.114005789047653,-0.18585379140271,-0.0016816723715065,-0.0859392570542327,-0.114817630882173,0.140332659967101,-0.326476394882139,0.135461608959978,-0.0461010184602665,0.0624538325556063,-0.11922477226957,0.356514542759394,0.0947535398290258,0.0404761143210893,0.0684846576120437,-0.173792141289835,0.17344420907504,-0.291393229890364
moderate,0.161874379374275,-0.409232981564179,0.0190975391396617,0.406504761687084,0.0097003373407805,0.210679201620077,0.264940463620068,-0.29373834010051,0.0539581264580917,0.211588608245775,0.0585051595865826,-0.512602201351871,0.255846397363086,-0.307076303944084,0.171574716715056,0.185822087184327,-0.051836177664796,-0.31374528586587,0.0612333794636771,0.0391044849050215,0.0360731294860276,0.187034629351925,0.27888469854744,-0.078208969810043,-0.243114704603312,-0.179759376346339,0.304348084066989,0.587173544659122,0.381041376167535,-0.0512299065809972,0.147020737821205,-0.13944234927372,0.0136410993854726
moderate,0.130666659467285,-0.163786964370831,-0.0503861196346704,0.10771888872061,-0.0434852924093327,0.0652783430625241,0.0239008730460568,-0.0191720193298891,0.0331111404583602,0.164694244444282,-0.0022361246254746,0.249373717966354,0.0028043202270296,-0.0901323184079635,-0.0457672392607392,-0.0743144860162864,-0.0980503990489885,-0.0612826449612661,-0.148986385394841,0.141104962534562,-0.0225811929392193,-0.0212340194968227,0.005306213762909,0.0869889137090381,-0.0495979773486425,-0.100616443701173,0.0421472834121225,0.157445168301862,-0.0049762937361997,-0.0350448383926846,-0.0168717435881099,-0.0429629190337095,0.0693198633897139
moderate,-0.30400060333054,-0.0746047511147356,-0.165797070707036,0.256124635544582,-0.221691673491627,0.161237454727421,-0.0230339221039173,-0.109745239785217,0.109509397579375,0.0176881654381617,0.0943368823368627,0.259898110838057,0.15714952315949,-0.166897667667633,0.120751209391184,0.422000320320232,-0.198814979524938,0.0228766939666892,0.208563124033081,0.433477974337884,-0.222949498589452,-0.0488979506779405,-0.225307920647874,0.110452766402743,0.0052671425971415,-0.188359308399269,-0.273576958776902,-0.232619029028981,0.180576515606478,0.145986325416295,-0.191503871143831,-0.194727047957007,0.0849031941031764
