group,HSF1,RFX5,STAT1,MYBL2,GATA1,BCL11A,RUNX3,E2F1,FOS,SMAD3,GFI1B,HOXA4,ZNF384,ZNF250,RXRA,TFAP4,RUNX2,BHLHE40,OTX2,BACH1,MXI1,CDX2,SPDEF,ZBTB7A,TCF7L2,SP2,ONECUT1,FOSL2,NFYA,PBX1,ARNTL,TAL1,FOXA1,VEZF1,USF1,TP53
healthy,-0.281962078006006,0.0591493781417044,-0.0363417789429964,-0.0694253294290344,0.133336733777062,-0.0674202657632139,-0.0393493744417271,0.069675962387262,-0.19624560629218,-0.0127822808696056,0.0794506477581369,-0.0200506366582049,0.0037594943734134,0.179453198090934,0.0080202546632819,-0.162159523973232,-0.320058287656595,0.190230415294719,-0.0075189887468268,-0.0293240561126246,0.0591493781417044,-0.506027942661446,0.0691746964708068,0.150881040852992,-0.12130635178214,0.300508916914846,-0.384220324962851,-0.0290734231543971,0.0393493744417271,-0.0493746927708295,0.232838018193404,-0.01027595128733,0.0588987451834768,0.417303875448889,-0.170681044552969,-0.330334238943925
healthy,-0.364085733437047,0.252005804023348,-0.330670599201907,0.339720531390591,0.0515149986125076,0.326493707422514,0.160114184876713,0.401677759451579,-0.342505125910186,-0.364085733437047,-0.103726145854914,-0.351555058098869,0.402373908081478,-0.301432356746159,-0.302824654005957,0.251309655393449,-0.0320228369753426,-0.326493707422514,-0.342505125910186,-0.0598687821712926,-0.288901681407982,0.288901681407982,-0.115560672563193,-0.242259723204765,0.376616408775224,-0.295863167706969,0.244348169094462,-0.326493707422514,0.327189856052413,0.129483645161168,0.270801817030614,-0.0438573636836213,0.288901681407982,-0.364085733437047,-0.402373908081478,-0.401677759451579
healthy,-0.0267364292285046,0.267707948187726,0.10673952337241,-0.0229562142990245,0.195540208624924,0.136500124544499,0.0736798255345936,0.047493245750377,0.108526534066346,-0.049142794083241,0.0558097185952332,-0.257741927010005,0.142204812528987,-0.136019006280747,-0.0298980635331606,-0.147428382249723,0.170796983631964,-0.0818588360183777,-0.155263736830827,-0.317125666993111,0.139111909404867,-0.0268051604090406,0.282347689641894,-0.182756209045228,0.0746420620620976,-0.003711483748944,0.045568772695369,0.0859827068505378,0.132376253712339,-0.1932033484867,0.171827951340004,-0.19698356341618,0.170453327729284,-0.141173844820947,-0.134644382670027,0.111138318926714
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.210072037739158,0.0261705905600971,-0.440479331656769,-0.0742678921300052,-0.0747983770737909,-0.348882264696429,0.0671947595461952,0.157200371675178,-0.0309449550541688,0.417491650759386,-0.0465058467385509,0.107688443588508,0.093895835050078,0.010609698875715,0.507320434573774,-0.148005299316225,-0.380357704694384,-0.222980504704611,0.429162319522673,0.355955397280239,0.295303285374068,0.155432088529225,0.236949941557636,-0.452680485363841,-0.119005455722604,0.408473406715029,-0.46240604266658,-0.205651329874276,0.407058780198267,-0.487869319968296,0.302199589643283,0.266657098409638,-0.161444251225464,0.0316522683125498,0.0396095424693361,0.0721459523548622
healthy,0.348750639545007,-0.273946037148116,-0.334048922885521,0.291361293797094,-0.354015717136559,-0.277226585493621,0.09432589008249,0.324855287398734,-0.270827491190043,-0.2946418421426,-0.342675550016294,-0.35482572907372,0.276983581912473,-0.321817742634378,0.309019554027221,0.244137597860562,0.336924465262445,-0.326070305304477,0.327811830969375,0.311409089241849,0.222550779735201,0.309181556414654,0.292495310509121,-0.303835477629386,0.271070494771192,-0.120691778637106,0.294155834980303,0.290956287828514,0.262848873609,-0.333724918110656,0.34571309478065,0.340367015995383,0.289295763357332,0.174679074248939,-0.300554929283881,-0.0592523732033847
healthy,-0.122577256826799,0.074187416088763,0.235486885215551,-0.0162333440082729,-0.0720677756290841,-0.0330870705901103,0.0892833920455009,-0.227680404498197,0.0995714030571133,0.0655020600588591,0.109290730042958,0.1733452307635,-0.151011458115175,0.123507830687146,0.103914081072065,-0.0336557546158779,-0.141498925320519,0.0707236133863609,-0.108825443112785,0.0381018297264239,-0.24215599788137,0.0039807881803726,-0.149460501681264,0.116993813664718,0.0187665728503282,-0.0464769944695456,0.0627103384778185,0.0408418527596674,-0.232126479608743,0.0609008893049218,0.0135967180706235,-0.0689141642134642,-0.183219653392736,0.114563981918257,0.253064391466547,-0.0990544175791428
healthy,0.0878599209354894,0.230953164079401,-0.191183683989053,-0.153323932596527,-0.135541134202526,-0.245164521791761,0.0560517773646312,0.170970321797825,-0.184140009311374,-0.168800175550301,0.0049479334443557,-0.211223434480478,0.0851193362457585,-0.11010702018154,-0.0405755344108569,0.254973582830571,0.0790305259169899,-0.0995911115078214,0.0069940713348787,0.174839382536269,0.166865645181079,0.152902304182722,0.0104911070023181,-0.26104999232364,0.180146940215929,-0.0930930736009483,-0.0091642175824031,0.113988481755684,0.103224556367962,0.21849032420076,0.142758420580008,-0.20873086650475,0.153348734267927,-0.120523722169657,0.112078753057862,0.0228919427024578
mild,-0.0802879137489866,-0.0803674067328965,-0.0683639661625034,0.131083930467405,-0.186013582349137,-0.165583885484296,-0.0095391580691865,0.117093165299265,0.046741874539014,-0.043164690263069,-0.14889035886322,-0.103579358034584,0.0010334087908285,0.0247223179959751,0.0108905387956546,0.185298145493948,-0.009141693149637,-0.126314351432812,0.0831496611697425,0.193485922836667,0.120749842559119,0.0201912179131115,0.119398461832651,0.0626404713209915,0.0251992758994344,-0.0482522412333018,-0.155090811608191,0.142053962246969,0.0742464469718351,0.194042373724036,-0.299847535308096,-0.20517139147142,0.069397374953332,0.0931657771423884,-0.065104753822198,-0.129812042724847
mild,0.133207240797486,0.143111590936781,-0.119374583008006,0.295312617127979,0.122634242547521,0.157821849371515,-0.123386471672024,0.0393875527691389,-0.112479149366724,-0.136968386420003,-0.203206339883223,-0.108091146140454,0.122299918492186,-0.111559758214553,0.245707285417668,0.187702061817069,0.172490317299332,-0.289169412611201,-0.206215256381237,0.287832116389861,0.153350265131411,0.143069800429864,-0.31219598192239,-0.226232909194412,0.205254074722149,-0.21854345592171,0.173702241999921,-0.306094567912528,0.246961000625174,0.135881833240165,0.0576082137848891,-0.0428143743363213,0.0981867960011585,-0.133374402825153,-0.195224353062103,0.155272628449587
mild,-0.138094860116788,0.0997823264935173,0.125364429640701,-0.0359483108205685,-0.108754248924283,0.0372819749656823,-0.127849894638413,-0.121060331717834,0.179499069712822,0.133851383291425,0.0915378572328136,0.225267998329229,-0.144460075354831,0.151855849250462,0.158827275463557,-0.0523160071469656,0.0172770127889747,0.192047636896393,-0.109784807581871,-0.147188024742564,-0.14924914205774,-0.204959930664995,-0.123909523300577,0.179741554102843,-0.153795724370628,0.129426043173548,-0.195139312869157,0.254911715009259,-0.0028491915827432,-0.0049709299954243,-0.0144884423037367,-0.0348571310654754,-0.140640946212005,-0.0115180085259832,0.160464045096197,-0.104086424416385
mild,0.0546065153081392,0.0720269987193247,0.127303532620202,-0.432497001612317,-0.0961476680578892,0.409716369459228,-0.034840966822371,-0.385595700120664,-0.0787271846467037,0.0244556786349335,-0.150754183366028,0.0492463665662359,0.0670018592737904,-0.0479063293807601,0.0428811899352258,-0.218426061232557,0.0465662921952843,0.211390866008809,-0.247906879313024,-0.124288448952881,-0.0840873333886069,0.0274707623022541,0.0964826773542582,0.0609716919391493,0.0435512085279638,0.19832550345042,0.141038913771329,0.0649918034955767,0.148744127587815,0.254942074536772,-0.048576347973498,-0.175544871297331,-0.422111713424879,0.0036851022600584,-0.100167779614317,0.14706908110597
mild,-0.127688479613812,-0.208944784822602,-0.150904566816324,0.116080436012557,-0.0580402180062783,0.116080436012557,0.255376959227625,0.208944784822602,-0.127688479613812,-0.208944784822602,-0.208944784822602,0.116080436012557,0.139296523215068,0.0,0.0,0.208944784822602,0.116080436012557,-0.162512610417579,0.127688479613812,0.0812563052087896,0.127688479613812,0.197336741221346,-0.104472392411301,-0.139296523215068,0.116080436012557,0.0928643488100453,-0.104472392411301,-0.232160872025113,0.116080436012557,0.197336741221346,0.0464321744050226,-0.208944784822602,0.162512610417579,0.034824130803767,-0.232160872025113,0.174120654018835
