group,TFAP2C,ATF1,ZNF76,HEY1,RFX5,EBF1,E2F3,SPI1,MEF2A,E2F6,MYBL2,ZNF281,RUNX3,ZNF263,IRF1,MZF1,FOS,FOXH1,CEBPD,AR,STAT3,PBX3,ZBTB33,TFAP4,PRDM1,E2F7,SP4,TEAD4,BATF,IKZF1,CDX2,SPDEF,JUN,ETV6,GATA3,SP1,NFYA,PBX1,ARNTL,RFX2,MAFK,ZBTB7B,NR5A2,TCF3,YY1,EGR2,THAP1,EGR1,MYC,TP53,ETV1,BACH2,ESR1,SETDB1,CUX1
healthy,-0.202564114402169,-0.119658126651071,0.217264969962158,0.23829061221656,0.109401715795264,0.180170950700326,0.0182905993595208,0.0670085509245995,0.226495739732383,-0.148547017228257,0.18615385703288,0.132136759858968,0.0064957268753438,-0.0837606886557493,-0.0529914560883312,-0.0319658138339288,-0.0993162451203885,-0.0988034245775982,-0.158290607541273,0.0316239334720686,-0.0779487225041259,-0.111794878328286,-0.095042740597136,-0.0572649606115837,0.166153855864058,-0.0071794875990642,-0.0064957268753438,-0.0652991491152985,0.015213676102779,-0.0222222235209131,-0.13504274293478,-0.205982918020771,0.197606849155196,-0.122564109726882,0.231623945160286,-0.201196592954729,0.246666681082135,-0.047521370298568,0.198632490240777,0.202222234040309,0.144102572524075,-0.224957278104013,-0.177948728348235,-0.0092307697702254,-0.0555555588022827,-0.137094025105941,0.0894017146264427,-0.0905982958929534,0.0488888917460088,-0.247008561443996,0.0960683816827166,0.158461547722203,0.188888899927761,0.106324792538523,0.0461538488511272
healthy,0.198700551466799,0.252052658899829,-0.485071592985712,0.113913959113767,0.407783134650295,-0.0813259151141325,-0.319535865058364,-0.0801723560344994,0.113048789804042,-0.0363371110084422,-0.0556592255922963,0.283487143819831,-0.0536404972029384,0.231288595466433,-0.124007601060557,-0.134678022547163,-0.107569384175785,0.353854247677449,-0.148232341732851,0.280603246120748,0.441236347959655,-0.127468278299456,0.162940219998173,0.347798062509375,0.435756942331398,-0.280603246120748,-0.18687657090056,-0.18341589366166,-0.123719211290648,0.0193221145838542,0.207929024103864,-0.0354719416987174,0.250899099820196,0.0674832061585355,0.168996405166247,0.433449824172132,0.286659431288822,0.259550792917444,-0.239651898793773,-0.130640565768447,0.25522494636882,-0.169861574475972,-0.0351835519288091,0.0351835519288091,-0.147943951962943,-0.179666826652853,-0.0966105729192708,-0.107569384175785,0.175052590334321,-0.275412230262399,-0.238209949944232,0.251764269129921,0.0066329647078902,-0.0562360051321129,0.274835450722582
healthy,-0.176401632900793,-0.176459621603259,0.316676304165428,-0.245640143644892,0.0808362512372472,-0.126183416565459,0.271097184027353,0.263674630111738,0.249003488387905,-0.295452439062966,0.209745136818596,-0.159526920483262,0.0551472560449226,-0.258049725972561,0.236825860870099,0.068426668909578,0.0535235723758818,0.153380118021893,0.0224996165567087,0.103625811306285,0.0937097431846424,0.090172432334232,-0.255440234361603,0.133547981778609,-0.21745763424654,-0.136911326521622,-0.152974197104633,-0.189855011872846,-0.174082084802164,0.280085432909544,-0.0768350307671109,0.0444773347912257,0.145725609296415,0.22603996221147,0.209977091628459,-0.186375689724901,-0.0973630314399842,-0.106119325512312,0.0180924751693121,-0.0666870078356056,0.227141747558319,0.138535010190663,-0.196523712656407,0.254918336039411,0.177097497330382,0.229461295656949,0.181678604825176,0.226619849236128,-0.048942464881088,0.288551783469542,0.0026094916109584,0.147175326858058,-0.216587803709554,0.182084525742436,0.167877293638329
healthy,0.239279154767066,-0.276605131290664,0.0766164781273857,0.161876866607605,0.122586365003817,-0.0522563671330374,0.418836747096375,-0.199988653163279,0.0911539637207871,-0.0440053617962421,0.199202843131203,0.10176239915381,0.0514705571009617,0.370902335139754,-0.100190779089658,-0.0538279871971889,-0.179164687313271,-0.192523457858559,-0.179950497345347,0.0675796627585146,0.0172878207056665,0.294285857012369,0.006286480256606,-0.0255388260424619,0.0058935752405681,-0.0750448580632342,-0.145767760950052,-0.255388260424619,-0.456162723619973,-0.143410330853825,0.224348764157627,-0.0895823436566356,0.213347423708566,0.16266267663968,0.0310394962669922,-0.135159325517029,0.234171389558574,0.130051560308537,0.108834689442492,0.104119829250037,0.0180736307377423,0.0636506125981358,0.245565635023672,-0.293500046980293,-0.0742590480311585,0.0522563671330374,0.0628648025660601,-0.313145297782187,0.288392281771801,-0.11472826468306,0.210989993612339,-0.0864391035283326,-0.405870881567125,0.133587705452878,-0.141445805773635
healthy,0.160932734545465,-0.0656353113440329,-0.210474772434952,0.153674983771846,-0.107288489696977,-0.146417232998227,-0.240136884292351,0.11707067552229,-0.0419687327344057,0.0334487644349399,0.117701784285213,0.100030738923358,-0.0627953219108777,-0.0435465046417142,-0.0056799788663105,-0.258754592798591,-0.0233510242281656,-0.105710717789668,-0.143577243565072,0.0773108234581157,-0.0586931149518756,0.223412502074881,-0.144208352327995,0.115177349233519,-0.215523642538339,-0.297883336099842,0.0170399365989316,0.418740664199672,-0.122119545625677,0.382767464713038,-0.448718330438533,-0.100661847686281,0.0160932734545465,0.0672130832513414,0.149888331194306,-0.0820441391800412,0.141052808513378,0.17671045361855,-0.17481712732978,-0.0347109819607866,0.0773108234581157,0.0082044139180041,-0.106657380934053,0.180497106196091,0.0119910664955445,-0.194065944598944,0.0896174443351219,-0.0157777190730848,-0.16187939768985,0.260647919087362,-0.0160932734545465,0.0214576979393954,0.0195643716506252,0.286523378367221,0.181128214959014
healthy,-0.035357021057112,-0.0183872709735725,0.0450366637061953,0.0363695359785642,-0.0360050306068414,0.12972341173646,-0.0736300850880064,-0.0940018853076253,0.197480910280043,-0.106881075108498,0.115264698658122,-0.0602648881248369,0.0238548515494146,0.0197237906698895,-0.10408653392529,-0.149325700615775,-0.0055485817695582,0.0496132311511594,0.0667449836221312,0.107650586448801,0.0879267957789119,0.0955409079882327,-0.0191972829107343,0.0597788809625398,-0.120084269684235,-0.124255831160618,-0.137378024542639,-0.0439431475910269,-0.0712405498733791,-0.0867522784700273,0.127576880102981,0.09072133696212,-0.0295654357064052,0.0179417644081336,0.163257905934958,-0.124134329370044,0.0914503477055657,-0.0888583095066479,0.0682030051090224,0.0603458893185531,0.137661528720646,0.0046980692355383,0.0528532788998065,-0.144911135558244,0.0476692025019711,0.0569033385856155,0.0523267711406514,-0.0938398829201929,-0.136689514396051,-0.0270138981043456,0.0923413608364436,0.11955776192508,0.0351950186696796,-0.0473451977271064,0.174841076636372
healthy,0.0743258739851283,-0.0094632412500959,0.0277982711721567,-0.0028258289844036,0.0414016804691696,0.107907237032344,0.0079517513282055,-0.0388387192972686,0.0354871546878597,0.130382435001321,0.0172835586720502,0.16087510125163,-0.0482362435942389,-0.0503391860942602,-0.0149834653126519,0.0498134504692549,0.0253667439065071,0.0294411950002984,0.0979182601572424,0.117107610469937,-0.0994297500791327,-0.120984910704351,-0.170798361173606,-0.0909522631259218,-0.153383368595305,0.0471847723442282,0.265299339768314,0.0299669306253037,0.0271411016409001,-0.0676227447663103,-0.0901636596884138,0.101401258672903,0.0977868262509911,0.0122233532813739,0.0360786072659907,-0.0117633346094942,0.0949609972665874,0.0400216244535306,0.0540850524224232,-0.0767574012507779,-0.117764780001194,-0.0846434356258579,-0.0649940666412837,-0.0734715535944946,-0.0599338612506074,-0.0905579614071678,0.0378529650003836,-0.132485377501343,-0.11145595250113,-0.160283648673499,-0.195245067736354,0.0017743577343929,-0.0391015871097713,0.125716531329399,-0.0926609039071891
healthy,-0.130639855562024,0.0093688037442316,0.0053386479436403,0.0406417659631055,0.0964097010998588,0.0356956656623799,-0.0671779866241416,0.0254894269465968,-0.0726474837820869,0.103056841186548,0.0250183697750991,0.0135559786019888,0.0545379525222871,-0.112870532259417,-0.0212499124031176,0.067989251752832,0.0095781624871195,0.141500340349331,-0.0304878669330444,-0.0426045041776792,0.0880353513843445,-0.170444186553578,0.0328693226333938,0.0750551093252972,0.0508218348360276,-0.0216162902031714,0.0582017305228246,-0.0641684546951286,-0.127316285518679,-0.0540930651936504,0.0174814550311362,-0.0254894269465968,0.0806292858546865,0.0365069307910703,0.0478646425927366,-0.0984247790001544,-0.146655799392945,0.0180048518883558,0.0082435005012094,0.0383649896342001,0.0763374316254854,-0.017716983616885,-0.0081126512869045,-0.0110436736873345,-0.0131896008019351,-0.0393071039771954,0.0207788552316199,-0.0456140361066922,-0.0832201002979237,0.016329981945253,0.0899980895989181,0.0380771213627292,-0.0540668953507894,0.0714175011676207,0.0786403777972518
mild,0.236250121112819,-0.185834462513061,0.201076405810662,0.259259593206313,-0.0927706741094381,0.18070496236483,-0.103322788700085,-0.05876941598402,0.112995560408178,-0.123987346440102,0.141867318385365,0.038104858244003,0.123547674998825,-0.118564731997686,-0.12193554638081,-0.096874274228023,-0.158721390300982,0.148022718563242,0.195946905662431,0.0850031453135451,-0.12765127511741,-0.125013246469748,0.186274133954338,0.297217894303223,0.0114314574732009,0.0527605729532349,-0.105960817347747,-0.112262774672717,0.0600884303078509,-0.209723277489109,0.147583047121965,0.275234322239375,0.0933569026978073,0.104934917318101,0.152126318681827,-0.0337081438312334,0.191257076955477,0.197265919986262,-0.0529071301003272,0.150660747210904,0.20855082031237,0.205766234517616,-0.0395704297149262,0.149341732887073,-0.0114314574732009,0.113288674702363,0.215145891931525,-0.0772356165176522,0.0035173715302156,-0.204154105899601,-0.0838306881368066,0.138936175443519,0.123694232145917,0.05876941598402,0.0718130020752364
mild,0.0774407399843936,-0.104409049695474,-0.0072909097202472,-0.143018646197446,0.0085396290645989,-0.0136150689803511,0.0971987025135718,-0.0982862967812329,0.180923320488897,-0.0525267750011179,0.0646312963874952,0.0218123072569826,-0.121971683054743,0.0035850329563646,0.0649736871754626,-0.0856984001647841,-0.0098689109472959,0.0254577621171062,0.180178117009203,0.113714022874353,0.154760636161269,0.113230647644281,0.13834601897342,0.190429700013639,-0.0819321014971425,0.127288810585531,-0.0376831273110014,-0.0705325023212864,0.248897962217721,0.0121448026555499,0.0878534480655201,-0.11466063269991,0.0905120118309141,0.107772535671389,0.0699887051874558,0.0124871934435173,0.139413472606495,0.057783480628147,0.0989307970879951,-0.0821737891121784,-0.0061630341834133,0.161104936055959,-0.0753259733528302,-0.0013897037864559,0.0803611319994097,0.0801597256535465,0.048921601410167,-0.0681156261709282,-0.0941977479602103,0.104892424925545,0.0598579659905378,0.047149225566571,-0.0091841293713611,-0.194659233276766,-0.0238666519847871
