group,LHX2,EPAS1,KLF5,FOXO3,EBF1,RUNX3,ZNF384,PPARG,RXRA,ZBTB33,STAT4,RELA,PRDM1,E2F7,BACH1,MAX,NFE2,ETV6,PAX5,PRDM14,BCL6,ASCL1,JUNB,ATF3,NFYA,TCF3,GTF2B,YY1,MYC,RARA,HES1
healthy,-0.676789156919808,-0.149926905773227,-0.356585155947071,-0.723885309592062,0.634593662109392,0.0115456176745033,-0.017027709519951,-0.707854344044011,-0.163050701403238,-0.657934083451374,-0.577197821727509,0.0151172835738101,0.573044721844594,-0.112549006826993,0.286148581932835,0.223769021691453,-0.641487807915031,-0.561166856179458,0.0725131239556937,-0.482673268392367,0.136720048145558,0.610920992776778,-0.703202872175146,-0.419213902181427,0.549538176507296,0.141869892000372,-0.244285335113053,-0.0579772743654916,0.0090537577447544,0.0308990631288867,-0.247940063010018
healthy,-0.323408997278188,-0.419205133293858,-0.0144392879245662,-0.157124294404957,0.474788628745414,0.313006499526081,0.258975615679317,-0.437060166748967,-0.287233146886533,-0.137250865863619,-0.21922875859664,-0.0560492789329937,0.0707990891785183,-0.106509156088736,-0.0689359552527678,0.245778417038584,-0.471062360893913,-0.308969709353622,0.393742302975269,-0.398244876629165,-0.364863727126136,0.244225805433792,-0.0843068101402093,-0.226215510818204,0.0723517007833104,-0.0557387566120352,0.212086745214597,0.465628220277141,0.109459118137841,-0.386289767272267,-0.279470088862572
healthy,-0.270356642765368,-0.214919928471349,0.324150787746972,0.0372144609844109,-0.0936777810986895,0.110206134804869,0.369424104420421,-0.256292143027812,-0.38646576103673,-0.196133041960599,-0.0444007017262282,0.0942937445908452,-0.509658459467884,-0.198802217093274,-0.305569222400273,0.288322244619912,0.0669860297719396,-0.0193515197118937,-0.0206861072782312,-0.114723200414011,0.181041936402782,0.294687200705521,-0.40299411474291,-0.448472752580411,0.136076601475411,0.298382981658456,0.0481991432611887,0.0218153736805167,-0.184429735609639,-0.0936777810986895,-0.333492900711334
healthy,-0.291154307436062,-0.240864017969833,-0.0004411428900546,-0.230276588608521,-0.158370297529615,0.127049152335736,0.207778301215735,-0.227188588378139,0.0185280013822948,0.084258292000436,-0.0869051493407638,-0.239099446409614,0.0692594337385783,-0.167193155330708,-0.148224011058359,0.26248001958251,-0.292477736106226,0.284978306975297,-0.173810298681528,-0.0873462922308185,-0.321593166849832,0.230717731498576,-0.271302877383603,-0.193220585843932,0.221894873697483,0.0498491465761742,0.137195438806993,-0.0427908603353,0.206013729655516,-0.178221727582074,-0.106315436503168
healthy,-0.393018816533914,0.175118289621167,0.484085829675479,-0.273613729816575,-0.335104598206726,-0.0843264034075217,-0.0537873144083866,-0.396182776204996,0.174430472301366,0.195890372679137,0.134399504288987,0.144304073694111,-0.554243196295114,0.0409939122601003,0.0641045742053917,0.515587862922335,-0.278153324127258,-0.0682314781241938,0.0529619336246262,0.205382251692382,-0.0962944247720476,-0.0968446786278879,0.0781360475293186,-0.0921675208532456,0.193276666863896,-0.2425243869616,0.153383262315476,0.0895538150380043,0.173742654981566,0.286957385820702,-0.117891888613778
healthy,-0.498254362227779,0.347077110772301,-0.430004695254538,0.485378066362486,0.594782423824248,0.484388940754178,0.572562423551904,-0.580387113631911,0.395067365732522,0.512049131872215,-0.515864330647116,-0.54771064264317,-0.107390780330565,-0.476316969272094,0.0270773135274269,-0.474462358756517,-0.573940134220619,-0.277838318190753,0.422409623619317,-0.536724283208037,-0.578673806774664,0.521781421339672,-0.554033981353424,-0.56258285268237,0.529747415078008,0.185425725643136,-0.255830273405904,0.550466063980599,-0.0992834829338985,0.537466127414268,-0.549194331055632
healthy,-0.595463431740022,-0.282127205798419,0.594762542953275,-0.638276055130452,0.412979248457392,0.12678299386925,0.417126173778975,-0.475436227009689,-0.259659826356602,0.433947504660891,-0.470685758566185,0.56008801714229,-0.217664906550709,-0.35591521973645,-0.0890128759168017,0.0875916292103436,-0.512641740106147,-0.537951612960881,0.0720552611041301,0.221850770138223,-0.169323049398168,0.467006092435766,-0.432915640613736,-0.577045631954962,0.0260886381733408,0.515717863114646,0.520604615488906,-0.20582767370788,0.457076834623524,-0.274728935271651,-0.524070121156708
healthy,-0.391359388572609,-0.453521870982102,-0.262851633393721,-0.158069908668468,0.272602056867818,0.453324036302918,0.216713759998178,-0.348005331734163,0.247364004223272,0.320958504879931,-0.548765137960957,-0.347044420435267,0.165686543817073,-0.488764705973981,0.400954370513061,-0.161857029670001,-0.463272294456199,0.36215051129586,0.363789712923389,-0.226054383065392,-0.448745576584646,0.337223341718604,-0.29720421232927,-0.400572832203205,-0.0763924482622685,-0.223086862877624,0.0705987183718634,0.321537877868971,-0.299267345412194,-0.287298347321528,-0.439164725692708
mild,-0.409982203295825,-0.433586958735074,0.386655150861743,0.116357559165241,0.107471062999876,0.172175863203936,0.301215192938499,-0.28936653138468,0.124503513983492,0.098584566834512,-0.0743318377165381,0.0914568563685426,0.195502915638018,-0.0507270822772888,0.38582204184624,0.350368624853172,-0.255023926412282,-0.288996260711123,-0.39998489510979,-0.134593389837916,-0.360273365370817,0.307324659052188,-0.0894203676639799,-0.0717399430016402,0.38822880122436,0.0612797964736591,0.161530581339177,0.0337871989620628,0.294642888482865,0.0021290563729519,-0.285571256980722
mild,-0.0076404874504733,-0.018570153354962,0.0397271085149049,-0.073389794255219,0.115532393197291,0.0535690678422198,-0.03386825939369,0.0020214742581969,0.059856195407968,0.0145100737007868,0.0975275673891133,0.0200605623419378,0.142565328616231,-0.273944024261253,0.18157292934432,0.204271686904582,0.0438728438579869,0.0376371097055826,-0.0899042110764214,0.0873688026847845,0.0011649173691304,0.0664174211782175,0.0292599833305121,0.0405665342661901,0.0216366270178202,0.118016408175584,0.0475560384809729,-0.0298595731528587,-0.0107240922511128,0.0028780311472634,-0.0517017738240548
