group,VDR,HSF1,TFAP2C,ARID3A,STAT1,SPI1,SRF,E2F1,FOS,KLF1,ZNF384,KLF3,STAT4,ELF2,EHF,MXI1,IKZF1,MAX,NFE2,PAX5,JUNB,GMEB2,TCF12,NR5A2,HOXA1,PAX6,TCF3,ETV4,USF1,ETV1,MAF,ELK4
healthy,-0.425397290605184,0.0182225621245561,0.374557873585414,0.0989224801047332,0.367820119522553,-0.410084213189591,-0.553874010122013,-0.39354608958075,0.189269636856734,0.412993697898553,-0.178703613439975,0.0610991788882176,0.495837446716914,0.0738090331431601,-0.371188996553984,-0.682656991187153,0.125107842485398,-0.315296263987068,0.609919873463084,0.0447141860535327,0.406255943835692,-0.201520098789209,0.161859228282822,0.424631636734404,-0.179009874988287,0.422947198218689,-0.0572709095343192,0.562143071926433,0.254656477421318,-0.282526278317698,-0.417434490349075,0.0618648327589972
healthy,-0.139691581992264,-0.477419824399264,0.101262371685155,-0.408976559326749,-0.145301685686733,0.226087178887078,0.275175586213677,-0.019915868115363,0.298738021730444,-0.449649811111645,0.303506609870743,0.125105312386646,0.097054793914304,-0.101823382054602,-0.361290677923768,-0.2000001967078,0.329032581680574,0.12622733312554,0.10406742353239,-0.0092566710958729,0.582048258301101,0.0600281095308123,-0.0075736399875323,-0.304628630609636,-0.0597476043460889,0.0698457909961321,-0.353156027566788,0.159607450107627,-0.298457516545721,0.0496494176960457,-0.147265221979797,-0.294530443959593
healthy,-0.313159134035977,-0.669331184431758,-0.0569160812437824,0.328993294042729,0.517458418025533,-0.581470906345512,0.252525887180853,-0.646931641007572,0.139755772010814,0.716544015183598,-0.44157030970049,0.414246728713229,0.209947444723672,-0.588615588299778,0.0056481607341158,-0.482410856547173,-0.701965002006649,-0.700902954689123,0.190154744715232,0.419653515056998,0.647317840032127,0.0237029651320587,0.0139514397620467,0.41868801749561,-0.495348523869763,0.386826597969829,-0.719150858599344,0.468893890687751,0.746184790318189,-0.05633678270695,0.489748638013717,0.555692121456471
healthy,-0.768113408218672,0.211705455917338,-0.552371623303864,-0.535620857964361,0.432089019179237,0.715237498351806,0.765893427270063,-0.334813490340194,0.174974862040354,0.235519797002415,-0.660141607536331,0.490413973192689,-0.734813693989539,-0.755802604776387,-0.235923429902162,-0.641978127047713,0.15358231835376,-0.0853683582965051,0.372149533566798,0.299899244512072,0.31463184535284,-0.54873892720614,0.602422102872501,-0.778607863612096,-0.388496666006554,0.319475440149805,0.760040750223731,0.529364548018281,0.192129260279605,0.211301823017591,-0.7091830048556,-0.323713585597149
healthy,-0.231443491141782,-0.446392123226688,-0.334536360247253,-0.294072409123355,0.0971650291319062,0.127319693345256,0.18015478876181,-0.401288992993045,0.473454001366874,0.234278545042182,0.242783706743384,0.439433354562069,-0.413917869458465,0.18221664614392,-0.211855846011742,-0.594072658220275,0.188402218290248,-0.258505369281968,0.153092910621624,-0.433763246761268,0.268814656192515,-0.355670398413874,-0.0961341004408515,0.247165153680366,-0.245876492816548,0.335567288938307,0.208763059938578,0.134020729837112,0.0564433458352452,-0.0195876451300394,0.0404639511238973,-0.268299191846988
healthy,-0.0037387493922323,-0.656585631412596,-0.206984901697553,-0.587660497142865,0.759401239698986,0.495142564984219,-0.423397253371208,-0.720321639370695,0.658696735595279,0.450551532362206,-0.541764125293392,0.730184202422618,0.648914749038878,0.405106388887658,0.169339562989558,-0.372263409312789,0.551481650653375,0.41398591869421,0.631993684979206,-0.33152393317674,0.64928540091828,-0.741513257693046,0.64432188879411,-0.0253977113886128,-0.71769484561667,0.720224947576068,0.04041717015396,0.734213027198731,0.640615370000086,-0.722400512955169,0.713037524175484,-0.676907023583307
healthy,-0.0371443861011598,-0.774936754961374,-0.522199853507658,0.750346137522635,0.372219240840748,0.480070882790537,0.339357905224414,-0.699355683043806,0.715158662418852,0.509830699090273,-0.475750909456704,0.573928764966629,0.328834893257385,-0.202927978143116,-0.065870362628697,-0.103605514313971,0.330533344311713,-0.0528735197781917,0.647663694433842,-0.50898147356311,0.704746418998845,-0.738604671538371,0.774124452283218,0.286484385446222,-0.380785341810399,0.456329490878961,-0.440231128711858,0.62270384850503,0.691823421846354,-0.239518521509169,-0.21555559250355,-0.768475256385129
healthy,0.32878500743858,0.10153536056527,0.118475495558473,0.260509626307056,0.430494049358596,-0.544553076182114,0.0695903971031683,-0.390950526626383,0.435375736008047,0.251552630726614,-0.373247434253404,0.386664318907487,0.341817311950013,0.21131438257542,-0.20718324749469,-0.328629934800415,-0.290506877433798,0.387489305342528,0.307806780947546,-0.366045860936997,0.242130417231676,0.26452290618278,0.0311447886491673,-0.42024064652309,-0.373055144182079,0.430847614973613,0.384499504878696,0.375337813415876,0.264479485844094,-0.392705948890416,0.314586556688143,0.306218837132731
mild,0.0246587579718746,-0.276536170258845,0.0355639512663671,-0.385832249322303,0.143842754835935,0.324429500511149,0.0646173393718431,-0.0943217837934083,0.0334480182390775,0.0159508797441829,-0.0945252388921861,0.103151735080367,-0.136192843121889,-0.0339363104761443,0.0395109801826572,0.129519515881975,0.0224207518853184,-0.123131025780351,0.0661635981225547,0.14270340628278,0.0799985448394481,-0.18384202725566,-0.167809765471965,0.474131762191887,-0.232305031784542,0.404712882488887,0.191288483870929,0.0705175372364006,0.259974925218329,0.230677390994319,-0.0308031019549655,-0.0617282769691978
mild,0.0090570844461412,-0.29135116203478,-0.11164425876679,0.108723445112306,0.163860208133794,0.121277819592106,0.229552894187276,-0.377438301324835,0.119766170420048,0.272775812039158,-0.329193633681033,0.221943405982173,-0.003753501757736,0.0291697047862284,0.21866389591398,-0.394476380975991,-0.266626730661297,0.0983724914595732,0.058326598986253,0.0093132961702187,0.177670020061573,-0.337187439472252,0.293785173413516,-0.12373745214325,0.101933834424251,0.297269652860971,0.0916341231163338,0.044029984782726,0.119945518626902,0.0435688036793864,0.366907999465248,0.0117216863765477
