group,SIX5,ZNF76,TFAP2A,HEY1,RFX5,MITF,EBF1,SPI1,GATA1,FOXD2,ELK3,REST,BCL11A,ZNF263,FOXH1,GMEB1,STAT5A,ZNF250,MBD2,ZBTB33,STAT4,RELA,ELF1,NFIC,BATF,SPDEF,STAT5B,ETV6,TBX21,PRDM14,IRF3,ZNF217,RFX2,KLF9,TBP,YY1,TCF4,EGR2,GTF2I,ATF2,GLIS1,RARA,NR2C2,HES1
healthy,-0.0405505916302066,-0.166753963540544,-0.0794460570714252,-0.111307236209445,-0.0500675672168878,-0.19489110875334,-0.23089010336383,-0.0124134464174102,-0.109652110020457,-0.0124134464174102,0.30412943722655,-0.0955835374140585,-0.205235647434515,0.172546905202002,-0.0364127761577366,0.137789255233253,-0.101790260622764,0.225097161702372,0.0380679023467246,0.0914457219415884,-0.0463435332916647,0.004551597019717,0.256958340840391,-0.115445051681915,0.0529640380476168,0.0955835374140585,-0.0128272279646572,0.0939284112250705,0.0157236987953862,0.138616818327747,-0.12165177489062,-0.101376479075517,-0.303715655679303,0.0393092469884656,0.109652110020457,0.119996648701632,0.151857827839651,0.0388954654412186,-0.0235855481930794,-0.0384816838939716,0.189511948639129,-0.067032610654015,-0.0194477327206093,0.137375473686006
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.169919071397488,0.292324472713337,-0.406134436225472,-0.434467546022898,0.401836717323615,0.4054977371289,-0.431602400088327,-0.130443727410062,0.0855564411017797,0.443381333374898,-0.453727693694183,0.249665633243054,0.490337891747037,-0.42730468118647,0.222287572090484,0.451817596404469,-0.192999413648201,-0.409317931708329,0.248710584598197,-0.323363553671192,0.426986331638185,-0.446724003631897,-0.287390054714909,0.458025412596039,-0.030481969248355,0.421415214543185,0.252689953951768,0.0301636197000693,-0.312539669029478,-0.434149196474613,0.415366573125757,-0.566264259013175,-0.140153388632776,0.199843928936343,-0.42396201092947,0.314927290641621,0.0185438611876416,0.136174019279205,-0.434308371248755,-0.290891899746051,0.513099884449464,-0.408681232611757,0.279590490781909,-0.155593341724632
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.559853078068396,-0.419033764089419,-0.43358651994135,0.237124315940284,0.237980360402162,-0.108289624427603,-0.511914588203212,-0.448995320255159,-0.450707409178915,-0.123698424741412,-0.194750115077309,0.461407964952394,0.094164890806611,-0.43358651994135,-0.406621119392184,-0.398060674773401,0.339849651365678,0.360822740681696,0.456271698181124,0.328293051130321,-0.0479384898651838,0.276930383417624,-0.0124126446972351,0.203310559696092,-0.440006853405437,0.0539308010983317,-0.407905186085001,0.429734319862897,-0.44813927579328,0.140819313978977,-0.0286774894729224,0.477244787497142,0.430162342093836,0.0308176006276181,-0.276930383417624,0.431018386555715,0.273078183339172,-0.430590364324776,0.356114496141365,-0.0231132004707136,-0.43358651994135,0.229419915783379,0.437010697788863,-0.502070076891612
healthy,0.108207272965245,0.160742159367791,-0.137831111686681,0.105434598405111,-0.044727618562168,0.165557857288025,0.118130529285726,-0.105799424005128,-0.139363379206755,0.252386350092234,-0.0760296550436853,0.123019192325963,-0.096386923524672,0.188906695689157,-0.118714250245754,0.0604151193629284,0.172489543688361,-0.21517413889043,0.118714250245754,0.160450298887777,-0.100108144644852,0.012914826240626,0.149651461127254,-0.103245644805004,-0.1341098905665,0.0736218060835686,0.0195546521609478,0.0564750028827374,-0.171686927368322,-0.1134607616055,0.11243924992545,0.101275586564909,0.0421738393620442,-0.0977732608047392,0.108207272965245,0.0935412838445341,0.128564541446232,-0.145565414407056,-0.0906956441643962,-0.0878500044842582,-0.109447680005305,0.12914826240626,0.0275808153613369,-0.12192471552591
healthy,0.0872300065077762,-0.0200259166956839,0.0658509873326542,-0.092371795929641,-0.0277837042444623,-0.0757737388485337,0.0323842526745519,-0.174640426679478,0.0589050612715387,0.0639566438614409,0.0323842526745519,0.0559282358167748,-0.0643174711892911,0.0420363836945437,-0.0505158258990224,0.0886733158191769,-0.0724360860659197,0.0447425886534199,-0.0063144782373778,-0.114743090256351,-0.0053222030857898,0.0173197117368077,-0.0505158258990224,0.104008477252809,0.0083892353725162,0.0884026953232893,0.0170490912409201,0.0175001254007328,-0.0210181918472718,0.205400956378704,-0.0400518333913678,-0.0920109686017909,0.105451786564209,-0.107075509539535,-0.0665726419883546,-0.145774240451465,0.0444719681575323,-0.0914697276100156,0.0589952681035012,-0.140722657861562,-0.0913795207780531,0.148841272738191,0.0017139298072882,0.0101031651798045
healthy,0.101356562084509,0.145918756686432,-0.167511981184814,0.112183081846855,0.186742512143899,0.0403153277338205,-0.0181837679986372,0.0040674217891688,-0.0878383661381535,-0.194548373077524,0.0160304270514301,0.0119929127754169,-0.196163378787929,0.0544017664301332,0.0416611658258249,0.120168387859415,0.167392351132191,-0.01327893584111,0.0346628077474021,0.133895936397859,-0.198466257300915,-0.0629254076794944,-0.0771613839415853,0.0147743114988927,-0.18108999215748,0.0339151199185107,-0.0098694793413655,0.219222071430938,-0.0986050708741887,0.0257204613138618,0.100848134360863,0.127944341279884,0.164132432198225,0.0663348641792388,-0.128692029108776,0.0790156497572358,-0.0179445078933919,0.0421097785231597,0.109700758254936,0.0119630052622613,0.0454594199965929,-0.0390592121812831,-0.0657068064029701,-0.163354836856178
mild,0.352030267315751,0.0787011879885754,0.147289932827781,0.0671231733682822,-0.148022718563242,-0.246216007115096,-0.0334150295370488,-0.0049829430011388,-0.086322159637376,-0.258966478912128,0.0471914013637268,0.227749806581464,-0.210749177518755,0.0208111148871093,0.268199579178944,-0.0361996153318028,0.110064417466332,0.155204018770766,-0.0784080736943908,0.166342361949782,-0.083097902401345,0.0603815446020355,0.0781149594002061,-0.333270952487934,0.113288674702363,0.0422084583625879,-0.348512895785535,-0.101564102934977,-0.096434602786746,-0.10933163173087,-0.0923310026681611,0.0561313873363583,0.0228629149464018,0.0914516597856072,-0.151246975799273,0.0249147150056943,0.168540719156167,-0.100684760052423,0.0414756726271263,-0.466784513489037,0.162971547566659,0.186274133954338,0.207085248841447,0.0718130020752364
mild,-0.0676539365539178,-0.119352272375257,-0.0600456055013332,-0.0446647348122953,0.0337448639850245,0.024877600456113,-0.0774243472941074,-0.0380142871656116,0.0498373052041603,0.0501383542745863,0.011357760384254,0.0171324289169711,0.0475383850299981,-0.038698489598398,0.0289280788582084,-0.157722344805918,-0.0225786802819507,0.0351953731425317,-0.0333617106226642,0.0248502323588015,-0.009496729767075,0.100960910981959,-0.0893842058192134,0.0283807169119793,0.0015599815467529,-0.0113030241896311,0.0303785880157155,-0.0686391880571302,0.0793401141059093,-0.107091364779725,-0.128712161655775,-0.0090041040154688,-0.0541067283847474,0.0038862698182266,0.049755200912226,-0.180656810352917,-0.0605655993502509,0.199431325108576,0.123649063653156,-0.0551467160825827,-0.16924431377404,-0.100276708549173,-0.0848958378601347,-0.0734833412812578
