group,RUNX1,DUX4,KLF5,FOXO3,RFX5,MITF,EBF1,SPI1,MEF2A,ZNF281,RUNX3,ESRRA,IRF4,MZF1,FOXH1,GMEB1,GFI1B,STAT5A,ZNF250,ELF2,ELF1,SP4,BACH1,MXI1,MNT,IKZF1,CDX2,NFE2,ETV6,E2F2,POU2F1,NR3C1,FOSL2,NFYA,IRF3,GMEB2,RFX2,IRF2,VEZF1,TBP,ZEB1,ZBTB7B,CTCFL,ETV4,EGR2,USF1,RARG,THAP1,BACH2,SETDB1
healthy,-0.13729430677396,-0.35562631386788,-0.250629641279411,-0.275175843260384,0.291853167094347,0.174054886774174,0.167125576167105,0.130364996166891,0.136707077061497,0.254622803324163,-0.101590740256181,0.0479179445370195,0.252156438531816,0.0108050267093279,-0.227962574378321,-0.144106171438537,0.264018478723578,0.159843927732558,-0.127428847604574,-0.093956753994156,-0.0203181480512362,0.0056374052396493,0.0501494174443807,0.20787931821207,0.130247550224399,0.0845610785947404,-0.0743432815978759,-0.213399277509227,-0.220446034058788,-0.171823413866813,-0.132244131246775,0.170883846326871,-0.0407537420449652,0.0429852149523264,0.196604507732771,0.083151727284828,0.0739909437703978,0.0993592673488199,0.0645952683709822,-0.0926648486267363,0.185447143195965,-0.154323968435401,-0.212459709969285,-0.248867952142021,-0.081624930032423,-0.119794861342549,0.144341063323522,0.113100442620465,0.0777492139301641,0.0739909437703978
healthy,-0.0597315062923146,0.460012774969336,0.284225758129202,-0.290639879610256,0.469433515894634,-0.533574730705173,0.282622227758938,-0.0320706074052696,0.421928928675578,0.461014981450751,0.0248547207390839,-0.140308907398055,0.125275810176834,0.122469632028873,0.277811636648148,0.5285636982981,-0.137502729250093,-0.0336741377755331,-0.3523757988654,-0.486871908671249,-0.242533968502351,-0.199839972394086,-0.0208458948134252,-0.500501916818489,-0.158949947952367,0.0661456277733686,0.525957961446422,-0.224895134429453,0.0448988503673775,0.288234584054861,0.0599319475885976,-0.219483219429814,-0.280417373499826,0.301664150905817,0.361195215901849,0.446783649414662,-0.576669609406004,0.621568459773382,-0.206855417763989,-0.214271745726458,0.227099988688565,-0.521347811631914,0.203447915727179,-0.319503426274998,-0.204249680912311,-0.360193009420434,0.412909070342846,0.0968131461046576,0.205251887393725,-0.0288635466647426
healthy,0.457527935217254,-0.135160313968793,0.253573449467938,0.147736262113287,0.299768268889792,0.252577334763424,-0.257308879609867,0.330647824729737,0.380329045617391,0.0278289545573701,0.189075022350633,0.339986400084559,0.0974324695353114,0.109136817313355,0.273993800910483,0.423037463573444,0.0021790009161251,-0.0961873261546684,-0.306492043145264,0.243612302422794,-0.323799536136201,-0.264157168203403,-0.39825911029865,0.197915540353198,-0.0938215537314468,0.321309249374915,-0.0719070302321307,-0.0395333023354139,0.28320786192724,0.451053189637911,-0.224437094360893,-0.132670027207507,0.47682765761722,-0.134413227940407,0.457154392203062,-0.523271505715203,-0.311223587991707,-0.302009526974949,-0.368624697839347,-0.394025622804464,-0.331270396420059,0.214724975991878,0.287441349421427,-0.323675021798137,0.06231942620118,-0.177868731924846,-0.107269102242391,0.297651525142699,0.312344217034286,0.222818407966057
healthy,-0.429445182529398,0.357150659578429,-0.440839427994496,-0.356364849546353,-0.379939150508626,0.37168814517183,-0.357150659578429,-0.509990710817162,0.46048467879639,0.3402557438888,0.354007419450126,-0.368544905043527,-0.319824683054831,-0.354007419450126,0.341827363952952,0.380724960540701,-0.343398984017103,0.48641640985489,-0.510776520849238,0.338684123824649,-0.35872227964258,-0.328075688391626,0.363830044851073,0.3661874749473,-0.476593784453943,-0.379939150508626,0.290749711868028,-0.392905016037876,0.440053617962421,-0.344970604081255,-0.329647308455777,-0.332004738552005,-0.416479317000148,0.319824683054831,0.392905016037876,0.276998036306702,0.352435799385974,-0.245172730007634,-0.329647308455777,-0.330433118487853,-0.254209545376505,0.332004738552005,0.344970604081255,-0.332790548584081,0.319038873022755,0.0589357524056813,-0.402727641438822,0.356364849546353,-0.382296580604853,0.379939150508626
healthy,-0.218973344829057,0.0262182131935794,0.19041160419918,-0.557320118444523,-0.0656187682163328,0.236549800601289,-0.0972563886063504,0.104140500450475,-0.0106923439281078,-0.17781514422908,-0.120252251575021,-0.455669615895115,-0.436628455475197,-0.533738373616779,-0.360756754725062,-0.399132016494435,-0.32750795922259,0.184992197002742,-0.201982770915899,-0.500050166720001,-0.0508252512747042,-0.171663384708799,-0.148374580810592,0.0435017280362742,-0.012449989505331,0.096670506747276,-0.610049485761219,-0.0376429094455302,0.109266966717376,0.0559517175416052,-0.521581325040985,-0.185724549326585,-0.136949884558641,0.0998928569721852,0.452740206599743,0.0815840488761102,0.132409300150814,-0.124939306447616,-0.526854261772654,-0.350064410796954,0.470463132836743,0.043208787106737,0.281223292355712,-0.526414850378349,-0.0814375784113416,0.5252430866602,0.152329283359344,0.216043935533685,0.18103749445399,0.497706639283703
healthy,-0.131910443966797,-0.101332493338939,-0.126847869359536,0.265683915389066,-0.101615997516946,0.196792400133456,0.156696809243948,-0.211575117986659,0.07164555584196,0.0495727305543013,-0.0051435758009773,0.216516190803345,0.300757432268171,-0.10238550885725,-0.142035593181319,-0.158924342071142,-0.238994022059585,0.123688822804605,-0.0837552343025287,-0.216435189609629,0.195779885212004,-0.149487703003208,0.0055890823664163,-0.091612350092998,-0.017212753664688,-0.209104581578315,0.153011254929861,-0.107691087045659,0.133165962469398,-0.0337774977796465,0.121704293558558,-0.0288364249629596,0.031752467936742,0.119071754762783,0.139565056772976,0.200963961609839,0.15580579611307,0.141347083034732,-0.155522291935063,-0.102912016616405,0.12081328042768,0.13988906154784,-0.184804223463462,-0.198088419232915,-0.0991859617054607,-0.191122316573323,0.0021060310366206,0.221416763023174,0.234984462970634,-0.163703412500397
healthy,0.0190579164064432,-0.0440960755473219,-0.0451475467973326,0.0433731890629396,-0.0450161128910812,-0.109813028672988,0.169878323829847,-0.0327270426565817,0.0655855192194147,0.206154081955214,0.0646654818756554,0.0989697314072531,-0.123350721016875,0.0032201307031576,-0.0830662287508419,0.0968010719541061,0.107381501407338,-0.0610510494537437,-0.105738577579197,0.162255157267269,0.0532964489849152,0.289154593752931,-0.0617739359381261,-0.0779403064070399,0.152857632970299,-0.0584223713287171,0.0359471733597393,0.0187950485939405,0.0751144774226363,-0.031281269687817,0.072617233203861,-0.0335156460940897,-0.127490889063792,0.0106461464063579,0.0040744510937912,0.0922666021884351,0.0651912175006607,0.106527181016705,-0.0237895370314911,-0.0194522181251971,-0.108038670938595,0.0477105079692335,0.116384723985555,-0.0224094810158521,-0.0491562809379982,0.133668282657605,0.0126176550001279,0.102452729922913,-0.0288497424221674,-0.0270753846877744
healthy,-0.178311502663843,0.0974220824343239,-0.270932254014368,0.0315279523877042,0.268235940006717,-0.0981552906293868,0.258609625961859,0.229919898845366,-0.266083619176049,0.283183926435096,0.196026758731652,0.160028601541791,0.264569899031403,0.158396622010844,0.295104472574183,0.293141366761595,-0.037819351738889,0.213812970431243,-0.21322167349974,0.0463576794297827,-0.207332356061977,0.212180990900296,0.325544438607923,0.252625701015055,-0.213292629131521,0.193354096601262,0.247185769245234,-0.227365496101276,0.138765563884967,0.295435598855824,-0.28923880701368,-0.283302185821396,0.0974930380661042,-0.0596500344499551,0.237488499568596,-0.233183857907259,0.239640820399264,-0.0493851197190746,-0.277436520260893,-0.270009830801224,0.210880137650991,0.214995564294247,0.185596280859951,-0.26639109358043,-0.249527305093983,-0.143472287459725,0.271405291559569,0.215208431189588,0.271121469032448,0.265232151594685
mild,0.104213071725753,0.126041485398039,0.135371371887,0.0168994170366086,-0.102804786972702,0.0640769562638077,0.10122046662552,0.0470015036330677,0.0304541577847218,-0.0096819576772236,0.0441849341269663,0.0492899663567751,0.13396308713395,0.0658373122051211,0.0887219394421953,-0.0992840750900756,0.0955873276133175,-0.0600281375987869,-0.14980629060577,0.202969040033435,0.143116938028779,0.045065112097623,0.0545710341807153,0.126217520992171,-0.0086257441124356,-0.0961154343957115,-0.0795680885473656,-0.0651331698285957,0.0044008898532834,0.0749911630999507,-0.035207118826268,-0.0441849341269663,0.0161952746600833,0.027461552684489,-0.189766370473584,-0.0008801779706566,-0.0612603867577062,-0.0874896902832759,-0.119176097226917,-0.0927707581072161,-0.0139068119363758,0.063196778293151,-0.0327426205084292,-0.0779837682001835,-0.126217520992171,0.0712944156231926,0.027461552684489,-0.019187879760316,0.151566646547084,0.0096819576772236
mild,0.110451240071369,-0.0392742374433205,-0.147127335653055,-0.0421543481891641,-0.175525630419763,-0.0397978939425648,-0.149987305764312,-0.0204830253742856,0.151860384780839,-0.0202413377592498,-0.0292039201501614,-0.0478138665079195,-0.0622949827754823,-0.0690823766310715,0.148053804844025,0.003927423744332,0.0190933215878297,0.0056192370495827,0.0918614343481974,-0.0023967355157718,0.0969972961677086,0.0398381752117375,-0.0381060806373141,0.0534331035575023,0.128477108026124,-0.170571034311529,0.0212483694885657,0.277276116349843,-0.12352251191789,-0.0238666519847871,-0.0371393301771708,0.135204079977954,-0.162172389689034,0.084872634146745,-0.111639537511962,-0.101025423084972,0.0789512875783674,-0.0696664550340747,-0.297376469666989,0.0686392826701725,-0.0187509307998623,0.231738141550177,0.257034778590593,0.112364600357069,0.21367199232625,0.0010070317293159,-0.244950397838802,-0.125113622050209,0.113270928913454,-0.0748828793919312
