group,DUX4,KLF5,ARNT,TFAP2A,EBF1,MEF2A,GATA1,ESR2,E2F1,MZF1,FOS,FOXH1,MBD2,ELF1,RUNX2,ZBTB7A,MEIS1,E2F2,NR3C1,NFATC1,NFYA,PBX1,RFX2,HIF1A,TBP,NR5A2,FOXP2,GLIS1,MYC,JUND,SETDB1,MAF,CUX1
healthy,-0.0248682365650997,0.161643537673148,-0.0497364731301994,0.0746047096952991,-0.248682365650997,-0.198945892520798,0.0248682365650997,-0.0373023548476495,-0.0373023548476495,0.136775301108048,0.149209419390598,-0.0373023548476495,-0.0497364731301994,0.0621705914127492,-0.149209419390598,0.0248682365650997,0.0373023548476495,0.0373023548476495,0.0248682365650997,-0.198945892520798,-0.149209419390598,0.0373023548476495,-0.0124341182825498,0.124341182825498,-0.0248682365650997,0.223814129085897,-0.174077655955698,0.149209419390598,-0.149209419390598,0.0,0.149209419390598,0.0994729462603988,-0.223814129085897
healthy,-0.0339617805405662,-0.152828012432548,-0.135847122162265,0.101885341621699,-0.0339617805405662,-0.0509426708108493,-0.203770683243397,0.118866231891982,-0.186789792973114,0.152828012432548,0.237732463783964,-0.169808902702831,0.0169808902702831,0.135847122162265,-0.0849044513514156,0.0169808902702831,0.0679235610811324,0.0509426708108493,-0.0679235610811324,-0.0849044513514156,-0.169808902702831,-0.27169424432453,-0.0509426708108493,0.169808902702831,0.135847122162265,0.0339617805405662,0.0849044513514156,0.203770683243397,-0.0509426708108493,0.203770683243397,0.0169808902702831,-0.22075157351368,-0.152828012432548
healthy,0.16784720610596,0.289925635280848,-0.351092457982412,-0.403241640619489,-0.421361992824542,0.400944694565328,0.467471058059936,-0.27852597708612,0.416512884487979,0.16708155742124,0.218039730993197,0.425700668704626,0.219145667982237,-0.341053953004965,0.281418427672842,-0.374317134752269,0.40392221722813,-0.0011910090651208,-0.420681416215902,0.454880390800087,-0.181799026583091,0.0050192524887236,-0.457942985538969,-0.274187301206037,-0.31978593398495,-0.40460279383677,-0.425105164172065,0.280142346531641,-0.263042859239549,-0.414981587118538,0.434292948388712,-0.425020092095985,0.336374988820561
healthy,-0.285773803324704,0.306186217847897,-0.0816496580927726,-0.183711730708738,0.244948974278318,-0.306186217847897,-0.102062072615966,0.0204124145231932,-0.224536559755125,0.265361388801511,0.0408248290463863,-0.265361388801511,-0.142886901662352,0.183711730708738,-0.163299316185545,0.244948974278318,-0.285773803324704,0.102062072615966,-0.0204124145231932,0.122474487139159,-0.0816496580927726,-0.244948974278318,-0.265361388801511,0.224536559755125,0.244948974278318,-0.0612372435695795,-0.265361388801511,0.306186217847897,0.306186217847897,0.0204124145231932,-0.142886901662352,-0.285773803324704,0.224536559755125
healthy,0.268396062071046,0.400055668812075,-0.0189535680655467,-0.211196901301806,-0.286334260418795,0.069383597382805,0.0057537617341838,0.175997417751505,0.103567711215309,-0.116090604401474,0.0910448180291441,-0.123198192426054,0.0389225058488906,-0.20984307501141,-0.231504295657749,-0.419009236877622,0.167874460009128,0.402763321392868,-0.0659990316568145,-0.166859090291331,0.409870909417448,-0.514792446923153,0.235227317956339,-0.16381298113794,-0.111013755812488,-0.175658961178906,-0.334056637155261,-0.0402763321392868,0.174982048033708,-0.139782564483407,0.291072652435182,-0.0754758156895878,-0.160766871984548
healthy,0.0485388821103856,-0.0485388821103856,-0.0142761417971722,0.0599597955481234,-0.0485388821103856,-0.0770911657047301,0.0770911657047301,0.0885120791424679,-0.157037559768895,0.139906189612288,0.157037559768895,0.0199865985160411,-0.122774819455681,-0.0542493388292545,-0.0713807089858612,0.0485388821103856,-0.0713807089858612,-0.0142761417971722,0.0028552283594344,-0.082801622423599,-0.0542493388292545,-0.117064362736812,-0.202721213519846,-0.105643449299075,-0.0542493388292545,0.0656702522669923,0.0028552283594344,0.12848527617455,-0.0199865985160411,-0.122774819455681,-0.0942225358613368,0.168458473206632,0.0428284253915167
healthy,-0.176575599008191,0.0304440687945156,0.127865088936966,-0.176575599008191,0.048710510071225,0.0730657651068375,-0.158309157731481,-0.1948420402849,0.09742102014245,-0.048710510071225,-0.0669769513479344,0.109598647660256,0.1948420402849,-0.0304440687945156,0.103509833901353,-0.152220343972578,0.103509833901353,-0.0852433926246438,-0.115687461419159,-0.121776275178063,-0.0852433926246438,-0.170486785249288,0.109598647660256,0.103509833901353,-0.127865088936966,0.0,-0.0852433926246438,-0.0852433926246438,0.176575599008191,0.0426216963123219,-0.182664412767094,0.0243552550356125,0.121776275178063
healthy,0.0584392807061464,-0.123547936846003,-0.254064324257274,-0.121992746161909,0.0656469913766588,-0.310410079042525,-0.254901734625632,-0.199662557827141,0.156206941211977,0.315285003686896,-0.22574190929887,0.142808375318244,-0.0571233501272976,-0.0672619970870641,0.280981086097362,-0.224186718614777,0.028980380247828,0.273922912992628,-0.0587383558377029,0.291927235912331,0.148191727686262,0.365619348327861,0.117476711675406,0.0355600331420717,-0.247335133797252,0.215274279694392,-0.0846681697436543,-0.101924804834466,0.046745443062286,-0.277661352137084,0.311905454700307,-0.0646899509556779,0.215692984878571
mild,-0.0246449831783876,0.0727027003762433,0.164593280512803,0.0146109543129012,0.121992666733018,-0.0862574411243565,0.209482357016294,-0.0058091746063342,0.0452411476917543,-0.141180546493335,0.273735348874233,-0.0337988340732172,0.0566834613102914,-0.0760473766647388,0.342565266179587,0.0077455661417789,0.0732308071586373,0.164593280512803,0.0058091746063342,0.026933445902095,-0.189590334879453,0.113366922620583,0.229022307964873,0.122344737921281,-0.0617884935401003,-0.120408346385836,0.0904822953835087,-0.170226419525006,-0.40470583090795,-0.166353636454116,-0.0205961645133668,-0.263173213226353,0.356824149304226
mild,0.114678735305346,-0.127575589935497,0.403332917427848,0.0331187384264024,-0.214539296855006,0.0148181737556855,0.128296084607572,-0.0990920338994463,0.0259858411728553,0.0244728023614968,-0.354027065368817,0.194509544971308,-0.0202939332634591,0.312838786615169,0.113501927340956,0.11102822896683,0.125534188364616,0.151544046026541,0.309788692503383,0.258537504829748,0.130313469689383,0.148517968403824,-0.346269739399471,-0.0194053231678993,0.0818962277259118,0.0390027782483521,-0.188433373236805,0.0323742272652578,-0.090494130812679,-0.0807194197615218,0.12013047832405,-0.177217672841496,-0.400571021184892
