group,RUNX1,MAFF,KLF5,ZNF76,HEY1,HOXA6,ARID3A,ELF3,ELK3,RUNX3,E2F1,ESRRA,IRF1,GMEB1,STAT3,KLF1,HOXA4,CEBPA,NFAT5,STAT5A,E2F4,E2F7,CDX2,GATA6,TCF7L2,PRDM14,ONECUT1,CTCF,NANOG,IRF3,ELK1,ZNF217,MAFK,HIF1A,TP73,MEF2C,FOXP2,GTF2B,YY1,ETV4,HOXC6,THAP1,HES1,CEBPB,ELK4,MECOM
healthy,0.470789458875331,0.38567321895946,-0.612493968185819,0.639774814312701,0.667679222636769,0.661755381763503,-0.456291637790759,0.779140965383743,-0.502747021481107,0.491522901931761,0.148407802930237,-0.837288140271325,-0.505708941917739,-0.637904127721143,-0.336411805381776,-0.511788673340302,-0.622782744439386,-0.609999719397076,-0.216843754071386,0.526442384974169,-0.56260899241095,-0.487002076002163,0.460188901523171,0.295724372015398,0.69542774041154,-0.498070305002212,0.314431237930974,0.203748947930483,-0.6486605756226,0.202813604634704,-0.207022649465708,0.229782669662993,0.672979501312849,-0.736271064327214,0.651466605509936,0.344050442297303,0.452238483509051,-0.41170694069197,-0.435246413635736,-0.724891054228572,0.536887051777033,0.40063871169192,-0.236330072733444,-0.36977238293122,-0.567753380537733,-0.39580610466373
healthy,0.535431615831214,0.261442358465813,0.12546898899587,0.311629954064161,0.296748748392558,0.343726672179384,-0.295289806660048,0.592913920092113,-0.263484876891328,0.641934362304453,0.640475420571943,-0.0586494576469068,-0.190537790265822,-0.137140522855951,0.379324850452631,0.0796582185950525,-0.407336531716825,-0.454606243850153,-0.344893825565392,-0.391579961005716,-0.73092980798757,-0.437974308099538,0.265819183663344,0.326511159735765,0.43972503817855,-0.45985843408719,0.499833437557967,0.480575406688833,-0.158441072150599,0.247144729487214,-0.114672820175295,-0.0140058406320971,0.208336879402445,0.0802417952880566,0.782284556971926,0.6343478652954,-0.575698407648493,0.508003511260024,-0.0064193436230445,-0.674322868766177,0.481742560074842,0.117882491986818,-0.607795125763716,-0.43680715471353,0.17594837294072,-0.21913304822302
healthy,0.69442551835546,0.556304719500168,0.659783650730237,0.469054858060138,-0.342746042721756,0.185170212191554,-0.726883657935539,0.783958368206321,-0.383393162471121,0.243088635570686,0.477094947680892,0.629409978829613,0.57268267983874,0.697403329326109,-0.194848097846165,-0.599433348391741,-0.393567349954174,-0.516997614687595,-0.665193340660251,-0.150726865297708,-0.714525742407344,-0.709314573208707,0.196634784428554,-0.488311369003671,0.794827378249191,-0.54260678903518,0.649460572698652,-0.0822372129727699,-0.323191750681157,0.412327559069265,-0.586876912132169,-0.373020454256692,0.0719637651240292,-0.394708844159589,0.5488105618907,0.525484375953946,-0.617250584032794,0.447763509619994,0.0892846989366404,-0.653232466594808,0.517593176881725,0.65933697908464,-0.634422627296873,-0.602659310276611,-0.590202134382728,0.580871660008026
healthy,-0.873943071907557,0.86822835775216,-0.905782193630485,0.850267827549482,0.839654786975173,0.857207123309607,0.895985540792661,0.788222359576596,-0.873126684171072,0.882923337008896,0.866187388410946,-0.869044745488645,-0.872310296434586,0.873943071907557,0.906190387498728,-0.761689758140823,-0.752301299171241,-0.852308796890695,0.862921837465005,0.88210694927241,-0.887005275691322,-0.842920337921114,0.584941813191746,-0.878433204458226,0.872310296434586,-0.860472674255549,0.813938573275884,0.812305797802914,-0.576777935826893,0.872310296434586,0.866187388410946,-0.903333030421029,0.871493908698101,-0.889454438900778,0.867003776147432,0.881290561535925,0.890679020505506,0.859248092650821,-0.867411970015674,-0.633925077380867,0.881290561535925,0.858023511046093,-0.85149240915421,-0.865371000674461,0.872310296434586,0.912313295522368
healthy,-0.0831021467533167,-0.465211696133519,-0.296869726826157,0.0694744635236732,-0.0788267951518599,-0.0753530719756763,-0.146698001824987,0.0197735011567377,-0.0488993339416623,0.257589933987773,-0.0558467802940296,-0.471891933010795,-0.0619925982211237,-0.0058786084520031,-0.0235144338080125,0.0729481866998568,-0.218042931674297,-0.14242265022353,-0.144827535499349,0.383445596755658,-0.0072146558274583,-0.116236121664607,-0.426466322245317,0.0590532939951222,0.488993339416623,-0.0101539600534599,0.237549223355944,0.327331606986537,0.349509993419094,0.594006663127406,0.304084382653616,0.142957069173712,-0.0152309400801899,0.0146965211300078,-0.174754996709547,0.49594078576899,-0.0237816432831035,0.10688379003642,-0.0336683938614724,-0.282440415171241,0.502086603696084,0.0419518875892949,0.0154981495552809,-0.0603893413705774,0.20094152526847,-0.218577350624479
healthy,-0.719646061146582,0.719646061146582,-0.65833556686956,0.768364809646798,0.685013968880693,0.670793154015563,0.722827537248484,0.710638267364087,-0.716253764339132,0.592444513626545,0.761292733251605,0.732659448334484,-0.679034327050611,-0.492994637164066,0.719895212889502,-0.602544741974151,-0.760928588396568,-0.674722085346225,0.607470280276494,0.732659448334484,-0.747052752867789,-0.746094476933481,0.760276960761239,0.680011768503605,0.664545194923875,-0.721715937164687,0.734058531198573,0.008087848885559,0.748164352951586,0.663337767246647,-0.600379038362615,-0.112156615351402,0.687812134608872,-0.53538876449785,0.567950980745634,0.754642298267508,0.644689717565014,-0.15363079778825,0.713551426204383,-0.790941790659093,0.693638452289464,0.731317862026453,-0.800083743072391,-0.718534461062785,0.654310807945466,-0.727772241069513
healthy,-0.814652413632555,0.78624925844973,0.152756782667683,-0.30954144286795,0.552972745576675,0.598319460708775,-0.406550887666813,0.781181318643474,-0.820098557901965,0.743890358576542,0.67150202432897,-0.684115143175138,-0.522338184061245,-0.751681370517504,0.778893181641395,-0.746537789818617,-0.430604691523373,-0.653953337238649,-0.27622162966413,0.705748438467516,-0.619688012876946,-0.752210856765919,0.671634395891074,-0.535877903842139,0.717226943924223,0.25078737951706,0.779233565658233,0.783166892075029,-0.660723197129096,0.716092330534763,-0.744060550584961,-0.0330172496332971,0.703573762804383,0.71408784688005,0.409028126900468,0.614733534409635,-0.0598886767403505,0.550665698351439,-0.359899367136833,-0.753118547477487,0.766506985473119,0.686081806383536,-0.67889592158362,-0.578747379740584,0.409179408685729,-0.620992818274825
healthy,-0.628386115995398,0.415294847474295,-0.568243382722942,0.523828723762125,0.788296674444997,0.667668188508797,-0.428418515296527,0.60784306578383,-0.0382403099176367,0.744784029439048,0.687779288375781,-0.183299399166665,-0.557419215264528,0.42131674345468,0.707852274977065,-0.63533543477445,-0.606686963390972,-0.686229348904036,-0.0351531353960468,0.653121625433816,-0.575256223611492,-0.68780469721958,0.581811705311658,0.721573050628576,0.558308524797496,-0.754134483957115,-0.664758875893801,0.662916734718367,-0.695351123827911,0.613089992028343,-0.680182044079851,0.488751814897476,0.147180727706253,0.579563022635438,0.477533810360176,0.62160195470104,-0.487011309097238,0.0139494552457027,0.674833482460142,-0.661582770418914,0.765187331009721,0.567328664346175,-0.755531970366065,-0.639985253189684,-0.381221587939709,0.666664539178733
mild,-0.514008598511566,0.600100324215369,0.62945350307438,0.399629591505084,0.291563977716881,-0.0901093395699809,0.405697008364209,0.520567968088998,-0.522617771081946,0.376999766462941,0.553774776574751,0.618138590553309,-0.258603145590282,0.226708211020016,-0.376835782223505,-0.595836733990038,-0.471618672617407,-0.54795333607478,-0.331248163660349,0.290908040759138,-0.463173484286463,-0.167181932104815,0.637242754447581,-0.188253906872317,0.507039268335543,-0.500397906638393,0.274099656216967,-0.0247616201548082,0.261964822498716,0.445217210068241,-0.467109106032922,0.552790871138136,0.426195038293686,0.20186459874549,0.167591892703404,0.208341976203204,-0.60124821389142,0.377163750702377,-0.343710965857471,-0.736699195665404,0.564925704856386,0.502201733272187,-0.584111860870377,-0.456778098948466,-0.0649377588165832,-0.593049001919629
mild,-0.480578080612434,-0.295634095467392,-0.646319184886034,0.489659784956193,0.480496017018966,-0.455138366637447,-0.536709578544342,0.622356615593465,-0.626924822296501,-0.512856427376396,0.647386011601114,-0.20563768796448,-0.484243587787325,-0.385712566563772,0.77638998053234,-0.679089913210803,-0.302089764820185,-0.399964277295996,-0.369600747712947,0.728656323665294,-0.648999928939312,-0.164852082011033,0.688007490367626,-0.321839736314745,0.653239881268477,-0.191577458950348,0.473411193449588,0.66382608482581,-0.693341623943027,0.613192847656239,-0.736479719575881,-0.569206761557551,0.497291699148689,0.473903575010394,-0.006305219431435,-0.564884745634919,0.606025960493393,-0.315329357899641,0.537502859947863,-0.672415407608763,0.596178329277269,0.7061982535863,-0.605807124244146,-0.533399680274478,-0.673919906822337,0.651543900336811
