group,LHX2,DUX4,HOXA6,ARID3A,EBF1,KMT2A,FOXM1,E2F1,XBP1,FOS,KLF1,ZNF384,PPARG,TFAP4,RUNX2,OTX2,IKZF1,NFE2,PAX5,TBX21,POU2F1,FOXP1,KLF4,ARNTL,ZNF217,TCF12,YY1,TCF4,RARG,HOXC6,MYC,HES1,SPIB,MECOM,ASCL2
healthy,0.287371518259488,-0.0792192607822278,-0.458565032345621,-0.0680010143474991,-0.38003730730252,-0.0369587433911266,0.0772214908691939,-0.339006186780979,0.0275845922607369,0.159898430347057,0.397479375389393,-0.229359353477158,0.305812471302877,0.0494832239997621,0.0311191082607199,-0.339620885215758,0.138230310521074,0.427138574867511,-0.113642373129888,0.397556212693741,0.228129956607599,-0.219754690433726,-0.196242475303404,-0.101425241738643,0.0884397373039226,0.383956009824241,-0.0452571722606519,-0.148910695825371,-0.0276614295650844,-0.136693564434125,-0.20000750321643,0.0608551450431856,-0.023896401652059,-0.0160589966086184,-0.242344857911878
healthy,0.186816453025799,-0.460870018500582,-0.529313283573097,-0.371108359389087,0.0793829672767284,0.150070273827031,0.176157256006309,-0.189902010057757,0.385975134179429,0.361010172739044,-0.0395512310460025,0.0429172932626836,0.12706884867971,-0.720337314369748,-0.173352204159075,0.254698707728867,0.132959457558902,0.359607646815427,-0.472931741443689,0.470968205150626,0.320617426138871,-0.323983488355552,-0.189060494503586,-0.0367461791987683,-0.635624748583274,0.490323062896542,-0.0726508428433663,-0.51556852952165,-0.328752076495851,-0.246283552187165,0.0361851688293214,0.0600281095308123,-0.369425328280747,0.732679542497578,0.465358101456157
healthy,0.577898565368379,0.0741984875926154,-0.367033897961389,0.202126914476435,-0.158969173482422,0.410288188711541,-0.33343458282511,-0.544202700475962,-0.218250723751603,-0.0245719129373072,0.588325939031362,-0.511279233632654,0.479900562887566,-0.278401221826033,-0.253974133522934,0.192278839350284,-0.515720522415036,0.216512828141106,0.330151891116393,0.505968997045024,0.38219220967517,-0.352647984296718,-0.171520641780457,-0.0536333895350655,0.0744881368610316,-0.0076757056130291,0.0243788134250298,-0.451901133607334,0.55955411170202,-0.376978522843678,0.0074826061007517,0.553954225845974,0.397447071145089,-0.423805154570963,0.264304957429778
healthy,0.242058963867903,-0.402887347955516,-0.260835881807066,-0.455952550827063,0.37145642010083,0.713522881688188,-0.0016327754729706,-0.352679502161667,0.168992261452465,0.208995260540247,0.180829883631503,-0.558409211755973,0.208178872803762,0.510242335303338,-0.524937314560074,-0.274306279459074,0.127356486891713,0.280020993614472,0.159195608614641,0.421664265894678,0.237568831317234,-0.494322774441874,-0.419215102685222,-0.529835640978986,0.407785674374428,0.485750703208778,0.277980024273258,-0.275939054932045,0.234711474239535,-0.3118601153374,0.382885848411625,0.367782675286646,0.173482394003135,-0.384926817752838,-0.236344249712506
healthy,0.457001926865143,-0.532063159942623,0.186157061583837,-0.231427961256217,0.253412967131597,-0.393128329913596,-0.489263947321322,-0.510338331651567,0.433976210652467,0.257966074857267,0.32288038214611,-0.0967860613685358,0.549104791715846,-0.0294000670286144,-0.0197734964086256,-0.370232702493082,-0.0083256826983686,0.512810018702646,-0.335498994985825,0.171847294446016,0.0097566594121507,-0.46519752077135,0.294130759078306,-0.543250796068556,-0.173278271159798,0.139064918821189,-0.385843357552523,-0.0280991791069943,-0.410950494439791,-0.403925699663043,-0.161700368657379,0.0915825096820554,-0.178351734054116,-0.426561149499233,-0.12228346463229
healthy,0.463050192228647,0.335542446047957,-0.48099536761353,-0.512553009371449,-0.554231083373455,-0.547263181940226,-0.459170154307592,-0.640206256974179,0.478376342016817,0.522802776212904,0.418736925805258,-0.420822446187825,0.512472175248093,-0.52684448238067,-0.532341202768832,-0.747149802173275,0.462435852891147,0.511582999891185,-0.259526036444608,0.565709528889911,0.160876072301769,-0.486783090845771,-0.349057911472967,-0.458765983690815,-0.0842614901855914,0.479136182776357,-0.413773710631241,-0.349930920005205,-0.386273941865759,-0.42848552108191,0.171077338669211,0.562945001871159,0.517904228337571,0.342445680182501,0.397283549466754
healthy,0.385110635500237,0.295996297319636,-0.506314397184977,0.581083317251381,-0.26202920128746,0.353490630128106,0.0876122001581719,-0.621378169703039,-0.574530240128535,0.629132957243829,0.410158787024241,-0.33711732568363,0.626767089858503,-0.454922500092625,-0.521354554134548,-0.584275360549043,0.362522234987961,0.628888859815184,-0.488138527113586,0.584237807098482,0.531719306489308,-0.546252491856309,-0.645656475490548,-0.0265502895464327,0.360663339185205,0.563282981685597,0.561574299685084,-0.525917298377676,-0.429386153711332,-0.49352744726905,-0.198958181070722,0.413275723420781,0.426513314743436,0.217641022724683,0.561517969509243
healthy,0.551688942575456,-0.0145017231763687,-0.592376064436583,0.143096969193471,-0.527673191210292,-0.392207395347808,-0.327417237459234,-0.471474337937812,0.565143249804434,0.542312075998819,0.353265966732331,-0.65187926563833,0.485689268652396,-0.428792138081656,-0.435662687927038,0.262951279744852,-0.216628062547767,0.464005264693922,-0.567250550936684,0.550516834253376,0.522922411734629,-0.556975899262284,-0.362430856271996,-0.527598375785478,-0.424440374204998,-0.052021658720387,-0.465115026828657,-0.337442504384255,-0.503694847557534,-0.383566213781837,0.232214609383933,0.361021832438007,0.466573927612522,-0.469067775106308,-0.0009476620476388
mild,0.556320571334244,-0.325109299400411,0.203866416264802,-0.32056584645848,-0.578112317852025,-0.322585158877116,-0.248796117579455,-0.489767399536696,0.198733997200769,0.0874194001234542,0.172398797741056,-0.259481645794738,0.471677725786414,-0.467134272844483,0.0742097313848764,-0.20512848652645,0.418839050832103,0.311983768679276,0.122420815379813,0.418586636779773,0.215645738706846,-0.445258388309259,-0.40680731433773,0.218338155265028,-0.132264963420664,-0.0433310789832328,0.0807724967454437,-0.424812850070568,0.309123076086209,-0.396037648105004,-0.14833532475231,0.436508034495169,-0.324352057243422,0.494310852478627,0.468480481123574
mild,0.275444354787414,-0.100225202451056,0.357270973673125,0.279821334556763,-0.0358428837507458,0.17868002006096,0.0701843616503777,-0.391879650919141,0.311567161662944,0.0870306442510123,0.283129516940574,-0.358288875945066,0.479928197442095,-0.299517743518835,-0.385708618395495,0.367055559262164,-0.004466046218144,0.236407802658451,-0.0907459875435993,0.378697816497497,0.132874417823585,-0.030257145033466,-0.153970442409576,-0.169340766715895,0.343312988769125,0.300701054909967,-0.268039115759039,-0.482142134883568,0.0359192264211415,-0.519053816019853,-0.270393014762904,0.276653113735345,-0.311834361009329,-0.0600053389309611,0.0854147243943049
