group,HSF1,RXRG,RUNX1,ARNT,HEY1,MEF2A,E2F6,REST,BCL11A,FOXM1,TFDP1,FOXP3,IRF4,FOS,NFYB,SMAD3,FOXH1,GMEB1,STAT3,KLF1,GATA2,E2F4,EHF,PRDM1,E2F7,TEAD4,SPDEF,STAT5B,PAX5,TBX21,GATA3,HINFP,ATF3,NFATC1,ZNF217,ZBTB7B,MEF2C,GTF2B,USF1,MYC,ETV1,SETDB1,CEBPB,MECOM
healthy,0.388161433815457,-0.282056341779374,-0.226484754007957,-0.0651134125948053,-0.0352665845472451,0.0788536403404852,0.14610442169573,0.300147641644519,0.291369162807001,0.114196559486317,0.0458007591522663,-0.16801245149023,0.204882062607805,-0.162287356596197,-0.254499551689427,-0.184958732376569,-0.0447320747720468,0.0416023562299753,0.35136815729647,-0.406176399082015,0.336864583564919,-0.0381672992935553,0.445870390347313,-0.025572090526682,-0.279384630828825,-0.42533638332738,-0.299002622665712,-0.317704599319554,0.102517365902489,0.0163356040976417,-0.0560295953629392,0.09457856764943,-0.166409424919901,0.232057179704816,-0.213813210642497,0.0995403165575922,0.151829516589763,0.267705437244997,0.0313735200193025,0.573654508382136,0.168394124483166,0.191599842453648,-0.460602967874625,0.328315108523163
healthy,-0.191814797648248,-0.168650124000006,0.319220502713578,0.0946361667336715,0.0528267557587957,0.204527118552771,-0.397754396301521,-0.0067799044824122,-0.187012365306539,0.444083743598005,-0.235319184743726,-0.499452963537705,-0.13220813740704,-0.0341820184321619,-0.0163847691658297,0.171475084201011,-0.136728073728648,-0.279106067859306,0.149722890653271,-0.534482470030169,0.174300044402016,-0.0177972492663323,0.348600088804032,-0.134468105567844,-0.290405908663326,0.126275720984929,-0.461033504804035,-0.0361594905728655,-0.155372811055282,-0.224019343939706,0.247184017587948,0.0288145940502522,-0.0322045462914584,-0.631378604924644,-0.134185609547743,0.0200572174271363,-0.083901317969852,0.0090398726432163,-0.0384194587336696,0.703415090050275,0.21526196731659,0.159327755336689,-0.755111861728668,0.283343508160813
healthy,-0.180783109981342,-0.104107626715272,-0.247081460173809,0.202786475480002,-0.400432426705949,-0.090367533849297,-0.219216936179874,0.178380995843934,0.427528274175914,0.0101369216598627,0.141388438127848,-0.360269078328484,0.174441528658585,-0.412154743696502,-0.0837376988300504,0.0267595514907275,-0.219985612703844,0.017247179506591,0.2656257813146,-0.051453284823284,0.22036995096583,0.0751861725008771,-0.173192429307132,0.0284890736696614,0.0686524220471268,0.097958214523507,-0.0757626798938551,-0.352582313088778,-0.0793178088172193,-0.0846985444850137,-0.0406918134876952,-0.0453038726315189,0.0572183587530637,-0.170790315169724,-0.274177307643774,0.0338698093374558,0.195868386764266,0.219120851614377,-0.137160717246009,-0.0571222741875674,0.354600088964201,0.132260404405696,0.0477059867689272,-0.0326207099860036
healthy,-0.478101125388678,-0.299445478449109,-0.32696208998227,0.343957644164517,0.283259236370778,0.306931615410336,-0.307336271462294,0.42670980678998,-0.244007599330828,-0.0538192549104479,0.0216490987797666,-0.272131194941926,-0.200911729797274,-0.336673835229268,-0.177644006809674,-0.381792985022613,0.344564628242454,0.338697115489059,0.349015844813995,-0.31300145618971,-0.233081885927955,-0.363583462684492,0.33849478746308,0.422865574296376,-0.390088434087758,-0.288722093072215,-0.448561233595725,-0.422663246270397,-0.186141783900797,-0.333638914839581,0.284675532552632,0.349218172839974,-0.314013096319606,-0.492871071285154,-0.300052462527046,0.363381134658513,0.395551290789194,0.393528010529403,0.312192144085794,-0.314822408423522,0.229035325408372,0.293780293721693,-0.300659446604983,0.376330128321177
healthy,0.169515961060197,0.0284683293383537,-0.0161751871240646,-0.237969352969238,-0.26682588679857,-0.266437682307592,-0.256732570033153,-0.104556409569954,-0.0028468329338353,-0.0256214964045183,-0.0789349131654352,0.123578429627854,0.204583766745169,0.061853915562423,-0.163045886210571,0.456140276898622,0.0945924943015298,0.347313617927915,0.0583600751436251,-0.270837333205338,-0.138718404775978,0.458857708335465,0.148035312559439,0.351195662837691,0.256732570033153,-0.6000347415543,-0.0170809976030122,0.317551273619636,0.0684533919090414,-0.134059950884247,0.131213117950412,0.26734349278654,0.161234265252676,0.493796112523444,-0.0978275317263427,0.256473767039168,-0.134059950884247,0.0614657110714455,-0.0833345640631808,0.591364841255802,0.053572219754902,-0.0394674565827176,-0.0622421200534006,0.0949806987925073
healthy,0.156027382889264,-0.219392291258885,-0.0303246347197476,-0.149133837912788,0.0433631831727274,-0.0430324322773915,-0.0199669093131748,0.0071198482206525,0.056018756904792,0.189311367725175,0.035581833161403,-0.140760617878231,0.0146052632203606,0.125876827588114,-0.394725081670652,-0.0716162728111604,-0.180903331806898,-0.125946459355553,0.22717364127021,0.0602314788348602,-0.0010792923953067,-0.161371621040218,-0.0898249799964968,0.28578618151211,0.029471645568618,-0.0745233991017447,-0.0754112041365938,-0.0547479771490276,0.147201556366352,-0.140290603448017,0.0597440564627862,0.0687613703461555,-0.0469666271377032,-0.296561697523318,-0.559491251373528,0.278265950628682,0.259952795792187,0.201705822329343,0.0152841729528923,0.141543975261922,0.0285490246500494,-0.13759237245975,-0.197162349503938,0.104308387623839
healthy,0.276889161418196,-0.229424617839926,-0.150405645690822,0.380589696228001,0.397031414123514,0.238841583285855,-0.237284746256488,0.0335669252185526,0.31322801598172,0.038769039194731,-0.435458708604481,-0.376488759662838,0.47202539297718,-0.164682980399166,-0.156367192364253,-0.213818275911391,0.423345757083307,-0.253992265596039,0.25182788240887,-0.286837729752202,0.175466924700149,-0.261472677663974,0.133812041255859,-0.0451862454865131,-0.225133823100451,-0.157544313044994,0.0151506823101838,-0.245866335735439,-0.0358452233103096,-0.222665666834381,0.209375594632465,-0.0094169654459287,-0.376678617837151,-0.348541636403953,-0.0947392289822271,0.0908661222262402,0.3065450082459,0.294432056724725,-0.333998500251571,0.272180678695232,0.209983140790267,-0.201705324390217,-0.218716616808669,-0.119838479626416
healthy,-0.366707952114773,-0.0515999766272152,-0.0448499609791358,-0.0574620016561955,0.0188794527278026,-0.15862215037255,0.143519875133234,0.075749460637932,-0.103740469283447,-0.0991139094636482,0.0125734323892728,0.0583564269899257,0.0369738702706046,0.0200377013614102,-0.0603640579548454,0.0295224707277295,0.0574748710854578,0.0120908287919363,-0.0778150040345321,-0.0018725019576655,0.145900719546761,-0.0895647929510173,0.0194650117592375,-0.0645916654675129,-0.0148062783662828,-0.0599972792208697,0.12775482428691,-0.132709554552898,0.0092145113518109,0.022135418331166,0.0657434793864893,-0.0666958171518999,-0.0137638545960361,-0.054328295630824,-0.0505382487130749,0.0751124238894479,-0.0019046755308212,-0.0727701877637082,-0.0933548398687664,-0.0186091947132942,0.0187378890059173,0.0395477561230658,-0.144954816495982,0.0751252933187102
mild,0.0132678772097717,-0.237325108505276,-0.14412636127566,0.134458609284393,0.297192359329855,-0.216695177477887,-0.390674262475533,-0.0167061990476698,0.0122161552358264,0.0918234184944564,-0.192748277148055,-0.167668753153974,-0.16965084456641,0.460532872052593,-0.0552963053224326,0.118804132210669,-0.236313837376482,0.0889918593338344,0.423398996203293,-0.207593737318745,0.242462365839547,-0.0849872256638119,0.191494300948351,0.0355158420432303,0.389379835430677,0.0156949279188763,0.109662241206375,-0.271829679419712,0.415753786469614,0.0991450214669219,-0.170378959779141,-0.114394990089129,-0.0783128362137743,0.0524242953166588,0.147766937339317,0.0322393235859391,-0.03272473372776,0.195256229547463,0.0906907948302076,-0.116336630656413,0.0567120849027436,-0.102178834853303,-0.23857908470498,0.357059610154435
mild,-0.0069216662774066,-0.0703977911480094,0.251440640293756,0.258095600164143,-0.18655478155748,0.320479498796476,0.0858413621449387,-0.0860699676366696,0.0565417582880999,0.1696252748643,0.0294139066027043,0.127079252792167,-0.205605239201718,-0.111699183320718,0.0108206599419275,0.193197041122771,0.0581800976455044,0.0623711983272369,0.0113921736712546,0.0321317718932823,0.146625022335156,0.163719632994586,0.0606566571392554,0.0045975104448095,0.111318174167834,0.182236677824786,0.249052982935678,0.114353547085816,-0.0563766543218498,0.076519338204358,-0.0580530945945428,-0.0808882431574367,-0.0589802168665624,0.137277597784383,-0.0023368561376932,0.0532269786580024,0.239743659300194,-0.0171835127951031,0.17187322886632,-0.224808100507111,-0.0435366458696331,0.152670367560927,-0.20507182638768,-0.0957984013403274
