group,TFAP2C,RUNX1,ATF1,KLF5,ETV5,SIX5,ARNT,RFX5,MITF,FOXP3,MZF1,CEBPD,GFI1B,ZNF250,MBD2,STAT4,E2F7,TEAD4,IKZF1,GATA6,MAX,JUN,PAX5,SP2,POU2F1,USF2,PRDM14,BCL6,NR3C1,FOSL2,PBX1,IRF2,AHR,TCF3,GTF2B,YY1,ETV4,GTF2I,USF1,ATF2,ESR1,SETDB1,CEBPB,ZNF143,MYB,SREBF1,ETV7
healthy,-0.281787979462398,0.405466626396859,-0.247206282090003,-0.248716399879191,0.0445484747810329,0.107218363032317,-0.248112352763516,0.122168529145273,0.3204469948656,-0.364693446088795,0.0273331319842948,-0.40893989731199,0.0617638175777711,-0.25369978858351,-0.220175173663546,-0.283902144367261,-0.262609483539716,-0.235729386892178,-0.231350045303534,0.319238900634249,-0.102234974327998,0.0664451827242525,0.35925702204772,-0.123225611597705,-0.281636967683479,-0.0632739353669586,-0.406674720628209,0.0924192086982785,0.20990637269707,-0.0194805194805195,0.225309574146783,-0.348082150407732,0.207641196013289,0.266082754454847,-0.177589852008457,-0.231199033524615,-0.354575656901238,-0.22817879794624,-0.380247659317427,0.0536091815161583,0.266082754454847,-0.294019933554817,-0.13832678948958,0.106010268800966,0.25249169435216,-0.212926608275445,0.21232256115977
healthy,0.158543417366947,0.116526610644258,-0.250700280112045,0.0977591036414566,-0.18655462184874,0.324649859943978,0.590476190476191,0.28655462184874,-0.680952380952381,-0.308403361344538,0.754621848739496,-0.488515406162465,-0.038375350140056,-0.66218487394958,0.514005602240896,0.0173669467787115,-0.278151260504202,-0.0918767507002801,0.311204481792717,-0.35406162464986,0.273949579831933,0.218487394957983,0.161344537815126,-0.523809523809524,-0.390756302521008,-0.278151260504202,-0.575350140056022,-0.339775910364146,-0.610924369747899,-0.0392156862745098,-0.136694677871148,0.425210084033613,0.484033613445378,-0.380112044817927,0.356022408963586,0.3406162464986,-0.438935574229692,-0.327731092436975,-0.458543417366947,0.746778711484594,0.351260504201681,0.438935574229692,-0.297198879551821,0.701680672268908,0.230812324929972,0.317647058823529,0.678711484593838
healthy,-0.229675870348139,0.205378151260504,-0.36422569027611,0.175414165666267,-0.258583433373349,0.341848739495798,-0.372292917166867,-0.0268427370948379,-0.0190636254501801,0.0982953181272509,0.0992557022809124,0.406290516206483,0.0392316926770708,-0.218823529411765,0.0817767106842737,-0.17234093637455,-0.0728451380552221,-0.202112845138055,0.182328931572629,-0.126530612244898,-0.0173349339735894,0.0849459783913565,-0.0878271308523409,-0.244273709483794,-0.187418967587035,-0.300168067226891,-0.060360144057623,0.202016806722689,-0.230060024009604,0.244753901560624,0.0042737094837935,-0.0990636254501801,0.277022809123649,0.104441776710684,0.209891956782713,-0.196446578631453,-0.0219447779111645,-0.167539015606242,-0.135174069627851,-0.324657863145258,-0.126530612244898,0.333973589435774,-0.314477791116447,0.246770708283313,0.307755102040816,0.0502761104441777,0.130564225690276
healthy,0.0048387096774193,-0.533870967741936,0.328629032258065,-0.427016129032258,0.702822580645161,0.459677419354839,0.704032258064516,-0.742338709677419,0.375403225806452,-0.824596774193548,-0.36491935483871,-0.733467741935484,-0.743145161290323,-0.145564516129032,0.692338709677419,0.228225806451613,-0.586290322580645,-0.476209677419355,-0.689516129032258,-0.657258064516129,0.655241935483871,0.65,-0.655241935483871,-0.669758064516129,-0.755241935483871,-0.443548387096774,-0.681854838709678,-0.637096774193548,-0.653629032258065,-0.681854838709678,0.465725806451613,-0.717741935483871,-0.668548387096774,0.0330645161290323,0.627822580645161,-0.664112903225807,-0.416935483870968,-0.597177419354839,0.501209677419355,-0.340322580645161,-0.303225806451613,0.685887096774194,-0.585887096774194,0.523387096774194,0.588709677419355,-0.706451612903226,0.524193548387097
healthy,-0.306306306306306,-0.389446589446589,0.115830115830116,-0.0007722007722007,0.0993564993564994,0.0924066924066924,0.0906048906048906,0.333590733590734,0.124839124839125,0.0962676962676963,0.0115830115830116,-0.155469755469755,0.0965250965250965,-0.101673101673102,0.166537966537967,-0.0167310167310167,-0.133590733590734,0.133333333333333,-0.0653796653796654,-0.390476190476191,-0.0983268983268983,-0.0975546975546976,0.225482625482626,-0.117374517374517,-0.0579150579150579,-0.0924066924066924,-0.144916344916345,-0.188931788931789,0.12947232947233,-0.0656370656370656,-0.129214929214929,0.0120978120978121,-0.203088803088803,0.277220077220077,0.293693693693694,-0.0481338481338481,-0.367567567567568,-0.132303732303732,-0.0499356499356499,0.292406692406692,-0.0574002574002574,0.164993564993565,0.0241956241956242,-0.0046332046332046,-0.253796653796654,0.0867438867438868,-0.260489060489061
healthy,0.509839861084314,-0.252267026818445,-0.172036786931635,-0.342755161103608,0.393658756190109,0.254099942118464,-0.330117692456107,-0.290886873753939,0.161521641263104,-0.338028169014085,0.346356678886102,-0.473020773040067,-0.216830664351405,-0.160074602868352,0.24737925268506,-0.207601775033764,-0.300180075889125,-0.130201299118914,-0.20753746221622,0.246832593735932,-0.289986494308316,-0.246253778378031,0.404752717216541,-0.448485433146826,-0.188500868223037,-0.225802302398868,-0.208019808347804,-0.309441121615538,-0.239661714579716,0.338317576693035,-0.339732458679015,0.10135700045019,0.127049971059232,0.299729886166313,-0.0986558621133192,0.246028683516625,-0.104958518232684,-0.213711492700495,-0.190848286063412,0.352659335005467,-0.0248247475721911,-0.643867772847128,-0.219789053958454,0.135410637340022,0.159495787510451,-0.174834394494823,0.0759212811113255
healthy,0.369565217391304,-0.530069419071977,-0.693204238217026,-0.122725611983924,0.366569236390208,0.352795031055901,0.327986846912678,-0.46525392765802,0.564157837047863,-0.481256850566314,-0.267044208987943,0.26218487394958,-0.506868834490318,-0.395432955791012,0.510705151625868,-0.26123492875411,-0.504749725977348,-0.333832663500183,-0.445012787723785,-0.507014979905006,-0.548154914139569,-0.419729630982828,-0.42436974789916,-0.47427840701498,-0.30460358056266,-0.350931677018634,0.197625137011326,-0.408403361344538,-0.302228717573986,0.567519181585678,-0.187869930580928,-0.639532334673,0.488564121300694,0.422944830105956,0.40018268176836,-0.155389112166606,-0.322944830105955,-0.546729996346365,-0.198976982097187,-0.302484472049689,0.372816952868104,-0.597150164413592,-0.424698575082207,0.344428206065035,0.388637194008038,-0.24490317866277,0.342053343076361
healthy,-0.66399089666052,-0.457606154718426,-0.333770362058457,-0.605474402945546,0.269502405739919,0.484953431743115,-0.19084960854408,0.448440920763069,0.470457272234777,0.185766057726736,0.0097836707944502,-0.247968435002703,-0.535529196444136,-0.433969498728294,0.540612747261479,-0.463567885847282,-0.489208277196075,-0.46755061909104,-0.190181696757859,0.540105629053423,-0.295773602664587,0.278655270958494,0.337010971095304,-0.507786119842426,-0.414365050929048,-0.157008744708914,-0.341340028968954,-0.337159395936686,-0.417877772175096,0.355329070269236,0.164083662148137,0.0881767245178706,0.592338804483213,-0.254400178129269,0.0801370456096624,0.415874036816435,-0.457754579559808,-0.669123922424991,-0.0720973667014543,0.410580217473799,-0.485683187213245,0.185469208043971,-0.490630681925988,0.482813640279854,0.424321884038444,0.503098368602102,0.350839218817422
mild,0.0184647637477826,-0.31277213352685,-0.102241573939687,0.0644250927269795,-0.0679729075955491,0.144250927269795,0.400177390743428,-0.196742460893404,0.268666344138042,-0.174810514433156,-0.245928076116755,0.153926786002258,-0.369053378487341,0.0960328979196904,-0.285034671827125,-0.0405579745202387,-0.166182873730044,-0.117642315755523,-0.160619254958878,-0.391146589259797,0.0310433800999839,0.157232704402516,0.507176261893243,-0.0512014191259474,-0.254636348975972,-0.103289791969037,-0.197629414610547,0.0644250927269795,-0.230607966457023,0.12635058861474,0.392356071601355,0.0151588453475246,0.259071117561684,0.125705531365909,0.142960812772134,-0.423802612481858,-0.163360748266409,-0.103934849217868,-0.0986937590711176,0.288743751007902,0.327447185937752,0.191178842122238,-0.204886308659894,0.143847766489276,-0.34373488147073,-0.30083857442348,0.0937751975487825
mild,0.10904354534004,-0.17621730306314,-0.0322337930037994,-0.210777897915782,-0.369847683005932,0.178594687560871,-0.303660286936146,0.231200642404262,-0.12323197835309,-0.189558476707318,-0.0090416484887079,0.158500730290162,-0.160789595152338,-0.0751784619096067,0.124698875170838,0.284148030127647,-0.166556017125556,-0.143502974894906,-0.468762052906175,-0.0718526527452288,-0.163344018921176,0.111800299704429,0.309439354571586,-0.198334566289364,-0.325499345593486,-0.218466460546739,0.140012772121643,-0.213673754564613,-0.286727745220929,-0.31993525421582,0.223183292555534,-0.366445999868223,0.260525933097009,-0.158981265454596,-0.081210442789486,0.045132368470208,-0.365295244606023,0.0696523075186062,-0.138394127357231,0.418015010409413,0.178619978885315,-0.380533267583496,-0.239875566688533,0.136560506335045,0.234981695408631,-0.2270781565199,-0.0136193782130608
