group,VDR,HSF1,DUX4,ZNF76,ARNT,HEY1,ARID3A,RFX5,MITF,MYBL2,MZF1,FOXH1,STAT3,GATA2,MBD2,STAT4,RUNX2,NFIC,MXI1,BATF,MNT,CDX2,SPDEF,MEIS1,JUN,STAT5B,PRDM14,BCL6,ONECUT1,HNF4G,JUNB,HSF2,ATF3,NFATC1,ELK1,STAT2,RFX2,TBP,ZBTB7B,NR5A2,ATF2,HOXC6,EGR1,BACH2,MAF,CUX1
healthy,-0.252699975402178,0.092233138135618,0.0101174105607948,-0.0111369945707974,-0.0956056083225496,-0.151133722098075,0.0058822154423225,0.289954006536888,0.123604953828005,-0.0239994390046761,-0.430970318074168,0.072782612406338,-0.179760503917378,0.179368356221223,0.246660900881393,0.156153212608857,0.004627342814627,-0.0335678427908542,-0.256778311442188,0.274817105465311,-0.0938017289202374,-0.0587437248839948,0.218661555375938,0.189172048625094,0.247445196273703,0.148937694999608,0.0770962370640412,-0.0754492167401909,0.1094092072272,-0.05348894575552,-0.139290861674199,-0.19042692125279,0.0593711611978425,-0.187760316918937,0.142584902321899,-0.0287836408977651,0.17913306760353,-0.0781158210740438,-0.151604299333461,0.12885973295648,-0.0628220609240051,-0.0282346341231484,-0.3315216623293,-0.004705772353858,-0.250111800607556,0.343050804596253
healthy,0.398111514395246,0.757213933515499,-0.309703050804726,-0.427459478597459,-0.217466591883483,0.162963229793658,0.440584034017083,-0.474306850025837,0.521518792438094,-0.300224205223887,-0.536101631793231,0.237153425012919,0.279625944634756,-0.114475288937827,-0.663701476150682,-0.208170031794584,0.291839072594683,-0.31353104613545,0.331941880821311,0.672086608779886,-0.260485967981138,-0.31590075753066,0.503472528736112,0.541205625567529,0.0091142745969607,0.139812972317378,-0.250642551416421,0.349259002555536,0.272699095941066,-0.317905897941991,-0.592245563310509,0.0014582839355137,0.153484384212819,0.498003963977935,0.237882566980676,0.385351529959501,0.435662325734724,0.514774229236343,0.427094907613581,0.498368534961814,-0.568548449358412,0.455713729848037,0.433292614339514,0.0114839859921705,-0.152755242245062,-0.267230531182889
healthy,0.13704936092831,-0.0287275613398683,0.33925651275396,-0.212622709478385,-0.12290358030227,0.221245822325765,0.123194247027462,0.261551608219139,0.12251602466868,0.103719576439558,-0.13152669314965,0.239073381470911,-0.466374760571522,0.246824494142714,-0.0382226743628265,-0.134142693676384,-0.280251167539862,-0.065254679805738,-0.112827133828926,0.367160518372449,-0.0797880160653679,0.297109837601033,-0.1845249260431,0.0932555743326249,0.0100280020191446,0.218629821799032,0.153229808630697,0.687378360626293,-0.0032457784313173,-0.0219453377520411,0.0880235732791582,0.08598890620281,-0.0120626690954928,0.0560502335079725,-0.112536467103734,-0.0638013461797751,-0.20574359698216,-0.0237862270115942,0.111761355836554,-0.110017355485398,0.257676051883237,0.165728477813979,0.187916037837014,0.192566705440096,-0.148385363210821,0.0409355637979574
healthy,0.142435803487688,0.115327053791644,-0.124516460468269,0.142895273821519,-0.233870399920107,0.191139658873801,0.122678579132944,0.0606500840657252,0.098786121773719,0.28992578064752,-0.0041352330044812,-0.274763259631088,0.0496227960537751,0.184707074200163,-0.192977540209126,0.119462286796125,0.0372170970403314,0.10659711744885,0.144733155156844,-0.163571438843925,-0.272006437628101,-0.0601906137318939,-0.0179193430194188,0.119002816462294,-0.305547771997782,0.0647853170702064,-0.098786121773719,-0.167706671848407,-0.0045947033383125,0.146111566158338,-0.0082704660089625,-0.0009189406676625,-0.138300570483207,0.0468659740507876,0.0170004023517563,0.087758833761769,0.167247201514575,-0.119921757129957,0.0794883677528065,0.0418118003786439,0.0666231984055314,0.102002414110538,-0.158976735505613,-0.0799478380866377,-0.123138049466775,-0.119462286796125
healthy,0.237581148478261,0.186596958663209,0.259061796979019,-0.211959652073743,-0.0636655365203183,-0.0122931422142891,-0.547109529284361,0.09666291825341,-0.0073758853285734,-0.300729079010609,-0.119566983221086,-0.0776408981955101,-0.0913574568767169,0.0285977308353462,0.42469571312944,0.226711422730889,0.654642173285143,0.294129602663991,-0.0547368332278346,-0.104038803581984,-0.0630185290353557,-0.29102396673617,-0.705626363100194,-0.387945687983565,-0.303834714938429,0.314057433200838,0.0126813467052666,0.128883891004547,0.44527055115125,-0.0518900002939992,-0.431424590973051,0.338255513138439,-0.358312745172279,0.231758081113598,0.148035312559439,0.467915813124941,-0.157481621839893,0.177538853873733,0.0622421200534006,-0.107144439509804,0.512559329587359,0.659559430170858,0.335796884695581,-0.102356584121081,0.216747507462466,-0.104815212563939
healthy,0.0317458102133141,0.249342550965528,0.0243630636520782,0.256997293452704,-0.106816685772828,0.263680621918665,0.21685846609609,-0.0901472211687744,0.120921617360873,0.216081334879118,-0.173727683554134,-0.103708160904939,0.119833633657112,-0.0192339976200618,0.153172562865219,-0.233955352869479,0.223541794562051,-0.0357480359807209,-0.0290258509539114,-0.211768256624923,0.117851949053833,0.0629864851355962,0.144235553870039,0.0929837501107229,-0.243630636520782,-0.0859507125971245,-0.0066833284659608,-0.304402297688008,-0.0367971631236333,0.199955862126945,-0.271957069379419,0.260921806098414,-0.0962865577828547,-0.0798113759830442,0.0857175732320329,0.219189859747007,0.179556167681425,0.277863266628407,0.163391838368404,0.0615487923841977,-0.12519583905422,0.188726316041697,-0.0435582047112914,-0.0891369505867105,-0.0945768691055159,-0.054943177039934
healthy,0.681807143093735,-0.0214119938313537,0.197355816983609,-0.134192421451415,-0.414455160746777,-0.516271376312194,-0.147738784895741,0.320345673944408,-0.262743835251527,-0.263419167153444,0.221111609768673,-0.682403024183661,0.137012925277066,-0.146666198933873,-0.210743278803954,0.718672319857179,-0.170183639282967,-0.136854023653086,-0.166052197059477,-0.401306051362402,0.0764316811345537,-0.0655866452978941,-0.540742226405169,-0.181306752961592,0.0332104394118955,0.688441285894915,-0.152466108209157,0.0962546587261038,-0.0868000120992723,-0.122076172622912,-0.0494581304638874,-0.205658426836582,0.496686751156614,0.423393377095672,0.296629606565339,0.662421144968131,-0.107139419968759,-0.0065149665831948,0.0027013276076661,0.271245072134477,0.332581098990896,0.057641564098876,0.425657725237392,-0.116077636317654,0.697816481709756,-0.418983857030217
healthy,0.343805391806242,0.39862209536186,0.281171243900341,-0.0787014622230782,0.221760018168239,-0.183152518585249,0.165463608205783,-0.0678773085073011,-0.301191198619347,-0.182139021046318,-0.262225596572602,-0.186436250611383,-0.13811268795518,-0.367946903183565,-0.244867762055853,0.15399757271535,-0.17891609887252,0.0875526740630706,-0.0923566523976009,0.344393220378822,0.103511881976095,-0.109748270165647,0.203179229954514,-0.153180018033946,-0.0697826838804903,0.318305793726752,0.171200004276129,0.105228071142017,0.292177827173126,-0.212746646722018,0.152234086997611,-0.173997257483577,0.154565131337151,0.188395679186649,0.134146534252833,0.34631210905253,-0.174274280144218,0.0979511588124969,-0.094248514470271,0.014074102490614,-0.172963489993868,-0.129214179563371,0.100910571626174,-0.151639501774772,0.100748412019945,-0.0284522542429071
mild,0.220051383235955,0.117144266444566,0.156858420740272,0.0562825331318598,0.0265593610489102,-0.491889357608029,-0.106070927825428,0.172677475910469,-0.583306844854748,0.096079945612672,0.337029133310309,0.0730174283382264,-0.117144266444566,0.187663949229604,0.0726011374126949,0.441434897433611,-0.311468870482674,-0.0212308372021069,0.182418683567907,0.0871713198062977,0.403136132284712,-0.0233122918297644,-0.364171301654963,-0.260514861197617,0.142454754716882,0.303559342897575,0.0553666930956905,-0.0303892375638001,0.659904375152546,-0.0778464030743919,-0.710525351697177,-0.0238950991255085,0.180920036235993,0.0156525387999847,0.205647717212565,-0.0083258185106301,-0.0156525387999847,0.0373829251127294,-0.131714448838169,0.153195060595595,0.0177339934276422,0.199653127884911,-0.211892081095537,0.0457920018084658,0.555831643769669,0.266925741450803
mild,0.269291292812726,0.271034193065301,-0.143300730615176,-0.220582512269154,0.121223994082551,-0.0895348985811764,-0.214112655270957,0.16832191227147,-0.161865259063065,-0.222021725356508,-0.0184588981295509,-0.234935031773318,0.0861415246045709,-0.0942354477472137,0.245669712874409,0.0957802911529057,-0.046186856693254,-0.201621870127498,0.129317917225194,0.11585005163711,-0.220239213734556,0.133965651232063,-0.0028916299645004,0.0122663207169905,0.23358824521451,-0.175293513281772,0.0425294069208036,-0.178541645570663,-0.249894925607926,-0.136632816770095,0.11278677240531,-0.153652501812292,-0.180337360982408,0.219579024244944,-0.101167437388139,-0.0150391165733609,-0.181420071745372,-0.125053093122301,0.0703497920130524,0.262148042535124,0.091330613992921,-0.002429497321772,0.185579265529927,-0.280276845919869,-0.0246118641727345,-0.123996789938922
