group,RFX5,ELF3,E2F6,ESR2,BCL11A,RUNX3,ZNF263,SMAD3,ZNF384,ZNF250,PBX3,RELA,ELF1,E2F7,NFIC,BATF,BARX2,STAT5B,GATA3,USF2,ONECUT1,PBX1,ELK1,VEZF1,HIF1A,FOXP2,YY1,TCF4,GTF2I,THAP1,MYC,SETDB1,CEBPB,ZNF143,MYB,ETV7
healthy,-0.0498265899153346,0.179509187775335,-0.072960363804597,-0.194190236589674,0.253136871980584,0.193078035921921,-0.138357763068474,-0.0927575356906005,-0.254471512781887,-0.0211318126873071,-0.204644922866553,-0.0720706032703946,-0.0284723370944769,-0.198861479394237,0.18885167338446,0.0233562140228131,0.0275825765602745,-0.278050166938251,0.0974287784951631,-0.0462675477785249,0.015570809348542,0.133019199863259,0.0342557805667925,-0.176617466039177,-0.132129439329057,0.130572358394203,-0.182400909511493,-0.213542528208577,-0.0983185390293655,0.275603325469194,-0.0660647196645284,-0.0958716975603089,-0.0569446741889538,0.127903076791595,0.165940339628748,-0.102100021299726
healthy,0.293869175536528,0.1534233575912,-0.283775533589739,-0.0879588798220227,-0.0472959222649565,-0.102955147857253,0.193221145838542,0.0686367652381685,-0.0020187283893579,-0.0657528675390858,0.0986293013086287,0.0161498271148632,-0.0524869381233053,-0.256666895218361,-0.0695019345478933,-0.184281062971385,0.155442085980558,0.164093779077806,0.217445886510836,-0.197835382157074,-0.10007125015817,0.127468278299456,-0.0994944706183536,-0.168708015396339,0.136408361166612,-0.219753004670103,0.007498134017615,0.0025955079291744,-0.277430958651757,-0.0441236347959655,0.25349460774937,-0.0666180368488106,-0.329629507005154,0.0051910158583488,0.225809189838176,0.136408361166612
healthy,0.0069548683101874,0.115848234995408,-0.0677602883935405,-0.0821999197423107,-0.115848234995408,-0.04669697293983,-0.0228517101620445,-0.0649783410694656,0.0616664990169953,0.124988919060226,0.0270908679892063,0.161419181637398,0.0849818670663856,-0.0382186572855062,0.199704075763954,-0.279585706069535,-0.0125187629583374,0.106045182520096,0.143800181918257,-0.0236465522546373,0.0898833933040415,0.345292652390544,-0.0363640257361229,-0.120352340186767,0.174931497211477,-0.0126512366404362,-0.01556565764661,-0.0396758677885931,0.0082796051311755,0.0156981313287088,0.120219866504669,-0.0232491312083409,0.0040404473040136,-0.0963746037268832,0.179568076084935,-0.145257392421343
healthy,-0.0851942751370597,-0.135364237162217,0.165655534988727,0.203519657271865,-0.0634224048242556,0.0132524427990982,-0.109805954621099,0.07288843539504,-0.221505115356355,0.379587825888455,-0.33415087914869,0.20067984810063,0.175121565559512,0.0444903436826867,-0.254636222354101,0.258422634582414,-0.142937061618845,0.237597367326689,-0.195946832815237,0.350243131119023,-0.0179854580844904,-0.161869122760413,-0.0009466030570784,0.335097482205768,-0.0274514886552748,-0.0463835497968436,-0.0123058397420197,-0.195946832815237,0.0160922519703335,0.0274514886552748,-0.124951603534354,-0.1580827105321,0.0738350384521184,-0.156189504417943,-0.0870874812512166,-0.0596359925959418
healthy,-0.0410069286512085,-0.105660188422457,-0.103564943892833,-0.0655512217125157,0.0517824719464165,-0.119428938188556,0.0730342378897435,0.143973231249863,-0.167320241722814,-0.180191029547646,-0.169415486252438,0.0416055699453867,-0.225687767905191,0.381035183744441,-0.188272687019052,0.106857471010813,0.0942860038330706,0.159837225545586,-0.161333828781032,0.312790076208123,-0.217905431080874,-0.0251429343554855,0.218204751727963,-0.109850677481704,-0.122721465306536,0.205034643256042,-0.0110748639422972,-0.0643539391241593,0.30710298391343,0.486396051519808,0.264000810732598,0.208027849726933,-0.26998722367438,0.268490620438934,0.0068843748830496,0.0897961941267339
healthy,0.0842050362762535,-0.0309485981753098,-0.0721192698355303,0.0556848864979114,0.0556848864979114,-0.228443575947314,-0.0160390545288102,-0.146328134803335,-0.0433167423366106,-0.0517315984098244,0.133959990642034,0.184449127081317,0.000112951088231,0.0961213760846301,0.0295931851165371,-0.0102785490290262,0.188345939625289,0.0761855090118484,0.146328134803335,-0.0476088836893908,-0.0144577392935754,0.232566290667748,-0.043147315704264,0.141075909200591,0.212517472506735,0.126166365554091,-0.0473265059688132,0.146328134803335,-0.0968555581581319,0.142205420082902,-0.256398970284501,0.276673690621976,-0.138082705362468,-0.0827931476733652,0.146215183715104,-0.230984975432513
healthy,0.237224605611537,-0.126760929399072,-0.091158949869227,0.132450743479185,0.0301560146245949,-0.124891419058464,-0.232997886580597,-0.0009753966994478,-0.134604744523798,0.0701066377728117,-0.114731036772549,0.0636852761681136,0.120380209323518,0.122859342601281,0.0238159360781841,-0.149520185719521,-0.285547383763348,0.330293707350516,-0.0988808404065222,-0.0232063131410293,-0.0944509137298634,0.0692531656607949,0.141717012123939,0.0184106127020775,-0.0081689473578754,0.225763694393025,-0.0577109713839957,-0.0293025425125781,0.0116641188642301,0.0230843885535983,-0.233851358692614,0.0178416312940663,-0.0085347211201683,-0.0179635558814973,-0.0615312751234997,-0.0596617647828913
healthy,0.0549109004802183,0.0764387512556607,-0.0052579543368592,-0.134164641439811,0.0254217131852863,-0.0133060967062498,0.130928023322074,0.0032614197891367,0.166667231809877,-0.0004836325923054,-0.18740142910051,-0.0079737373551897,-0.0433037182648876,-0.0695562874420833,0.0297248031732347,-0.121540590697069,-0.0789685217384892,-0.0884179585419956,0.0815354947284181,0.0451638436199086,0.063405472934814,0.0861486056088701,0.033035826305172,-0.109970610988838,0.109400172546632,-0.0257193332420896,0.0229663477166586,0.0621281868576996,0.0531375809750984,0.11453411852649,-0.046713948082426,0.0457466828978151,-0.0387278098915361,0.0834080209191392,0.0775052231258728,0.0858137830449663
mild,-0.115168988016245,0.0337079964925595,0.384969984332707,0.103795964809406,-0.0789260405679441,-0.201836905827399,0.528571530366049,-0.0825571865315735,0.167443787454909,-0.243492316127147,-0.0031515606476783,0.0069882431752867,0.412306347341916,-0.285216238614888,0.320020430115336,-0.459237196117126,-0.110578671420713,0.258085412169658,-0.0111674866428601,-0.0067141944233146,-0.0221979489097343,-0.0189778760740629,0.28274979984714,0.0225405098496993,-0.251508242122329,-0.0924229416025665,0.0924229416025665,-0.337354013677567,-0.127158620915021,0.0163744129303287,-0.108728842344902,0.19114900450049,0.0737191142804756,0.198479808615741,0.471980463083825,-0.0187038273220909
mild,0.0279232003837123,0.0952937461105254,-0.227561537401794,-0.0425837767084086,-0.0059144134317234,-0.147268894449913,-0.0126711827158438,-0.116263030095727,-0.0192845722804072,-0.0001433797195569,0.0616174344795912,-0.112535157387246,-0.0134597711734069,0.234407919010638,-0.141121488973909,0.227848296840908,0.0176715504353918,-0.0041042444723171,-0.141139411438854,-0.0935194220810084,-0.0236038863320598,-0.0581404762803356,-0.127124043852164,-0.0813859133135031,0.186483247748734,-0.0532834882803445,0.137447383660263,0.0655245318375176,-0.188042502198915,0.119901290479484,0.103771072029329,-0.214406448132446,-0.0446627826419841,0.174761955674954,0.132554550730383,0.147161359660245
mild,0.276303977452685,-0.310231000698697,0.220410644240612,0.136484389278657,0.210462550983731,-0.152441590890129,-0.300656679731814,0.252123785461248,-0.0817411246511951,0.140825898185562,0.435588476421247,0.114546831027211,0.171791494826201,0.400913908595239,0.384554182979154,-0.0061816186422817,0.226649766312125,0.219548092802155,0.358418874393879,0.169088833652367,-0.102356104030339,-0.106323840647246,0.085335088978103,-0.0023863923130669,0.137203182144039,-0.0445076542244284,-0.181279560649238,0.0968645265388238,0.4321095189528,-0.13950331931326,-0.445680328251205,0.0525868860313175,-0.0644900958820368,-0.217161700489088,-0.253187598902013,-0.320380355957885
mild,0.125628486138357,-0.100502788910686,0.285092911209978,0.227471312234518,-0.204020661488692,-0.0368510226005847,-0.101172807503423,0.18224505722471,-0.0455612643061775,0.0961476680578892,-0.313568701401339,0.310888627030387,0.0804022311285485,-0.0251256972276714,0.014070390447496,-0.25561209312951,0.0820772776103932,0.123618430360143,-0.139363867289484,0.0673368685701593,-0.204355670785061,-0.282747846135395,0.282747846135395,0.0961476680578892,0.101507816799792,-0.133668709251212,-0.0894474821305102,0.062646738420994,0.0924625657978307,0.0040201115564274,-0.105192919059851,-0.105192919059851,-0.100502788910686,-0.0499163851589738,-0.174539843408224,-0.0288107994877299
mild,-0.146235444991351,0.0575802064653446,-0.113180141279765,-0.211127423706264,-0.0114246441399493,0.150652974058798,-0.0546859632832241,-0.21204139523746,0.074336351203937,-0.0050268434215777,-0.127194371424769,0.16619049008913,-0.0586465065850732,-0.154308860183582,0.227578911267791,0.13069792896102,0.227578911267791,-0.0827144235732331,0.24875258507383,-0.0670245789543694,0.0233062740454966,-0.13069792896102,-0.068090879074098,-0.0968809823067703,0.233519726220564,-0.104954397499001,-0.203815651456696,0.234129040574695,-0.129022314487161,0.0386914614872951,0.157812417719833,-0.0105106726087534,-0.237937255288011,0.0162991589729944,0.22011481042969,0.167713775974456
moderate,-0.144549485472802,0.0082814809385459,0.169017497336687,-0.0372666642234567,-0.339164287528631,-0.478820170628655,0.297756882835901,0.0,-0.0974956165037906,-0.0169393928288439,-0.184074735406771,-0.322224894699787,0.0956134617450302,0.012798652359571,-0.242045101976592,-0.206660592511896,0.0877084117582364,-0.290604694752611,-0.0568410737145652,0.125351506933445,0.0527003332452922,-0.340293580383887,-0.0617346760873423,-0.0715218808328966,-0.343305027997904,-0.0395252499339692,-0.224729278195996,0.459245761137547,0.223223554388988,0.155465983073612,0.0248444428156378,0.0195744094911085,0.0440424213549942,0.0463010070655068,0.0831912403372113,0.411439030265032
moderate,0.347722716093815,-0.0344755557606221,0.224232405705358,0.266055211054309,-0.157824572887766,-0.223384646137473,-0.319040184047068,0.0466267762336282,-0.175486230552019,-0.0536914392993295,-0.216178689810458,-0.000282586522628,0.375416195311364,0.0356059018511343,0.127729108227879,-0.153727068309659,0.31451879968502,0.221830420263019,-0.477995103025346,0.221123953956449,-0.293607397010544,-0.19272400843233,0.163052423556385,0.30363921856384,0.0124338069956342,0.155140000922799,-0.189615556683422,0.0,0.318192424479184,-0.375416195311364,0.125751002569482,0.162345957249815,0.105263479678949,-0.197669272578321,-0.381491805547867,-0.219145848298053
moderate,-0.0374372719416755,-0.0402104031966144,-0.224623631650053,-0.100757102262781,0.150211276309192,-0.149286899224212,0.104916799145189,-0.116933701249925,0.164539121126376,-0.0915133314129845,0.0804208063932288,0.503323322771415,-0.185337605538418,-0.12802622626968,-0.486222346699291,0.229245517074951,0.490844232124189,0.15529535027658,0.0281935010918791,-0.311977266180629,0.0873536345305761,-0.163152555498907,-0.160841612786458,-0.272229051526504,0.25697682962434,-0.223699254565073,0.234791779584829,0.366977702736918,-0.340170767272508,0.0480676084189413,0.46403729665978,0.140505316916905,-0.371137399619326,0.325380733912834,0.376221473586714,0.478365141476964
