group,HSF1,RXRG,TFAP2C,ATF1,EPAS1,FOXK1,DUX4,TP63,ZNF76,ARNT,FOXO3,HOXA6,RFX5,PGR,MEF2A,E2F6,ESR2,IRF1,FOS,GFI1B,NFAT5,ZNF384,GATA2,RXRA,ELF2,RELA,EHF,BACH1,TEAD4,BATF,MNT,CDX2,BARX2,ETV6,PAX5,E2F2,HINFP,NFATC1,IRF3,GMEB2,STAT2,TAL1,RFX2,TCF12,KLF9,VEZF1,TBP,ZEB1,AHR,PAX6,MEF2C,E2F8,FOSL1,TCF4,RARA,NRF1,ETV1,BACH2,ESR1,MAF,HES1,SPIB,ELK4,ASCL2
healthy,-0.389285226274363,0.030320787853477,0.383726415167892,-0.232290924721916,0.243408546934857,-0.0764757649193253,0.314999296033344,-0.160700175623428,0.146045128160914,0.0891094265249407,0.0213930003188421,-0.244419239863306,-0.0919730564888803,0.343130249208515,0.174176081336085,0.0840559618826946,-0.126673513698971,0.0790024972404484,0.0815292295615715,-0.183272317692128,-0.370587407098052,-0.229932641222201,0.0,-0.241724058720775,0.0988794581666167,-0.0399223706737447,-0.519327716401498,0.0261095673182719,0.527918606293316,0.305229264391669,0.132232324805441,-0.38305261988226,-0.182935420049311,0.276256067109457,-0.127852655448828,0.176534364835799,-0.256716003826105,-0.0129705592484318,-0.30320787853477,0.0335213154602329,0.11168156859364,0.0694009144201807,-0.0971949699525346,-0.0758019696336925,0.0138128033554729,0.32578002060347,-0.012296763962799,-0.182430073585087,0.110165529200966,0.0714223002770792,-0.100058599916474,-0.54072071672034,0.481763629227468,-0.0048850158208379,-0.302197185606321,-0.294448539821543,-0.0565988039931571,0.0904570170962064,-0.0005053464642246,-0.413204958914328,0.16524829380145,-0.049187055851196,-0.163226907944551,0.168111923765389
healthy,0.287537761901182,0.316260981474733,-0.18272856707429,-0.314427584480677,0.559186083187209,-0.0342234105557199,-0.258508976161956,-0.603798743375915,-0.0495017188395234,0.0800583354071305,-0.0033612278224367,-0.599826383222126,-0.309844091995535,-0.171117052778599,-0.269509358126294,0.162561200139669,0.652994896049763,0.18272856707429,0.500822945543079,0.587298170429407,-0.0106948157986625,-0.0797527692414544,-0.0641688947919748,0.512740026004446,0.371874023627778,-0.0409458662005934,-0.102364665501484,-0.355679016846946,0.355067884515594,0.0886141880460604,0.196784610695389,-0.0922809820341733,0.133532414400443,0.729997569800132,-0.5567415538618,0.191895552044572,0.627938470464325,0.0653911594546791,-0.630688565955409,-0.294565783711732,0.0653911594546791,0.0140560436210992,-0.178145074589149,0.243230667878152,0.127115524921245,0.361484773994791,0.149116288849922,0.0666134241173834,0.0959477760222861,0.502961908702812,0.146671759524514,-0.237119344564631,0.113976179797174,-0.516101253826883,0.106031459489596,-0.407930831177554,0.161644501642641,-0.503267474868488,0.473933122963585,-0.322983437119606,0.541463245577997,-0.278981909262252,0.374624119118862,0.34834542887072
healthy,-0.0914660950749169,0.179888310281001,0.107234390788869,-0.15194449509172,0.114020745906266,-0.101545828411051,0.146954528093633,-0.205836138671049,-0.0844801412775964,-0.154439478590763,0.0755980000210033,-0.245256877955928,0.231085371681364,0.239268917558225,0.125198271981978,-0.191365234376599,-0.0100298336661529,-0.186674665398398,0.430883650284728,-0.121505696403395,-0.042863816513559,0.133481617198801,0.266913334727622,0.206534734050781,0.0270955207996071,0.0616260924263624,-0.192163629096293,-0.311623439030472,0.14266315647528,-0.061426493746439,0.0838813452378261,0.0522449544699607,-0.0451592013326785,0.128391850860753,0.0012474917495215,0.255735808651909,0.0862765293969074,0.210027710949441,0.222602427784618,-0.423199101107676,-0.120607502343739,-0.231384769701249,-0.0828833518382089,-0.0858773320370605,-0.219808046265689,-0.24186370039723,-0.139170179576619,-0.100148637651587,-0.0217063564416742,-0.16761299146571,0.0423648198137504,-0.0234029452210235,0.174499145923068,-0.0891707102557973,0.0497499709709177,-0.470104790889685,-0.0642208752653672,-0.039271040274937,-0.131884827759414,-0.267911328127239,0.0128242151850811,-0.0027444818489473,-0.0613266944064773,0.126894860761328
healthy,0.0021405867039085,-0.174671875038939,0.43710780493813,-0.216199257094765,-0.0997513404021393,0.175528109720503,-0.283841796938276,-0.0680706571842925,0.105316865832302,0.0432398514189531,-0.166965762904868,0.0453804381228616,0.0381024433295725,-0.161400237474706,0.0560833716424045,-0.0483772595083336,-0.42212369801077,-0.215343022413202,-0.0693550092066376,-0.079201708044617,-0.0325369178994102,0.0470929074859885,-0.152837890659072,0.0496616115306788,0.179381165787538,-0.28469803161984,0.13999437043562,0.0479491421675519,-0.250448644357302,-0.602789215820653,-0.256870404469028,0.112594860625591,0.282129327575149,0.0526584329161508,-0.264576516603099,-0.0496616115306788,0.0710674785697645,-0.0265432751284662,0.238033241474633,0.110454273921682,0.0988951057205758,0.0466647901452068,0.123297794145134,-0.109598039240119,0.441817095686728,-0.222621017206491,-0.0997513404021393,-0.188371629943954,-0.166109528223305,-0.110882391262464,-0.0509459635530239,0.162684589497051,-0.0556552543016228,0.148984834592036,-0.0526584329161508,0.282557444915931,0.171246936312685,-0.0894765242233782,-0.464507314748159,-0.0513740808938056,-0.0085623468156342,-0.232467716044471,0.161400237474706,0.527868681183853
healthy,-0.0087066707469332,0.0065300030601999,-0.119172555848649,-0.0571375267767493,0.221203853664272,-0.138218398107565,-0.0438054371955078,0.203518428709564,-0.0465262718039245,-0.215218017525756,-0.231543025176256,-0.0666604479062076,-0.0620350290718993,-0.10475213242404,-0.189914255667481,-0.134953396577465,0.344185577964704,-0.0356429333702579,0.26337679009473,-0.244330947835814,0.0231270941715414,0.151822571149648,-0.361598919458571,0.0484308560298161,-0.173045081095298,-0.0389079349003579,0.0481587725689744,-0.0916921263036406,0.45301896230137,0.151278404227965,-0.0073462534427249,-0.314256397272121,0.246507615522547,-0.0157808407288165,-0.11781213854444,-0.057409610237591,-0.227733856724472,-0.0990383797463655,0.174677581860348,-0.151006320767123,-0.061490862150216,-0.029929180692583,0.0182295918763915,0.0525121079424411,0.148013402697865,-0.100398797050574,0.101215047433099,-0.0740067013489325,-0.0944129609120572,-0.0519679410207577,0.156720073444798,0.17168466379109,0.132776728890732,-0.0737346178880908,0.126790892752215,-0.0160529241896581,-0.0555050260116994,-0.0160529241896581,0.223924688272689,0.17168466379109,0.0255758453191164,-0.242698447070764,-0.226645522881106,0.184472586450648
healthy,-0.299240013380539,0.162207060014387,-0.123155349967526,-0.0561473084364739,-0.177023245285384,-0.102674152681146,0.221941092034564,-0.373957834577495,-0.102372465650741,0.145346107092866,-0.137736889770431,-0.243729599786031,0.0766285057228534,-0.058426721555089,-0.210544026441488,0.148698185208477,0.0886959869390508,0.350057517613192,0.12922261135678,0.139848698983265,-0.37761159972351,-0.154899529722356,-0.124831389025331,-0.34663839793527,-0.0096539849729579,-0.0110283370003582,0.227337937800696,-0.291731358401572,0.0928860845835637,0.0756564030693264,-0.17035260983532,-0.285362409981912,0.0936235417689981,0.0734105107318674,-0.0370069423963387,-0.0440798272202766,-0.267629916750333,0.145681314904427,-0.166128991409651,-0.167067573282022,-0.202331435058243,-0.217047057985772,-0.255461873190667,0.0809526864919908,0.219125346417451,-0.169883318899134,0.138910117110894,-0.273328449546871,-0.239505981360362,0.100227135656751,-0.313922115526913,-0.0381131281744901,0.0234645468092727,-0.0655666479413391,-0.222175737502656,0.0862489699146552,-0.128585716514814,-0.0863495322581235,-0.0792431266530295,0.146888063026047,0.149670287862004,0.264579525665128,-0.22257798687653,0.256802704436912
healthy,-0.111231342191283,0.365174595118552,-0.0870962396403444,0.169308955185934,0.253539655894645,0.0222381964976042,0.0932712742394977,-0.0194937366757583,-0.0798314930531053,-0.151389246937411,0.22815340254257,-0.277513319632534,0.284656987109986,0.191466432277013,-0.130119683318105,0.257333468001314,0.113249327354405,0.245992391384569,0.0457275437963439,0.207973550911351,0.314886404853553,-0.160268381655147,-0.193524777143397,-0.0658266760210388,-0.203090026816595,-0.0399561062298151,0.0244176204737759,0.0667145894928125,0.112563212398944,-0.287159288712257,0.323361942538665,-0.17189197619473,-0.419498755709796,0.183677009547362,0.127496302606046,0.119343642547034,0.0941188280080089,0.274486341887851,-0.10473342996603,-0.187470821654031,0.453400906450245,0.0436691989299595,-0.152680757441809,0.224077072513064,-0.286836411086157,-0.211242686875608,0.170156508954445,0.0103724437384469,-0.103482279164895,0.295836624913681,-0.184847440941973,-0.130644359460517,-0.203251465629645,-0.303989284972694,0.341362370193713,-0.206278443374328,-0.202646070080709,-0.128989611626757,-0.332281436959664,0.329658056247606,0.262943466754793,-0.0671181865254369,-0.157120324800677,0.239333040346266
healthy,0.205422815356024,0.338411401040326,0.439335327727957,0.449661467910847,0.387594627983331,-0.364288625839525,-0.11831749170941,-0.368028586065551,-0.441892800529578,0.401605728977159,-0.247043622724343,-0.412344364773213,-0.41378809941929,-0.205106568719264,0.441315306671148,-0.337558910106452,0.326476527966093,0.399625750033968,0.330642733659057,0.241653680045657,-0.0713892407850386,-0.526976895671685,-0.239591201979834,-0.253437304728396,0.256957267294068,0.249738594063686,-0.277925794296607,-0.52439192316252,0.340212631884478,0.354333731708483,0.279190780843646,-0.334162696224729,0.29145565040841,-0.247579867021457,-0.364453624084791,-0.358417438278814,0.268850890806984,0.118413740685815,-0.316287886320925,0.307405480784112,0.530304360284547,0.261068473571943,-0.295484357563652,0.0554394104093366,-0.316989128863305,0.462985076216067,0.482564867987618,-0.492588511387521,-0.186021771683511,0.255348534402726,-0.353316242529344,-0.170498186774746,-0.305274253449427,-0.176066877552469,0.370654808136033,-0.448753977561885,-0.213576478642913,-0.396683281326726,0.314019160448519,0.331756471814602,0.242382422295582,0.226900086948133,0.485754834062759,0.146257194574433
mild,-0.332544554047579,-0.0412097744665433,-0.0159764233963794,0.0646105357941813,0.0452978592767933,0.0540379026642244,-0.321549015592424,-0.0518763865576554,-0.16977299332682,-0.0502317547374399,-0.0171041709302415,-0.34809807211876,0.0769687691860866,0.252098563298751,-0.333343375217398,0.103799762595888,0.372861528383148,-0.0465665752523881,0.0415387008305864,0.379956939950364,0.0015506528590603,-0.207317588308311,-0.0765458638608883,0.137820146534061,-0.2838634521692,-0.057374155785233,0.138055093936949,-0.0964224141452073,0.264785723054699,-0.178747984117139,-0.0595826613723796,-0.216715484423829,0.0574211452658106,0.237014940033346,-0.293872211532225,-0.232597928859053,0.318494699354881,0.214084073511484,-0.23518235029082,-0.413413450121605,0.317225983379286,0.256562563953622,-0.273854692806174,0.393865826201329,0.100134583110837,0.343164176658114,0.187957922310346,-0.436391306124045,-0.0914885186845608,0.0101027383241811,-0.381131676964803,-0.243123572508432,0.364638369282071,-0.285977978795191,-0.367786664480769,-0.243593467314208,0.195946134008535,-0.215775694812277,-0.26243624902582,0.106525152469388,0.179170889442337,-0.255669763822648,0.250735868362001,0.18866276451901
mild,-0.0336468492978187,0.0906937372193915,-0.0533834503322965,-0.062900277132483,-0.0417307447900226,0.0542756528448139,-0.037675278824034,-0.0829613154442399,-0.150417232678517,-0.0560330214300757,-0.0677127634121228,-0.0251303707692426,-0.0595477586005991,-0.0549786002789186,0.0063941180063753,0.0242652046964984,0.148551718334162,0.0838535179567574,0.133032801904312,0.0753370394281813,0.145983256555703,-0.157014123983192,-0.143360721897697,0.0442721701287088,0.0063400451268288,-0.0958847336558569,-0.0566278231050873,-0.0319705900318767,-0.0365667847933304,0.1565004316275,0.0152350338122305,0.0076377942359451,-0.0866653076931761,-0.0568981875028199,-0.0072863205188928,0.101264985170735,0.0955332599388045,0.116486500763079,-0.0797980519907688,0.0126936084735443,-0.0906126279000717,-0.0065563366450148,-0.14587511079661,0.0082325959109568,-0.0530590130550174,-0.289817116149431,-0.0222915445930506,-0.198190621757862,-0.0045556401017938,0.0802576714669142,0.195919560816909,-0.0373778779865282,0.0169383295179457,-0.190052653386112,0.071308609901966,-0.12554370808712,0.045975465834424,0.0569252239425932,0.0251844436487891,-0.0376212059444875,0.0318624442727837,-0.0409737244763714,-0.0737148530417859,-0.0976961751206651
