group,HSF1,ATF1,ETV5,ARNT,HOXA6,RFX5,EBF1,PGR,SPI1,FOXD2,RUNX3,TFDP1,FOXP3,CEBPD,GMEB1,GFI1B,CEBPA,NFAT5,E2F4,MBD2,OTX2,IKZF1,GATA6,ETV6,PAX5,SP2,POU2F1,PRDM14,ONECUT1,HSF2,NFE2L2,FOSL2,IRF3,IRF2,TP73,ZBTB7B,AHR,YY1,GTF2I,USF1,EGR1,ETV1,BACH2,SETDB1,HES1,CEBPB,SREBF1
healthy,-0.0422057178191947,-0.0773771493351902,-0.0268958005710554,0.0194477327206093,0.163857492709815,0.204821865887268,0.0331025237797605,-0.179994973052448,0.0513089118586288,-0.0943421927723175,-0.001655126188988,0.0856527802801303,-0.189511948639129,-0.277647418202741,0.0376541207994776,-0.1382030367805,-0.224269598607877,0.0761358046934492,-0.0599983243508159,-0.0074480678504461,0.0856527802801303,-0.242062205139499,0.0078618493976931,0.0393092469884656,0.164685055804309,-0.101376479075517,0.141513289158476,-0.20730455517075,0.147306230819934,-0.0248268928348204,-0.0111721017756692,0.145237323083699,0.224269598607877,-0.182063880788683,0.0165512618898803,0.0376541207994776,-0.001241344641741,0.0107583202284222,-0.0599983243508159,0.0368265577049836,0.276819855108247,0.128272279646572,-0.0186201696261153,-0.120824211796126,-0.108410765378716,-0.259027248576626,-0.191167074828117
healthy,-0.0844982025831234,0.118816585202208,0.271663163253591,-0.0395093984774331,-0.122565652211015,0.17014996424588,-0.112472010264226,0.0426816859464241,0.0637341391497279,0.0147078782653218,-0.321842983217631,0.0389326189376166,-0.0161498271148632,-0.153711747361109,0.0343183826190843,0.0461423631853234,-0.0230711815926617,0.0620038005302783,0.0112472010264226,0.08507498212294,0.104685486476702,0.124872770370281,-0.0865169309724814,-0.0109588112565143,-0.106992604635969,-0.0758465094858753,0.0095168624069729,0.202161228705698,-0.337992810332494,0.154000137131017,0.160344712068999,0.158325983679641,0.126891498759639,-0.145925223573585,-0.127179888529548,0.0703671038576182,-0.0152846578051384,-0.10670421486606,-0.163228609768081,0.0288389769908271,0.0663296470789024,-0.0562360051321129,-0.0490262608844061,-0.104685486476702,0.251764269129921,-0.139292258865695,0.0464307529552317
healthy,0.269887532454445,-0.217128641647945,-0.311463832274784,-0.13440614166058,0.0059497118708416,0.29985114163531,-0.0175624025103158,-0.122650084470001,0.204799118252948,-0.272611496925433,0.20207515378196,-0.176269174583129,-0.177272740440861,0.345728437988788,0.242504521193463,-0.167093715312433,-0.223436769896548,-0.210963879950447,-0.0579917699218183,0.052830574082052,0.0459489796290303,0.0988512369866346,-0.19275632796016,0.079926852240825,0.0483862109978088,-0.411820418048017,-0.146018832300054,-0.0177057690614204,0.268167133841189,0.253830478730728,-0.0138348721815957,0.20608941721289,-0.0446586806690887,-0.264296236961365,0.152900426753076,0.220856171976665,0.187881865222603,0.0155552707948511,-0.235049460536022,-0.354903897259484,0.230748464002884,-0.276912493458571,0.400781193612962,0.0545509726953074,-0.278346158969617,-0.189602263835858,-0.165946782903596
healthy,0.545399580646804,-0.522601527436488,-0.547737842514529,-0.591580252534369,-0.529031747572731,0.679265072574048,0.459468457007919,-0.658805281231456,-0.0678095941640186,-0.648867668293626,-0.478174551949717,0.0245517496111102,0.60210243093913,0.548906973448392,-0.487527599420616,0.500388039693103,0.53838479504363,-0.51850956916797,0.539553925977493,-0.592749383468231,-0.553583497183841,0.537800229576699,0.553583497183841,-0.281175989593905,0.524939789304213,0.569366764790984,0.555337193584635,0.540723056911355,-0.540138491444424,0.505649128895483,0.540138491444424,0.523186092903419,-0.507402825296277,0.59684134173675,-0.516171307300245,-0.529031747572731,0.538969360510561,0.556506324518497,0.521432396502626,-0.530200878506593,-0.606194389207649,-0.507987390763208,0.542476753312149,-0.547737842514529,0.502726301560827,0.51383304543252,0.556506324518497
healthy,-0.242844833490811,-0.252623820074334,0.0942042374212676,0.0034226453042329,-0.105124105772868,-0.113110278149411,-0.01515742920446,-0.300377871223869,0.20764048179013,0.0133646149974809,-0.113762210588313,0.0754611798028493,-0.114740109246665,0.144403035216684,-0.0513396795634936,-0.050198797795416,0.198676410755234,-0.0361822503590336,0.0055414257306628,-0.263217722206483,-0.146032866313937,0.297281192139087,-0.0902926427878586,0.0697567709624611,-0.307549128051785,-0.0055414257306628,-0.219538248800082,-0.165264873261532,-0.10398322400479,0.166242771919884,0.189060407281437,0.187593559293908,-0.0461242200522815,-0.188897424171711,0.318468996403386,-0.245941512575593,0.195416748560726,-0.243496765929712,-0.121422416745405,0.287828171775015,0.0902926427878586,-0.0862180650447242,0.0876849130322526,0.0762760953514762,-0.0453093045036547,0.307712111161511,0.215137704837497
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.0259795676052115,0.1122172989614,-0.121328188989616,0.0924620027616036,-0.0982352400072061,0.0872300065077762,0.108248198355048,0.0072165465570032,0.0950780008885172,0.0884929021552518,-0.162462504364535,0.008028408044666,-0.0868691791799261,-0.0621525072221901,0.0454642433091202,0.0639566438614409,-0.0150645409377442,-0.220104669988598,0.0532220308578986,0.0380672830881919,0.0338275619859525,-0.023724396806148,0.0953486213844048,-0.140903071525488,0.0279641179083874,0.103557443092996,-0.0571911314642504,-0.0749618773608708,-0.177346631638354,-0.0926424164255286,0.0313017706910014,0.0089304763642914,-0.0096521310199917,-0.0867789723479635,0.170581119241163,-0.146586101939128,-0.097874412679356,0.0064046850693403,0.144781965299877,-0.113841021936726,-0.145503619955577,-0.0488921029236967,-0.0193042620399836,0.141263898853338,-0.0126289564747556,0.102835788437296,0.114923503920276
healthy,0.0980329030131195,-0.0813557079739054,-0.10060699181265,0.0032991842360184,0.0013051717856776,-0.0354209120724178,0.0760262565157217,-0.135339063220405,-0.0681227162580072,-0.0249432830151724,-0.161079951215714,-0.0835672490551925,0.0068158971029831,-0.0164596664082678,0.0477837892645309,0.0788541287180232,0.0877728025868204,0.0254871045925381,0.0307803012788974,-0.118480594322069,0.0639534174982037,0.0566662083615036,-0.221299127216006,0.0006888406646631,0.0158795900590778,0.0049306489681154,-0.0789991478053208,-0.0453184647804731,0.152378805977863,-0.0773314283013994,0.0369073577172173,-0.0551435079448797,0.0794342050672133,-0.0483276108418966,0.0531494954945389,0.0206652199398958,0.008338597519607,0.030744046507073,0.0194688124696913,0.154735366146447,-0.0553247818040016,-0.0499228208021692,-0.0542008838774459,0.0114202531246792,0.0621769336788091,-0.05804388969083,0.126057841633364
mild,-0.121640595544756,-0.0360872967969247,0.122696809109544,0.228142129994216,0.101748573407914,0.0383757595206321,0.2089542502339,-0.0630207426990197,-0.0640769562638077,-0.0596760664105242,0.0816805156769417,-0.168994170366086,-0.141180546493335,0.141532617681597,-0.0966435411781055,0.0492899663567751,0.0396080086795514,-0.0552751765572407,0.0778077326060522,-0.099988217466601,-0.158608070312337,0.0839689784006491,-0.178324056855047,-0.0369674747675814,0.126569592180433,-0.0802722309238909,0.148926112635113,0.122520773515412,-0.3179202830012,-0.0697100952760105,0.157551856747549,0.0322145137260352,0.0698861308701419,-0.15631960758863,0.246449831783876,0.0447130409093603,0.0976997547428936,-0.238528230047965,-0.0315103713495098,0.0976997547428936,0.0084497085183043,-0.0871376190950132,0.027989659466883,0.0727027003762433,-0.0844970851830431,0.113366922620583,0.166529672048247
mild,0.265981658757663,-0.344666094958833,-0.268899274004983,-0.171113575481513,-0.351185141527064,0.289140229783268,0.22208066683314,0.369055534916901,-0.291237265742279,-0.343207287335172,-0.291784318601152,-0.321963401315621,-0.307785614723174,0.310839993185213,-0.283350587026866,-0.251803872165216,-0.0513089993884222,-0.36983052646697,-0.346261665797211,0.381865689362167,-0.321416348456749,-0.0803028009086679,-0.38090834685914,0.105786346584481,0.248612730488459,-0.229602643642637,-0.296479855639808,0.0121491322407948,0.291601967648194,-0.271178660916952,0.390253833198213,-0.287681422159608,0.235939339257911,-0.323422208939282,0.205942607496399,0.364223234663527,0.270631608058079,0.176994393714393,0.0768837205407144,-0.172937085011088,0.081396906626413,0.0767013695877569,0.405799251937841,-0.33901321541715,-0.331810352775327,-0.132136059286843,-0.322191340006818
