group,HSF1,ATF1,ETV5,ARNT,ETS2,HOXA6,RFX5,STAT1,FOXD2,ESR2,BCL11A,XBP1,FOXP3,MZF1,FOS,CEBPD,GFI1B,CEBPA,NFAT5,E2F4,MBD2,STAT4,RELA,BACH1,TEAD4,IKZF1,SPDEF,GATA6,MEIS1,JUN,STAT5B,PAX5,SP2,E2F2,POU2F1,PRDM14,BCL6,ONECUT1,NR3C1,CTCF,HSF2,NFE2L2,NFATC1,FOSL2,NFYA,NANOG,GMEB2,RFX2,KLF9,IRF2,MAFK,ZBTB7B,AHR,FOXP2,E2F8,GTF2B,YY1,GTF2I,ATF2,THAP1,RBPJ,BACH2,SETDB1,CEBPB,MYB,SREBF1,ETV7
healthy,0.0021141649048625,-0.270009060706735,-0.488825128360012,-0.104651162790698,-0.227725762609484,0.210661431591664,-0.147689519782543,-0.156297191180912,-0.121111446692842,-0.294472968891574,0.125943823618242,-0.0887949260042283,-0.117940199335548,0.0960434913923286,0.430232558139535,-0.368619752340683,-0.117336152219873,-0.232256115977046,-0.142706131078224,0.0255209906372697,-0.0409241920869828,-0.134551495016611,-0.602234974327998,0.0889459377831471,-0.287828450619148,-0.513440048323769,-0.233917245545153,0.314557535487768,-0.748414376321353,-0.32407127755965,-0.293566898218061,0.460283902144367,-0.163394744790094,-0.0181214134702507,-0.0072485653881002,-0.17834491090305,-0.0572334642102084,0.357897916037451,0.0638779824826336,0.234370280881909,0.0504379341588644,0.279522802778617,0.228631833282996,-0.19782543038357,0.107671398369073,-0.257626094835397,0.0187254605859257,-0.185140440954394,-0.472364844457868,-0.332678948958019,0.0433403805496829,0.0943823618242223,0.336907278767744,0.424494110540622,0.233615221987315,-0.177438840229538,-0.263213530655391,-0.435215946843854,-0.16626396858955,0.0551192993053458,0.223950468136515,-0.0220477197221383,-0.212020537601933,-0.403201449713078,0.23301117487164,-0.678193899124132,0.360767139836907
healthy,-0.410644257703081,-0.285434173669468,-0.153781512605042,0.540896358543417,0.390756302521008,0.121848739495798,0.259943977591036,-0.319047619047619,-0.443977591036415,-0.145658263305322,0.0669467787114846,-0.222408963585434,-0.3,0.664985994397759,-0.0428571428571429,-0.481792717086835,0.0142857142857143,-0.39187675070028,-0.521288515406163,-0.406162464985994,0.442016806722689,0.0747899159663866,0.148739495798319,0.0061624649859944,-0.0120448179271709,0.207563025210084,-0.314565826330532,-0.376470588235294,-0.307002801120448,0.0257703081232493,-0.16078431372549,0.120168067226891,-0.426610644257703,-0.034453781512605,-0.236974789915966,-0.416806722689076,-0.280952380952381,0.159943977591036,-0.497198879551821,-0.0086834733893557,-0.289635854341737,-0.163585434173669,-0.424929971988796,0.103921568627451,0.165546218487395,0.157422969187675,-0.0047619047619047,-0.303921568627451,-0.557703081232493,0.338375350140056,0.120448179271709,-0.32156862745098,0.373109243697479,-0.14733893557423,-0.0266106442577031,0.255742296918768,0.325210084033614,-0.211764705882353,0.693557422969188,0.441456582633053,0.422408963585434,0.0434173669467787,0.314285714285714,-0.328011204481793,0.174789915966387,0.194957983193277,0.567507002801121
healthy,0.118559423769508,-0.226698679471789,-0.21421368547419,-0.391116446578631,-0.162064825930372,0.0350060024009604,-0.144969987995198,-0.254261704681873,0.0300120048019208,-0.116542617046819,0.19500600240096,-0.131620648259304,-0.274909963985594,0.0883073229291717,0.165138055222089,0.40561824729892,0.240336134453781,-0.32484993997599,-0.275102040816327,-0.377671068427371,0.138151260504202,-0.132196878751501,-0.102905162064826,-0.0375030012004802,-0.196638655462185,0.288259303721489,-0.160528211284514,-0.286818727490996,0.208259303721489,0.241200480192077,-0.043937575030012,-0.125282112845138,-0.325426170468187,0.0663145258103241,-0.334645858343337,-0.207779111644658,-0.0081152460984393,0.234765906362545,-0.271068427370948,0.346362545018007,0.259735894357743,-0.249075630252101,-0.0273229291716687,0.304393757503001,-0.314189675870348,0.033469387755102,-0.430396158463385,-0.12499399759904,-0.268667466986795,-0.0727490996398559,0.302953181272509,0.133829531812725,0.274141656662665,-0.153805522208884,0.419351740696279,0.309387755102041,-0.107611044417767,-0.303241296518607,-0.273949579831933,0.123073229291717,0.127490996398559,0.144009603841537,0.316206482593037,-0.241680672268908,0.166386554621849,-0.180792316926771,0.284033613445378
healthy,-0.637096774193548,0.391935483870968,0.698387096774194,0.676612903225806,0.605241935483871,0.675,-0.764516129032258,-0.464112903225807,0.697983870967742,-0.576612903225806,-0.609677419354839,-0.0245967741935484,-0.831048387096774,-0.350403225806452,-0.622983870967742,-0.770967741935484,-0.731048387096774,-0.662903225806452,0.658467741935484,-0.65,0.720967741935484,0.170161290322581,-0.598387096774194,0.508870967741936,-0.462096774193548,-0.709274193548387,-0.545564516129032,-0.650806451612903,0.415322580645161,0.586693548387097,-0.276209677419355,-0.663306451612903,-0.691129032258065,-0.617338709677419,-0.733467741935484,-0.668145161290323,-0.669758064516129,0.656048387096774,-0.650403225806452,0.613306451612903,-0.596774193548387,-0.688709677419355,-0.502016129032258,-0.706048387096774,0.428629032258065,-0.303225806451613,0.216129032258065,0.518951612903226,0.325403225806452,-0.680241935483871,0.466532258064516,0.663306451612903,-0.660887096774194,0.591129032258065,0.679032258064516,0.658467741935484,-0.667338709677419,-0.657258064516129,-0.255645161290323,0.641129032258065,-0.0104838709677419,-0.664516129032258,0.717338709677419,-0.625806451612903,0.568548387096774,-0.689112903225807,0.510887096774194
healthy,-0.138481338481339,-0.0355212355212355,0.215186615186615,-0.0473616473616474,0.076962676962677,0.323037323037323,0.299356499356499,-0.0555984555984556,-0.204118404118404,0.126383526383526,0.162162162162162,0.0854568854568855,0.166537966537967,0.12998712998713,0.501673101673102,0.159073359073359,0.252767052767053,0.173745173745174,0.111454311454311,-0.0934362934362934,0.0460746460746461,-0.346718146718147,0.0347490347490348,0.159073359073359,0.0411840411840412,-0.224453024453024,-0.127927927927928,-0.221621621621622,-0.232432432432432,0.208494208494209,-0.103217503217503,-0.151608751608752,0.0715572715572716,0.19021879021879,0.25019305019305,-0.262805662805663,-0.431660231660232,0.0375804375804376,0.201801801801802,-0.0877734877734878,0.449420849420849,0.214671814671815,0.110682110682111,0.323294723294723,0.106048906048906,-0.103217503217503,-0.145173745173745,-0.137451737451737,-0.151866151866152,-0.111711711711712,-0.161389961389961,-0.103217503217503,-0.104247104247104,-0.138223938223938,0.113770913770914,0.24967824967825,-0.17966537966538,-0.113513513513514,0.10990990990991,-0.254054054054054,-0.0913770913770914,0.228056628056628,-0.0432432432432432,0.261003861003861,-0.131274131274131,0.353925353925354,-0.0141570141570142
healthy,-0.126874130769187,0.0665803796116088,0.0196155670432656,0.0333786206408355,0.126391780759927,-0.0995731202450358,0.0482350009260629,0.143675989425099,0.100618211931767,0.108528752083641,-0.0126697269099125,0.136874854294524,0.0665482229443247,0.293445667300524,0.0487173509353235,-0.0255645504908133,0.0696352630035927,0.100891543603681,-0.101325658612016,0.150573594557526,-0.0834787082693728,0.131215280852533,-0.047559710913098,-0.0724168147236624,0.131938805866424,0.123915717379055,-0.0003858800074085,-0.0707768246921762,-0.284200625456362,-0.02458377213865,0.117741637260519,-0.075166209776448,-0.003907035075011,-0.214163404111719,0.211221069055229,0.0992354752385533,0.114124012191065,-0.133643109232478,0.0502930276322415,-0.161249608095828,-0.194965873743146,-0.175125210028892,0.0074925034771817,-0.0952962834962582,-0.0568369094245441,-0.0914857184230992,-0.129768230824751,-0.0418197458028965,-0.0476240242476661,-0.103978583662949,-0.0894116133832785,-0.100168018589791,-0.163339791469291,-0.127710204118572,-0.0594898344754775,-0.130909792513335,-0.0510004743124905,0.0973221535351528,0.0036015467358126,-0.110313447117906,-0.0953927534981103,-0.0708572163603863,-0.277399490325787,0.0696513413372348,-0.0878359366863605,0.0318190222775595,-0.042221704143947
healthy,-0.418962367555718,-0.327658019729631,0.222104493971502,-0.197040555352576,-0.289075630252101,-0.190171720862258,-0.119620021921812,0.171830471318962,-0.0450127877237852,-0.116989404457435,-0.0474972597734746,-0.513481914504933,0.13569601753745,0.45374497625137,0.487869930580928,0.362367555717939,-0.139057362075265,0.296857873584216,0.35451223967848,0.348227986846913,-0.157873584216295,0.186846912678115,-0.0754475703324808,0.0664230909755207,0.212130069419072,0.0224333211545488,-0.167774936061381,-0.0646693459992693,-0.360431128973328,0.109061015710632,0.0289733284618195,-0.60365363536719,0.0464011691633175,0.403982462550238,0.281585677749361,-0.367446108878334,-0.199853854585312,0.198173182316405,0.327402265253928,-0.0702959444647424,-0.326963829009865,-0.0268176835951772,0.163865546218487,-0.0716477895506029,-0.364121300694191,0.340957252466204,-0.446547314578005,-0.0909755206430398,-0.250931677018634,0.0201680672268908,-0.169199853854585,0.0341980270369017,0.0413591523565948,-0.0325538911216661,-0.0521008403361345,-0.0923273657289003,0.401790281329923,-0.0977712824260139,0.241578370478626,-0.126233101936427,0.351698940445744,-0.244391669711363,-0.0881622214103033,0.213006941907198,-0.0739495798319328,0.30018268176836,-0.262623310193643
healthy,-0.137761286332715,-0.350723562152134,0.275003092145949,-0.203623995052566,0.415559678416821,0.388027210884354,0.472158317872604,-0.382807668521954,-0.170142238713667,-0.305763760049474,-0.232529375386518,-0.454928880643166,0.114965986394558,0.119851576994434,-0.272294372294372,-0.253358070500928,-0.539863945578231,-0.467062461348176,-0.14734693877551,-0.460024737167594,0.461076066790353,-0.464081632653061,-0.385763760049474,0.497761286332715,-0.438701298701299,-0.318936301793445,-0.486023500309215,0.609165120593692,0.357316017316017,0.347161410018553,-0.571589363017934,0.289560915275201,-0.464551638837353,0.202918985776129,-0.481842918985776,-0.259814471243043,-0.3230426716141,-0.483005565862709,-0.414025974025974,0.425132962275819,0.41552257266543,-0.58235003092146,-0.411972789115646,0.299294990723562,0.0361657390228819,-0.353840445269017,-0.532888064316636,0.253790970933828,0.209202226345084,-0.0781941867656153,-0.0085219542362399,0.224081632653061,0.51612863327149,-0.36152133580705,0.538726035868893,0.0168460111317254,0.302745825602968,-0.563191094619666,0.300445269016698,0.327557204700062,-0.146567717996289,0.313481756338899,0.206097711811998,-0.381298701298701,0.285528756957328,0.348979591836735,0.316709956709957
mild,-0.153926786002258,-0.236332849540397,-0.204321883567167,0.108934042896307,-0.322528624415417,0.1108692146428,-0.0453959038864699,-0.285518464763748,-0.572085147556846,-0.302854378326076,-0.16465086276407,-0.543460732139977,-0.434446057087566,-0.115223351072408,0.0490243509111434,0.314707305273343,-0.0972423802612482,-0.342364134816965,-0.0808740525721658,-0.0676503789711337,-0.169650056442509,-0.361473955813578,0.0217706821480406,0.387356877922916,-0.350588614739558,-0.429043702628608,0.45879696823093,-0.338735687792292,0.375181422351234,0.225850669246896,-0.467908401870666,0.162473794549266,-0.284873407514917,0.0583776810191904,-0.33954200935333,-0.192146427995485,-0.14352523786486,-0.393081761006289,-0.276407031124012,-0.260845024995968,0.301564263828415,-0.0840993388163199,-0.22907595549105,0.219964521851314,0.197145621673924,-0.0612804386389292,0.14142880180616,0.256813417190776,-0.142960812772134,-0.0986937590711176,0.194646024834704,0.467424608934043,0.0732139977422996,0.0294307369779068,0.199403322044831,0.227705208837284,-0.116674729882277,-0.136026447347202,-0.0742622157716497,0.320593452668924,-0.0179003386550556,0.13578455087889,0.0776487663280116,-0.362522173842929,-0.480083857442348,-0.176584421867441,0.279551685212063
mild,0.196929652625855,-0.10421224345275,-0.356011077530065,-0.395212382554155,0.216403849315242,0.105856169147308,0.239494682532657,-0.192402534174686,-0.120095094778639,-0.0498868220387208,0.163772935924835,-0.162381921875593,-0.17641851819067,0.0318289305631078,-0.0456631975619317,0.207627815222752,-0.184309361524551,-0.321438055615271,-0.274168869105578,-0.106235536615283,0.0902262294667358,0.230769230769231,-0.0942222334627398,0.438839641371287,-0.130135687097712,-0.493215645114379,-0.326546870850668,-0.0664778259714968,-0.0318289305631078,0.208083056184322,-0.291316278658051,0.461804018766044,-0.228745937606697,0.053629914389408,-0.333476649932346,0.109219894030021,-0.139999241265064,0.182184903703891,-0.397589752020132,0.133524703144956,-0.221993196676741,0.127480114821887,-0.0945257274371198,-0.350447021333097,0.0882788097977971,-0.182968929804373,0.0406049646555976,0.0468518822949203,-0.137394251318302,-0.351205756269047,0.0786428761112305,0.258336600108752,0.225635124369302,0.214658758962556,0.165163949974077,0.013290506961393,0.151810215101354,-0.185548628586603,0.477914490572718,0.240126961645949,0.223586540042236,-0.0444998039934749,-0.421059952705522,-0.272929602043526,0.162204883723871,-0.198624160649477,-0.0233816816095297
