group,HSF1,RUNX1,ATF1,SPI1,ESR2,E2F1,ZNF263,IRF1,SMAD3,FOXH1,KLF1,NFAT5,ZBTB33,STAT4,RUNX2,TEAD4,STAT5B,USF2,CTCF,NFE2L2,FOSL2,E2F8,GTF2B,TCF4,ETV4,HOXC6,EGR1,RBPJ,NRF1,CEBPB,MYB,ETV7
healthy,-0.12543744951757,0.121154219534043,-0.159907252718333,0.0564978431160435,-0.189481935937922,-0.134003909484623,-0.128496899505803,-0.128700862838352,-0.019172553259596,-0.0238637099082206,0.0509908331372234,-0.246183742386515,0.116870989550516,0.019172553259596,0.127477082843059,0.0283509032242962,-0.0377332165215453,0.0283509032242962,-0.0624127797599615,0.0303905365497852,0.0897438663215132,-0.0407926665097787,-0.213141682513594,-0.14562981943991,0.0214161499176338,0.141346589456383,0.265356295646111,0.0352856565309586,-0.116463062885418,-0.065268266415646,0.118910622876005,0.121970072864238
healthy,-0.328942671772035,0.257920958548528,-0.204726557956022,-0.154407530368517,-0.291850360007531,0.178273126310019,0.0750472354305081,-0.176547902507019,-0.157570440674017,-0.146356485954516,-0.28293670369203,-0.46494781490855,-0.337281253486536,0.160158276378517,0.0615329823070066,-0.178273126310019,0.0227154467395024,-0.226866930094524,0.0244406705425026,-0.18373633501952,-0.0491688783855053,-0.0299038792520032,0.224854168991024,0.0310540284540033,-0.289837598904031,0.0681463402185073,-0.139168053442015,0.228879691198025,0.159583201777517,-0.286962225899031,0.225716780892524,0.341594312994037
healthy,-0.0448245457274047,0.365111846236445,-0.152011546876652,-0.237839529515355,-0.0372803052443224,0.0486456545435114,-0.357371651455101,0.0283643846734069,0.0803902508619357,0.318964608995773,0.047665883052202,-0.139176540340499,-0.142213831963558,0.0788226164758407,0.210699859206085,0.0075932290576478,0.15073784393795,-0.156322541438414,-0.127419282444787,0.108901601259039,0.161613307491484,0.0662815413870805,-0.0817619309497689,-0.0423751169991313,-0.0407095054639053,0.125067830865644,-0.10899957840817,0.0577575294126887,-0.376771126983027,0.099299840644207,0.0493314945874279,0.101063429328564
healthy,-0.0697585685545923,-0.0664591767986318,0.207861680625508,0.109351269626118,-0.213282109938872,0.121841824130825,0.280683970096349,0.0874338815329518,-0.128676278482457,-0.136217745353224,0.0393570302318139,0.0509049013776754,0.244862002460207,-0.177224471463018,-0.152479033293315,-0.0874338815329518,0.166383612836291,-0.0447774595451775,0.130561645200149,-0.152243362453603,-0.189008013448591,0.213517780778583,0.111000965504098,-0.171332700470232,-0.0348792842772961,0.0796567438224736,0.217288514213966,0.431513307511684,0.0822491230592996,-0.14045982046803,0.0985104109993904,0.0553826473321932
healthy,-0.15091581949331,0.241465311189296,-0.248364320080419,0.182536276910956,-0.180524065984379,-0.0756016390985535,0.162701626348978,-0.219905908404538,-0.0908369503997829,-0.0784762261365213,0.166726048202133,-0.0477181448302657,-0.182536276910956,-0.0764640152099438,-0.0951488309567346,0.343225692333357,-0.0896871155845958,0.0169600635240101,0.203808220991918,-0.146603938936358,0.262162337862665,-0.0842254002124569,-0.0655405844656661,0.0284584116758814,0.244914815634858,0.0160976874126198,0.071002299837805,-0.177649478946411,0.0813508131744891,0.126481829670584,0.170463011351491,0.127056747078177
healthy,-0.232589474932867,-0.0948198569683707,0.0740057420240942,0.116823349909463,-0.0923419861416711,-0.110314809204665,0.0068719617593801,0.280660168970839,0.0995443306779445,-0.0560989955164785,-0.271079068440934,-0.260011245415009,-0.0497226079224383,0.0365072968467072,-0.124455192055698,0.247159355393861,-0.145996149109139,-0.0666712443770634,-0.0046253588765058,-0.137571388298361,0.0567267227925758,0.100172057954042,-0.0864942109906601,-0.0213757656649951,0.027917344647482,0.0138760766295177,0.0222017226072283,-0.0656140194910049,-0.175895790417981,0.207116962834396,-0.109455813984743,-0.152967225701588
healthy,-0.175336482931196,-0.197567496689846,-0.477312942465119,-0.28690669670593,-0.214173295949341,-0.0214629955428977,-0.0890070840308949,-0.357813459543975,-0.134133343518573,0.212388172528945,-0.114061083663658,0.0593864896017701,0.127636324558296,-0.108062238681166,0.165435275122722,0.0048156817852536,-0.329562843553759,-0.0358062546532868,0.0222725282567981,-0.147708584413211,0.367154221627441,0.0887164825438537,0.0819081048474607,0.140837934969595,0.0289148479605962,0.0399369472190862,-0.0390028710107396,-0.0778604412779587,0.131040513406492,-0.241718165471029,0.143058960620552,0.189098539067503
healthy,0.0517659543597687,0.0744421257654436,0.098135628658109,0.0172798913442464,0.0849619230983103,-0.0387986638842869,-0.0089053364948163,0.0941842541868991,0.0706676785093625,-0.0157317782118693,0.0345524107211957,-0.072547530170106,-0.0484928008798859,0.0143163604908389,-0.0289054837716681,0.115010061801019,0.0440696205016658,-0.105824590548915,0.0198084761271288,0.103694092000072,-0.0158128698521367,-0.0061998244968051,0.0413641085036546,0.0501293776198273,0.0531297683097199,-0.06967983489156,0.0346851061325423,-0.0113675735720255,-0.118902460533852,0.174789344612663,-0.0402951732455847,-0.0360857799189786
mild,0.0836883514246577,-0.125873416552158,-0.381114366161985,-0.1904719607272,-0.187318733636861,0.283705215776665,-0.254900060194655,-0.259928179068438,-0.372421686075106,0.245355156569847,-0.16081458160726,-0.0093744589172223,0.439065566741178,-0.423555098350864,0.179307832380326,-0.254047836656726,-0.21433421978922,-0.447502579766678,-0.0965569268473902,0.149906120321765,0.206408540886478,0.152036679166588,-0.024544037892364,0.390574047433,-0.361172335374439,0.227202795211953,-0.0233509249392629,-0.359382665944788,0.424833433657758,-0.223112122229892,-0.185955175976174,0.437616786726698
mild,0.156905439304046,-0.130112555455617,-0.118912758742995,-0.33665908267514,-0.187998797580801,0.260395273568471,0.0763102171040971,-0.0934347681550267,-0.324979736655762,0.034852406068423,-0.160293223116289,-0.27968553116604,0.279484429843852,0.290359370574479,0.315419689185595,-0.403486598971451,-0.378921298999566,-0.231390275175975,0.346961658104155,0.366762403673432,-0.215704372045313,0.277396069959593,-0.123120417176466,0.006636343632203,-0.421214453988944,0.287791461383463,0.286012488148723,0.307004372318652,-0.154786140754834,-0.125982243684526,0.395581770076216,0.227492003392024
