group,RXRG,EPAS1,DUX4,MAFF,ETV5,SIX5,ARID3A,STAT1,E2F6,E2F1,FOXP3,FOS,KLF3,PPARG,RUNX2,ZFX,IKZF1,NFE2,E2F2,GATA3,ASCL1,CTCF,JUNB,ATF3,KLF4,HIF1A,TP73,HOXA1,TCF3,YY1,ETV4,GTF2I,HOXC6,THAP1,MYC,NRF1,POU2F2,BACH2,CEBPB
healthy,0.550369777146074,0.374093679835231,-0.33465152381043,-0.304008002591161,-0.152762504296058,-0.153976109096821,0.361199128827123,0.588598328370113,0.645637754005979,-0.0574945274361527,0.5527969867476,-0.114078851271733,0.390629045245629,0.619696951389667,-0.135013534084897,-0.487565728706583,-0.0835870306525598,0.537323525537871,0.548094268144643,-0.606347298581273,-0.613325526185661,0.0095571378060095,0.586474519968777,0.516085441524516,-0.48271130950353,0.701615275441178,-0.606043897381082,-0.1480597856931,-0.217386959936694,0.235135930147854,0.687507119632307,0.0382285512240382,-0.271392373570652,-0.508803812719937,-0.0409591620257553,-0.588294927169922,-0.543846651341973,-0.651402376809604,0.168235965505787
healthy,0.414349322012475,0.160893208343504,-0.109187597606143,-0.636810246683572,0.396456644727339,-0.142014320499345,-0.136237944367923,0.290227678798265,-0.0235281661938399,-0.345314582880849,-0.0111300905946908,0.63399250222922,0.398288178622668,0.153426185539471,-0.403782780308654,0.211612608521842,-0.149340456080661,0.550305491934963,0.346723455108025,-0.394484223609292,-0.223728909675556,-0.440977007106102,0.565239537543029,0.414912870903345,-0.0449430240469158,0.0649490096728157,-0.365038794061313,-0.391525591932223,-0.139760124935864,-0.152158200535013,0.398710840290821,0.346300793439872,-0.420407472589332,-0.0194424367350294,-0.407164073653877,-0.333198281727135,-0.167233133365796,-0.422802555375531,0.321786416687009
healthy,0.733496921879026,0.704120444802918,-0.0351072980139065,-0.44416270175893,0.568025487069996,-0.626200543312519,0.510235696100603,0.70672098539654,0.487697677622539,-0.683412436372218,0.26501434975381,-0.0032265966624578,0.45870646581956,0.530076857666761,-0.460151210593795,-0.68928773178744,-0.686109293284123,0.456972772090478,4.81581591411612e-05,-0.626296859630801,-0.769133959643485,-0.169661194654311,0.490779799807574,0.639781144190326,-0.505805145459616,0.753434399763467,-0.691021425516522,-0.62581527803939,-0.540479020041252,-0.302288764929069,0.691021425516522,0.510717277692014,-0.6105009834325,-0.626971073858777,0.15261320631834,-0.0459910419798089,0.322226242813509,-0.666171815399683,0.584880842769403
healthy,0.620203285795161,0.505859618120874,-0.632728563879624,-0.48121310318048,-0.264242963459306,-0.506667700577936,-0.389899785532463,0.679597346389225,0.492526257579349,-0.468283783867486,0.394344239046304,0.553940524316069,0.460202959296865,0.50060708214997,-0.570102173457311,-0.554748606773131,0.461415082982459,0.521617226033585,0.533738462889516,-0.535758669032172,-0.505051535663812,-0.487677762836977,0.555960730458724,0.461011041753927,-0.651718501620583,0.406465475902236,-0.397172527646022,-0.537778875174827,0.35030374513642,0.364849229363538,0.609698213853354,0.430707949614099,-0.479596938266356,-0.426263496100257,0.282828859971735,-0.540607163774544,-0.568890049771718,0.461011041753927,0.43878877418472
healthy,0.131229904861852,0.245975582223884,-0.198068296052531,0.159819736931854,0.0312942756441905,0.0314230586715328,-0.402833309526864,0.281777263825057,0.350547400425871,-0.385576383862989,0.373728345347493,0.442756048002992,0.514488194232679,0.239665213884109,0.102768855819193,-0.0475209370893263,-0.0018029623827928,0.138184188338339,-0.0687701366008137,0.303799161500598,-0.36754676003506,-0.0520283430463085,0.170122379119241,0.660785713293586,0.0480360691986957,0.555698762982231,0.521184911654481,-0.147070217224961,0.284224141344561,-0.26220224366902,0.147199000252303,-0.419059970972,-0.353123060972718,-0.260399281286227,-0.265293036325236,-0.565228707005564,0.218158448317937,0.322472700465239,0.400901564116729
healthy,0.722662349189343,-0.590642772602366,0.469499763014487,-0.712866983954251,-0.54063315668218,-0.671942690319661,-0.707977370006585,0.794086214972739,0.737008444237116,-0.740461834946028,0.591159167474727,0.682964493376611,0.793860292216082,0.739380633182023,-0.77572192232441,-0.660969299281995,0.69639076005799,0.712883121294012,0.280886535884724,-0.745206212835842,-0.751790247458442,0.0304511601295228,0.731392650000192,0.680705265810033,-0.394348171746237,0.343499414158465,-0.565000539721703,-0.76457102054937,0.087254596089205,-0.6658427758899,0.786049819771625,0.683142004113985,-0.613331872306716,-0.754824067333561,0.325231945548703,0.53480757702836,-0.69030698296799,-0.731860632853269,0.715110074181068
healthy,0.762276783451814,0.417322357730795,0.591020189940307,-0.396627311495441,-0.234488374636329,-0.733555240285143,0.755248975078772,0.628249080084871,0.691351401581768,-0.881952962351702,0.668067162787924,0.873667546164537,0.78533909145493,0.883414006723993,-0.662352444926687,-0.801188648759396,0.566644791425386,0.868600126442922,0.859889342906861,-0.690001322604841,-0.861516835372197,-0.583770450776537,0.835661898252426,0.649480459064483,-0.887075864770999,-0.854230107743306,-0.492723343880516,-0.58878238780047,-0.669435735997412,0.630431399527026,0.817278631087151,0.419245757917102,-0.758614925404808,-0.634204222969396,-0.410941847497375,-0.612103615059434,-0.69460638651244,-0.759632108195643,0.708125670514266
healthy,0.447329655159399,0.531932601826914,-0.0748170643737217,-0.384613882729342,-0.301402678250293,-0.539509171408971,0.215570255299693,0.725440934991046,-0.646230209179295,-0.606955619080544,-0.681629140537966,0.727244582939328,0.532169759688626,0.488607605089979,-0.637729972135834,-0.553245604399175,-0.35747803055242,0.638310384797392,-0.618663728253475,-0.552802493657555,-0.575213911589323,-0.55469975655125,0.51677322166644,0.592158216708997,-0.618963296078795,-0.689817327763385,-0.495659930977726,-0.689168264141858,0.706761632883059,-0.700888855307511,0.534098227564125,0.320518850103539,-0.50693741140176,-0.740681448104212,0.511899003508625,-0.689548964919869,-0.508747300346402,-0.711854285913503,0.643041060038907
mild,0.0835838858853197,0.659680959821636,-0.594644273420559,-0.628660971164585,0.297808089535194,-0.295621301823078,-0.400263143454699,0.554553165365101,0.364869579373416,-0.412249979802594,0.402287946891844,-0.0921690524588118,0.517863727084045,0.626150214902526,0.143680051899765,-0.671991764719474,0.490083423926424,0.452665056407996,0.486195801327107,-0.570265640037341,-0.478501548265958,0.0059934181739473,-0.0065603631363477,0.282986528375297,-0.430959163561808,-0.231718505346802,-0.104398865219164,-0.648423052711114,-0.0272943503327061,0.221189527473651,0.665593385858098,0.639027964762764,-0.549612644978468,-0.528149728544738,-0.377585344958683,-0.589703753033927,0.17348515849453,-0.647694123473742,0.269460841415173
mild,-0.551786346361156,0.469783760331341,-0.272817759151467,0.258157228769397,0.427006970557359,-0.49627670840067,0.439105712758479,0.547804160772947,0.480804522357309,-0.684809099974941,0.57346008894157,0.181595272094174,0.479105118316481,0.565470353525736,-0.563847042203153,0.0768409633087923,-0.0290674183699871,-0.0728714598402906,-0.575666777770705,-0.374033756538408,-0.652457012600667,-0.569363764275991,0.470341773598478,0.447399819047297,-0.470772965668539,-0.378041306366032,-0.160961463329789,0.530480385252265,0.312880575308007,-0.46275786601329,0.427298659310635,-0.436556606697237,-0.67009784111404,-0.551012737058988,-0.489694688272388,-0.304814747173927,-0.599039924391947,-0.551190286734895,0.293971534823866
