group,TP63,MITF,STAT1,EBF1,ELF3,E2F6,GATA1,BCL11A,FOXM1,RUNX3,CLOCK,XBP1,ESRRA,MZF1,FOS,PPARG,ZNF250,E2F4,RELA,OTX2,MXI1,IKZF1,CDX2,MEIS1,NFE2,PAX5,E2F2,POU2F1,GATA3,FOXP1,JUNB,ELK1,ZNF217,HIF1A,PAX6,E2F8,TCF4,GTF2I,THAP1,GLIS1,MYC,ZNF143,ETV7
healthy,-0.271431712896304,0.0777293823135542,0.12404757588396,0.116061680440786,-0.0948546914305815,-0.323073836762158,0.216417766509998,-0.124668701085095,-0.109140571056703,-0.457680541065425,0.0558125359306228,0.0882885107328612,0.220676910746358,-0.184119256050942,-0.431682014789316,-0.158209461946424,-0.131057417439634,-0.214465658735,0.555640858501685,-0.0084295563011274,0.0240464185011109,0.635411080761828,-0.354485025505307,0.348983630866676,-0.0251112045602007,-0.142237671060077,0.147206672669162,-0.143124992775985,0.278530286623569,0.219700856858859,-0.29281616624969,0.616866056899348,-0.0231590967852028,-0.216861427367952,0.129992631380544,0.0078971632715825,0.431149621759771,0.487050889861985,0.0415266563045015,0.277199304049707,-0.474628385839271,-0.335762537299645,-0.381015944810961
healthy,0.358399638502521,-0.197503962201263,-0.0554397086880738,0.147337051893848,0.466868633761795,0.109222252170798,0.242247422745714,0.493232625665092,0.198558521877395,0.382654511053553,0.36367243688318,-0.482235074756859,-0.133175821957221,-0.0706554983008332,-0.380997345848203,-0.212719751814022,-0.239083743717318,-0.205337834081099,-0.0929519028819064,-0.0090390829382729,-0.318326370809511,-0.255655395770819,0.269967277089751,-0.194792237319781,-0.268159460502096,0.245712404538718,-0.0447434605444509,-0.130765399840348,0.329022618953134,0.326762848218566,-0.399075511724749,-0.286689580525556,0.232153780131309,-0.343183848889761,-0.423782338422695,0.211815843520195,0.48193377199225,-0.327817407894697,0.0385667538699644,0.0040675873222228,0.131970610898784,0.0519747268950692,0.123835436254339
healthy,0.0438234514513916,0.0191076203950009,0.027941792941261,-0.368255956703653,0.0824853638869907,0.0675466788508991,-0.0451138362053397,-0.0882920952797572,0.147600163778526,-0.124273977841772,0.148692027801098,0.211871250561711,0.064370347148873,0.0879943141826923,0.191622135961294,-0.0456597682166254,0.0750904666432112,-0.0334507432369625,0.0474960849818593,-0.0841727901036921,-0.0425330666974435,0.054642831311418,0.120849495225525,0.145962367744669,-0.0541961596658206,-0.255347290733193,0.0148890548532474,0.0417389837719369,0.107399715674758,-0.0465531115078203,-0.025758064896118,-0.0416893535890928,-0.151173536943305,0.120948755591213,-0.0831305562639648,0.0064022935868963,0.0015385356681689,-0.0749912062775228,0.210183824345009,0.0747926855461462,-0.0592088081330806,0.0286862456839234,0.103677451961446
healthy,-0.262222446036629,0.133539208629765,-0.395276057544104,-0.160247050355718,0.192782057549152,-0.189382877693121,0.299127827330673,-0.341374776969908,-0.0660412086314474,0.152477496399077,0.191325266182281,-0.191325266182281,-0.206864374095563,-0.218518705030524,-0.224831467620295,-0.316123726610825,-0.229687438843196,-0.158790258988848,-0.351572316537999,0.140823165464116,0.26756401438182,-0.289415884884872,0.391391280565784,0.169473395679229,-0.252996100713118,-0.248625726612508,-0.351086719415709,-0.298156633086093,0.100033007191751,0.247654532367928,-0.375852172652502,0.237942589922127,-0.227259453231745,-0.168016604312359,-0.323407683445176,0.366140230206701,-0.0480741151067154,-0.145679136687016,0.18307011510335,-0.216090719419074,-0.0048559712229005,0.236485798555256,0.215605122296784
healthy,0.15275726586706,-0.0642363887235842,0.0843429006411288,0.250156343078023,-0.0770314417620217,-0.241539266541932,-0.0812094182643686,0.0370795414583291,0.286713637473559,0.226394101720925,-0.194275907359133,0.30394779054574,-0.295591837541046,-0.242061513604726,-0.261906901990874,-0.0548359415933036,-0.725662293751384,-0.262690272585064,-0.0887820006748724,0.147012548176333,0.144923559925159,-0.206809836866173,-0.166857936562481,-0.0987046948679464,0.21177118396271,0.204459725083603,0.118550083254094,-0.239450278290759,0.160329848277564,0.0851262712353189,0.131084012761135,0.294547343415459,-0.342855196723846,-0.178347371943935,0.0073114588791071,0.260340160802494,-0.239972525353552,-0.115938847940128,0.139439965765829,-0.0934822242400127,0.402130238350893,-0.182525348446282,-0.537392227614375
healthy,0.197560022924371,0.469749676846487,-0.495255769725696,0.399645320391828,0.441532159137743,-0.497574505441988,-0.472218008415443,-0.506699852454491,0.508644598539122,0.212482209227604,0.492450847488246,-0.444729770488436,0.553878644488394,-0.236828934248667,-0.509990961213098,-0.515582106206414,-0.326305953623311,-0.360488605957031,-0.213342385380422,0.523211494692278,0.131214262267895,-0.498415982113222,0.45991374953383,0.2526299961863,-0.504493313627697,0.45286404497704,-0.255902405463324,0.0605676208473298,0.489402831990218,0.502866458729976,-0.476574987624281,-0.433510081538637,0.0037398963165995,-0.320303420035169,-0.500903013163761,0.471862718265366,0.555131509754455,-0.439680910461027,0.491048386369521,-0.436315003776087,-0.121060443768328,-0.033285077217736,-0.458698283230935
healthy,-0.498318562372033,0.252724964631473,-0.0489280412889965,0.336528059512666,0.149034127324551,-0.159025668102195,-0.0159788381138656,-0.0089046747006864,0.0224428310978757,0.0454004934953627,0.106837028582326,0.246566056862048,-0.266015239291812,-0.250093604655681,-0.444947717645649,-0.370125568768789,-0.384788726894759,-0.246604192513871,0.353174271533435,0.596632272771903,0.184137994827685,-0.150807435134323,0.0442945595924938,0.26809363231617,-0.355309868035527,0.349703927217536,-0.454252816690477,-0.155269306397622,0.17363162275043,0.248015211631324,-0.494714743274753,0.0110402712027783,-0.574704272973638,0.352049269804654,-0.0610551785687322,0.276521611369068,0.155231170745799,0.166080763689462,0.0676717141600346,-0.100582781683342,0.0839937731403078,0.169856193219946,0.171991789722038
healthy,0.35143534774719,0.10037099377435,-0.304428265662869,0.25959588844366,0.382428694006603,0.253026150669339,-0.280369642609684,-0.215204535288004,0.31101321116352,0.277069565996194,0.271336253169993,-0.303819956609691,-0.204118102793837,0.0391598952983259,-0.398047028946945,-0.254546923302283,-0.30357663298842,-0.167087289181634,-0.225150388307462,-0.204422257320426,0.446346767769268,0.267062882071418,0.451045955205067,0.393636788311405,-0.336927176828897,0.328502096442384,0.231963449703054,-0.194780558827557,0.447046323180423,0.285601100467014,-0.388450953633064,-0.311134872974155,0.351541801831496,0.371114145617494,-0.397119357640848,0.16993113400524,0.414440957930089,-0.230077691638203,0.407506234723861,0.127973017062296,-0.417452087743319,0.370597082922293,0.354385646655103
mild,-0.23641782506605,0.139406908594155,-0.28353476827616,0.204019141129826,0.317877373248558,-0.208740092217676,-0.425070733243267,-0.407853146922873,0.249655001645708,0.163937340717296,0.160419769318506,-0.264188125582814,0.420164646818638,-0.236880663407996,-0.403780169513748,-0.377120681017654,-0.57882563043775,-0.172638701545882,-0.0046283834194606,0.494218781530009,0.464782262982239,-0.25650500910651,0.211609689937741,0.301863166617224,-0.133482577817245,-0.128669059061006,-0.131353521444293,-0.293161805788638,0.37526932764987,0.352034842884177,-0.0600764167845993,-0.0641493941937247,0.0313804395839432,0.155421115225489,-0.199575893047143,0.457932255521437,0.224846866517399,-0.35296051956807,0.386747718530132,0.317414534906612,0.314637504854935,0.423034244538704,0.374528786302756
mild,-0.464713468734663,-0.352403125387325,-0.416549001107217,0.171555804527254,0.30960708941884,-0.192244914228326,0.267168948894285,0.357220948671008,0.0034000067173418,-0.310295349887937,0.307432186336492,-0.395033978843227,0.0118793756966236,-0.268793243601356,-0.348135910478921,-0.273514710419365,-0.130728193500388,-0.306386030423463,-0.391317372310101,-0.395020213633845,0.275496900570366,0.0803612923718294,0.337481638417291,0.345121329624273,0.283934973921502,0.206436845101118,0.360717311854024,-0.349113240345039,-0.190496732636819,0.139785701273712,-0.201550195770525,-0.332911588902483,-0.334880013844102,0.0464162860359385,-0.193153418047535,0.248076603481519,0.0920892507652516,0.230402074635094,0.216691926090671,0.16475579109257,0.0551984896216232,0.330543972888787,0.0322931812100568
