group,HSF1,TFAP2C,ATF1,KLF5,TP63,SIX5,ETS2,FOXO3,RFX5,EBF1,PGR,KMT2A,FOXD2,REST,SRF,TFDP1,ZNF263,FOXH1,KLF1,GATA2,ZBTB33,TFAP4,EHF,JUN,STAT5B,ETV6,HINFP,BCL6,ONECUT1,PBX1,RFX2,HIF1A,ATF2,EGR1,MYC,RBPJ,NRF1,HES1,SPIB,ASCL2,ETV7
healthy,-0.0429852149523264,0.0200832561662508,-0.139173441853844,-0.119559969457563,-0.603202360642481,0.262961465241144,-0.148921455080737,-0.153619292780445,0.118502955975129,0.0925474026842436,-0.425154311823556,0.473307148245561,0.0160900941214992,0.015033080639065,0.214221399106676,0.292088058979332,0.256619384346538,-0.356330989522837,-0.242408425304922,-0.340475787286323,-0.313698112397988,-0.0909031594893459,0.11721105060771,0.125784604409676,0.215160966646617,-0.269068654250764,0.420456474123848,0.0649476061984603,-0.502198850098764,0.0761049707352663,-0.0754002950803102,-0.0287742559107103,-0.106993253610845,0.0027012566773319,-0.347874881663362,0.124375253099764,0.0718769168055293,0.0452166878596876,-0.423627514571151,0.0162075400639919,-0.282340045752439
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.182614970773207,-0.193345339023211,-0.268192969409038,0.0081471314490767,0.0015234473441363,0.135321866263933,-0.221562233310257,-0.116113182359606,0.0758411830015678,-0.116510603405902,0.109886919300962,-0.124061603285534,0.0751788145910738,0.056367551733043,-0.302238705708432,-0.238783811983102,-0.333767442047948,0.384107441245495,-0.108429708797875,0.168572760470734,-0.177051076125058,0.174004181436785,-0.376026546637468,0.101938498375033,0.202750970452226,0.0111940261373493,-0.0249712890756254,0.294157811100404,0.30237117939053,0.135851760992328,-0.233617338381249,-0.139958445137391,-0.155325392260853,0.130155392662079,-0.0674953410293429,0.0973019195015748,0.0244413943472302,-0.168307813106536,-0.0256336574861194,-0.139296076726897,0.185794339143579
healthy,0.11472826468306,0.439267807930345,-0.439267807930345,0.270711556050096,0.273854796178399,-0.0750448580632342,-0.249494685184051,-0.248708875151975,0.418836747096375,0.174842732136855,-0.357150659578429,-0.263246360745377,-0.441625238026572,-0.139088375677408,-0.3143240128303,-0.154411671302885,0.436124567802042,-0.381510770572777,0.352828704402012,-0.415693506968072,-0.19409507792271,0.126515415164196,-0.238100439718953,0.0353614514434088,-0.172485302040627,-0.238886249751028,-0.177985972265158,0.215311948788756,-0.147339381014203,0.17562854216893,-0.0612931825019086,0.236528819654801,-0.401156021374671,-0.427087752433171,0.256566975472733,0.132016085388726,0.0385046915717118,0.187808597666104,-0.0330040213471815,0.267175410905755,0.0027503351122651
healthy,0.236242687674136,-0.135382629039619,0.0653221185116164,0.111690668957686,-0.0595683567774326,0.52663842696412,-0.0098152406053724,0.118798256982266,0.364856185261774,-0.463685504460697,-0.0527992253254516,0.118121343837068,-0.209504618438811,0.429839847200792,-0.316795351952709,0.0047383920163866,-0.447101132403343,-0.179381983477496,-0.435255152362376,-0.041630158429683,0.435932065507575,-0.46943926619488,-0.230827382512551,0.0182766549203486,-0.43051676034599,0.514115533777955,0.211873814447004,-0.412240105425641,-0.0155690023395562,-0.517161642931346,0.450147241556735,0.0927371008921393,-0.0362148532680982,-0.210181531584009,0.151628544524374,-0.0592299002048335,-0.40919399627225,-0.451501067847131,-0.356056314374199,-0.0602452699226306,0.338795029171648
healthy,0.103011392466725,-0.284693217886381,-0.0673753241298259,0.0057040299556684,0.062687853968237,0.16394850456738,-0.0099961713084486,-0.276447788445514,0.0139494593965356,0.11481478118687,-0.192468654345722,-0.140511153759436,-0.125375707936474,0.118824544819073,0.118711593730842,0.102672539202031,-0.162931944773301,-0.0343936063663571,-0.130176129186294,0.0665846665122085,0.208168855609839,0.148248303303263,0.0455757641012318,-0.163383749126225,-0.103350245731418,-0.0599205523065761,0.208507708874532,-0.160277594199871,0.152145115847235,-0.11216043061344,-0.139664020597703,0.256511921372732,0.114362976833946,0.0417919026454913,-0.0311745003517719,0.070594430144411,-0.0291413807636129,-0.0986627755698288,-0.111143870819361,-0.0429778890719174,0.240585817932153
healthy,0.236319856153421,0.127789392562687,0.214407752201539,0.402221326957203,0.13808995424947,0.235508296747796,0.199456330844058,-0.0956079407473159,-0.0231918707069069,0.0900206663778189,-0.194930326466532,0.0032150237992078,0.0773790679440405,0.156256399406159,-0.156911889695317,-0.277428461430671,0.218840115109184,0.0541871972371337,0.0045884320241121,0.231762637952602,0.085244951413947,0.142272606570769,0.147298032120987,-0.0692322600644945,-0.0733212709159142,-0.0455721820081885,0.295719761880533,-0.0167930369317845,-0.180103760402224,-0.018072803686809,0.0944530292854646,0.228266689743755,-0.0952333748677966,-0.27989435347084,-0.043512069670832,-0.218871328932478,0.212129143101129,-0.0115803284418068,-0.0931732625304401,-0.242625048458664,0.139588217767547
healthy,0.153369834057153,0.048994897524441,-0.281957732850331,0.305917818220348,-0.0393012833905731,0.0628188342023047,0.116302296532211,0.150935893986584,0.212248003383299,-0.0557066716584343,-0.184305106988714,0.0797721223994715,-0.324356758148901,-0.0098938083388064,0.263107867974799,-0.249094273629099,0.247724523805835,-0.165233974834039,-0.0620707400680606,0.259135593487334,0.263329135253942,0.214724089602276,0.0808468491838786,-0.121475736249308,0.144603435188264,0.109674814695034,-0.0273949964652788,-0.290102476030201,-0.116186394624088,0.180901805504759,0.24199264762233,0.0430206809875898,0.11603888310466,-0.0039195918019552,0.241592259212453,-0.303894803096758,0.0643887782305073,-0.153169639852215,-0.179468836458882,0.0210203915185505,0.0845241006324872
mild,-0.441284149601686,0.233780925250996,0.0733963369974057,-0.155077269352543,-0.0565682526770128,-0.0603222099484851,-0.0915188893424441,0.0366334450974706,0.169834204833503,-0.12944680246456,0.0629111459977763,-0.226402457510516,0.0460830616773834,-0.121679994316687,0.109382548082553,0.0238182116534791,0.242842201423515,-0.200642543820068,0.0454358276650606,-0.238699903744649,0.0322322538136755,0.0192875735672195,0.403485683282034,-0.228861946757343,-0.115078207390994,0.144462631550449,0.129964589674418,-0.186532842351431,-0.193652416486982,-0.161937949883165,-0.0367628918999351,-0.0711957413555081,-0.0938489317868062,-0.131517951303993,-0.143685950735662,0.196500246141202,-0.105240250403687,0.0893182937005466,-0.0529437422080051,0.0287371901471324,0.0336561686407857
mild,0.336735193239006,0.23175911951761,-0.228685008916754,-0.211008872961836,-0.144579264196478,0.217805539368415,0.239708577399509,-0.11338184489561,0.129280760659408,0.21060059264766,0.0025457478413333,-0.0055478089749811,-0.141120889770515,0.0110716014608931,-0.150319205084012,-0.086411327670918,-0.272371002533597,-0.155242585343195,-0.21031239477883,-0.161054575697937,0.241798011948528,0.225178601512654,-0.0269224842465534,0.257648894734188,-0.0996924461261759,0.202459002853207,0.272899365293119,0.0704403624399118,-0.0542292323182137,-0.0258897752165786,0.101253517915673,0.111292410346591,0.193044539138088,0.171333633019547,0.296315442135572,0.182477283947647,0.0312934852571446,-0.0978912094459872,0.227556233930503,-0.178034233469849,0.234496999271496
