group,VDR,TFAP2C,MAFF,KLF5,ETV5,STAT1,KLF10,SPI1,MEF2A,E2F6,ELK3,REST,BCL11A,CLOCK,E2F1,MZF1,FOS,NFYB,SMAD3,GMEB1,AR,STAT3,HOXA4,CEBPA,ZNF384,MBD2,RXRA,ZBTB33,STAT4,TFAP4,ELF2,RUNX2,ZFX,SP4,NFIC,MXI1,BATF,MNT,ZBTB7A,MEIS1,TBX21,ASCL1,NR3C1,CTCF,JUNB,FOSL2,GMEB2,ELK1,FOXA1,TCF12,HIF1A,TP73,HOXA1,ZKSCAN1,YY1,TCF4,POU2F2,BACH2,HES1,SREBF1
healthy,-0.302047443389852,0.6646426826055,-0.0979675630430072,0.482538271302028,0.153136747564481,0.395712117389402,0.491374561301985,-0.42414191999796,-0.180337153303481,0.485458088867231,0.569364425214653,-0.622074815997009,-0.243574254781437,-0.413692046606706,-0.418686471389291,-0.397940399215478,0.0875176896517531,-0.0644664983475161,0.447577297823935,0.403395847824147,-0.147911810868854,0.146989763216685,0.361903703476521,0.643819773127339,-0.0254331477390081,0.223289206433709,-0.0175957426955676,0.493910192345451,0.432517186171833,-0.114641258086405,0.145683529042778,-0.0957392812169309,-0.37550390634602,0.159898430347057,-0.217910595129387,-0.410157530606723,0.49606163686718,0.413231022780622,0.453340095649994,0.192631121999074,0.550539285649527,-0.660186118953347,-0.390179831476385,-0.37642595399819,0.691305227214067,0.246340397737946,-0.18671464956432,0.0109108972173388,-0.28790937938992,0.360520631998266,0.437665285563113,-0.407775574171952,-0.253255755129217,0.241269135651014,-0.0285834772172539,-0.0004610238260847,-0.455722052084765,-0.251181147911836,0.168504208433972,0.433669745737045
healthy,0.303826820907442,-0.373325100181557,-0.742016981744839,-0.373325100181557,0.369674685512613,0.263391458420685,0.272938696785613,0.440998172121199,-0.0758163046626704,-0.0745526995849592,-0.0273781100170754,-0.491542375229646,-0.855741438738844,-0.877503526188315,-0.530573732074503,0.201194008484457,0.871466301928139,-0.54938740767598,0.889297173580286,0.33373214107994,-0.437347757452256,-0.532398939408974,0.638401365372523,0.100105602267563,-0.137311751777947,-0.0356617433042931,0.668587486673401,-0.156265827943615,0.431731734884651,-0.707899644646637,0.166374668565304,-0.421903695391342,0.228712519065722,0.851810222941521,0.473149901320739,0.168901878720727,-0.13969856136918,0.806180039579728,0.755214634778711,-0.174798702416712,0.759145850576035,-0.281783932329592,-0.203300016947309,-0.800564017012123,0.843947791346873,0.863744270897682,-0.277291114275507,0.38806715942152,-0.391998375218844,0.637980163679952,0.378519921056591,-0.512462059293976,-0.699194809666849,0.661988660156465,-0.162583853332171,-0.842262984576592,-0.255529026826037,-0.692595983149913,0.392981179168175,-0.185328744730972
healthy,-0.463312496334234,0.268210646750783,-0.483088619377514,-0.516693522837365,0.185866545179378,0.47158075315673,0.350312986426793,-0.592703462749431,-0.332712720442065,0.326571968299042,-0.188429221270561,-0.578874682332859,0.431931802312014,-0.236394781316852,-0.469018077065547,-0.34818548174732,0.231462838650802,-0.283006474748933,0.32710384446891,-0.0937069106549516,-0.266905132515652,0.318545473371941,0.271740370423544,0.400406051152556,-0.448565020715163,-0.371781442737834,0.172182821900043,0.47022688654252,0.226192429331199,-0.335323748912327,-0.439233011552931,-0.182433526264774,-0.457510210844764,0.358677948007446,0.17049048863228,-0.33832159641522,-0.118801795396912,0.111887405188626,0.361095566961392,-0.431980154691093,0.317868540064836,-0.545221426493929,0.506539523230791,-0.290984617296955,0.422551440770703,-0.234315629016458,-0.0485457885952381,0.497014104552243,-0.215023029763968,-0.214249391698705,0.446679277931085,-0.431399926142146,-0.337693015487194,0.150907775105317,-0.0133936090048615,-0.631627127907963,-0.0245630085720926,-0.495273418905402,0.629209508954017,0.308778292797998
healthy,-0.829304683219027,-0.431994425518551,-0.743736556625929,0.678314323915187,-0.327318853181364,0.414963876050993,0.734390523381538,0.815181788538613,-0.849658266729036,0.80708189306014,0.589215473651986,-0.579869440407594,0.110283192283823,-0.705313975510097,-0.595653852109233,0.82951237284668,0.18068997605824,0.872504125770882,0.559308167269932,-0.590253921790252,-0.869181091728432,-0.828473924708414,0.847165991197198,0.559308167269932,-0.833250786144437,-0.276850273661649,-0.863365782154144,0.814558719655653,-0.803966548645343,0.875204090930373,-0.72462911088184,-0.796489722049829,-0.832627717261477,0.619122780034039,-0.81892020183637,-0.778213034816352,0.171343942813849,0.520677896526446,0.631999536948535,-0.711129285084385,0.613515160087404,-0.53936996301523,0.417040772327525,-0.498039727112253,0.476855385091632,0.419117668604056,-0.457955628975195,-0.504893484824807,-0.756821003168078,0.771359277103798,0.521508655037059,-0.615384366736283,-0.601053782428215,0.671668255830286,0.592746197322089,-0.259196655311131,-0.866065747313635,0.546431410355437,0.534800791206861,0.523793240941244
healthy,-0.324799279631581,-0.295389336916728,0.0190906645692907,0.18174828633872,0.410062315309291,-0.0844890898167933,-0.302612831618621,0.157755964650287,-0.0519833636582713,0.153886235345701,-0.5012589359207,0.195808302812049,0.0236053487579743,-0.297969156453118,-0.197227203557064,0.0537892373337447,0.32789506307525,-0.175685710428202,0.0363754554631079,0.127056112167239,-0.0322477442048829,-0.411610207031126,0.170139098424962,0.42696013327265,0.260690764152274,-0.273202888903768,-0.0367624283935665,-0.0037407383277664,-0.336537458522158,-0.0292809517380337,0.164979459352181,0.0147049713574266,-0.0134150615892313,0.315253947346936,0.176072683358661,-0.454822184265669,0.416769846103907,-0.268688204715085,0.0902936837736722,-0.179555439732788,-0.0045146841886836,-0.178652502895051,0.145114848921973,0.170010107448143,0.0825542251645003,0.61980164361785,-0.146791731620627,-0.538537328221545,0.518543726814518,-0.0313448073671462,0.243534964235276,0.324670288654761,-0.0126411157283141,-0.353564267462337,-0.401935883769661,0.221348516222316,0.35253233964778,0.226121182364639,-0.0396002298835963,0.499969026152505
healthy,-0.0177338850646173,-0.389628636884178,-0.72747691355236,0.525168494317937,-0.529496983568682,0.824286482839533,0.815887921606745,0.611318351271187,-0.555661732024675,0.684547344789379,0.603339718100039,-0.669268423777423,0.585541228718246,-0.748376410158566,-0.809007561827577,0.458335328200099,0.715234395447642,0.596233243210757,0.779451086719881,0.318693096625709,0.203212879674877,-0.604631804443545,0.743951014432059,0.651243819285517,-0.632443962987507,-0.672369431001837,-0.590386552506393,-0.549201300307145,0.633574538538075,-0.632928495366322,0.481302162955915,-0.726249431526029,-0.552108494580034,0.79317950411963,0.418054536441306,-0.373316046797417,0.610478495147909,-0.572200437221549,0.724957345182524,-0.536506551982201,0.740139359718717,-0.742303604344089,0.696757560735509,-0.0234190649760428,0.714329935007188,-0.518062019428655,-0.785103964472719,0.424741083268948,-0.733872740952714,0.69523935928189,0.27573122570414,-0.53734640810548,-0.7948269142076,0.664616912940802,-0.621687344177822,-0.567645832860691,-0.727380007076597,-0.660740653910285,0.776027057909591,0.729641158177732
healthy,0.0275073459881347,-0.590842719306784,-0.266971981268403,-0.381259351654722,-0.20321522864933,0.417734846060906,0.369201336974992,0.46807705734878,-0.506926473395036,0.515442446262596,0.449876991441562,-0.450140760512681,-0.403792766587468,-0.536242521585131,-0.679845940161543,0.60911814780575,0.668541551399296,0.336154840493356,0.503309068991117,0.584813711966919,0.531306271825616,-0.538541080633454,0.697405424038901,0.647176256638649,-0.584135448641184,-0.570796269901733,-0.0900582971392356,-0.437781295465958,0.313998238519352,-0.395088387240538,0.102869937736449,-0.451949462714641,-0.636700856385634,0.22823560910977,-0.689567714497076,-0.0579161517585795,-0.184600668487496,0.1866354584647,0.300546015892277,-0.710556196298981,0.734672225658442,-0.681880730138748,0.64936177179935,-0.524674363751764,0.66903140824566,-0.466494442922066,-0.589184742288321,0.4113290257623,-0.643784940009975,0.762254934238325,-0.706222847273453,-0.57965137443216,-0.468114738644654,0.229629817057114,0.427720389467558,-0.584964437150416,-0.568120897894667,-0.730866414775152,0.583042691060834,0.64536755443669
healthy,0.491064411940726,0.420582848542134,-0.416272280823551,0.404084213619252,-0.301827968295079,0.628221130986412,0.582103097997241,-0.651778005448495,0.652723305386781,-0.671893988135218,0.30142464032141,-0.516587510274444,0.607185056359758,-0.535556529036046,-0.560991399375524,-0.2859343253327,0.581296442049903,0.529367965440068,0.541417388653418,-0.586816993689493,-0.133577183279377,-0.452445758461955,0.456453830200287,0.499307427402579,-0.552193807949877,-0.48500188833652,-0.261028822958662,-0.528636933487794,0.593118993278065,-0.526658105616982,0.337951029936775,-0.450996298556584,-0.610424284148284,-0.518213426168295,0.66191162078692,-0.503731431113756,0.47489348099645,0.541770300630378,0.661256212829708,-0.519461222086833,0.648765649645158,-0.387094022728461,0.561961907312164,-0.556290107682449,0.356466304728,-0.530893049340503,0.476103464917456,0.521276197968341,-0.616285143765657,-0.0132215951368246,-0.546761484304528,-0.384623638889741,-0.519612470076958,0.608319416285701,-0.595942289093745,-0.430439175898661,-0.402899437696601,-0.616688471739325,0.554865855775432,-0.418477980679551
mild,-0.483457048228458,-0.0116951844246007,-0.518206049432487,-0.333102411057512,0.378116250389608,0.523086054444191,0.28951891802195,0.581141286479979,-0.585432325369581,0.231968514090821,0.704066929964451,-0.386025224029266,0.515850184944079,-0.566164719375095,-0.409583868913354,0.132601515490437,-0.0214551944480085,0.132601515490437,0.566921961532083,-0.444585284169713,-0.598557856090715,0.408069384599377,0.496919131019365,0.254012674660932,-0.491113607815786,0.340506556592511,-0.0608317866114123,-0.238951969538604,0.116110464071575,-0.218590569317357,-0.384847291785062,0.0543531592682882,-0.533014340502485,0.503650172414819,0.332597582952853,-0.38770798437813,-0.310974112469958,-0.102984933350441,0.642225487143721,-0.379630734703585,0.674702761876784,-0.429272164995056,0.575083349224071,0.246019563003831,0.02069795229102,-0.417576980570455,-0.566164719375095,0.272523038498429,-0.644413075597243,0.204371244369461,-0.2685685516786,-0.276225111265929,-0.609495798358327,0.142529801548731,0.431123201378806,-0.332681720970296,-0.0253255432503943,-0.444417008134827,0.588966122102194,0.586862671666114
mild,-0.312897733074848,0.129047133730849,0.0963313192528001,0.0956406804796122,0.182443742583802,0.325700129592646,-0.0981858122548787,0.258669799772687,-0.253579536222154,0.383330098333102,0.245343029371543,-0.248220690926493,-0.303036946146554,-0.211105251671099,-0.537150700650339,0.370361436925463,0.052015331306577,0.420061849381169,0.473036401206063,0.470529638251529,-0.366908243059523,-0.288738165620183,0.203597752414408,0.138473074024172,-0.515792057109158,-0.398549730557057,-0.362777200027307,-0.354502324355963,-0.0205145294850626,-0.239728391937664,0.226670203281648,-0.380682649702548,-0.160343301841789,0.16410344627359,0.294595805585369,-0.487539815443008,-0.132218956244749,0.405660751999511,0.230801246313865,-0.43954042070645,0.440192690658905,-0.491351118302453,0.174104918877903,-0.298931482328159,0.297383939891942,0.201193306315162,-0.431265545035106,0.366447817210731,-0.271050139262426,0.241148038304772,-0.128765762378809,-0.288942799330757,0.239037753164476,0.405277063792184,-0.291065874077964,-0.631781002183991,-0.442482030295954,-0.384788113520943,0.43809519512552,0.425996226987821
