group,RXRG,ATF1,TFAP2A,ETS2,ARID3A,CLOCK,XBP1,FOXP3,NFYB,GMEB1,ZNF384,KLF3,RELA,PRDM1,MAX,MEIS1,E2F2,GATA3,PRDM14,HNF4G,NFATC1,ARNTL,KLF9,TP73,HOXA1,AHR,MEF2C,ZKSCAN1,GTF2B,TCF4,GLIS1,RBPJ,JUND,RARA,POU2F2
mild,0.2072513782555,0.208846770149696,0.10684140091449,-0.244942511755898,-0.152409781892486,-0.194787379082087,0.142039734580207,0.193391411174665,-0.350637224746435,-0.115217208359023,-0.13416248710261,0.184816179743358,0.148820150130543,-0.242449711921216,-0.308758187523769,-0.12678379959195,0.326905770320258,0.311849259318776,0.250027823418651,-0.200869810678713,0.0956736576551128,0.252819759233495,0.204758578420817,-0.113222968491277,-0.138649526805038,-0.325908650386385,0.098066745496408,0.134661047069546,-0.336876969658988,0.087397562203967,0.306464811675862,-0.287419820938888,0.119903672048226,0.249030703484778,0.27036907006966
mild,0.0927975750941997,0.0425461806388569,0.0938026029833065,-0.101842826096161,-0.0703519522374799,0.0522614502335565,-0.0783921753503348,0.0572865896790908,-0.146064053216863,0.0988277424288408,0.184590122299293,-0.0820772776103932,-0.0874374263522965,-0.145059025327756,0.0274707623022541,0.0318258831550504,-0.0824122869067622,0.130318616287522,0.151759211255135,0.0050251394455342,-0.0160804462257097,0.0452262550098085,0.252262000165821,0.0224456228567198,0.0713569801265868,0.034840966822371,0.0264657344131472,0.0743720637939073,-0.0723620080156936,0.15678435070067,0.31021860843765,-0.0710219708302178,-0.335009296368952,-0.0938026029833065,0.006700185927379
mild,0.034824130803767,-0.162512610417579,-0.127688479613812,0.0580402180062783,0.150904566816324,0.0,-0.0232160872025113,-0.0580402180062783,-0.127688479613812,-0.069648261607534,0.034824130803767,0.104472392411301,0.104472392411301,-0.104472392411301,0.232160872025113,0.104472392411301,-0.208944784822602,0.0580402180062783,-0.127688479613812,0.0232160872025113,-0.197336741221346,-0.185728697620091,0.034824130803767,0.104472392411301,0.0464321744050226,0.0580402180062783,0.208944784822602,0.034824130803767,0.220552828423858,0.232160872025113,0.174120654018835,0.220552828423858,-0.127688479613812,0.034824130803767,0.197336741221346
moderate,-0.209756192590131,-0.125170192319569,0.173871222778377,-0.0234961111862672,-0.0149520707548973,0.036312171833322,0.327663950543035,-0.188396091511706,-0.0858676063352674,0.130296616578391,0.205484172374446,-0.126024596362706,-0.165327182347007,0.0209328990568562,-0.131151020621528,0.13627744488035,-0.104664495284281,0.196940131943076,0.12773340444898,-0.371238556743022,-0.335353586931268,0.0627986971705687,0.130296616578391,0.0115344545823494,0.130296616578391,-0.0474194243941029,-0.220863445150912,0.13627744488035,-0.155928737872501,0.225135465366597,-0.0747603537744866,-0.220863445150912,-0.200357748115624,0.114917343801925,-0.208901788546994
moderate,-0.0376788514334487,-0.0103470421034859,0.0203036297879724,-0.018351357692975,0.0450974853944386,-0.115769735233342,-0.0447070309754392,-0.0197179481594732,0.02206067467347,-0.0281127181679617,0.188003802748244,0.015422949550479,0.0406072595759447,0.136463819440314,0.230368107209687,0.0728197491434009,-0.106789283596355,0.0650106607634115,0.0138611318744811,0.0076138611704896,0.0597395261069187,-0.0054663618659925,0.0804336103138905,0.0288936270059607,-0.0538827098219267,0.0693056593724057,-0.0267461277014636,0.0550540730789251,0.0320172623579564,-0.0630583886684142,0.0443165765564397,0.0724292947244014,-0.0710627042579033,0.0306506718914583,-0.031626807938957
moderate,-0.250523410220639,0.276619598785289,-0.217468238038749,0.262121716249372,0.133380519330433,0.349688926766309,-0.0956860247370497,-0.271400361072359,-0.0249363579617766,-0.0672701749666531,0.222107560450243,0.112503568478713,0.193691710679846,0.0939462788327397,0.210509254421509,0.212828915627256,-0.236605442986159,0.0260961885646499,0.408260372211412,-0.0278359344689599,-0.212249000325819,-0.0684300055695264,0.335770959531829,0.0487128853206798,0.164116030306576,-0.0237765273589032,-0.176874166938183,-0.206449847311453,0.307935025062869,0.309674770967179,0.115983060287333,0.0005799153014366,0.233705866478976,0.218048153340186,0.176294251636746
moderate,-0.188460897029716,-0.136087737461283,0.0791783199774737,0.279460980059382,0.103165501984538,0.10124102892953,-0.092855824904138,-0.0914812012934179,-0.0348467085317527,-0.0125778060380883,0.0221314401325925,-0.0310664936022727,0.0797281694217617,0.219664852993061,0.0698996106051135,0.0430257190155369,0.122891350798371,0.0843331585176738,0.114712340314586,0.159387607662987,-0.260972292495198,0.0333346225599607,0.0184886875641844,0.111138318926714,0.0410325147799929,0.174233542658764,-0.138974447043795,0.0257741927010006,-0.0736798255345936,0.0850204703230338,-0.0798656317828337,0.145503909194715,0.0076291610394961,0.0761541480338896,0.0197258488138324
moderate,0.225373072740068,0.0723986065527829,0.0319112315384167,-0.101916495725818,-0.160154493283429,0.0139611637980573,-0.155766698946896,0.161550609663234,0.202436875071831,-0.0719997161585526,-0.156165589341127,0.146791665076717,-0.324896226100505,-0.0233350880624672,0.0315123411441865,-0.0456729501393589,0.176508999446867,-0.0893514483075667,-0.0602324495287615,-0.089949783898912,0.176110109052637,0.0376951422547547,0.31612063742744,-0.159755602889199,-0.157362260523817,-0.0877558867306459,-0.178104561023788,0.0462712857307042,0.129041042533472,0.163744506831501,-0.0331079027211073,-0.203832991451637,0.103312612105624,-0.0360995806778339,-0.257084859081369
moderate,-0.154063204053922,-0.0618130527765,-0.026136533339598,0.0261163428928312,0.0058047534454495,0.0913314859495339,0.132025331407981,-0.276114454759114,0.113601548733293,-0.0135578850038934,0.0129117907073564,-0.103183278201634,0.0003432375950352,-0.134528946807062,-0.173668127864467,0.0087323682266327,0.0295890997367176,0.137325323684261,-0.0232593946753317,0.102325184214046,0.116993543790113,-0.0054615158504142,-0.0647507627810667,0.173062414461463,-0.03296090434677,0.173244128482364,0.271157700077869,-0.177302408282487,0.0122858868575862,0.0464784084571299,-0.087586158074296,-0.0375643262095961,-0.111138314227746,0.0793282653466826,0.0756334135883616
moderate,-0.0334236579863878,-0.141321163400332,0.107283288115572,0.140092728803589,-0.228028172020456,0.0473459167494773,0.0349080164574525,0.0236473659873065,0.0694577394908548,-0.0551260025288509,0.0787733685161574,0.0639809685803748,0.0078312705542378,-0.0360340815044671,0.136253870688766,-0.0240056594113566,0.0751392495007921,-0.0434046890849262,-0.105082342796408,0.11808327561194,-0.223831020481583,0.0769307166210426,-0.0231355182386635,0.050877666215114,0.147719260258369,-0.0125914546166178,-0.0789781076156146,-0.043199949985469,0.0620871319103957,0.116394178041418,-0.0806160204112722,0.0139734435379538,0.152479444320749,0.191482242767346,-0.0879866279917314
moderate,-0.0168409993301883,0.191001577769209,0.232077185891619,0.214825430480207,0.0788651675950281,-0.0464154371783238,-0.0612026561023916,-0.113368678417853,-0.0464154371783238,-0.112136410174181,-0.0386110716350658,-0.11008262976806,-0.0989922155750092,-0.210307113586741,-0.0624349243460639,0.161427139921073,-0.13513875072273,0.0451831689346515,0.206610308855725,0.129798921666817,0.0488799736656684,-0.0517552662342372,-0.125280604773352,0.112547166255405,0.228791137241826,0.015608731086516,-0.0636671925897362,-0.0735253385391147,-0.0209485601424293,0.211950137911638,-0.137603287210075,0.26124086765853,0.039432583797514,0.0143764628428437,0.133495726397834
moderate,0.259967213982307,0.189280252448458,-0.411726425237442,0.213735931083391,-0.0003350092963689,-0.123283421063774,-0.0619767198282561,0.125293476841988,0.114908188654551,0.237856600421956,-0.146064053216863,0.257287139611355,-0.138693848696746,-0.141708932364067,0.151089192662397,-0.243551758460228,-0.210385838119702,-0.11825828161824,0.0422111713424879,-0.279732762468075,0.158124387886145,-0.141038913771329,-0.451257522208978,-0.401341137050004,0.0304858459695746,-0.404691230013694,-0.21742103334345,-0.0670018592737904,0.210720847416071,-0.143383978845911,-0.476718228733019,0.212730903194285,0.485093461142242,-0.0941376122796755,0.220101107714401
severe,-0.22097685225102,-0.0576461353698314,0.230584541479325,0.182546095337799,-0.086469203054747,0.153723027652884,0.182546095337799,-0.172938406109494,0.0768615138264418,0.0480384461415261,0.211369163022715,-0.134507649196273,0.22097685225102,-0.105684581511358,0.240192230707631,0.240192230707631,-0.163330716881189,0.144115338424578,0.0,0.240192230707631,-0.124899959967968,-0.240192230707631,0.124899959967968,0.124899959967968,-0.182546095337799,0.115292270739663,-0.192153784566105,0.192153784566105,-0.153723027652884,0.0288230676849157,-0.105684581511358,0.0768615138264418,-0.240192230707631,0.192153784566105,0.22097685225102
severe,0.0202766543251664,-0.230737105937368,0.152515704271904,-0.127831081615179,-0.0345424427436629,0.166300623417866,-0.0220398416577895,-0.0366262095913084,-0.0819882109669771,0.0826293699970218,0.204129006190509,0.086796903692313,0.0935290735077832,-0.0837513982996002,0.0555404009776296,0.124945865979978,0.0353438915312188,0.0205972338401888,-0.164216856570221,-0.0800647338768427,0.170949026385691,-0.0699664791536373,-0.0321380963809949,0.0986583457481415,-0.179604673291296,-0.119816593739619,0.176238588383561,-0.0970554481730295,-0.0677224225484806,-0.0643563376407454,0.0330998349260621,-0.0483273618896258,-0.0991392150206751,-0.0555404009776296,0.0210781031127224
