group,HSF1,EPAS1,NR2F2,MAFF,ZNF76,KMT2A,SPI1,MEF2A,ZNF281,FOXP3,ESRRA,FOXH1,AR,NFAT5,ZNF384,E2F4,ZFX,E2F7,BHLHE40,NFIC,BATF,MNT,STAT5B,ETV6,E2F2,PRDM14,JUNB,FOSL2,TAL1,KLF9,HIF1A,NR5A2,FOXP2,FOSL1,TCF4,USF1,EGR1,MAF,ETV7
healthy,0.0168990077789346,-0.0328136073377371,0.399177533263571,0.0428217575757469,0.196225371879668,0.368332742366099,0.399177533263571,0.0178834159990667,0.017227143852312,-0.397864988970062,-0.150778525716902,-0.20213182120046,0.115996101938901,0.288103472425332,0.0802292699407671,-0.138965627075317,0.304182140020823,-0.136832742598364,-0.172435506559808,0.178834159990667,-0.0502048192267377,0.0001640680366886,-0.172435506559808,-0.310416725414993,0.106316087774268,-0.300900779287049,-0.372270375246627,-0.259883770114878,0.208038270521253,-0.0367512402182655,-0.191959602925762,-0.461687455241961,0.0106644223847645,-0.25578206919766,-0.0838387667479182,-0.204100637640725,0.0603770375014362,0.0521736356670019,0.0390481927319071
healthy,0.185124363598912,0.256434127945362,-0.0224818961486345,-0.101519812296178,-0.0235357350306017,0.0530432237256845,0.0484765885704931,-0.203039624592355,0.0087819906830603,0.290508251795636,-0.237816307697274,-0.0987095752775984,-0.167209102605469,0.0533945033530069,-0.0512868255890725,0.14121441018361,0.0119435073289621,0.034776683104919,-0.0049179147825138,-0.0772815180109311,0.142970808320223,0.0052691944098362,0.233249672542083,0.192852515400005,0.0867660679486363,-0.0843071105573794,-0.0115922277016397,0.0744712809923518,-0.134188817637162,0.224467681859023,-0.146834884220769,0.116273556643719,-0.065338010681969,-0.0414509960240449,-0.094142940122407,0.016158862856831,0.177396211797819,-0.201283226455743,0.0007025592546448
healthy,0.0142571511723438,-0.0756030622026398,0.0253014232072579,0.16732072132895,-0.154670009725321,-0.102761931161224,-0.214710688606036,0.135191929954654,-0.0390565620143783,0.199148305284112,0.0632535580181448,0.0435244720648663,0.0875007552584337,-0.0953823493924406,0.109689701801307,-0.267572590664057,0.0179720426749967,-0.0290163147099109,-0.32926991035001,0.190162283946613,-0.153866789940963,-0.293376026236538,0.262401863302256,0.369481100804402,0.181577872501294,-0.256879727284799,0.146788415591314,0.304119090852319,-0.403919149058725,-0.151055520695713,0.0745990374721931,-0.306779756388002,-0.116466868731822,0.331980777122216,-0.0820790217140213,0.0685748890895126,0.0191768723515328,-0.220785038225239,-0.0323797975569075
healthy,0.0339938779227804,-0.0988340524791949,-0.254639326291938,0.0569712213335487,0.116460507698414,0.190113909864439,-0.135345995433292,0.124014702792366,0.186022054188548,-0.146992046203134,-0.0667287233299023,-0.0780600159708291,0.0588597701070365,0.0418628311456463,0.0368267010830121,-0.0928536480298169,0.147936320589878,-0.111739135764695,-0.209314155728231,0.125273735308024,0.0091279857385243,-0.248973679971475,-0.0818371135178047,0.069561546490134,0.0428071055323902,-0.101352117510512,-0.0305315385047195,-0.0084984694806951,-0.0122755670276707,-0.101981633768341,-0.0295872641179755,0.0129050832855,0.0837256622912925,-0.0670434814588169,-0.39942806559267,-0.0982045362213657,-0.0516203331419999,-0.122126154018878,0.0720796115214511
healthy,0.118432985964274,-0.101185463736467,0.136542884303471,-0.0833630241010666,0.0572042820555595,-0.0971610418833121,0.223642871553896,-0.0523174840910142,0.126194370966787,0.18397357042994,-0.0632409148352919,0.248939237488013,-0.169025717832507,0.0431188055695172,-0.0520300253872174,-0.379732947715548,0.272798309903145,0.0402442185315494,0.0192597331543844,-0.0715772172453985,0.0842254002124569,-0.0189722744505876,0.311030317508117,-0.135967966895878,-0.152928030419888,0.0480056035340625,-0.116420775037696,-0.230829339148815,-0.326265628809347,-0.173625057093256,-0.239453100262719,0.141429682268016,0.0293207877872717,-0.440386734216669,-0.533810812950623,-0.124469618744006,0.0454184751998915,-0.144879186713578,-0.537260317396184
healthy,-0.115746451528631,-0.0484849494620296,-0.145349124553856,-0.0687839252507554,-0.0850653954146293,-0.0446788915016435,0.102065787637687,-0.0409151230741505,0.1605733563954,0.122512776791539,-0.0370667755808713,0.19436269317705,0.210073254646866,0.0036368998288133,-0.15524487525086,0.0965047140622342,-0.155879218244257,0.16875638101023,0.065252749254175,0.0946228298484877,0.103672789887628,-0.186539129591812,0.0958703710688365,0.0327320984593204,0.257120359990527,0.188928488200277,0.0898018230986653,-0.176685668427701,0.0801809543654671,0.290402222377459,0.174592336549489,-0.267883046111841,-0.171378332049607,0.119045035094298,-0.0071257862925006,0.110248812252517,0.0468568024456422,0.088067952250045,-0.15883948554678
healthy,-0.101927361178459,0.0429205973493181,0.044466415149181,-0.0669773868596843,-0.0730398910435216,-0.0393217402840123,0.0813003549115389,-0.073981873765313,0.0331867758908064,0.0359885706530579,0.0318583387190493,-0.144389043868443,0.0169798423953689,0.0913481706106477,0.0352398151562493,-0.0151441837580318,0.0758658392088959,0.100260776362982,-0.0627988481194299,0.0626056208944471,-0.146997611405712,0.0343944460469493,0.18924191346759,-0.0423167622712466,-0.051422595248564,0.121081009854885,-0.021037614120009,0.11748215278958,-0.0621950130413585,0.0124390026082717,0.0784744067461646,0.199072348538593,0.172406991490958,0.0228249659511005,-0.127240127651214,-0.0702380962812701,0.0640548250818185,0.073812799943453,0.0556011339888183
healthy,0.0605894604911765,-0.252889423694248,0.11454738408192,-0.0349981550956748,0.280511089506402,0.261960314476557,0.0453544539115485,-0.131184653970891,0.153591653101427,0.300332665660338,0.0917752122145762,0.121587914447578,0.0759267154371108,-0.0138619570892301,0.0406656359709343,-0.0315947451886246,0.247178122090571,-0.150100601737543,-0.246623059530623,-0.138867888353331,-0.203678745682007,-0.165525498140312,-0.0451353502694637,0.0055214117805363,0.0167103044363322,-0.26575811093936,-0.209317012738322,0.207564183601644,-0.277911059620329,0.253648982986808,0.150524202112241,0.179168351587457,-0.0672063904821367,0.296432620831229,0.296257337917561,-0.0284250458331315,0.0162282764237457,-0.2052124711766,0.303765289386332
mild,-0.297989694567673,0.123979781011918,-0.14351709554546,-0.261973476887848,-0.322320041872294,-0.134570101039445,0.219247013328513,-0.110559289252896,0.0624007218863371,0.208930580887904,-0.197472950168467,-0.199618402932664,-0.27407017864343,0.0773275953734127,-0.160863309383652,0.239377750967046,-0.295752945941169,-0.396863113445366,0.414985342113161,0.191766958774325,-0.241705795455856,0.151277243841493,0.445204272536537,0.396087098615762,-0.0464239459827395,0.22079904298772,-0.531661454140577,-0.254213328591815,0.196696935338864,0.282925877287138,-0.522668811703409,-0.108231244764086,0.15661805178641,0.210254370891345,-0.281145607972166,0.153011865225312,-0.125257923084206,0.0643179349947689,-0.432377203882506
mild,0.267432340585971,-0.0914331615409481,-0.0591861976677988,-0.196929661807409,-0.0237631796775958,0.0468825646017348,-0.0486565768112603,0.0373830153507272,0.315530961944236,-0.23438420990852,-0.163938757330265,-0.0617041504813189,-0.121047720199963,0.0174110714434883,0.371641251345518,-0.294872303633309,-0.0252510608855849,-0.134066680769868,-0.0422186292766919,-0.328349630813065,0.276731598135903,-0.274156419122076,-0.345946687407552,0.0939511143544682,0.23469895401021,0.149689433453754,-0.179017861111232,0.264971613972758,0.0364673961458108,0.147114254439926,-0.0441070938868319,-0.29181070191687,0.148687974948376,-0.13990375320121,-0.0384130869562581,-0.125110780421779,0.249949736392099,-0.0641934901946853,-0.0647943652979117
