group,HSF1,DUX4,ETV5,SIX5,STAT1,KLF10,KMT2A,GATA1,FOXD2,REST,BCL11A,CLOCK,XBP1,TFDP1,FOS,SMAD3,STAT3,HNF1B,ZNF250,ELF1,PRDM1,BHLHE40,MXI1,MEIS1,NFE2,POU2F1,PRDM14,FOXP1,NR3C1,CTCF,JUNB,FOSL2,NANOG,GMEB2,ELK1,ZNF217,KLF9,VEZF1,HIF1A,FOSL1,YY1,TCF4,RARG,MYC,JUND,RARA,POU2F2,NR2C2,ESR1,SETDB1,MAF,CUX1,MYB,ELK4
healthy,-0.241648423592252,0.241648423592252,-0.0409643731774536,-0.257785903934885,-0.124962027268596,-0.0173788249843743,0.145651104630946,0.124962027268596,-0.229648758722089,-0.347576499687485,-0.239993297403264,0.13406522130803,-0.0964111005085525,0.0554467273310989,0.177512283768966,-0.0384816838939716,-0.0422057178191947,0.173788249843743,0.19902892422581,0.100548915981023,0.100548915981023,0.0388954654412186,-0.196546234942328,-0.115858833229162,0.295440024734363,0.156409424859368,0.338473305648051,-0.0107583202284222,-0.0219304220040913,-0.121237993343373,0.129099842741066,-0.0475848779334057,-0.152271609386898,-0.0757220231462022,0.001655126188988,0.0984800082447875,-0.169236652824026,0.180408754599695,0.0202752958151033,0.10923832847321,-0.0885492511108594,0.143168415347464,-0.0554467273310989,-0.0748944600517082,0.0227579850985854,-0.0757220231462022,-0.241234642045005,-0.123720682626855,-0.0248268928348204,-0.0765495862406962,-0.293784898545375,-0.102617823717258,0.0736531154099671,-0.221786909324395
healthy,-0.0911240978756023,-0.0849110912022658,0.0676527393318866,0.0740958573634948,0.126331135691176,0.132083919647969,0.014957238287662,-0.290170422780643,0.0936553228165913,-0.143129264845012,-0.490367304477042,-0.509696658571867,0.189841870574172,0.38060418658143,0.515679553886931,0.528335678591876,-0.403615322408602,0.128862360632165,0.0126561247049448,0.204568997503562,-0.428927571818492,0.452859153078751,0.117356792718579,-0.0004602227165434,0.438362137507633,0.263477505221123,0.0428007126385405,-0.366337282368583,-0.238395367169505,-0.461143161976533,0.472878841248391,0.509006324497052,0.0759367482296686,-0.174654520928238,0.0996382181316561,-0.125870912974633,0.173043741420336,0.269230289177916,0.295462984020892,0.39924320660144,-0.0333661469493998,-0.473569175323206,-0.113214788269688,-0.070644186989419,0.342175589750052,0.0812293094699183,-0.217915456283322,-0.190071981932443,0.205949665653192,0.0384285968313778,-0.31387189268263,-0.257264498547786,-0.213313229117887,-0.0059828953150648
healthy,-0.436111469070196,-0.0917048099843537,0.293667066324641,-0.290056150520777,0.507956242133294,0.138148658082336,0.0991756702682115,-0.451800275666297,0.125946252952035,-0.215098519006071,0.359410636822589,-0.135284828306857,0.019361979568998,0.393901108466399,0.254071506820195,0.363644124316775,0.290305179196905,0.493886121932029,-0.165043755104224,0.109883903341741,0.103907215114655,-0.0856036074192033,-0.43797918414116,0.0414010174063783,0.216468176724778,0.246849675212466,-0.142133116900393,-0.224437094360893,0.524765677771974,-0.395768823537364,0.516547731459731,0.140887973519751,-0.0084047178193399,-0.411955687485722,0.275114429953061,-0.118101849653984,-0.2275499528125,-0.0730276592747094,0.423535520925702,0.556641348316434,0.178740332291296,-0.303503699031721,0.443582329354053,-0.0133852913419118,0.13217196985525,-0.185962163899026,-0.061074282820537,-0.0929499533649967,0.181230619052582,-0.121961794133978,0.200530341452548,-0.422414891883123,-0.142257631238458,0.2223203506138
healthy,0.0842476720799813,0.0170388550274119,-0.0709952292808831,0.0085194275137059,-0.189320611415688,-0.351189734176102,-0.204466260328943,0.204466260328943,-0.113592366849413,-0.0833010690229028,0.298179962979709,0.113592366849413,0.237597367326689,-0.0681554201096478,0.113592366849413,0.0833010690229028,0.0795146567945891,-0.217718703128042,-0.212985687842649,0.0530097711963927,0.168495344159963,-0.0473301528539221,0.144830267733002,0.159029313589178,0.113592366849413,0.0851942751370597,0.0094660305707844,0.159029313589178,0.0691020231667262,-0.113592366849413,0.112645763792335,0.0993933209932363,-0.190267214472767,0.178907977787825,-0.0993933209932363,0.0378641222831377,0.2063594664431,-0.232864352041297,0.0567961834247065,0.12779141270559,-0.0312379008835886,-0.154296298303786,0.0851942751370597,-0.032184503940667,-0.232864352041297,-0.141043855504688,0.27356828349567,0.190267214472767,0.183640993073218,-0.0549029773105496,0.189320611415688,-0.23097114592714,0.204466260328943,-0.0672088170525693
healthy,0.0844487912151809,0.185152983556289,-0.381605453261087,0.457530070715111,-0.0279513604726303,-0.0507485693687472,0.327090388509503,-0.418477460693068,-0.0884135231971142,0.415900384904811,0.105065397521234,0.273962979951596,-0.163148721056558,0.252355190650059,-0.0894047061925976,-0.143126824547795,0.250372824659093,0.32253094673028,0.27198061396063,-0.0707704658775107,-0.452772392336791,0.0818717154269242,0.0860346840079542,0.497177390534445,-0.362971212946,0.0386561368238504,0.199822491889442,0.131629101800188,0.209536085245179,0.197840125898475,-0.133016757993865,0.0743387246612508,0.242046887497033,-0.0685898632874474,-0.115770173872455,0.349689360806524,0.192091264524672,-0.186342403150869,0.092180018579951,0.402023822968044,0.332839249883307,0.185351220155385,0.118941959458001,-0.230549164749426,-0.378631904274637,0.0525326987606172,-0.155813966889982,0.33026217409505,-0.0947570943682076,0.0644268947064173,0.269800011370566,-0.184558273758999,0.466847190872655,-0.0200218965087635
healthy,-0.16547779609565,0.154576054227542,-0.0338880547401027,-0.212317829872546,0.363069403227732,0.206462825650434,-0.267220815591677,-0.101959871504253,0.453141841917394,-0.208079358802667,0.307890424043586,-0.137622169948026,0.0849271319490183,-0.257718754867576,0.379550155852936,0.224540397608941,-0.0174073021148986,0.0925760936937302,0.0810829372577326,-0.0096991989133976,0.0600482924597748,0.0147656503783228,-0.0818123485581304,-0.0827980395046139,0.268561355278894,-0.217167429329245,0.125399602211631,-0.237137527905,0.285456098101621,-0.150751573355186,0.20551656234181,0.129381793635424,-0.0409850295547839,-0.300655452496397,-0.170741385749872,-0.298368649500555,0.0472934516122783,0.334898355977234,-0.0828966085992623,0.390471611539973,-0.208828483921994,-0.0845722832082842,0.008240376312602,-0.0916101165661764,-0.260202696052714,-0.039368496402551,-0.0560069595791924,0.0097780541891163,0.557427944055348,0.0278753399665534,0.410757131218604,-0.277511429072964,-0.0998702066977081,-0.256397928999288
healthy,-0.0989403510890222,0.170490098348213,-0.021602175569497,-0.0745334731665794,0.0952405309638597,0.188452128310695,0.0645081541177521,0.109980136946362,0.14232372578246,-0.147276710788725,-0.262687228886535,-0.165954834968981,-0.0762043596747173,0.234938577947817,0.119229687259268,0.228195357397117,-0.225689027634911,0.240547982653708,0.129374355344391,0.206951228936507,0.0477992890363732,0.238936770663718,0.0001193490362955,-0.214112171114241,0.216379802803857,0.185289378848862,-0.0886166594494559,-0.222526278173078,0.140712513792469,-0.151513601577218,0.207667323154281,-0.0725045395495549,0.0987613275345788,-0.183499143304429,0.0227359914143049,0.184632959149237,-0.114575074843741,-0.12024415406778,-0.179381601552232,0.12591323329182,0.0688643939425402,-0.120303828585928,-0.172638381001533,-0.198358098323227,0.0819331134169044,-0.0142622098373198,-0.184036213967759,-0.18803440668366,-0.0945244367460863,0.185528076921454,-0.134267665832509,-0.138146509512115,-0.142025353191721,-0.0957776016271897
healthy,-0.0572493245414163,0.0042285586917457,-0.091956262254301,-0.271312663665459,0.381091407447998,0.296937133765791,-0.219036362374194,0.391052343239469,0.315265851193745,-0.228059272822074,0.179326622828821,-0.337063773463871,0.475787299277232,0.279025316490544,0.358846806442828,0.339848070912309,-0.282956089358927,0.120365029803071,0.19801268324481,0.342647257651915,-0.170125040886924,0.255589572191925,-0.319836863582357,-0.259416120022132,0.422468747604199,0.392690165267962,0.312019985719095,-0.331376064237649,0.198608254891535,-0.217681436877895,0.258061194525833,-0.235652811317814,0.496528081874422,0.264701818386814,0.248785166128095,-0.182632045468144,-0.307300080418801,0.424002344594516,-0.372068497000118,-0.20949232673543,-0.388789170981915,-0.247519576378805,-0.285234150907649,0.118578314862897,0.190285141128557,0.309905706373222,-0.254428207480812,0.129879286859499,0.307612755533332,-0.225781211273352,0.279725113175446,-0.205114875132003,-0.363328483084432,0.469265789745596
mild,-0.397212144875794,-0.223782358113888,0.184769900750602,-0.0820309332551872,0.180085940624836,0.0167636467658985,-0.226863910828207,0.0767922936408439,0.121289914835619,-0.0928779988095921,0.207943177162285,-0.162212934881783,-0.055714473074898,-0.0027117663886012,0.0199684615887909,0.246770741362712,0.202273120167937,0.152906645684538,0.236909772676889,0.223166047571024,-0.0273641881031579,0.209668846682304,-0.174354252576202,-0.125172671255661,0.149640199807359,0.181934872253428,0.138916396361527,-0.161350100121773,0.290898576231768,0.0541736967177382,0.0874544660323897,-0.117838575795581,-0.20239638227651,-0.319803540692086,-0.0512770371662778,0.0186742094487767,0.259528369599995,0.259035321165704,-0.167143419224694,0.0668696939007349,0.0293363818403224,-0.123077215409924,0.214537699970929,-0.161658255393205,-0.0026501353343148,-0.0175032194173352,-0.180948775384846,-0.235923675808307,-0.054605114097743,-0.103601802255424,-0.0006779415971503,-0.0266862465060076,0.114140712538397,0.176511339476226
mild,-0.199697673116967,-0.0479671857877248,-0.0094563880552943,-0.206738570745094,0.005293521574431,-0.10972493748942,0.269232961371387,0.115241163855009,-0.143045000474108,0.12401230639905,0.185427435345119,-0.121151406389568,-0.117245506975424,-0.126170829759498,-0.242422730743605,0.102564121896824,0.0171311377813303,0.0214310533644442,0.0693125834632624,0.014835565318632,0.0347762096961005,0.0270500665567205,-0.110650018929612,0.11885583392687,0.184519485042709,0.0030150802495141,0.122556159687637,-0.0572180001896432,0.106195923106466,-0.0490464474679486,-0.0284548198547896,-0.0166857281990157,0.0663488966270922,0.0857584757333394,0.0286261312326029,0.0261763785298727,0.0165144168212024,-0.32026662082197,-0.234336833710817,0.0606442277459092,-0.181110388624224,-0.223886839664206,-0.369484379667732,-0.329226205881606,-0.088225359573851,-0.170146460444172,0.0355642420340417,-0.0003768850311892,0.100765352429785,0.0226473641469186,-0.0650126678801485,0.0281978527880697,0.0337997348425647,-0.0576291474963951
