group,HSF1,ATF1,FOXK1,DUX4,TP63,SIX5,TFAP2A,RFX5,KLF10,PGR,GATA1,TFDP1,FOXP3,ZNF263,FOXH1,CEBPD,HNF1B,STAT5A,ZNF250,MBD2,EHF,BACH1,SPDEF,PAX5,HINFP,BCL6,JUNB,KLF4,NFATC1,TP73,ZBTB7B,NR5A2,TCF3,ETV4,GTF2I,HOXC6,RBPJ,NRF1,POU2F2,ESR1,MAF,ELK4
healthy,-0.0550329457838519,-0.0823425279021543,-0.0107583202284222,0.0206890773623503,-0.161374803426333,-0.0827563094494013,0.127858498099325,0.004551597019717,0.0604121058980629,0.0935146296778235,-0.0086894124921871,0.0918595034888354,-0.140685726063982,-0.147306230819934,-0.130341187382807,-0.0740668969572141,0.283026578316952,-0.128686061193819,-0.0583431981618279,-0.0186201696261153,-0.0914457219415884,-0.0248268928348204,0.0562742904255929,-0.0182063880788683,-0.0099307571339281,0.136961692138759,0.0724117707682261,0.0550329457838519,0.118755304059891,-0.0161374803426333,-0.0095169755866811,-0.148133793914428,-0.302060529490315,-0.0852389987328833,-0.0380679023467246,-0.005792941661458,-0.0318611791380195,-0.329370111608617,0.0306198344962785,0.0186201696261153,-0.0773771493351902,-0.000413781547247
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.094092986153786,-0.176226746894308,-0.0871511369196499,0.0779411587278257,-0.321524462547415,0.153751650859035,-0.210798530703916,0.281522915475462,0.196571176332964,0.278430012351342,0.102478190179178,0.342831128513575,0.311833366091839,0.0283859775613686,0.314445150952207,-0.222757756117181,-0.139180640585403,-0.0052923009012721,0.0625453742877613,0.142892124334347,0.092237244279314,-0.0837833090733858,0.451495124940994,-0.11567457684209,0.228118788198989,0.260147518328766,-0.223376336742005,0.0371148374894408,0.316438355187751,-0.102065803095962,0.103784082609362,-0.170315865368212,0.189629327098828,-0.0802092876855137,0.0425446007517849,0.0054297632623441,-0.0839895026149938,-0.115055996217266,-0.27794889408759,-0.198495649387972,-0.314032763868991,-0.16983474710446
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.32490978591944,-0.344138736031817,-0.387354314634891,-0.328081571504987,-0.159976935471012,-0.340570477248077,0.322729183329377,-0.262861730402183,-0.119338432656195,-0.279315368127206,0.308059674996223,0.139558565764055,-0.153236891101725,0.34215637004085,0.226584432767492,0.334028669477887,0.230945637947619,-0.345328155626397,0.093964147971821,-0.404799135355398,-0.156210440088175,-0.0289425434681136,0.229557981753942,-0.366935944927934,-0.389931390423147,-0.113986044480584,0.356032931977617,0.223412647181946,-0.397662617787917,0.147091556529728,-0.35286114639207,0.0864311572061476,-0.0095153567566401,0.309249094590803,-0.098127116552851,-0.308059674996223,-0.131827338399285,0.148677449322502,0.270394721167856,0.363962395941484,0.034096695044627,-0.401825586368947
healthy,0.284693217886381,-0.284693217886381,-0.23657605429995,0.0199358670727817,0.226862260712079,0.202690727830633,-0.27232507372508,-0.190774388022256,-0.243353119593814,-0.0233808752638289,-0.28458026679815,0.247475834314247,-0.203029581095326,0.227539967241466,-0.223078399256339,0.104253854437266,0.0799128949234733,0.211162059447962,-0.276447788445514,0.206813442551067,-0.284693217886381,0.256398970284501,0.198906866374893,-0.0601464544830382,0.222965448168108,-0.280457552077716,-0.251598549034681,0.280683454254178,-0.174622382405215,0.280457552077716,0.231210877608975,-0.172419836184709,-0.268654163357571,-0.227088162888541,-0.235220641241178,0.19868096419843,0.243353119593814,-0.153782906626585,0.284693217886381,-0.0700296747032557,-0.206926393639298,0.284693217886381
healthy,0.170486785249288,0.152220343972578,-0.0547993238301281,0.1948420402849,0.200930854043803,0.0730657651068375,0.0304440687945156,0.140042716454772,0.170486785249288,-0.0304440687945156,-0.0547993238301281,-0.0426216963123219,0.103509833901353,0.0243552550356125,0.0669769513479344,0.140042716454772,0.207019667802706,-0.188753226525997,0.0243552550356125,-0.207019667802706,-0.0547993238301281,0.0121776275178063,0.127865088936966,0.176575599008191,0.146131530213675,-0.0608881375890313,0.0852433926246438,-0.0608881375890313,0.0121776275178063,0.0304440687945156,-0.0791545788657406,-0.146131530213675,-0.207019667802706,0.0913322063835469,0.0365328825534188,-0.152220343972578,-0.152220343972578,0.0182664412767094,-0.146131530213675,0.0608881375890313,0.0791545788657406,0.0243552550356125
healthy,0.0240762554321037,0.0114623911731102,0.0179525122026339,-0.143489248406766,0.129671571376167,0.0448027709780017,-0.0468440187211583,0.0255941063180407,0.0337590972906672,0.0220350076889471,0.0039516462720083,-0.0372658562340388,-0.101198782343419,-0.140819924434946,0.0655031166810387,-0.029624262118632,-5.23396857219646e-05,-0.0032974002004837,-0.0157280755594504,0.0526275539934354,0.0819639478405966,0.134434482776866,-0.0406679358059665,-0.0189993059170732,-0.0332618702763085,-0.0397258214629711,-0.0626244339663307,-0.0011253032430222,0.0100230498157562,0.0812050223976281,0.0012299826144661,0.0681462708099979,0.0286298080899146,-0.136109352719969,-0.022139687060391,0.0876951434271517,0.204438812429994,0.0365069307910703,0.0641684546951286,-0.0025384747575152,-0.0949965295853658,-0.0742700140394678
mild,-0.166060843387755,-0.099843187790819,0.310340609184202,-0.0734515171327362,-0.139271707810123,0.123691082963785,0.0075518334714393,0.0422107744561504,0.329418925322575,0.0100161159726459,-0.153977909833452,0.0763132645534922,-0.0477752833298425,0.136091988453728,-0.100558624646008,-0.0058824808093316,0.12774522514319,-0.0739284750361956,-0.0285379812236497,-0.0642303309991893,0.329736897258214,0.0421312814722405,0.0267891355776322,-0.432600818437609,0.0469803534907436,-0.367496064615411,-0.0635943871279102,-0.0392695340514845,-0.0048490720185031,-0.336414307906645,0.0746439118913845,-0.0142292441198699,-0.047457311394203,-0.064389316967009,-0.0204296968648411,0.0864088735100479,0.152865008058714,-0.0067569036323404,-0.359864738160062,-0.131640381354774,0.232675963904241,0.116616207395805
mild,0.069507990099404,-0.0199838192644074,-0.0363104689902305,-0.027036931945963,-0.170820293864711,0.0431458930087751,0.254608660257635,-0.0718590276599226,0.0631514811394836,-0.0684195467843492,0.211332154051054,-0.142107159213564,-0.0402724026570302,0.0979598983549383,0.0853992624992051,0.0214205644402799,0.0477608926646077,-0.0469989823440693,0.179767297914462,0.0925612195122662,-0.204496730032509,-0.0711188862056852,-0.0963707711149582,-0.0241199038616159,0.0883598283161544,-0.0236627576692929,-0.081110795837889,-0.0565119769176489,0.27254620608974,0.0351567190762723,0.14500241843161,0.11683350543799,-0.0454751617029925,0.0784767630154562,0.08648770581426,0.0856822577611194,0.119706995789735,0.0322614598582264,0.144980649565309,0.0471078266755748,-0.23863031239263,0.0151728998118649
