group,TFAP2C,RUNX1,EPAS1,FOXK1,DUX4,E2F3,MEF2A,FOXD2,ESR2,ZNF384,ZBTB33,TFAP4,BHLHE40,TEAD4,TCF7L2,MEIS1,PAX5,POU2F1,HINFP,ONECUT1,NR3C1,HNF4G,JUNB,NFE2L2,KLF4,FOSL2,GMEB2,TAL1,ZNF217,IRF2,ZEB1,FOXP2,E2F8,FOSL1,GTF2B,YY1,CTCFL,ETV4,EGR2,USF1,RARG,NRF1,TP53,HES1,CEBPB,CUX1,MYB,MECOM,SREBF1,ETV7
healthy,-0.136463052521083,0.277382668694318,-0.0524798788693129,0.0444887992171774,0.0472549421736858,0.17188504982526,0.117561075651609,-0.17795519686871,-0.227207908955429,-0.435437003737037,-0.0024587937391186,0.312881503302843,-0.0006915357391271,-0.158438521564456,0.102500963999507,-0.544469138606078,0.311267919911547,-0.0039187025217202,0.0788350742604905,0.0638517999127364,-0.0668484547822873,-0.523185205301832,-0.152983072955786,0.121940801999414,0.0389565133041605,0.0205155602607709,0.235506337824955,0.368665386259097,0.131622302347193,-0.209458491651167,0.268469541390013,0.190787026694735,0.218371618955472,-0.104421896608194,-0.164739180520947,-0.148065485477549,0.206692348694658,-0.0955087693038886,0.0331937154781013,-0.0622382165214399,0.250259100259666,-0.0059933097391016,-0.0538629503475671,-0.19124805052082,-0.289676637389911,0.0264320326955251,0.0750700463474651,-0.267624331042191,-0.33716209147664,0.345998381476597
healthy,0.229323655774193,0.291866470985337,-0.127402030985663,-0.100267052957548,0.100267052957548,0.168766326760229,0.232301885069962,-0.400075468731601,-0.313375904788111,0.341503625914816,-0.0665137876055019,0.0476516687322999,-0.288557327323371,-0.33157619492892,0.39345718140767,-0.163802611267281,0.247523945915002,0.0383860664787971,-0.17439187098557,0.238258343661499,-0.0876923070420796,0.293521042816319,-0.037062409014011,-0.33918722535144,0.206159650140436,-0.248185774647395,0.168435412394032,0.202850506478471,-0.112841798873016,0.429195932956895,-0.139645862534934,-0.176708271548945,0.120783743661732,-0.357387515492249,0.304110302534608,0.285910012393799,0.428865018590699,-0.205166907041847,-0.38584615098515,-0.428865018590699,0.225683597746031,-0.0330914366196527,-0.369962261407717,-0.352423799999301,-0.38584615098515,0.30675761746418,0.401068211830191,0.018862118873202,0.162809868168691,0.289219156055765
healthy,-0.25337713889565,0.0963371787297444,-0.0587346025158764,0.0598740745223573,-0.250683841425786,0.229292844213214,0.0275027107018786,0.252859197074523,-0.0795558637252083,-0.0696113807595572,-0.116329733025272,0.105556543145817,-0.138497642969536,-0.0094265411445233,0.0639658149092658,0.0436107013389488,-0.0561448934102381,-0.0425230235145807,-0.0713205887692785,0.044232231524302,-0.120680444322744,0.209455672464025,0.0206658786629936,-0.193503064373293,0.163617821294227,0.174235628627344,-0.198578894220344,-0.172785391528187,-0.352459409277371,0.0828706913804253,-0.0117572793395978,0.0216499681231361,0.106126279149057,0.0117054851574851,0.175893042454953,0.229189255848989,0.230121551127018,-0.164291145661693,0.189722089079061,0.0025379149235255,-0.0420568758755658,-0.120525061776406,-0.0189048764711595,0.0867552550388827,0.0412281689617616,0.0415389340544382,0.0850978412112742,0.1314536342022,-0.118712265402459,0.16947056387297
healthy,-0.0614142667367195,-0.26181871608812,-0.278384406457893,0.213333768664394,0.139394223843212,0.377374507448,0.19636403706609,0.19232362478078,-0.368485600420317,0.0202020614265525,-0.203232737951118,-0.252525767831906,-0.3656573118206,-0.178182181782193,0.33090976616693,0.179394305467786,-0.417778630301105,-0.53131421551833,0.289697560856762,0.426667537328788,-0.384243208333028,0.330101683709867,-0.235151995005071,-0.317576405625405,0.158384161584171,-0.366061353049131,0.0351515868822013,-0.193939789694904,-0.313535993340094,-0.528889968147144,-0.202020614265525,0.309495581054784,0.283232901200266,-0.223030758149139,0.381414919733311,-0.520809143576523,0.22707117043445,-0.112727502760163,0.385455332018621,0.102222430818356,-0.326465312653088,0.24242473711863,-0.228687335348574,-0.338182508280488,-0.304647086312411,-0.115959832588411,0.299394550341508,0.242020695890099,-0.517172772519743,0.265859128373431
healthy,-0.0080809183742833,0.369493026355162,-0.130687955777203,-0.0813664884583012,-0.252180383749187,0.190876865047727,-0.183353251388912,0.110624986020362,0.316270426027986,-0.0610248663437259,-0.27168604879056,0.143784616590697,-0.22459380033353,0.132081217565872,-0.124278951549323,0.0156045320330989,-0.201187002283882,-0.190319560332259,-0.21679153431698,-0.38147507773772,-0.0345528923590046,0.0426338107332879,0.469250570423901,0.41352009887712,0.223757843260328,0.069663089433477,0.191434169763195,0.0874968403284471,-0.432747111560759,-0.338562614646698,-0.103658677077014,-0.378688554160381,0.0944631492717948,-0.0958564110604644,0.0777440078077604,-0.221807276756191,-0.0640900422787989,-0.0072449613010816,0.167191414640345,0.293699585051539,-0.164404891063006,0.157717234477392,0.343021052370441,0.39429308619348,0.273357962936964,0.136818307647349,-0.222085929113925,0.081923793173769,0.0822024455315029,-0.10978902894716
healthy,0.117267492516932,-0.0225146997571132,-0.0399071817933323,0.200540588326708,-0.019418310909756,-0.0338296951727216,-0.197345378558691,-0.0168489669725873,-0.0185124524703696,-0.0150372500938144,0.0567890890728063,0.0045787026572622,0.153633591319935,-0.0693887564569992,-0.077969706401005,-0.138266938157253,0.124629651106127,-0.0415377269842278,0.143224454343713,-0.0296627463515441,-0.185025703783036,-0.0526880208654024,-0.0069339345996669,-0.112178215102925,-0.0811484460155791,-0.0596548957719561,0.111387647737642,-0.0612689708094082,0.0161242802210781,-0.107204228763021,0.006093956774054,-0.0880165000014725,0.164981527042431,-0.167221467910732,0.19316195958407,0.0003294030688677,0.0399071817933323,-0.0391166144280496,-0.0446835262919152,-0.0134231750563623,0.0792873186764761,0.0124020255428722,0.0442717724558305,0.0081527259544777,-0.0066704121445726,0.0329732471936654,0.0167007355915968,-0.114747559040093,-0.0428388691062556,0.0838824914871818
healthy,0.111021920158698,-0.161909330675997,-0.290820321941854,-0.0249804047912861,-0.13409239241106,0.224105054641583,0.0490152984246885,-0.287529943112419,-0.165767016200162,0.105840519013496,0.211624307357519,0.236245417908809,-0.131690794070035,-0.168017332755925,0.179041992856848,0.0892751635273745,-0.307120934303768,-0.36528878073677,-0.19065286987566,0.244565916098186,-0.276807846582018,0.0882161910305448,-0.0062971043115051,-0.21120828244805,0.107202055080849,0.345735609991736,-0.0270794395617878,-0.138914499316266,0.136456170305769,-0.237228749513008,-0.0250182252376014,-0.342823435625455,0.0984844422051612,0.242391240435053,0.121630555350153,-0.0833751739021805,0.296474478665998,-0.0834319045716535,0.107466798205056,-0.0829213285463963,0.156709019307637,0.143339491535162,0.106521287047172,-0.28881583828714,-0.113291146937619,0.635931894569387,0.158354208722354,-0.438225511455915,-0.0402976855490013,0.0993543124704142
healthy,-0.199922652874028,-0.146365334195084,-0.0865735647880849,0.0664276334616103,-0.459994583899018,-0.0803453861432563,0.0070184611314835,0.126231947035065,0.0943634921565411,-0.0275783499509678,-0.133664365659558,0.0187096242673953,-0.0841964452448925,-0.0649599659863939,-0.147845545836755,-0.0523342624495965,-0.139992897636025,0.0020509712153665,-0.0829859331820003,-0.124463219564932,-0.0159248193144206,0.0459994583899018,-0.0916727684519777,-0.148874167486052,-0.0381969868549907,-0.0066609523875205,-0.0674625271941347,0.165231760543165,-0.17864147448339,-0.398597161185799,0.0024335682922391,-0.0391879760049231,0.32946625985317,-0.0588133244235218,0.143373550495605,-0.136775318940358,-0.0895026276552902,-0.222947470401888,0.0441491938378127,0.0377767572787535,-0.0889883168306417,0.125629827045232,-0.253755943214978,-0.104298471988775,0.0213627154725941,0.0844912331565813,-0.0764002457932088,0.0398151843276652,-0.0415588234648881,-0.054146894502321
mild,0.202829202027174,0.18552906420721,0.0055394529965404,-0.100562377475658,-0.148798229722457,0.0628088747453897,-0.140446439050749,-0.0086074577330859,0.105079162226683,-0.0916992526811932,-0.0135503542530759,-0.0413328415895713,0.0353672768240661,0.012272018946182,-0.158684022762436,0.0184932507730659,-0.184165506546523,0.0432929557268087,-0.0185784731268588,-0.0657916571281423,0.089398249128784,-0.0961308150784255,0.0493437428461067,-0.221492897507826,0.118885183541138,-0.0863302443922385,-0.248593606013978,-0.123231523584577,0.0347707203475156,0.325549391488994,-0.41733386652398,0.0117606848234244,-0.139338548451441,-0.0078404565489496,-0.162519028683118,0.0999658209991074,-0.0984318186308347,-0.010993683639288,-0.094341145648774,0.0901652503129204,0.105675718703234,-0.0889721373598194,-0.0558206417343694,0.207686876193371,0.187659623052033,0.0322140497337277,0.101925935136345,-0.0720128889550262,0.138656769621098,0.006050787119298
mild,0.11917001498068,-0.0603851275266499,-0.0432611910230563,-0.0238121193712112,0.0754027651312391,-0.0426320368064706,0.113753817811811,-0.227329831171109,-0.164961500135657,0.0001230953902015,0.0935661738187569,0.136786333045079,-0.148767617691364,-0.0762234010659161,0.0696583135885001,0.101170733480097,0.125789811520407,-0.0615887268975095,-0.0258090001455919,0.112057836880146,-0.164086155138668,0.16140541108539,-0.165891554194957,0.130248600098819,-0.0463248985125171,-0.194203493941314,0.0120496709741741,-0.0687009049980436,-0.0470634708537264,0.0026397122565443,0.0636676712653579,0.12130366841084,-0.0437809271150184,0.0182044404842516,-0.272081844142162,-0.0641053437638523,0.236165344734465,-0.0509478142778643,0.082022561670967,-0.335462292830383,-0.0922531563232737,0.0336323960561794,0.0453948444532165,-0.147755500038595,0.0741171021669118,0.246095039544057,0.0903383391423607,0.0227179381249752,-0.0324014421541639,0.0129523705023188
