group,VDR,RXRG,TFAP2C,ATF1,FOXK1,ETV5,MEF2A,E2F6,SRF,ZNF263,IRF1,GMEB1,GFI1B,NFAT5,GATA2,EHF,E2F7,BATF,IKZF1,SPDEF,NFE2,ETV6,USF2,BCL6,JUNB,KLF4,NFATC1,PBX1,KLF9,IRF2,MAFK,ZEB1,NR5A2,TCF3,MEF2C,USF1,ATF2,EGR1,ETV1,BACH2,ESR1,CUX1,MECOM,ETV7
healthy,0.156581205731972,-0.056068379345073,-0.0907692360738835,-0.0786324832278463,-0.121709408822232,-0.0252991467776549,0.0562393195260031,0.106495732719453,-0.214871807429137,-0.138461546553382,-0.0304273522055579,0.105128211272012,-0.174188044367773,-0.0755555599711045,-0.0141880350171984,0.0569230802497235,-0.0796581243134269,0.0326495745576492,-0.191623942822643,-0.0111111117604565,-0.0529914560883312,0.0041025643423224,-0.138974367096172,0.0982906040348079,0.076410260875755,-0.0217094029781228,0.103760689824571,0.0097435903130157,-0.140854709086403,-0.0548717980785623,0.150940179761279,-0.0259829075013753,0.0109401715795264,0.071282055447852,0.0451282077655466,-0.0316239334720686,0.0606837642301858,0.0548717980785623,0.0977777834920176,0.0439316264990359,0.106153852357593,0.141880350171984,-0.0476923104794981,0.208034200191933
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.157344264240203,-0.318110786124478,-0.253804177370768,-0.344374623858047,-0.205096696483057,-0.334028263538762,0.336097535602619,-0.165780527269774,-0.321135106833192,-0.256510148531196,0.160686934497203,0.289777676327051,0.133945572441205,-0.326228699605763,0.112934502254349,-0.0311186683449264,-0.204300822612343,-0.183926451522059,0.211782036997057,0.150340574177918,-0.0881032374880653,0.111501929287064,-0.248710584598197,0.0061282288044995,-0.215761406350628,0.149703875081347,0.229450436926913,0.0019896846767855,0.346603070696047,-0.339121856311333,0.183608101973773,-0.207325143321057,-0.214010483835056,0.174375965073488,0.317951611350335,-0.207165968546914,-0.236294952215055,0.275611121428338,-0.121211590509777,0.227221990088913,-0.206051745127914,0.207643492869343,0.4121830776429,0.338325982440619
healthy,0.43455294773789,-0.359115184658618,0.216883568852907,-0.433374232689777,0.287606471739725,-0.178771782297233,0.333183453600118,-0.284463231611422,-0.48641640985489,0.224348764157627,-0.243208204927445,0.0161091056575529,0.0066793852726438,-0.0463627918924693,-0.441625238026572,0.006286480256606,-0.0055006702245302,-0.312359487750111,-0.0047148601924545,-0.0298607812188785,-0.0428266467481284,0.0184665357537801,-0.363044234818997,-0.0420408367160527,-0.0443982668122799,0.3402557438888,-0.212168708660453,0.337898313792573,0.354793229482202,0.103334019217961,0.174056922104779,-0.439267807930345,0.455376913587898,-0.489559649983193,0.106870164362302,-0.37168814517183,-0.443982668122799,-0.421979987224678,-0.189773122746294,-0.028289161154727,0.012572960513212,-0.359115184658618,0.0388975965877497,0.187022787634029
healthy,-0.217675481761597,-0.0853721824460436,0.223807185473192,-0.265314102905522,-0.238664775235901,0.0278285014603125,0.152113418999166,0.1073048149529,0.25352236499861,0.48157457611829,-0.289840917751899,0.0910322166413614,-0.080891322041417,-0.109898997292421,0.0141500854882945,-0.113436518664494,0.100465606966891,0.210364604259312,0.228759715394095,0.127114934636512,-0.065326228004293,-0.43865265013713,-0.0186309458929211,0.0124992421813268,0.434171789732503,0.268615789519458,-0.404928279723361,0.134425812138798,0.45610442223936,-0.41719168714655,-0.13277496883183,0.0056600341953178,-0.0556570029206251,0.192441162640805,-0.0608453675996664,0.206827082887238,-0.271445806617116,-0.0530628205811044,-0.0568361767113163,-0.145745880529433,0.32592363574705,0.0999939374506146,-0.184658615622243,-0.0412710826741923
healthy,-0.156267830567668,-0.0922245635406586,0.118372740466148,-0.0240585817932153,-0.22053699977114,0.0866334846732212,-0.136275487950771,0.0455757641012318,-0.240359915755691,0.0270517856313383,-0.144351490759292,0.160390545288102,-0.0199358670727817,0.0874241422908386,-0.0335464732046241,-0.180439363449115,0.248266491931865,0.0053651766909752,0.0376691879250577,-0.0416789515572603,0.0416789515572603,-0.129272520480445,0.14310902878875,-0.124076770421817,0.0090360870584846,0.044107399954228,-0.0022025462205056,-0.0200488181610127,0.0296496606606526,-0.000112951088231,-0.0496984788216654,0.043994448865997,-0.232566290667748,-0.192468654345722,-0.0374432857485956,0.0415660004690292,-0.272663926989773,0.025526945940219,0.0158131523523481,0.107924764804776,-0.005873456588015,-0.252163304475836,-0.172306885096478,0.215962480697782
healthy,0.0040227094408728,-0.21320360036626,0.190952988771432,-0.242619663152642,0.136772120989676,0.281841080201153,0.126086799037358,-0.20352395577416,-0.147583152612022,0.134886475939267,-0.169582344866795,-0.183284698899768,-0.251796469064634,-0.0368329333179918,0.204403923464351,0.0541808677817559,-0.260344726626488,-0.145948926901667,-0.260093307286434,0.152862958753167,-0.213329310036287,-0.114647219064876,-0.226277406049097,-0.277441241750198,-0.178382021768704,0.234951373280979,-0.226277406049097,-0.238471244041742,0.221626148258087,-0.247648049953733,0.217477729147187,-0.030547449816628,-0.0395985460585919,0.230677244500051,0.182530440879605,-0.179010570118841,-0.139160604720194,-0.0226277406049097,0.251419340054552,0.235077082951006,0.148085991292131,0.199878375343369,-0.212826471356178,0.195604246562441
healthy,-0.155345706406769,-0.121390360744087,-0.169762812188137,-0.129364300524709,0.113235511334935,0.0386868282550227,-0.122628895893259,0.140246710487093,-0.0892580274919839,-0.150391565810083,-0.124604985681825,0.1494035209158,-0.131270809686917,-0.0314086947379806,-0.121139870489199,0.131006403306757,-0.141499161761536,-0.0996255408193192,-0.0370725577235181,-0.0703877616237067,-0.0917629300408703,0.0746182637062703,0.0729761609242226,-0.096160425626693,-0.145757496094643,0.0466746841609158,-0.153021713486413,0.106347029325498,0.149918417550849,-0.232830691918987,-0.0603264030523465,0.128139681500809,0.207865163181753,-0.0400227762810954,0.072043780531026,-0.0007514707646659,0.0215699941709659,-0.102005198240761,0.11607440089034,0.0849579447830624,-0.0528395276562306,0.159826698744221,0.10339681076792,0.105442481182844
mild,0.0750208458523427,-0.17223964061442,0.163401568363322,-0.164223714619238,-0.156550349564021,-0.0324747771086853,0.0741986995964266,-0.138668668497846,-0.209373246506629,-0.151137886712573,-0.107153062021063,0.101809111357608,0.0561799941542658,-0.0265142167532937,0.23945009703556,-0.118183524287937,0.0943412828663707,0.168951055590755,-0.163949665867266,0.354345036299832,-0.264182996901035,0.0029460240836993,-0.0734450655285036,-0.105577281697224,0.353454377855923,0.297342895889651,-0.169910226222657,0.0692658220609301,-0.0854346984272798,-0.153604325480322,-0.0026719753317272,-0.0066456822353216,-0.029665777400972,0.0787890161919581,0.146410545741056,-0.0509730678667972,-0.03850384965207,-0.0378187277721399,-0.0208277051498741,0.127912254982944,0.0953004534982728,0.166347592447021,-0.0787890161919581,0.169088079966741
mild,-0.0049103845627308,0.191463207439586,0.0239668557168182,-0.126855083746123,0.121882013423017,-0.154771142366585,0.116282085496158,-0.0745333690862167,-0.226023956659828,0.0150236872366105,-0.0164027739648669,-0.0964315947106504,-0.217707645783373,-0.161415832966365,-0.142526523839945,-0.23956408090089,-0.0302772222612638,0.12610285462162,0.0192027379282964,-0.0640439518500853,0.107923984112786,-0.0692677652146926,-0.109386651854876,0.0177400701862063,-0.176627577484101,0.0136446005083542,0.342243356395611,0.0896615325901194,-0.17052616347424,-0.0360443122157902,0.248674411408765,0.14871151886364,0.330750966993475,0.0863182920367707,-0.0087969017059986,-0.222053858502726,0.0078775105538277,0.0538888586692887,-0.0384263711100512,0.166597855824055,-0.214406195736941,0.143362333978282,0.0556022694528799,0.198567593615452
