group,VDR,MAFF,ETV5,TP63,SIX5,MITF,STAT1,PGR,E2F6,GATA1,ZNF281,SRF,E2F1,MZF1,FOS,HNF1B,HOXA4,CEBPA,KLF3,PPARG,GATA2,STAT4,ELF2,ZFX,OTX2,NFIC,GATA6,TCF7L2,BARX2,MEIS1,NFE2,STAT5B,TBX21,SP2,E2F2,FOXP1,ASCL1,NR3C1,JUNB,KLF4,NFATC1,NANOG,PBX1,RFX2,TCF12,KLF9,HIF1A,HOXA1,YY1,TCF4,ETV4,GTF2I,USF1,BACH2,MAF,SPIB,MYB,ELK4,SREBF1
healthy,-0.36344044956347,-0.387413688519876,0.157132287390549,0.0214376079129404,-0.158822708086193,-0.414614094258876,0.734641466866033,0.375657580954715,0.368665386259097,-0.616312018170949,-0.395327930867664,-0.0053786113043219,-0.128548810173295,-0.544315463997383,-0.324791285476699,0.23051191304237,0.399553982606774,0.508125093649731,0.432286674258791,0.556763107301671,0.400476030258944,0.631756316344788,-0.249337052607497,-0.744630316431202,-0.663797472257678,-0.31480243591153,-0.175419565825243,-0.400860216780681,-0.251181147911836,0.357600814433063,0.504436903041053,0.472242072519468,0.530331074606146,-0.234200103651048,0.204079880346845,-0.533711915997434,-0.339159861389674,-0.479157429910739,0.512043796171451,-0.675092555996754,-0.18187389939043,0.574666199214628,-0.479157429910739,-0.337853627215767,0.435821190258774,0.297360367824657,0.44711627399785,-0.487532696084612,0.227054234346734,0.127703599825473,0.525413487127908,0.264781350781336,0.572745266605942,-0.496292148780222,-0.192093260868642,-0.196934011042531,-0.515347800258392,0.360136445476529,0.289061938955132
healthy,-0.0742536067097136,-0.598371169859564,0.201049239219868,-0.143585921746659,0.0631083285096202,-0.50689304229516,-0.0308304448911677,0.203365141183524,-0.0827934952006943,-0.598805401477749,0.44088983633097,0.457824869440203,-0.329581798202764,0.452035114531064,0.496181995713252,0.313225740584445,0.176442780856025,-0.0422652108367181,0.384729213712317,-0.269078859402257,-0.12911153447381,0.236077256420162,-0.240564316474745,0.304396364348007,-0.282684783438734,0.339713869293758,-0.816355442188665,0.10421558836451,0.481273376822218,-0.311488814111703,0.28210580794782,0.0364754559275786,0.294988012620656,-0.344056185475613,0.267631420674972,-0.28210580794782,0.0749773260733561,-0.520354222458909,0.695783796205835,0.0529762574186261,-0.357517365639362,0.154731199946752,-0.658729364787343,-0.641070612314467,0.0188167034547033,0.0696218027824021,0.472154512840323,-0.181508816401522,0.189469729401589,-0.448706005458309,0.339134893802844,-0.133453850655665,-0.1224533163283,-0.105663027091795,-0.209589127710849,-0.150244139892169,-0.0642662794914481,-0.182522023510622,0.181364072528794
healthy,-0.129521497860109,-0.307945447204485,0.484245301913809,-0.178375674466307,-0.395322976510037,0.132417990544271,0.326676099895399,0.331213938433919,0.272028937920877,-0.339613767217989,-0.159258822750838,0.2199886193621,-0.425736149693738,-0.37910261747873,-0.0566264319753662,0.242774361810841,0.239105471077569,0.164858708606885,0.220954116923488,0.253201735473824,-0.0806673212539104,0.178665323734723,-0.416370823348281,-0.429984338963842,0.158293325189451,-0.0003379241464855,0.175961930562839,-0.369544191620996,0.131838692007438,-0.371088987719216,0.273766833531374,-0.387695545775077,0.58929143659275,0.198940772523857,0.0861706573538181,-0.244126058396783,-0.415115676518477,0.360758163812371,0.282263212071582,-0.276663326215536,-0.42177760969205,0.367613196498221,0.122763014930397,0.28776654817149,-0.161672566654306,-0.406908947246685,0.312676385255283,-0.321558962820046,-0.253105185717685,-0.279463269143559,0.497955367285509,0.379006067722592,0.520837659490389,-0.297324974029225,0.342413710146012,0.28622175207327,-0.433073931160281,0.286801050610103,0.212361188627141
healthy,-0.802527126140505,-0.695063918243975,-0.392950371515993,0.598549791906713,-0.630585993506056,-0.722639382911764,0.578273714945104,-0.152881620290536,0.726289076764853,-0.679654099753151,-0.680465142831616,0.802527126140505,-0.560430767218887,0.734805029088729,0.465133205499323,0.622881084260645,0.773329575315787,0.517445484060275,0.654106242781523,0.49433075632404,0.374296380711312,-0.823208724641347,-0.873087873966906,-0.748592761422624,-0.545426470267296,-0.772113010698091,0.522717264070294,-0.563269417993513,-0.59611666267132,-0.716556559823281,0.53691051794342,0.701146741332457,0.601793964220571,0.456617253175447,0.502846708647916,-0.694658396704742,-0.515823397903346,0.434719090056908,0.531638737933402,-0.661811152026935,0.585573102651283,0.763191536834983,-0.69425287516551,-0.620853476564484,0.712501344430959,-0.697091525940136,0.523122785609526,-0.572190891856621,0.496358364020201,-0.395383500751386,0.681681707449312,0.51460683328565,-0.0762380493756518,0.490681062470951,-0.814692772317471,0.461077990107001,-0.556781073365798,-0.616798261172162,0.469593942430877
healthy,0.0809575907461858,0.089452345896024,0.297316430244339,-0.047107278558194,-0.0045047943976415,-0.415856877107991,0.0526417402467249,0.133084497347466,-0.0487804879058894,-0.0193062617041778,0.0039899607521967,0.0079799215043935,-0.320998777934797,0.35716584152729,0.764656671896804,-0.0671857907305389,0.415342043462546,0.382907523799527,0.536327950142061,0.149687882413059,0.130124203886159,-0.445459811721064,0.304395392869204,0.0341077290107142,0.0490379047286117,0.137975416979191,-0.301435099407897,-0.300276723705646,0.145054379604056,-0.23553639279097,0.138747667447358,-0.311345647082708,0.0693738337236791,0.0715618767168192,0.0975609758117787,-0.50041830337229,-0.409421456539932,0.411738207944433,0.0472359869695551,-0.0831456337393259,-0.006950254213504,-0.0962738916981669,-0.263337409644986,-0.236952185315943,-0.317909776062129,-0.326661948034689,0.401956368680983,-0.143509878667722,0.0442756935082479,0.0747795870008489,0.148272089888086,-0.32241457045977,-0.367462514436185,0.185211403948746,-0.162558723549177,-0.646244933444513,-0.413797542526212,0.145955338483585,0.558208380073462
healthy,0.259877921201904,-0.609574657314122,-0.476765364746556,-0.422100053697012,-0.6769468312271,-0.644083142755427,0.775473394800172,-0.495503149831975,0.675495539783307,0.470863446208464,-0.507242485066214,-0.558166689282869,-0.795597969487438,0.260651943305261,0.572421596353015,-0.412973043061601,0.675592292546226,0.640213032238645,0.734482474243257,0.752510739067266,-0.604414509958412,0.700328748932657,0.585354215663262,-0.440579831414646,-0.607607351134758,0.555715619288907,-0.593610451432396,-0.62495834661833,0.402394740982398,-0.330378434449281,0.749188894207028,0.660402108767857,0.736804540553326,0.39694433533793,0.358210979249138,-0.693749561054128,-0.726677751367747,0.717357235206497,0.763605055882041,-0.576452961474663,0.588224547629875,-0.602511705620995,0.485860124460994,-0.564165360583881,0.763701808644961,0.522110159634851,0.404942563739279,-0.739965130808698,-0.694813841446243,-0.64685672195912,0.765862620350164,0.620120708472352,0.70826247549206,-0.558618202176493,0.63550439777656,0.658918566403091,-0.751349705912232,-0.583677167772656,0.713970888504313
healthy,0.0851299828816796,-0.333257303259768,-0.20818286490986,0.407268726371941,-0.650679081999329,-0.629190687023918,0.569180413251125,0.791401863728543,0.713122710603833,0.367324270903712,-0.388850102107303,0.469862099889165,-0.884281145843516,0.871927190544064,0.860621449633656,0.504041376217649,0.825468831372487,0.828239112257819,0.712710912093851,0.850925466534995,-0.836587391141994,0.44021260717048,-0.0413670321390748,-0.786347972924222,-0.818430820474618,-0.825244214003406,0.377319743827814,-0.422467835013085,-0.632559947560132,-0.864926615874374,0.871740009403163,0.423141687120328,0.844374126603467,0.569592211761106,0.845609522133412,-0.760442103023553,-0.860995811915457,0.807611750530552,0.818543129159158,-0.894276618767618,0.753179474756602,0.75501384993743,0.345948184612842,-0.506736784646621,0.801547081565366,-0.751120482206693,-0.847705950911501,-0.49947415637967,0.61316798136281,-0.709641141383078,0.813227184757576,0.260668456818441,0.876007739415701,-0.787134133716005,-0.0284515334169202,0.327005453153682,-0.434672045399816,-0.850214178199572,0.714245797449237
healthy,0.366295932564583,-0.121615693779683,-0.506219837285107,-0.254470960702904,-0.273801521209814,-0.230637044438706,0.47146622412197,-0.454675857322165,-0.30164957073956,0.323451332038074,-0.318364672540636,0.0742050166636117,-0.484938658894469,-0.0063724365590592,0.412514913867445,0.507022663938217,0.344011220857558,0.377234445713205,0.278166891136098,0.341389490068497,0.396809617465984,0.574315844885211,0.39195502504796,-0.542936612498426,0.305293651094692,0.349932067424243,-0.199389525799697,-0.30208861656548,0.33739417305263,-0.365348847997243,0.441836902955636,0.266413007167912,0.467226295860234,0.400817478648306,-0.320766880416738,-0.406468625636212,-0.185823009778786,0.464911897149316,0.31862182795296,-0.550274949874508,0.360205739750758,0.47166065870202,-0.182028399426197,-0.404812795664172,0.0415713676313429,-0.537486172173798,-0.277100636987437,-0.267291098819751,-0.46037718097589,-0.355225705668186,0.481319666872247,0.248543842052991,-0.0223725208722088,-0.391541067554951,0.481708536032347,0.540283521293227,-0.390274106743012,0.370836920821236,-0.353381713199325
mild,-0.245877945489309,-0.351391673330731,-0.037904614363334,-0.187347531036435,-0.445651161366704,0.257717907812514,0.290894904711105,0.0581120412259061,0.350387577586007,0.392643273509812,-0.243451380772893,0.201321196817178,-0.343944629890694,0.224289886977741,0.0028449379433848,0.538069807204016,0.317503441946293,0.411260882109904,0.296082732725513,0.487404809418147,-0.317587116591687,0.351475347976125,-0.565556928215838,-0.352437606398152,-0.366787808083167,0.284702980951973,-0.0134716179083814,-0.24190339983311,0.296333756661694,-0.212993809849595,0.334991442833571,0.0257299534585545,0.192535359050842,-0.369005186186099,0.179147415787855,-0.428414184415607,-0.255165831128007,0.478158761102146,0.117521039455414,-0.328046447265896,0.258345467652966,-0.308131881662202,-0.110576043887739,-0.195422134316924,0.232322652935534,0.252237218539228,0.094510511972154,-0.182285214990117,-0.0791980518651118,-0.524849213231816,0.506398953922511,0.340011921557192,0.32654030364881,-0.440714357288477,-0.41992120790815,-0.225168470754375,0.0877328656952665,0.0558109884775801,0.294158215881459
mild,-0.534604620885329,0.225219213271485,0.435036236579709,0.480650920433327,-0.484991418031855,0.512849520800587,0.361037329036324,-0.295298519953168,0.49085766630138,-0.45302957207906,-0.21482832508107,0.379056970581727,-0.510666118978298,0.492383416972378,-0.0348160519494026,0.355644589595729,0.227218472771413,0.20498986385774,0.368139961470279,0.628201532737218,0.464341171881284,-0.248342227750914,0.341202570313355,0.221773121238714,0.333337062543902,0.303321863998932,0.463420460269475,-0.253603436961251,0.207120653587927,-0.421699071231506,-0.122862388084386,0.182919091220378,0.692361979057273,0.285538976867994,-0.295772028782099,-0.47928300603864,-0.651587607677164,0.366114395924299,0.442165175059715,-0.496303017834079,-0.101843857289091,0.532342300924885,-0.0489950107712597,-0.54399587932578,0.413202218356812,0.410466389567437,-0.132595625123509,0.478677966979451,-0.528922514938166,-0.658532403834808,0.371638665595153,-0.105211031183706,0.348357814839413,-0.286696442894268,0.520741334616092,-0.511981421280882,-0.348278896701258,0.231295909909423,0.598107416054092
mild,-0.81000065843048,0.174540156670829,-0.782480858377128,-0.809492377163004,-0.767885924839599,-0.210664432466456,0.570309735010654,-0.393899829391609,0.77434835809751,-0.495846529325397,0.4452362374067,0.306366533971251,-0.649565306932114,0.0395188685462709,0.807531863702739,0.0957202544072056,0.728421515000557,0.731834260653612,0.728820878853574,0.732233624506629,-0.371571759427478,0.10566804492781,-0.624332772582405,0.227619243317267,-0.722176916571565,0.506956105600233,-0.770499942786619,-0.701518913629141,0.557058116251454,-0.713100465366633,0.699449482754417,0.267628240228605,0.509933181595451,0.528812200101708,0.502272656778489,-0.468689787320243,-0.427519004654675,0.0830132227203018,0.741055935077822,-0.718691559308871,0.240907167881287,0.764001203723888,-0.372007429085315,-0.635950630124717,0.328331545887185,0.674761535477003,-0.550377848164625,-0.545367647099503,-0.800996818835188,0.536581642333129,0.67657682571799,0.593000863022982,0.237022446765576,-0.761459797386507,0.321506054581077,-0.841877155062199,-0.750023468868294,-0.622190730098041,-0.786692331736216
mild,-0.314885011864649,-0.429832346500434,0.43925701815432,0.220638295325791,0.0605871749178373,0.454908705008095,0.402063224663092,0.352078805355876,0.252951455281971,0.385738346976897,0.0296203966264982,0.360493690761132,-0.521891192833926,-0.44649381960284,0.418892995473603,0.246892737790187,0.402904713203618,0.123193922332936,0.527781612617605,0.311182462286336,-0.247565928622607,-0.0353425187020717,0.202125547434229,-0.0920588463334916,-0.188156837661506,0.303272470005396,0.266583569638484,-0.382035797398585,-0.34198094286957,-0.159546227283638,0.499339299947842,0.224509142612208,0.494963559537109,0.11444244151147,0.359652202220606,-0.407112155906245,-0.356622843474714,0.291155035021829,0.542255215514644,-0.350732423691036,0.0755656709391915,0.233428921141779,-0.272642287130268,-0.219796806785265,0.535523307190439,-0.432356812122011,-0.51970332262856,-0.441276590651581,-0.336258820793997,-0.388094514890369,0.484865697050803,-0.0684971671987771,0.0979492661171702,-0.47224336894292,-0.400380247582041,0.508427376185518,-0.353593484728822,-0.475272727688812,0.321448622480748
mild,0.339521954001328,-0.61765628238496,-0.432510598717791,-0.53487370843006,-0.431074188758756,0.288491600193514,0.512647154327101,0.371803377817531,0.578495210870222,0.422833731625346,-0.166623555248036,0.337631940897335,-0.516200378962608,-0.608886621582431,0.715710162220124,0.713366545971172,0.470310860797654,0.572295967889124,-0.334532319406787,0.459651186891133,0.470840064466772,0.417844097030804,-0.573278774703201,-0.515066371100212,-0.552791032655915,0.4687232497903,0.575319988855513,-0.565718722287228,-0.400985180143186,-0.566852730149624,0.469857257652696,0.536385718913254,0.408469632034998,0.27019627334686,0.373542189873205,-0.54296296451515,-0.614178658273612,0.422984932673666,0.458441578504577,-0.575168787807194,-0.360009696048614,-0.0588928083204264,-0.679648712195935,-0.625594337421731,0.535780914719977,0.146362614773229,-0.252430150169324,-0.486716174540315,0.650164507773642,-0.44377507681759,0.56798673801202,0.608281817389154,0.496619843205239,-0.441809463189437,0.471974072329168,-0.403328796392137,-0.382160649627414,0.594976125137042,-0.508564726022475
moderate,0.555679631846943,0.241648256735043,-0.321603762880555,0.0786192024216316,0.354565921402939,-0.499777592731278,0.281737368451456,-0.0193764039962661,0.49532324698501,-0.543875615619332,-0.373719608111892,-0.371269717951444,-0.34677081634697,-0.301781924309662,0.193318605388035,0.663252081619317,0.442539249891734,-0.84142591147004,0.1478842787761,-0.281960085738769,0.416926761850692,-0.559911260305897,0.593987005264848,0.0409799808656663,0.0276169436268621,0.270824221373099,-0.459465763727552,-0.0445434574626808,-0.553229741686495,-0.124498963608193,-0.288418887070858,-0.0371937869813385,0.0902005013619286,-0.229621523220119,0.264142702753697,-0.394655033119352,0.172828614955201,0.102004517589539,0.500223027305905,-0.202895448742511,0.602450262182758,0.210245119223853,-0.228953371358179,-0.195100343686542,0.0122494508022372,0.099777344716405,0.257461184134295,-0.295991274839514,0.0873051766268543,0.213585878533554,0.537862248861871,-0.651448065391706,-0.191536867089527,-0.412917850679051,-0.140757325582071,0.390423404660397,-0.44098022888054,0.28262823760071,0.499109440869338
