group,HSF1,LHX2,DUX4,ETV5,KMT2A,FOXD2,FOXM1,SRF,CLOCK,E2F1,XBP1,TFDP1,FOXP3,IRF4,MZF1,GFI1B,ZNF250,GATA2,RXRA,TFAP4,EHF,BACH1,MNT,SPDEF,BARX2,E2F2,POU2F1,SP1,HINFP,ASCL1,NFE2L2,KLF4,NFATC1,PAX6,FOSL1,TCF4,ETV4,HOXC6,GLIS1,RBPJ,RARA,NRF1,SPIB,SREBF1
healthy,-0.322107532037971,-0.205549550677254,0.201354661887923,-0.0767065378620657,0.196860138185067,-0.272667771306562,0.180679852854788,-0.127944108074617,0.132138996863949,-0.304728707053597,-0.116557981360717,0.165997742092127,-0.0188769995519927,0.0194762693790401,0.043147427547412,-0.163600662783937,0.175286424411361,-0.274765215701228,0.422784862981933,0.295140389820839,-0.0638222365805469,0.0017978094811421,-0.0413496180662698,-0.0620244270994047,-0.226523994623913,0.057829538310073,0.351471753563293,0.0527357447801702,0.0997784262033902,-0.102774775338627,0.230119613586197,-0.0152813805897084,0.216036772650584,-0.0991791563763428,0.123449584371762,-0.184874741644119,-0.0656200460616891,0.236711581683719,0.12734483824757,-0.0656200460616891,-0.383832324223852,-0.0898904740571083,-0.219932026526392,-0.0973813468952007
healthy,-0.0174037157474688,-0.0626533766908876,0.103029997225015,0.153152698577725,0.0863224301074452,-0.182390941033473,0.21162918348922,-0.0076576349288862,-0.118345267082788,-0.0208844588969625,0.12809134790137,0.13366053694056,0.00556918903919,-0.401677759451579,-0.178910197883979,0.207452291709828,0.0786647951785589,0.0737917547692676,0.01670756711757,-0.148975806798333,-0.230425196496487,0.306305397155451,0.260359587582133,-0.282636343738893,0.245740466354259,0.0884108759971414,0.240867425944968,-0.0076576349288862,-0.0013922972597975,0.218590669788208,0.129483645161168,-0.235994385535677,-0.0299343910856463,0.0348074314949376,-0.0208844588969625,-0.209540737599524,0.376616408775224,-0.402373908081478,-0.177517900624182,0.0215806075268613,-0.109295334894104,-0.159418036246814,-0.326493707422514,0.0208844588969625
healthy,0.121124791106783,-0.139331126167554,-0.0911069080933626,-0.226450696417028,-0.12120002389629,0.358634707581387,0.0279113649072151,-0.0243001910108638,-0.0610890250799426,0.246763549584004,0.41551069644892,-0.400238440178934,-0.0133914365323027,0.337644759308845,0.0240744926423419,0.411071961867988,-0.0402495423864154,-0.175292399552052,0.258274166378624,-0.0476975885476399,-0.0129400397952588,0.205385515354979,0.159568746545022,0.0173787743761906,-0.145650680486168,-0.360891691266606,-0.0179806366922491,-0.220883469993487,-0.131356450479778,0.119544902527129,0.0367136012795714,-0.0753080222968257,0.12624062079328,-0.045365372072913,-0.230287568681902,0.0422808277031129,-0.138654031061988,0.11894304021107,0.359161337107938,0.386169908541065,-0.0544685396032985,0.352691317210309,-0.0885489932501138,-0.364653330741972
healthy,-0.163299316185545,-0.265361388801511,0.183711730708738,-0.183711730708738,-0.244948974278318,-0.224536559755125,0.163299316185545,-0.306186217847897,0.265361388801511,0.183711730708738,-0.285773803324704,0.285773803324704,-0.0204124145231932,-0.306186217847897,-0.183711730708738,-0.142886901662352,-0.244948974278318,-0.244948974278318,0.163299316185545,-0.0816496580927726,0.183711730708738,0.0612372435695795,-0.306186217847897,-0.204124145231932,0.265361388801511,-0.244948974278318,-0.142886901662352,-0.204124145231932,0.204124145231932,0.224536559755125,-0.142886901662352,0.306186217847897,-0.224536559755125,-0.265361388801511,-0.244948974278318,0.265361388801511,-0.285773803324704,0.142886901662352,-0.204124145231932,0.306186217847897,-0.306186217847897,0.285773803324704,-0.285773803324704,-0.142886901662352
healthy,0.0098152406053724,-0.264334583199857,-0.0653221185116164,0.147567065653185,-0.166182177146133,-0.0128613497587638,0.0098152406053724,0.184458832066481,0.137413368475214,-0.222704424770174,-0.148582435370982,0.0812295774237717,-0.0148920891943581,0.041630158429683,-0.215935293318193,-0.130982693595832,0.13876719476561,-0.0077845011697781,0.214243010455198,0.41257856199824,0.0379071361310934,-0.23827342710973,0.388886601916307,-0.0937524706099365,0.083260316859366,-0.127598127869841,-0.0592299002048335,-0.0961216666181298,-0.11372140839328,0.069383597382805,-0.165505264000935,0.424424542039207,-0.109659929522092,-0.0937524706099365,-0.0145536326217591,-0.103567711215309,0.197997094970443,0.115413691256276,-0.0050768485889857,0.0104921537505705,-0.0910448180291441,0.227104360213962,0.0247073297997305,-0.0896909917387479
healthy,0.202721213519846,-0.151327103050026,0.197010756800977,0.122774819455681,0.111353906017943,0.202721213519846,0.111353906017943,-0.191300300082108,0.202721213519846,0.17987938664437,-0.197010756800977,0.145616646331157,-0.12848527617455,0.191300300082108,-0.202721213519846,-0.197010756800977,-0.191300300082108,0.12848527617455,0.145616646331157,0.202721213519846,-0.202721213519846,0.191300300082108,0.117064362736812,0.122774819455681,0.202721213519846,0.202721213519846,-0.17987938664437,-0.202721213519846,0.122774819455681,0.174168929925501,0.191300300082108,0.202721213519846,-0.111353906017943,-0.17987938664437,-0.111353906017943,0.117064362736812,-0.12848527617455,0.111353906017943,-0.117064362736812,0.139906189612288,0.117064362736812,-0.0713807089858612,-0.202721213519846,-0.12848527617455
healthy,0.0278088534270692,0.198474478088357,0.187261230738732,-0.251999045437232,0.176870288194747,0.226283331515426,0.189578635190988,-0.112805268337224,0.190774714908281,0.0415637701759422,0.288180456885354,-0.0622709002815824,0.188532065438356,-0.149360454697001,-0.147566335121061,0.177393573071063,0.167675425368054,0.102937610669555,0.258054199006029,0.0550196669954918,0.096583437171434,0.174403373777829,0.313148620983852,0.0854449448041401,0.173730578936852,-0.0337144970312049,-0.0231740445225577,-0.224339701974825,0.345741793280095,0.100321186287976,0.22747941123272,0.0411152402819572,-0.0027659343462407,-0.058906926076695,0.187410740703394,-0.012409327066918,0.129849404308654,-0.116543017453766,-0.184495296392492,-0.24639242176242,0.145099420704143,0.139119022117677,-0.257829934059037,0.043432644734213
healthy,0.110069487258813,0.12743552296269,-0.0072872091367,-0.12337498851836,0.0525331643735245,-0.0182724049994868,-0.106589029163673,0.0213903153763833,-0.0747573395018685,-0.0563761701869086,0.117284186851864,-0.0160971186900241,-0.0259221618544306,-0.127616796821812,0.135339063220405,0.14407646323008,0.0634458506926624,0.107749181862053,-0.188669832574066,-0.0323030016955212,-0.078636600087077,-0.0755186897101804,0.0645334938473937,0.124571395988565,0.118009282288352,0.0551072531730553,0.0462248340760826,-0.0388651153957338,0.0763888042339655,-0.0482913560700722,0.0648960415656375,-0.138420718825477,0.0893317577752686,0.063119557746243,-0.143025074847173,-0.165648052465585,0.105211347834346,-0.122142326276331,-0.216078440073296,0.0526056739171732,0.101295832477314,-0.0857062805928308,0.0754824349383561,-0.0731983843134202
mild,0.072545787810698,-0.3892557826772,0.155204018770766,-0.0102590002964623,0.253104193028435,-0.281682836711438,0.228922263758203,-0.251785178704604,0.422670812214249,0.292381508449177,-0.166342361949782,-0.24328486417325,-0.361703039023844,0.13204798953018,0.0359065010376182,-0.096434602786746,0.183782662453768,0.199610834339739,-0.0045432715598619,0.181291190953199,-0.361263367582567,0.354961410257597,-0.214266549048971,0.353202724492489,-0.253836978763897,-0.214413106196063,-0.0965811599338384,-0.184222333895045,-0.365366967701152,0.380902025292938,0.210309506077478,0.337667666900703,-0.274061865062637,-0.352030267315751,-0.0143626004150473,0.323305066485656,-0.164876790478859,0.0726923449577903,-0.197119362839169,-0.247974692880204,-0.187153476836892,0.281243165270161,0.226723906551818,-0.0835375738426219
mild,0.102523827267322,-0.12025624785954,0.005591005746427,-0.243357622903652,0.133985640668813,-0.276175834148952,-0.0629567096772227,-0.151585729764075,0.117907363788556,0.143315011204271,-0.184437023883613,-0.206271720881494,-0.196016029867338,0.123994612648571,-0.198067168070169,-0.241438816197778,0.0609717372228699,-0.154033862457777,0.177456537419139,0.273099126844705,-0.213450704591403,0.172560272031736,-0.004036110657184,-0.25311707080422,-0.105997529062439,0.145696978149495,-0.159426370958768,-0.0769176826061706,0.186521244960684,0.18456935538057,0.189068626277103,0.190127278252758,0.124193109894006,-0.0277234486124606,-0.146259387011561,0.0955102579286084,-0.118701352770297,0.138551077313825,0.0311309846590996,0.151850392757988,-0.137161596595778,-0.0643792732695088,0.130081861508586,-0.165976780058132
