group,HEY1,ETS2,STAT1,SPI1,ZNF281,E2F1,ESRRA,STAT3,STAT5A,PPARG,PBX3,MBD2,STAT4,ELF2,OTX2,MAX,TCF7L2,NFE2,PRDM14,BCL6,NFATC1,TAL1,MEF2C,YY1,EGR1,TP53,HES1,ZNF143,MYB,MECOM
healthy,0.410225395894239,-0.296521617684423,-0.252781228681207,0.237917989699531,0.209890167619801,0.0564803081303662,-0.266370475750167,-0.255116880521184,-0.0392814173087134,-0.365848010934665,-0.146615235954954,-0.365954176927392,-0.307138216957048,0.328689913480477,0.28611735039725,-0.11954290780976,0.105635162762621,-0.117101089977056,-0.0782443366392479,0.257558698353888,0.197362580478103,0.210739495561611,-0.115083936115257,-0.131858162966005,-0.175810883954674,-0.459380250526494,-0.11699492398433,-0.0246305103124905,0.269661621524681,-0.451736299050204
healthy,-0.117356792718579,0.0209401336027268,0.138296926321306,-0.0285338084256937,0.507855767705693,-0.0163379064372923,-0.265318396087297,0.362885611994507,0.125640801616361,-0.146580935219088,-0.225969353822832,0.11620623592722,0.257264498547786,-0.299835099828055,0.122649353958828,-0.0966467704741237,0.162458618939837,-0.0503943874615074,0.0329059242328564,-0.127481692482535,0.0805389753951031,0.038198485473106,0.270841068685818,-0.255883830398156,-0.200657104412943,-0.147041157935631,0.0253122494098895,-0.0609795099420066,0.12426013346673,0.124950467541546
healthy,-0.140211408487775,-0.178833224429486,0.159877731942756,-0.183927513035294,-0.174212823135845,-0.196248583151668,-0.0483957417551804,0.0906901843661949,-0.325856763029679,0.119360366752373,-0.222075441664837,-0.127890338371401,0.221838498008752,-0.088794635117522,0.0203179185092128,-0.290907573757272,0.0985093250169707,0.302280869249309,-0.0463817206784655,0.1704217246385,0.0231612423822222,-0.12090050051692,0.179307111741654,-0.165445907860733,-0.090808656194237,0.180965717334243,0.064034023056732,0.0281370591599886,0.111896641585723,0.114858437286775
healthy,0.142886901662352,0.142886901662352,-0.244948974278318,-0.142886901662352,0.285773803324704,0.204124145231932,-0.224536559755125,0.285773803324704,0.204124145231932,-0.142886901662352,0.0408248290463863,0.163299316185545,0.306186217847897,0.224536559755125,0.244948974278318,0.102062072615966,0.224536559755125,-0.142886901662352,-0.285773803324704,-0.142886901662352,-0.285773803324704,-0.142886901662352,0.265361388801511,-0.285773803324704,-0.0816496580927726,-0.142886901662352,-0.244948974278318,0.142886901662352,0.285773803324704,0.204124145231932
healthy,0.511407881197162,0.10322925464271,-0.268057605498446,0.15636693654076,-0.0304610915339144,0.158059219403756,-0.301564806185752,-0.0426455281474801,0.187166484647274,-0.0297841783887163,0.44473193639515,0.455901003290918,0.0812295774237717,-0.491777399986418,-0.090706361456545,0.0118459800409667,0.528330709827115,0.0406147887118858,0.129290410732837,0.274488280377828,0.250457863723296,0.0335072006873058,0.514792446923153,-0.069722053955404,-0.140797934201204,-0.0196304812107448,0.041968615002282,0.0785219248429793,0.397686472803882,-0.157043849685959
healthy,0.140165995526794,-0.106237214725149,-0.180077916168729,-0.11594157568562,-0.0227651174411035,0.134912506886539,0.148994775047222,0.0371392460818002,0.0622392473630168,-0.153956403207462,0.211452917770249,0.0295508736014324,-0.119152040965775,-0.0102880819204987,0.0882148300842759,-0.126521518086133,-0.084420643844092,-0.0589558169628577,-0.0969706444847003,-0.0822316902439859,0.174313671688449,0.0812101785639364,0.121195064325875,0.014811919360718,-0.169497973768216,-0.171686927368322,-0.142427914246904,-0.0342936064016623,0.221595069450741,-0.190584893449238
healthy,-0.157434037256763,-0.171165083113644,0.0033252637148187,-0.079376338158044,0.255729979309466,-0.116814221016262,0.254755333048226,-0.1255000391679,-0.23015984798517,0.0555548368906787,-0.0795196684905793,-0.015795002645389,0.128710638616691,0.0390431825826132,-0.146569598050588,-0.163941234353865,0.0204675714860395,0.112944302037809,0.0346572744070333,0.210695588826877,0.088750141905852,-0.006937188094708,0.0032105994487905,-0.113918948299049,0.0216428802128289,-0.176296309018408,0.221015372769418,-0.0115524248023444,0.0892947971694861,0.125041382103788
healthy,0.1658719848414,0.117518159002025,-0.194866144826661,0.106036108937495,0.090076852776726,0.223962317102722,0.0463022453243898,0.250122802343528,0.156962911444835,-0.210916078579252,-0.0820178818034968,0.14877925878285,-0.22771410246438,-0.0926384947457131,-0.141105667574866,-0.0975350847041308,0.182533992338794,-0.216662770961006,-0.135188954708445,-0.19164709031696,-0.0509041331093842,-0.216968807833408,0.194027377102302,0.145390183788482,-0.119671751807811,0.0926158253477574,-0.208082403834798,0.0995979999180938,0.169079704652123,0.177082002130463
mild,-0.067251064387765,-0.0224170214625883,0.0911784525446412,-0.0108110458117447,0.0564400185760203,0.0286969671914695,0.0019873245977471,-0.257954732787586,-0.195791219370053,-0.0882372121399754,-0.0684434591464133,-0.138158806035385,0.0391900410675746,0.0957890456114147,0.0376001813893769,0.0661381626130266,-0.0755978276983032,0.165265913548657,-0.0701128118085209,-0.0147856950072391,-0.132355818209963,-0.0046900860506833,-0.009857130004826,-0.0892706209308039,-0.0139907651681402,-0.236173655196276,-0.0738489820522857,0.217333818009633,0.157873066045037,-0.19126011928719
mild,-0.017531117651622,-0.104956858121689,-0.0118893992178462,-0.0534709536001201,0.0277280013393354,0.107129964481366,-0.0323249571001899,0.0933390971988029,0.0015671440093821,-0.115488065864738,-0.0541396017107899,0.103661352407267,0.142150409277693,-0.111476177200719,-0.0473695395902588,-0.0828496799626715,0.103118075817348,0.197481040435614,0.0901630186731217,-0.063834999315501,0.189666215642161,0.0013581914747978,0.0041581554382274,0.0679722595002699,-0.0346652254875339,0.0836436995940918,-0.15961884116894,0.0784198862294845,0.0744915785792998,0.0312384039203515
