group,HSF1,TFAP2C,RUNX1,DUX4,TP63,TFAP2A,KMT2A,SPI1,FOXD2,RUNX3,ESRRA,ZNF263,MZF1,FOS,FOXH1,HNF1B,GFI1B,KLF1,NFAT5,ZNF384,ZBTB33,ELF1,EHF,PRDM1,TEAD4,MAX,JUN,BCL6,HNF4G,CTCF,NANOG,ZNF217,KLF9,ZBTB7B,FOSL1,GTF2B,YY1,ATF2,EGR1,GLIS1,MYC,RARA,NRF1,NR2C2,TP53,ESR1,SETDB1,MAF,ELK4,MECOM,ETV7
healthy,-0.406055716800513,0.387068475533956,0.0573685932553831,0.283045518023604,-0.239646109414331,0.365775640685031,0.379744825331141,0.221743853363006,-0.361028830368392,0.357367005266985,-0.27233128902319,-0.0100361132408944,-0.0565548543439592,0.234628052793884,-0.190279282121282,0.358451990482216,-0.216318927286846,0.0606235489010786,-0.449861994865498,-0.440097127928412,-0.283723633783124,-0.0056961723799671,-0.460983093321625,0.338922256608043,0.38720409868586,-0.312746988290576,0.371743059368806,0.400359544420546,-0.34597466050705,-0.272466912175094,-0.277891838251253,0.419211162535199,-0.135758775055883,-0.384084766192068,0.445657677156475,-0.370115581545959,-0.274230013149845,-0.394663372040579,-0.145930511448681,0.391001546939171,-0.160713435006215,-0.389645315420132,-0.253344047756633,-0.0767627039776521,-0.410802527117152,0.187159949627491,-0.125722661814989,-0.368623726875015,-0.180921284639908,-0.36265630819124,-0.440775243687932
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.190271941561456,-0.0270235961597221,0.400004561586057,-0.056906344131565,-0.264978811491064,-0.135486903613078,-0.0561684985026306,-0.395946410626918,0.0037814588482887,-0.0268391347524885,-0.0439940456252131,-0.207795775248648,0.0107909923231655,0.409412093354971,0.0664983373077121,0.22734868441541,-0.0497123492494547,0.213145156058422,-0.0581975739822002,-0.0061794571423255,-0.0021213061831863,0.0441785070324467,-0.186582713416784,0.0504501948783891,0.167029804250023,-0.263134197418728,-0.156515504037708,0.0840221709949039,-0.221261457976701,-0.371781966279317,-0.0054416115133911,-0.168136572693425,-0.32529769165645,-0.10228385031103,0.277706648590182,-0.139360593164983,-0.0441785070324467,-0.171087955209162,-0.147476895083262,-0.0305283628971605,0.077566021741728,-0.107079846899104,-0.412179014463475,0.180126564163608,0.0740612550042896,0.0818086341081007,-0.0923229343204158,-0.0937986255782846,0.107633231120804,0.0275769803814229,-0.0491589650277539
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.268476118798564,-0.0569494797451499,0.252204838871378,0.154577159308264,-0.138305879381078,-0.0894920395995213,-0.235933558944193,0.235933558944193,0.235933558944193,0.268476118798564,-0.0081356399635928,0.154577159308264,-0.235933558944193,-0.0894920395995213,0.122034599453893,-0.252204838871378,-0.203390999089821,-0.122034599453893,0.122034599453893,0.0081356399635928,-0.0732207596723356,-0.17084843923545,0.28474739872575,-0.138305879381078,0.122034599453893,0.187119719162636,-0.28474739872575,-0.0081356399635928,0.203390999089821,-0.17084843923545,-0.268476118798564,-0.252204838871378,0.268476118798564,0.187119719162636,-0.252204838871378,0.28474739872575,0.203390999089821,0.0244069198907785,-0.187119719162636,0.0244069198907785,0.235933558944193,0.219662279017007,0.235933558944193,-0.219662279017007,0.252204838871378,0.0732207596723356,0.187119719162636,-0.17084843923545,0.138305879381078,0.28474739872575,-0.203390999089821
healthy,0.300727166950348,0.134482068481811,-0.212217905028272,-0.0695628931580638,0.259026580798184,-0.290418113358165,0.21556138186898,-0.269800006173799,0.222619832977141,0.0357566273242384,0.250203516912982,0.279087441842432,-0.261719937142088,-0.235622242913228,-0.255868852670849,0.13652530432891,-0.300634292593661,-0.0537742525213871,0.276486959855215,0.239244342823995,0.296269197829404,0.109591740889874,-0.154450055169373,-0.118600553488448,-0.294133087625618,-0.300634292593661,-0.307228371918391,-0.297197941396267,0.262834429422324,-0.203116218073011,0.276579834211901,0.0715132546484768,-0.232650263499265,0.256147475740908,-0.228935289231812,-0.164108988264751,0.232464514785893,0.0458799322030487,-0.256054601384221,-0.229121037945185,-0.121944030329156,0.252246752760082,-0.201351605295971,-0.021732599464602,0.0461585552731077,-0.102254666711653,0.0092874356686333,-0.235900865983287,0.300727166950348,-0.284195531460181,0.0832154235909548
healthy,0.0515081010506104,0.141985553509038,-0.0608896115747145,-0.060799404742752,-0.164537261499673,-0.133686524968484,0.0324744595065144,-0.148660859074266,0.0344590098096903,0.0958898623761801,0.147939204418566,-0.268635945584444,0.0647685053491038,-0.0181315732244706,-0.144962378963802,0.0736989817133952,0.116727640559527,-0.0930032437533788,0.341703479474102,-0.0515983078825729,-0.0669334693162047,0.157591335438557,0.126289564747556,0.176805390646579,0.0560184426487374,-0.294435099525731,-0.10157289278982,0.0317528048508141,0.0837119400612372,-0.106263648051872,0.14099327835745,0.120516327501954,-0.194215309215349,0.181586352740593,0.0441111408296821,0.0478998277721088,-0.029227013555863,-0.0086598558684038,0.10725592320346,0.0025257912949511,-0.0647685053491038,0.132694249816896,0.0649489190130288,0.151096443537255,-0.0283249452362376,-0.018041366392508,-0.182398214228256,0.184563178195357,0.0774876686558219,0.13494942061596,0.0167784707450325
healthy,0.166109669954227,0.0540503509016963,-0.0211126253287377,0.233761423711937,0.103127054490373,-0.174077655955698,0.208893187146837,0.103177805993567,-0.191333167041685,-0.0365918338029324,0.216201403606785,0.16514539139354,0.116474699830416,-0.146265832205341,0.141038427376351,0.208334920611703,0.218738978766489,0.0991684372412343,0.223814129085897,0.0483154310407651,0.0083232465238292,-0.133527204903627,-0.004415380777885,0.0509037577036632,-0.113125100619607,-0.159156714016638,0.111095040491843,-0.0905406816982405,0.103177805993567,-0.0460823649002256,-0.0600390282785978,-0.0380636273955608,0.11043527095032,0.120788577601913,0.0855162828820265,-0.208893187146837,0.0782080664220788,-0.142966984497726,-0.213816082956663,-0.181233617906063,-0.0505484971813047,-0.108151453306587,0.140987675873157,-0.104446593573419,0.183974199078544,-0.0775482968805558,0.198793638011215,-0.115713427282505,-0.191333167041685,0.068260771796039,0.115865681792087
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0799695803440728,-0.112373407560836,-0.0297764898748635,-0.0012589324763269,-0.164591737231093,0.116807039325292,0.167629596032665,-0.0331153977468611,-0.1951892700253,-0.0978135797911417,-0.0843758440112171,0.0643150286819203,-0.194888220954874,-0.003968374110161,0.128164799709546,0.0024904968553424,-0.123320646485418,-0.154055019766183,-0.082870598659087,0.0364269375215472,0.0870305494504283,0.0240291894394579,-0.159692847812342,-0.0806537827768592,-0.0830074391456443,-0.0945567762110785,0.0162292817056931,-0.138072050936293,0.110868162208706,0.20422074213808,-0.14160253548947,-0.101617745317434,-0.142642523187306,0.178522098762624,-0.0795316907870895,-0.153863443085002,-0.0059662452138972,0.111853413711918,0.0640960839034286,-0.0511783419724217,-0.0032294354827517,-0.152412933927495,-0.139577296288423,0.0686391880571302,0.12129540728437,-0.0022168158822278,-0.130408983689085,-0.144695130485665,-0.0117409137466144,0.100769334300779,0.132078437625084
