group,LHX2,RUNX1,EPAS1,MAFF,KLF5,TP63,TFAP2A,ELF3,MEF2A,MYBL2,GATA1,RUNX3,TFDP1,FOXP3,SMAD3,FOXH1,AR,ELF1,BHLHE40,MXI1,TEAD4,SPDEF,TCF7L2,STAT5B,USF2,PRDM14,ASCL1,NFE2L2,ATF3,FOSL2,NFYA,GMEB2,ZNF217,TCF12,KLF9,ZEB1,TCF3,E2F8,GTF2B,HOXC6,THAP1,MYC,NRF1,POU2F2,MAF,CEBPB,ELK4
healthy,-0.188862673489833,0.0539607638542379,0.147782866168542,0.139079517159794,-0.0798967439003071,0.302702478524257,0.0240212432641446,0.1098362644904,0.0776338731580326,0.278681235260113,0.249960183531244,-0.0873816240478304,0.0704971269708592,-0.164319229285163,-0.0694527250898094,-0.0593568402396617,-0.0283729177685186,-0.206095304527154,-0.257445063678767,-0.0410798073212908,-0.0382947356384914,-0.0953887051358786,0.0901666957306298,-0.008529282028573,-0.15474554537554,-0.0868594231073055,0.165189564186038,-0.164667363245513,-0.137686981318394,-0.0332467932134176,0.371807069653717,0.0619678449422861,0.169889372650762,-0.331945731193651,-0.0017406698017496,0.261448604222791,0.0966071739971034,0.0522200940524883,0.146390330327142,0.20035109418138,0.0377725346979665,0.149349468990117,0.362581519704444,0.147956933148717,0.0555273666758126,0.0769376052373328,-0.0837262174641562
healthy,-0.388927916099993,0.355851523955993,-0.187666479155996,-0.0323756211239994,-0.209390380775996,0.417519373715992,-0.268255146455995,0.52221456410399,0.377855733983993,0.331184384051994,-0.0243868314959995,0.184583086667996,-0.215557165751996,-0.202242516371996,-0.159635638355997,-0.0711983356319986,0.115066601483998,-0.0908199241919983,-0.264751291355995,-0.0971268633719982,-0.225928576847996,-0.281990258447995,0.473861363723991,-0.051576747071999,-0.270217305311995,-0.0082690980359998,0.400420560827992,-0.113665059443998,-0.242466772919995,-0.163139493455997,0.473861363723991,0.0149964998279997,-0.0895585363559983,-0.104414881979998,-0.143517904895997,-0.0431674948319992,-0.430693868891992,0.0620883123719988,0.329082070991994,0.126839554619998,0.268114992251995,0.366222935051993,0.115487064095998,0.176033680223997,0.458864863895991,-0.425508163343992,-0.0483532003799991
healthy,-0.0223214975146787,0.108570221172908,0.114307279929381,0.255178588218563,0.177414926250578,0.519565396794153,-0.114403701084952,0.297941370714286,0.213813912478618,0.393446525307328,0.0062191645343273,0.323010871162738,0.309222645916089,-0.15412921718019,-0.157455747047388,0.0780047148569118,0.385973885750579,-0.384913253039298,-0.398846110019303,-0.123370868553052,-0.100374422949376,0.0032783192894128,0.279621351155803,-0.0678322829441749,-0.295964737025081,-0.450768902294268,0.174763344472377,-0.289552730179612,-0.175872187761443,0.247995212128526,-0.0950230488151874,-0.338004360854023,-0.296254000491794,0.156636167225035,0.178379137806288,-0.341716575343505,0.151766898868701,0.118308757885576,0.0778600831235554,0.303196323692904,0.0755941859676377,-0.439728679981392,-0.412104018910311,-0.0424253084512252,0.0262747648930884,-0.117682020374365,-0.188117674518956
healthy,-0.207350146404614,-0.0996956259480772,-0.198553473526843,0.0565500399285312,-0.137395652567098,-0.0758189424226973,0.0678600479142374,-0.0142422322782967,0.0079588945084599,0.0917367314396172,0.242955727100356,0.262224629594522,-0.166299006308347,-0.18891902227976,-0.132368982351229,0.0992767367634214,0.0770756099766647,-0.128598979689326,-0.160853446907822,-0.0917367314396172,-0.0142422322782967,-0.108492298825849,0.201904587004089,0.0506855913433502,0.0448211427581692,-0.336786904463252,0.179703460217332,-0.13823343093641,-0.137814541751754,-0.200647919450122,0.0456589211274807,-0.0213633484174451,-0.193945692495629,0.049010034604727,0.216984597651697,-0.0766567207920089,0.136976763382442,0.157502333430576,0.259292405301932,0.116451193334309,0.257197959378653,-0.114775636595685,-0.0046077810312136,0.0079588945084599,-0.0900611747009941,-0.143678990336935,0.315842445230463
healthy,0.291528983235066,-0.123063997385262,-0.049433741021564,-0.170416317732234,-0.15467557388063,0.0602311107710109,0.206190735576787,0.127096749942284,-0.302066175400188,-0.333937929479881,-0.012878790424039,0.0137894119691731,-0.563674736437992,0.309871502929909,0.204239403694357,0.232728849177837,-0.148041045480368,0.309481236553423,-0.43930985113111,-0.155846373010089,-0.0199035852007876,-0.215557128612451,0.0275788239383462,0.177180934924658,-0.339791925127172,-0.427992126213015,0.0269283799775362,0.294651114246954,0.140495895534971,0.12358435255391,0.213085441561373,0.0115779025024189,-0.0411080583231953,-0.155195929049279,-0.557950829582863,-0.259266962778887,0.0503443625666981,-0.0846878036974689,0.246258083562686,-0.0446204557115696,-0.157147260931709,0.304537862451267,-0.342653878554736,0.235460713813239,-0.111486094882843,0.376476964516858,0.115909113816351
healthy,0.0224514913561853,-0.115474002820495,-0.145178805495906,-0.0078483723365461,-0.132216124956447,0.15148323573346,0.040126411843612,0.0908191774272053,-0.0873774731648674,0.010582436470179,-0.0869754049099214,0.196675707589391,-0.0101642854850352,-0.141817514884557,0.0991017834790931,-0.12235741134517,-0.157868079622002,0.0551155163879994,0.0027501468638307,-0.0342240498610046,0.0383412287916517,0.248269106064064,0.148556178837453,-0.172953680547577,-0.0390488689203567,-0.0171120249305023,-0.0289810798165086,0.0246548253932895,-0.0965285466474387,0.163078884206103,-0.018752463410682,-0.13367965340445,-0.355733909246034,0.0621436694844557,-0.213289167883761,-0.11349582700616,0.195614247396334,0.0206984737646207,0.009778299960287,0.0683516033408221,-0.0103733609776071,0.102784728694399,-0.146272431149359,-0.0675474668309301,0.110134536394812,-0.0096657208489021,-0.124528579921879
healthy,0.02449536598866,-0.227546158419396,-0.258909040809675,0.19596292790928,-0.295890800255823,-0.332431863462294,-0.235368516673646,0.0957412580696201,-0.038854718464771,0.102682223844518,-0.235111443867168,0.339409553923832,0.158430298163537,-0.0948965902769077,-0.0861561148566662,0.0055454276825902,-0.0810881081003917,0.124276339588644,0.145393034406454,-0.26162666762101,-0.13246594470929,0.0541689127935135,0.252151698467975,-0.059677615789464,-0.116821228200791,-0.1023884263514,-0.0526999253279267,-0.179032847368392,0.0517450834752953,0.111422699264759,-0.543672261013677,-0.135771166506861,0.20371183679025,0.192510807365151,0.0365410632064718,-0.0543158115400722,0.193539098591062,0.162249665574063,0.0753590569846032,0.087404754202415,0.109292667439658,0.0954841852631425,-0.0451346398801546,0.0096585925862332,-0.0222551601036401,0.0159752386882565,-0.180722182953817
healthy,-0.093361839582708,-0.171747194322167,-0.122770916175028,0.229898430974661,-0.22885596921082,0.214649999584323,-0.130230021466607,0.234722244726593,-0.103618109358629,0.0845300517201091,-0.0939640069369762,0.143794974232109,-0.0334623751275009,0.20195268580239,-0.15148717656405,0.283614348942491,0.0735680159053144,-0.157826121078335,-0.278499163890106,0.0991633659206029,-0.142998559344206,-0.139502103738778,0.144850385831525,-0.183000601437414,-0.217123418179274,-0.175658044666016,0.160798108342948,-0.0816228136333739,-0.162675834501419,0.183835865832044,-0.247393658837375,-0.121132761974707,0.141956097580366,-0.123379558447084,0.0616153176689819,0.0872689419443608,-0.111653482333325,0.133720002154247,-0.0756982638575102,0.219175967118016,0.195872737999619,-0.263671602155977,0.151551925741928,0.235725856983707,-0.170322712408845,-0.234178351632416,-0.0092526575188078
mild,-0.0789478974928906,-0.143017949736465,-0.223457776000875,0.197556234828666,0.0986745112496444,-0.0717369084305478,0.0033153972700426,0.189516396448813,0.160755325131193,0.227187597929673,-0.153834433329979,0.156652521009515,0.115624479792737,-0.150477593594061,-0.0416911206707863,0.212434080077983,0.083257913943946,0.0533364535818111,-0.135972730537624,0.160548112801815,-0.315667262573936,0.180564823819698,0.0217987370505304,-0.147203638789894,-0.18388022108974,-0.144965745632615,0.111604560602811,0.141443136033195,-0.219106317083944,0.092043716709559,0.0241609576054358,0.100415094816417,0.13489522642486,0.0455867124630864,-0.160838210062944,0.0380441836737394,-0.0333611850298042,0.180191841626818,0.0176130479971016,0.0383757234007437,0.0371738918903532,0.0850813824424695,0.154000203193481,-0.0663493878667285,-0.119395744187411,-0.204145586902876,-0.217407175983047
mild,-0.242585843682965,-0.0786607419468383,-0.145460868317824,-0.0922305291995603,-0.334777528071688,-0.205411359711052,0.0172211994714889,0.139854267286881,0.223642524264328,-0.0106693747101555,0.0391296727840898,-0.185315644237555,-0.269000315052768,-0.278957534897561,-0.187801712131184,0.0715650898337737,0.152970865079827,-0.317646966492154,-0.187219039968615,0.138675974691463,-0.276380829111977,-0.101475594178991,0.180719008288399,-0.353241761489991,-0.261373783858251,0.235904536218839,0.234156519731131,0.121959757760867,-0.319718689736845,0.0005697238922898,0.226698316050246,0.0199662327707036,-0.201125482248599,-0.288228496417551,-0.136448872203421,-0.0546287523084297,-0.0733260545917605,0.0779744836220346,-0.133017580579402,0.0787254832982349,0.33662913072163,0.115265502026462,0.0998829569346355,0.204271911926473,-0.180719008288399,-0.254847855637477,-0.210448236849706
