group,RXRG,RUNX1,ETV5,TFAP2A,HEY1,FOXO3,MITF,STAT1,ELF3,FOXD2,ZNF281,SRF,E2F1,TFDP1,ESRRA,NFYB,CEBPD,AR,GFI1B,NFAT5,KLF3,PPARG,E2F4,MBD2,RELA,EHF,BACH1,NFIC,MNT,MAX,MEIS1,TBX21,SP2,E2F2,SP1,ASCL1,CTCF,JUNB,PBX1,GMEB2,ELK1,ZNF217,FOXA1,KLF9,IRF2,NR5A2,HOXA1,TCF3,MEF2C,FOXP2,E2F8,GTF2B,TCF4,USF1,JUND,RARA,SETDB1,SREBF1,ASCL2
healthy,-0.113452780447943,0.2427607631324,-0.230076601343189,-0.0024663647923465,0.263078911183637,-0.127663739489559,0.063538254888548,-0.290796153611913,0.278111991822702,-0.101943078083659,0.173115319234232,-0.134005820384165,-0.136472185176512,0.235948898467824,-0.188970521470746,0.320509977062565,-0.222090277253686,0.290561261726927,-0.0421630933548775,-0.247928384602079,-0.316986598787784,-0.264018478723578,0.199188318467611,-0.237828033547707,-0.413292271631794,0.0298312693931445,0.155028644090357,0.259203195081378,-0.22443919610354,-0.329670760576995,-0.403191920577422,-0.286802991567161,0.230428939170668,-0.074695619425354,-0.101473294313688,0.0957184431315464,-0.0293614856231737,-0.130012658339413,0.341767692653742,0.35257271936307,-0.19261134568802,0.402722136807451,0.150565698275635,-0.31205386920309,-0.189910089010688,-0.319570409522623,0.407185082622173,0.178400386646404,0.0668267412783434,0.295963775081591,0.0468609310545853,-0.397319623452787,-0.351398259938143,-0.24534457386724,-0.333429030736761,-0.480588796680108,-0.123200793674837,-0.214456290991661,0.126489280064632
healthy,0.0640456739506851,0.130179793791066,-0.0313266883454438,0.0174037157474688,-0.331366747831806,0.105118443114711,0.180302495143777,0.0076576349288862,-0.0529072958723051,-0.0348074314949376,0.0097460808185825,-0.100941551335319,0.124610604751876,0.0292382424557476,-0.115560672563193,0.0299343910856463,0.0661341198403814,-0.218590669788208,0.187960130072663,-0.0995492540755214,-0.164291076656105,0.183087089663372,-0.0424650664238238,-0.15593729309732,0.197010062261347,-0.177517900624182,-0.235994385535677,-0.0584764849114951,0.0438573636836213,-0.208148440339727,0.0946762136662302,0.154544995837523,0.0939800650363314,-0.0424650664238238,0.231121345126385,-0.115560672563193,-0.240171277315069,-0.002784594519595,0.0104422294484813,-0.183087089663372,0.318836072493628,-0.0264536479361525,-0.008353783558785,0.145495063648839,-0.103029997225015,0.0424650664238238,-0.223463710197499,-0.105118443114711,0.0069614862989875,0.102333848595116,-0.0835378355878501,-0.130875942420965,-0.0549957417620014,-0.0779686465486601,-0.0640456739506851,-0.0069614862989875,-0.0898031732569389,-0.0675264171001789,-0.0995492540755214
healthy,-0.22667639478555,0.427623175559598,-0.0707940549263866,-0.231039896576975,-0.0136171349008246,0.287539721496971,0.433566565930676,-0.0695150975047622,0.149788483909071,-0.119921066474666,-0.236155726263472,-0.4040000796543,0.145951611644198,-0.0277608993282005,0.258424631957639,0.0020312853166976,0.0045139673704391,0.401442164811051,0.0592834381317669,-0.195605252719028,-0.268957222488663,0.160697238387632,-0.346296530102187,-0.0577787823416205,-0.228481981733726,-0.232168388419585,-0.328541591778459,0.411749056973554,0.0786182650351477,0.146102077223212,0.254061130166214,-0.0858406128278503,-0.0730510386116062,0.402946820601197,-0.237735614843126,0.165587369705608,-0.265947910908371,-0.0092536331094001,-0.0413028014395178,-0.297921846448981,-0.250224257901341,-0.340503605310123,0.405354269865432,0.092611563883509,-0.17702275371072,-0.22080823720398,0.0394972144913422,0.0172283087971759,0.0056424592130488,-0.388953521752836,0.0817028094049478,-0.177549383237271,-0.0476975885476399,-0.171681225655701,-0.314623525719606,-0.14813336253991,-0.0604119299743767,-0.223441384836736,0.200495384037004
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.526433001150441,0.176551394033846,-0.190509844821925,-0.40203406061052,0.429184014341181,-0.429184014341181,0.187902222147229,-0.401113723195922,0.0544532970304215,0.015952515186377,-0.408476422512711,-0.112127775011938,0.216432681999788,0.0527660117703239,-0.146487038490289,0.421974704593492,-0.45817464290104,0.165967513765961,-0.167961578164258,-0.313221500101748,-0.196338648447717,-0.47903562429861,0.0892727292160713,0.229930964080569,-0.0162592943245766,-0.116269293377632,0.151702283839681,0.0130381133734812,0.115195566393934,0.482103415680605,0.243582635730449,-0.0622761650545102,0.0835973151593795,0.379332404383753,-0.322885042955035,0.282083417574493,-0.0753142784279914,0.0004601687072993,-0.140351455726298,0.0326719782182529,-0.0757744471352908,-0.0803761342082841,-0.0269965641615611,0.529040623825137,-0.271499537306609,-0.310307098288853,-0.227476730974972,0.0549134657377208,-0.168114967733358,-0.400193385781323,0.498976268281581,0.179005627139442,0.219807252519983,0.303557957248462,-0.133602314685907,0.390990011635336,0.45802125333194,-0.0320584199418538,0.0743939410133928
healthy,-0.284693217886381,-0.174622382405215,0.222965448168108,-0.27232507372508,0.276560739533745,0.272663926989773,0.280457552077716,-0.280683454254178,0.18264190966962,0.280683454254178,0.276673690621976,-0.0478912614099684,0.264192595372444,0.247475834314247,0.231888584138361,-0.284693217886381,0.104253854437266,0.0399846852337944,-0.28458026679815,0.24781468757894,-0.284693217886381,-0.230984975432513,-0.276560739533745,0.206813442551067,-0.134637697171421,-0.284693217886381,0.256398970284501,-0.26854121226934,0.210823206183269,-0.28458026679815,0.239456307049842,-0.276447788445514,0.051901025042171,0.248605345196558,-0.280683454254178,0.268089407916415,-0.28458026679815,-0.251598549034681,-0.280683454254178,0.284693217886381,-0.239343355961611,0.212517472506735,0.19489710274269,-0.206926393639298,0.28458026679815,-0.172419836184709,0.276447788445514,-0.268654163357571,0.23923040487338,0.284693217886381,0.125262756848243,-0.280683454254178,0.198793915286661,-0.223078399256339,0.0260917013813743,0.214832969815472,0.0599205523065761,-0.211049108359731,-0.280457552077716
healthy,-0.224596653890229,0.0111566173928707,-0.120038230261419,0.0367819729671207,0.129939728197591,0.0036956295113884,0.0497864051156856,-0.267723952999545,0.174078095758136,-0.0370957528312952,0.252139553078878,-0.176971843394412,0.157168847522066,-0.160236917305106,-0.0653010761776465,-0.0074609878814823,-0.0328422924502632,0.0454632158759482,-0.0009762040218761,-0.130218643632413,-0.179238031302339,-0.166651972306007,-0.161596630049862,0.115470990016212,-0.0531333903335468,0.0140503650291466,-0.0146081958987901,0.157378034098183,0.0204305556006945,-0.133844544285096,0.140294463715349,-0.105220847786512,-0.0759695915595791,-0.108498104145668,-0.196182143967761,0.192625972173784,-0.0479037259306387,-0.0450099782943628,0.113309395396343,0.132066458388107,-0.0825589687072434,0.0312733931293908,0.0615357178075526,0.0849297499032284,-0.0803973740873747,-0.2152529868237,-0.0143641448933211,0.019872724731051,0.184816339998774,-0.0140852294584993,-0.0569336131329934,-0.0248932025578428,0.0610824802259672,-0.0611870735140254,-0.268979072456243,-0.0549114762305356,0.0362938709561826,-0.011121752963518,-0.222469923699713
healthy,-0.0775935840828125,-0.156417150780091,-0.0555847462367264,-0.119517672346106,0.029545752590049,0.068041591438554,0.0102324085586441,-0.104103634900988,0.104365333329597,-0.200251637572237,0.199388032757824,-0.120590635903406,0.14678664860725,-0.197268275486085,0.0102062387157831,-0.12574609494702,-0.170287167496412,0.0703445376103204,-0.0666022500812,0.0805246064832425,-0.131948347705073,-0.154585261779822,-0.183738466726957,0.0808386445975743,-0.164451292538413,0.175782834497218,0.234743490463011,-0.171229281839407,-0.14173586893508,-0.155082488794181,0.0889774657273398,-0.1342774637197,-0.152962731522442,0.210902763616656,-0.193133440314049,0.100413687057589,0.145687515207089,-0.117973651617308,0.175730494811496,-0.149796180536263,-0.100832404543365,0.0109651641587516,0.155919923765733,0.121951467732178,-0.177850252083236,0.199623561343573,0.165550425938574,-0.169789940482053,0.138673997320345,-0.101172612500558,0.0727521631535308,-0.0582017305228246,0.111300341687758,-0.0160682835166431,-0.0076154242725458,-0.0996547616146206,0.150136388493455,0.147362385150191,-0.0907831848847476
mild,-0.289054709903363,-0.080645357935421,-0.176306544956731,0.0256304668879829,0.111065356514593,0.0216176160115816,-0.136695823402576,-0.140838121081442,0.07948033671324,-0.468209084514314,0.0714546349604372,-0.0050484252961178,0.186403395548967,-0.0220059564189752,0.244654456658019,0.059157188726304,0.20607930952358,0.14277982311841,-0.1618085030807,-0.237664329324933,-0.260964753768553,-0.215787819708422,0.0388340407393681,-0.178507140598629,0.0837520811945705,-0.158054545809228,0.264459817435097,-0.192487395264801,0.057992167504123,0.287113007866395,0.192228501659872,-0.0921661233547669,0.0084140421601964,0.0367628918999351,0.0169575311228574,0.21203386243695,0.143685950735662,-0.0765030602565551,0.210221607202446,0.0991562506878531,-0.19132237404262,0.186532842351431,0.158054545809228,0.042976338418234,-0.212163309239414,0.417077597540813,0.0099674037897711,0.114172079773742,0.0251126796781247,-0.0458241680724543,0.114819313786065,0.0876354852685073,0.326464835815621,-0.0775386346762716,-0.249573435151672,0.115854888205781,0.176824332166589,-0.0790919963058463,-0.174235396117298
mild,-0.0050674791935974,-0.121379335755648,0.0089101174446666,0.0468081371958364,-0.0529563583975471,0.0066765839612326,-0.0274988799842138,0.0589124476867043,-0.11866547249083,-0.0405878665269181,-0.0729861102812451,0.0393390090953207,-0.0984435886945784,-0.0550938259247043,-0.175656601052,0.0802631064692074,-0.121739583091685,-0.0395551574969433,0.0727459453905533,-0.107041491781346,0.147052962570603,0.0469042031521131,0.0988758854978237,-0.0187328614739622,0.108410431658289,-0.0449828840265785,-0.123901067107912,0.11367004276444,0.038330316554415,0.0213026258043647,-0.0129208711192201,0.038330316554415,0.129088628746855,0.0077092929912075,0.141120889770515,-0.0195734385913836,-0.0392669596281131,0.0616503274405911,-0.007781342458415,-0.0036264898494465,0.0770689134230061,0.083241151113786,-0.0597290083150565,0.0145780088649937,0.127143293132251,0.0691434720301759,0.109202975797572,0.0428934494775597,0.0139775966382641,-0.0389547452702137,-0.067966664065786,-0.101133435470327,-0.0889810920013206,0.004082803141761,-0.003962720696415,-0.0693836369208678,0.0432777133026666,0.0268984677574842,0.033454969273371
