group,TFAP2C,ATF1,FOXK1,MITF,KLF10,MYBL2,GATA1,FOXM1,TFDP1,ZNF263,FOS,HNF1B,KLF1,PBX3,MBD2,STAT4,RUNX2,ZFX,BHLHE40,BATF,MAX,MEIS1,ETV6,SP2,SP1,PRDM14,HINFP,FOXP1,HSF2,NFATC1,NFYA,PBX1,ARNTL,RFX2,KLF9,IRF2,ZEB1,AHR,YY1,ATF2,MYC,POU2F2,NR2C2,TP53,MECOM,ASCL2,ETV7
healthy,-0.190535922085443,0.0927132375627851,-0.194251883510805,0.245903747323339,-0.274702448369895,0.143343211983344,0.232804983298937,-0.0821227475005031,-0.03139987404431,0.0844452233913544,-0.338152489707954,-0.309075091554495,-0.296905317886434,-0.143157413912076,-0.147802365693779,-0.0148638457014485,-0.0980084825939262,-0.0669802046921524,-0.121883534751878,0.017372119663568,0.365929301362536,0.27479534740553,-0.439040842406536,0.0642861326587648,-0.277953914617087,-0.234384266904716,0.092527439491517,0.258630915205204,-0.136097087203888,0.308610596376325,0.0069674276725539,-0.187377354873885,0.165267384392981,0.238100228330078,0.231690194871329,-0.0529524503114103,0.222307392272289,-0.0746908246497788,0.052395056097606,0.469325928023237,-0.0683736902266632,0.263275866986907,0.225837555626383,0.0493293879216823,-0.11138594372523,0.311304668409712,-0.179480936844991
healthy,0.123718020251834,-0.138415591848332,0.205604490575176,-0.122264414269763,-0.179439582897896,0.0849551940632701,-0.646531638470096,-0.130824538386405,0.176693882709539,0.126786743991762,0.074779952188772,0.479366950531912,-0.176693882709539,-0.100621836314482,0.226277997875744,-0.124041043803406,-0.0826940292022705,0.276023624817735,0.155858863633186,-0.0702576224667728,0.02358071926471,-0.251473834898311,0.103852071830195,0.144391527552402,0.513284423446906,0.267140477149522,0.159412122700471,-0.0607284276954174,-0.0544294684397757,-0.107566842673266,0.0260033959014952,-0.336913564288938,-0.520875476908833,-0.188484242341894,0.153759210547972,-0.11564243146255,0.592425193581891,-0.297343179221445,0.297343179221445,0.0952919477135539,-0.135992915211546,-0.276023624817735,-0.0140515244933546,-0.0161511775785685,-0.118549643426693,0.25712674705081,-0.0300411902961373
healthy,0.0383729220771295,-0.0131120863443469,0.0761571382367578,0.416215083673412,0.0255284293316468,0.120898787966856,-0.186833850727,-0.113513204638203,0.300079461766339,0.0618141213376354,-0.0067968774111512,0.105806508990914,-0.0651322819635518,-0.139630339887351,0.0495048157898812,0.289268680372225,0.276210112747651,-0.0760501007972121,-0.151404458237377,-0.248380378465771,0.129889932888694,0.11683136526412,-0.0152528351352607,0.024779167254827,0.0400855211098606,-0.089857930498606,0.166817849531956,-0.137168478777801,-0.121648050043676,-0.0130050489048012,-0.0486485162735157,-0.170778234795147,0.215091734767062,-0.191008310869282,0.04854147883397,0.0009098182361383,-0.22333361761208,0.0750867638413009,0.265827481111719,-0.0025153798293236,-0.434411448396179,-0.0808667855767681,0.0905001551358801,-0.0139683858607124,-0.0255284293316468,0.191650535506556,-0.0401925585494062
healthy,-0.243769755389607,-0.198609223016632,0.0606996402862568,0.0475885179844253,0.230173035965486,0.0509876978404557,-0.0762387481995385,0.470543611499062,0.504049812937076,0.0689547913651877,0.171415784168389,0.0199094820138922,-0.140337568341826,0.284559913661972,-0.159761453233428,-0.0184526906470221,0.0330206043157237,0.197638028772052,-0.0257366474813729,0.0165103021578618,-0.112658532371293,-0.027193438848243,0.246197741001057,0.200551611505792,0.026707841725953,0.17481496402442,0.0864362877676297,0.0529300863296159,0.280189539561361,0.0519588920850358,0.0325350071934336,0.0252510503590828,0.197152431649762,0.0840083021561794,-0.184526906470221,0.395276057544104,-0.071382776976638,0.142765553953276,0.119456892083353,0.121399280572514,0.250568115101668,0.190839669059991,0.143736748197856,-0.102460992803201,0.136938388485795,-0.118971294961063,-0.0684691942428976
healthy,-0.424031995505097,0.272142123540059,0.328826193405507,-0.176643380510932,0.141929880360773,-0.572553046780457,-0.145884582909526,-0.0282687997003398,-0.498146050678009,-0.397667311846749,0.449517856374833,-0.138414589206327,-0.191143956523023,-0.121570485757938,0.0150864578711658,-0.0134752827587112,0.0536081901053076,0.187042783509502,-0.410263771816849,-0.0266576245878852,-0.382141442581278,-0.275218003300199,0.293526811396275,-0.023435274362976,0.247681555923703,-0.459184907049561,0.0370570275864558,-0.0486281943031752,0.310810326238969,0.481448417694388,0.245630969416942,-0.24167626686819,-0.36412557541474,0.0738211142433744,-0.54823894962887,0.0925693337337552,-0.088614631185003,-0.0788011100455068,0.136364002699567,0.466947841682297,0.227175690856099,-0.0648864158924898,-0.215604524139379,0.29923915952225,0.261889191006257,0.0133288122939426,-0.193194543029783
healthy,-0.266279393900625,0.14286743568921,0.0588086023760601,-0.0462183950608846,0.263928911573762,-0.07398201304056,-0.0919713480768459,-0.0910637360892454,-0.134536023085083,-0.0053293114143718,0.19439187006222,-0.0302071887155228,0.238096878080519,0.0124273025994524,-0.112101716519779,-0.0253898635505665,-0.0515011622707642,-0.0332092899052781,0.129904874738096,0.0198511032159791,-0.0693741367958192,-0.300279935282273,0.219432652079094,0.0812196368391175,0.166558435775806,0.0380498871724805,0.0787993382055162,-0.113288593734333,-0.131720098713296,0.0850362616074886,-0.0746103598012065,-0.120549489635137,-0.0815454462705638,-0.243146924267937,0.0397254785342044,-0.241680781826428,-0.191133775747757,-0.0273912643437367,-0.0465907486968232,-0.155294738288662,0.139865334499454,-0.217594156001647,0.151431569315799,0.307773552205538,0.0585991534558446,-0.0214336061687184,0.229067302409007
healthy,-0.156945184748176,0.0679922310772169,-0.0582452584941225,-0.492080169243602,0.234542442205821,-0.176675706918809,0.162575717453944,0.177716645738362,0.407811440260635,-0.220584398943622,0.269319261859094,0.0820922205420816,0.313890369496351,-0.558510992091488,-0.175634768099255,0.346443365307851,-0.130685137254887,-0.301162526657262,0.0617939135607831,-0.215285074044076,0.0139107278613095,-0.266574968607543,0.27466590215953,0.18060288519258,0.214906550836965,-0.188315295537455,0.0671405538612184,-0.144643180517086,-0.296856825176381,0.473295955090745,0.135937146753545,0.318905801990565,0.455552679757442,-0.104188512757155,-0.246134715423578,0.488626144978719,-0.134896207933991,-0.0845999367891885,0.14644116575086,0.151645859848629,-0.306840374763919,-0.324441703894556,-0.0025077162471068,-0.475614409734297,-0.0363855432834932,0.247317600445799,-0.170193496997042
healthy,-0.117091653426553,-0.0576893117369778,0.0833674576930891,0.0720770330055132,-0.091145305811197,-0.170593558612737,-0.012752556313783,0.150677422497181,-0.170809850273418,0.12408219989978,-0.0230307360293694,0.116615811773054,0.0049920115285297,0.090747329155543,0.0251763493033302,-0.0707273730428605,-0.0527059518748754,0.112471663554396,-0.0543670718289095,-0.0504651702702147,-0.0732450079731935,0.0438466454533599,0.234434205179497,-0.0640050282288785,0.126651744828677,-0.0500325869488516,-0.0720164713405224,-0.0594802066874209,-0.0049833598621024,0.0641607582245692,0.0177791745080218,-0.0154259212398068,0.0529308952019842,0.0524896602141938,0.0575249300748599,0.176381523452575,0.0877192459060015,-0.087667335907438,0.114279861837693,0.0166977162046142,0.0877798075709924,-0.023117252693642,-0.0599993066730566,0.0881691325602191,0.111658406910233,-0.0762644395563077,-0.0170091761959956
mild,-0.220375025251604,0.124428728880269,0.167568179578107,0.0468816681077705,-0.0081081377215212,-0.0553016572801195,0.106029493281432,0.238982161817659,0.0413722924764804,-0.149896597364535,0.112994175683252,0.240957221006235,-0.0818090306004776,-0.0364866197468458,-0.0257797199350933,0.14085290529053,0.177131624070157,-0.0068607319182103,0.0102910978773155,0.175988168750456,-0.0899171683219989,-0.0830564364037886,0.187526672431082,0.149376844946488,-0.048752776812737,0.0802497733463389,-0.0314969965336019,-0.0759878035183598,0.0883579110678602,0.0656967056410443,-0.173077555209397,-0.122765521142521,-0.129106500642685,-0.0444908069847578,-0.141372657708576,-0.307589480999763,0.0712060812723344,0.0441789555339301,-0.242204626809546,0.312890955663834,0.0076923357870843,0.0068607319182103,-0.0288982344433707,0.25956435757229,0.243555983096466,0.0608110329114097,-0.162474605881253
mild,0.013173844953843,-0.0336455546025327,-0.0671026666894707,0.0093193389530436,-0.0565841480917339,0.0550252145536329,-0.0458943181161838,0.287871639277474,-0.0104157317710488,-0.185855713789652,-0.0681134038185692,-0.0091137652996677,-0.0546997229357876,-0.0108440102155821,-0.0272213779345338,0.172870311351404,0.102684039861294,0.0648584876401165,-0.0952662572019777,0.0412517797774433,-0.157229582557049,-0.0102101581176729,-0.0736810235975016,-0.0042656533075512,0.032052358788869,0.0561558696472007,-0.0075377006237853,-0.0466480881785624,0.154985403507695,0.0847820008798036,0.0561044762338567,-0.0932105206682181,0.0600789001991253,-0.046733743867469,-0.130316565102579,0.003323440729578,-0.0105013874599555,0.0603529984036266,-0.113699361454689,-0.0222704791157294,-0.0859297871111527,0.104911087772867,0.0024154904271675,0.103848957230424,-0.0020214742581969,-0.160210400531001,-0.191646038359742
