group,TFAP2C,ZNF76,EBF1,ESR2,FOXM1,SRF,E2F1,ESRRA,ZNF384,MBD2,SP4,BACH1,TEAD4,CDX2,NFE2,ETV6,JUNB,KLF4,FOSL2,IRF3,NR5A2,AHR,TCF3,E2F8,YY1,USF1,RARA,NR2C2,TP53,ZNF143,SREBF1
healthy,0.0430332809136887,0.146064886178193,0.064549921370533,-0.300819184848574,0.146892449272687,-0.329370111608617,-0.319439354474689,-0.23916573430877,-0.283440359864199,-0.283440359864199,-0.119582867154385,0.264406408690837,-0.0583431981618279,0.0289647083072905,0.0695152999374971,-0.184132788524918,-0.0186201696261153,0.0885492511108594,0.0740668969572141,-0.0521364749531228,-0.227993632533101,0.301232966395821,0.164271274257062,-0.164271274257062,-0.201511613509292,-0.237510608119782,-0.310336160435255,0.0848252171856363,-0.24744136525371,0.220959346229901,-0.192822201017105
healthy,0.358180094226073,0.451906769446261,0.381828055358551,-0.45536744668516,0.309153833341667,-0.0262434690616527,0.474977951038923,0.0752697299460588,0.473824391959289,0.432296265092498,-0.416146437977635,-0.0118239805662391,-0.45536744668516,0.30857705380185,-0.451329989906444,-0.377502208809927,-0.078730407184958,0.46546108863195,-0.357314924916348,0.454790667145344,-0.372887972491395,0.38528873259745,-0.271086383713775,0.0227827918227534,0.30194408909396,-0.483918033906079,-0.393075256384974,-0.0222060122829369,-0.474977951038923,0.41210898119892,0.463153970472683
healthy,-0.126146008508205,0.234544029699484,0.0266617746689267,-0.132990523796348,-0.0846013924569227,0.0588150790457816,0.193795287518915,0.258579420595053,0.150818098500347,0.190293442487772,-0.154319943531489,0.142541010244919,-0.193636112744772,-0.274656072783481,-0.0752100807824947,0.115322123866492,0.0354163872467832,0.0479911944040681,0.159731885852346,-0.0121768702219277,-0.12137076528392,0.160209410174775,0.0911275581967794,0.120097367090777,0.276247820524909,-0.154319943531489,-0.188701694746344,0.184722325392773,0.181698004684059,0.315723164512335,-0.0499012916937822
healthy,0.283034314066454,0.0369175192260592,0.0350243131119023,-0.211092481728492,-0.0208252672557257,-0.227184733698826,0.0511165650822358,0.0501699620251574,0.0123058397420197,-0.113592366849413,-0.164708931931649,-0.0113592366849413,-0.155242901360864,0.156189504417943,-0.0539563742534712,0.0094660305707844,-0.0681554201096478,0.12779141270559,-0.0501699620251574,0.0795146567945891,0.170388550274119,-0.0937137026507657,-0.211092481728492,0.0539563742534712,-0.0918204965366088,-0.263155649867807,-0.0141990458561766,0.0993933209932363,-0.0672088170525693,0.0681554201096478,-0.0776214506804322
healthy,0.0838166211181487,-0.0836397928035535,-0.33208357480988,-0.103798220667412,0.0198047712346681,0.0364266328066216,0.164803989202773,0.122365193699913,-0.0300608134811926,0.0053048494378575,0.0530484943785751,0.0710849824672907,0.0602984552769804,0.0295303285374068,0.0335973797730976,0.256401056163113,0.0724996089840527,-0.111578666509603,0.149773582462177,-0.112639636397175,-0.0159145483135725,0.0700240125797192,-0.194687974369371,0.141285823361605,0.138456570328081,0.102914079094436,0.093895835050078,0.20441353167211,-0.220681736614873,0.124840790104247,0.0588838287602184
healthy,0.271007372810721,0.30676400013496,0.315029817880043,-0.228099420021635,0.235436494199855,0.0690056470179458,0.293390092772127,0.263205926849069,0.258747957728125,0.248810401562687,-0.225313189321045,0.0983539437308272,-0.310386100045726,0.272400488161016,-0.252153878403395,-0.186491708226158,-0.292647097918637,0.3363909199179,0.252061004046709,0.320137907497792,-0.0348278837573751,0.313729576886434,-0.124823135386432,0.203580589856443,0.238965719753936,-0.262370057638892,0.265249162696168,-0.0672410342409055,-0.100118556507867,-0.203209092429698,-0.25559022960079
healthy,0.234357349438679,0.0569205109683628,0.140812864693525,0.0107346130035423,-0.0209279850153093,-0.322850251593931,0.223532529603174,0.0567400973044377,-0.0884929021552518,-0.0128093701386807,-0.0766758071681591,0.03942038556763,-0.0156057819295194,0.310491915615063,-0.214962880566733,-0.129897838026058,-0.167333673290512,0.177978079462092,0.152269132352768,-0.0758639456804962,-0.248880649384648,-0.0058634440775651,-0.0184924005523207,-0.0445621749894948,-0.340981824818401,-0.0877712474995515,-0.0927326232574912,0.0424874178543564,0.0715340177462943,0.0591756817674263,-0.0951682077204798
healthy,0.0849398081930328,0.0918334265479163,0.0177636974156573,-0.134515191255812,-0.0259447764089233,-0.0473264011881365,0.0586202014716691,0.161975585884603,0.0639330137262601,-0.0792032747156829,0.0933164508275721,0.0547252256163093,-0.0214142187194254,0.161030361618449,-0.0381838009586101,-0.114779560457316,-0.0336369462990061,-0.0715599957359185,-0.0969669721313402,0.12020645150265,0.0690502623395779,-0.0558986074639491,-0.18686105923663,-0.201365362631066,0.0862272688314153,-0.250777775992784,-0.0520036316085894,-0.18053783483546,0.224588545032269,0.0861294870107787,0.134841130657934
mild,0.110825446085415,0.0496248364396998,0.137298736113084,-0.0530472389527826,-0.0209370506682709,0.0122803854881204,0.0044289914875188,0.0441892559777449,-0.0208363917708273,-0.196788144502258,-0.0085560062827068,0.0105691842315791,-0.0491215419524818,-0.002315154641203,0.0222456163350378,-0.0299963514381958,-0.0613012685431586,-0.0665355312102263,-0.0556643702863164,0.0446925504649629,-0.0917002555711289,-0.0223462752324815,0.0538525101323314,-0.0234535231043612,-0.0738836307236099,0.0714678171849632,0.153303500806618,0.0461017750291735,-0.122300560393986,0.151994935139851,-0.0567716181581961
mild,0.126498882075677,0.164071945311371,0.0217688663010974,-0.210787932393526,0.171995812644971,-0.113916477353643,0.0513309867379877,-0.110716454007381,-0.0672875657366921,0.186297957804792,-0.145111262763115,0.165987605545868,-0.0092517681779664,0.119249849597412,0.232426185496817,-0.0127130179198409,-0.0466942182158539,0.0520275904596228,-0.177198571690933,0.115636217791429,-0.078890371475177,0.127130179198409,-0.0153252818759726,0.0320655400615165,-0.0404030158548368,-0.0552929204047874,-0.0870319274717875,-0.0017632781703888,0.146613314537891,0.130852655335897,-0.145960248548858
