group,RUNX1,ETV5,SIX5,EBF1,MEF2A,ELK3,FOXM1,RUNX3,FOXP3,MZF1,STAT3,GFI1B,NFAT5,ZNF384,ZNF250,ZBTB33,ELF2,RUNX2,PRDM1,BHLHE40,MNT,MEIS1,E2F2,POU2F1,USF2,SP1,ASCL1,JUNB,HSF2,ATF3,NFYA,RFX2,IRF2,HOXA1,FOXP2,USF1,EGR1,MYC,JUND,ASCL2
healthy,-0.139444381422241,0.355438349085179,0.292129772356387,0.115445051681915,0.179994973052448,0.329783893155864,-0.0194477327206093,-0.301232966395821,-0.239993297403264,0.0831700909966483,-0.302888092584809,0.103445386811752,0.237924389667029,0.36495532467186,-0.204821865887268,-0.26813044261606,0.267302879521566,-0.364541543124613,0.241648423592252,-0.0165512618898803,0.364541543124613,0.36495532467186,-0.302060529490315,0.0277233636655494,0.227993632533101,-0.205235647434515,0.212683715284961,-0.257785903934885,-0.126203371910337,-0.132410095119042,0.248268928348204,0.329370111608617,0.0438608440081827,-0.32895633006137,-0.329370111608617,-0.276819855108247,-0.329783893155864,-0.364541543124613,-0.223028253966136,0.32068069911643
healthy,-0.0065901605536698,0.308216739740868,-0.289967064361475,0.213926750280668,0.245863682194607,-0.126733856801344,0.430895113124569,0.110511923130772,0.226093200533597,-0.0816166037800655,0.414673179453997,-0.123185308810906,-0.245356746767402,0.199225622891713,-0.337112059091575,0.0076040314080806,-0.422784146289283,0.144983532180737,0.466887528456151,-0.407576083473122,-0.32342480255703,-0.204294977163766,0.204294977163766,0.0765472495080117,-0.321397060848208,0.185538366357167,0.218489169125517,-0.230655619378446,0.179962076657908,-0.403013664628273,0.402506729201068,-0.27627980782693,0.462325109611302,-0.0076040314080806,-0.143969661326327,-0.329508027683494,-0.409096889754738,0.113553535694004,-0.400478987492247,-0.116595148257236
healthy,0.412939857292616,-0.158063917356753,0.216678577775916,-0.388949531838039,0.324124609865033,-0.352878971580093,0.0935792836880672,0.103362572437274,0.178396143539888,0.0854974364604614,-0.102596923752554,0.233778065068008,-0.266445742282751,0.243476281741135,-0.140113709303861,-0.266190526054511,0.275803670651558,0.23718094811121,-0.156277403759072,-0.268997904565153,-0.118590474055605,0.340033088092004,0.120376987653286,-0.0915375538621457,-0.0848168598518209,-0.179161792224609,0.145047889716504,-0.0976627433399101,-0.0176099197485726,-0.210128027917751,0.0336885421277042,-0.232076623546407,-0.117144248762244,0.118165113675205,-0.300474572714776,-0.189285369278136,0.100214905622312,-0.186222774539254,-0.294944887769572,0.023735109226337
healthy,0.224536559755125,-0.163299316185545,-0.265361388801511,0.244948974278318,-0.306186217847897,0.244948974278318,-0.244948974278318,-0.244948974278318,0.0204124145231932,0.265361388801511,-0.306186217847897,0.0408248290463863,-0.244948974278318,-0.306186217847897,0.265361388801511,0.306186217847897,-0.265361388801511,-0.163299316185545,-0.306186217847897,0.224536559755125,0.102062072615966,-0.285773803324704,0.102062072615966,0.102062072615966,0.0204124145231932,0.142886901662352,-0.204124145231932,0.0408248290463863,-0.102062072615966,0.224536559755125,-0.0816496580927726,-0.265361388801511,0.0408248290463863,-0.265361388801511,-0.265361388801511,-0.122474487139159,-0.0612372435695795,0.306186217847897,0.0204124145231932,0.122474487139159
healthy,0.0896871155845958,0.105497344293419,0.0968735831795153,0.0359323379745977,-0.0991732528098896,-0.0733019694681792,-0.0068990088911227,0.0330577509366299,-0.116708233741493,-0.407903900687633,-0.204958055807105,-0.423426670692659,-0.188572909690689,-0.173337598389459,-0.180524065984379,-0.228242210814644,-0.47516923737608,0.0574917407593563,-0.158389745792026,-0.355011499189025,0.0853752350276441,0.0181098983391972,0.325690711401753,-0.478906200525438,-0.0442686403847043,-0.157814828384433,0.297519758429669,0.172475222278069,0.456196962925492,-0.0859501524352376,0.0931366200301572,0.0747392629871632,-0.457346797740679,0.0195471918581811,-0.464533265335599,0.456771880333086,-0.25095144841459,0.264462007493039,0.0865250698428312,0.355298957892822
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,0.127865088936966,-0.0730657651068375,-0.115687461419159,0.109598647660256,-0.0608881375890313,0.09742102014245,-0.09742102014245,-0.09742102014245,0.127865088936966,0.0608881375890313,-0.176575599008191,0.103509833901353,0.0304440687945156,-0.164397971490384,0.0730657651068375,-0.152220343972578,0.146131530213675,-0.0608881375890313,-0.121776275178063,0.164397971490384,0.133953902695869,-0.0669769513479344,0.115687461419159,0.109598647660256,0.133953902695869,0.0669769513479344,-0.158309157731481,0.115687461419159,-0.133953902695869,0.152220343972578,0.0913322063835469,-0.0121776275178063,0.158309157731481,-0.133953902695869,0.0121776275178063,0.207019667802706,-0.0060888137589031,-0.103509833901353,-0.0243552550356125,0.0852433926246438
healthy,-0.0576749772055148,-0.103339087442828,-0.208144902195206,0.0117175215062914,-0.220172066133514,-0.317872401919629,-0.0802136868622616,-0.125274809205649,0.0538125952903673,0.224523357151844,-0.0865206142933253,0.20046902927523,0.327878741564779,-0.0163458610164259,-0.0449959344629631,-0.0684961653559703,0.233454096769991,0.199311944397696,-0.134515191255812,0.108179287564342,-0.0908230144013377,-0.0343703099537809,0.177914022648377,0.0339954796413405,0.313423329080661,-0.248056181985064,-0.0369941221408643,0.151757385628074,0.0400090616104942,0.02059937021412,0.14323407026258,0.0289923098187654,0.0017274788312474,0.15868359792317,-0.0265640612729554,-0.297794534748904,-0.127588978960716,0.125209621325225,-0.218037163049614,0.232541466444049
mild,0.0757055091363565,-0.0100126641115826,-0.0754612978165618,0.0029305358375363,-0.0566570261923701,-0.0349222187306419,-0.0183158489846024,-0.317474715733108,-0.14554994659764,-0.323335787408181,-0.0351664300504366,-0.112825629745151,0.292076738474459,-0.0366316979692048,0.118198278780634,0.192438519998222,0.0476212073599662,0.259596632941765,-0.253979772586486,-0.224674414211123,0.101836120354389,0.211731214262004,0.227849161368454,-0.0610528299486746,0.0109895093907614,-0.232489176444553,0.198299591673295,0.329929493042638,0.237617614160242,0.0297937810149532,-0.005616860355278,0.185600603043971,-0.290855681875486,-0.0290611470555691,-0.106720346750283,-0.211731214262004,-0.10965088258782,-0.266434549896016,-0.0671581129435421,-0.192438519998222
mild,0.168018233014083,0.0505155338020656,-0.19671075258911,-0.222822463525114,-0.0856600749746521,0.0507432522113912,0.110785006136912,-0.115642998869191,0.0350306819679238,-0.0144601189921765,-0.0871781977034896,0.0456575410697858,0.013017902399781,-0.0430008262943203,0.324308967947897,-0.165589236647943,0.0272882560508529,0.106230637950399,-0.252881293556095,0.159668558005477,0.291517517005008,0.060914674494602,0.0823961111076517,0.0977291506689097,0.181605431437178,0.173028038019246,-0.0404959237917385,0.163312052554687,0.306546932020499,0.0143842128557347,0.139477525711939,-0.291137986322799,-0.0503637215291818,0.260547813336724,-0.150408009359569,0.0376873967433893,-0.288557177683775,-0.0387500826535755,-0.109646414090284,-0.140388399349242
