group,TFAP2C,ATF1,FOXK1,ZNF76,ARNT,TFAP2A,HEY1,RFX5,PGR,KMT2A,FOXD2,BCL11A,RUNX3,TFDP1,FOXP3,ESRRA,MZF1,FOXH1,GFI1B,E2F4,RXRA,TFAP4,RUNX2,SP4,MXI1,BATF,TCF7L2,JUN,STAT5B,ETV6,SP2,POU2F1,GATA3,BCL6,ONECUT1,NR3C1,HNF4G,NFATC1,NANOG,IRF3,KLF9,IRF2,HIF1A,ZEB1,NR5A2,HOXA1,TCF3,MEF2C,GTF2I,ATF2,THAP1,EGR1,RARA,NRF1,TP53,BACH2,SETDB1,ELK4,MECOM,ETV7
healthy,-0.026817726530349,-0.103260778789755,-0.122810149531505,0.0897265990454669,0.1027595128733,-0.0145367115771985,0.0679215316796691,0.0180455729923844,-0.0914810297530598,0.0929848275024252,0.028572157237942,0.0152886104518812,0.0378455766923617,0.141106355482117,-0.0010025318329102,0.0140354456607434,0.0984987525834315,-0.0944886252517905,-0.141356988440344,0.104513943580893,0.0797012807163644,-0.0203012696164324,-0.122559516573277,0.138098759983386,0.0563924156012012,0.0218050673657978,0.0408531721910925,-0.016541775243019,-0.0548886178518359,-0.107521539079624,0.130579771236559,0.0882228012961015,-0.0493746927708295,0.165919018346645,-0.02055190257466,0.112534198244175,0.0438607676898232,0.181959527673209,-0.06165570772398,-0.0218050673657978,0.0002506329582275,0.0523822882695603,-0.0223063332822529,-0.0223063332822529,-0.1418582543568,0.0260658276556664,-0.127070909821373,0.104263310622665,-0.0706784942201722,0.0899772320036944,0.11103040049481,0.028572157237942,-0.0874709024214188,-0.075941786342951,-0.123562048406188,0.0756911533847234,0.0343367152771759,0.0017544307075929,-0.130830404194787,0.0456151983974161
healthy,0.149545951025586,-0.173371916104238,-0.289460128934269,0.150052886452791,0.0816166037800655,-0.171344174395417,-0.164754013841747,0.0060832251264645,-0.145490467607943,0.1885799789204,-0.215447556562285,-0.0278814484962957,-0.0522143490021537,-0.0618461221190558,0.163740142987336,0.0826304746344762,-0.125213050519728,-0.106456439713129,0.173371916104238,-0.26968964727326,-0.213419814853463,-0.0882067643337353,-0.0542420907109752,0.0542420907109752,0.0425825758852515,0.0927691831785837,0.160191594996899,-0.200239493746123,0.106456439713129,-0.179455141230703,0.0015208062816161,0.134337888209424,0.0329508027683494,0.0937830540329945,0.147011273889559,0.0451172530212784,0.16221933670572,0.0598183804102343,0.150559821879997,0.0375132216131978,0.135858694491041,0.17539965781306,0.0111525793985183,-0.316327706576154,0.0354854799043763,-0.136872565345451,-0.253974649029893,0.0674224118183149,-0.0299091902051172,-0.0212912879426258,-0.0451172530212784,-0.213419814853463,-0.182496753793935,-0.0385270924676085,-0.26968964727326,-0.114060471121209,0.0694501535271364,0.0086179022624913,0.157149982433666,-0.134337888209424
healthy,-0.237988969890509,-0.276008916652867,-0.104587972017009,0.150556339705296,-0.233219917334952,-0.205267970412104,-0.186589181236172,0.0633886568842798,0.0668329726188489,-0.157444971174434,0.275214074560275,0.261171864257801,0.0097368156342624,-0.14340276087196,0.0843194986558916,0.214011233430625,0.349531810217706,0.12233944541825,0.199174181035559,-0.275081600878176,-0.0561026043688454,-0.218912759668281,0.0821999197423107,-0.09783181422997,0.25905228534422,0.113728656081827,0.13346723471455,-0.105780235155899,0.205003023047906,0.158637234313323,-0.205532917776301,-0.0054976578071005,0.201293759949139,-0.0293429205848861,0.2167931807547,-0.110681761393554,-0.119954919140471,0.12233944541825,-0.078490656643544,-0.0270908679892063,0.090943182760832,-0.157312497492335,-0.0799478671466309,-0.0402057625169884,-0.177448497171354,0.0962421300447844,0.0738540777700857,0.254415706470762,-0.243155443492363,-0.180362918177528,0.22460912799853,0.0627262884737858,-0.250971390736193,-0.031462499498467,0.230570443692976,0.0445773940262491,0.0759736566836667,0.20010149681025,0.298794389973862,0.283294969168302
healthy,0.425971375685299,-0.425971375685299,0.229077939812983,-0.0691020231667262,-0.212985687842649,0.231917748984218,-0.0851942751370597,0.354976146404415,-0.369175192260592,-0.26126244375365,-0.383374238116769,0.0851942751370597,-0.12779141270559,0.0170388550274119,0.212985687842649,0.12779141270559,-0.203519657271865,-0.369175192260592,0.12779141270559,0.12779141270559,0.189320611415688,-0.0265048855981964,0.248010000954552,-0.173228359445355,0.244223588726238,-0.3644421769752,-0.0833010690229028,0.006626221399549,-0.213932290899728,-0.0851942751370597,0.269781871267356,0.12779141270559,0.142937061618845,0.0709952292808831,-0.0520631681393143,0.0123058397420197,0.243276985669159,-0.141043855504688,-0.30385958132218,-0.0993933209932363,0.33415087914869,0.253689619297022,0.12779141270559,-0.366335383089357,0.42502477262822,-0.0397573283972945,-0.411772329829122,-0.0217718703128042,0.12779141270559,-0.42502477262822,-0.12779141270559,-0.425971375685299,-0.197840038929394,0.213932290899728,-0.110752557678178,0.113592366849413,-0.0833010690229028,-0.0530097711963927,-0.12779141270559,0.111699160735256
healthy,0.299145553625689,-0.396020748734429,-0.300723325532997,0.0943507600570473,-0.0896174443351219,0.163772723978621,0.0662664201069563,-0.414954011622131,-0.347109819607866,-0.0473331572192545,-0.0738397252620371,-0.254021277076666,0.0640575394367244,0.396651857497353,-0.439882807757605,0.34774092837079,-0.148310559286997,0.208581446146182,-0.231301361611424,0.235403568570426,0.132217285832451,0.500784803379713,-0.124012871914447,-0.218994740734418,0.0321865469090931,0.0129377296399296,0.0959285319643558,0.0915107706238921,-0.0984529670160494,-0.276110083778985,0.112021805418902,-0.259385701561515,-0.000946663144385,0.12653730696614,-0.253705722695204,-0.309558848213925,0.0571153430445671,-0.279265627593602,0.127483970110526,-0.0646886481996478,0.302932206203229,-0.227514709033883,-0.228461372178268,0.0883552268092751,-0.0886707811907368,-0.0227199154652422,-0.157146081967925,0.0138843927843147,0.116124012377904,-0.278318964449217,0.0075733051550807,-0.066581974488418,-0.0937196512941239,0.321865469090931,-0.37014528945457,-0.139790590987532,-0.122119545625677,-0.254021277076666,-0.1375817103173,0.293150020377916
healthy,0.022847091744838,0.0102161792354967,0.216861622862589,0.104297902558753,-0.10309053592183,-0.120179417552116,0.109127369106442,-0.197358007958459,0.0301841659230584,-0.0608327036295484,-0.190020933780238,-0.170424444519422,0.127330743016963,0.113028092087268,-0.119343548341939,-0.0391929785216327,0.27509384450492,-0.0934316028264515,-0.0896237542023118,-0.0544243730181914,0.0488519116170114,0.113028092087268,0.0835869210177001,-0.0107734253756147,0.220297974059983,-0.174603790570307,0.10587676662242,-0.155657421806295,-0.204137835996561,-0.124173014889628,-0.006965576751475,-0.147391604061211,0.0013002409936086,-0.161322757564161,0.013373907362832,-0.194478902901182,0.166523721538596,-0.0973323258072775,0.018946368764012,-0.016996007273599,-0.0725348725720265,0.0508951474641108,-0.0745781084191258,0.113306715157327,0.280387682836041,0.126866371233532,0.202094600149462,0.0165316354901674,-0.0573963524321541,0.0495949064705021,0.106619761475911,-0.0076156972482793,0.106155389692479,-0.0934316028264515,-0.0166245098468537,-0.104205028202066,-0.116835940711408,0.107548505042774,-0.0595324626359398,0.181012121181664
healthy,0.165657040845122,-0.0454510292571454,-0.182850686781213,0.156013648124445,-0.0941912777368474,0.117215812294743,-0.132391073707902,-0.158779582470686,-0.0817819506699294,0.151677859149257,0.0659338944157932,-0.0154742813424821,-0.076175326995117,-0.0599534958293267,0.170964644590611,0.175973228406777,-0.188532065438356,-0.0895564688323358,0.0444792144868446,-0.149210944732339,0.37325162677784,0.225236761762795,0.235702459289111,0.0734093926488763,-0.114748897877826,0.145323685651136,0.0341630269251899,0.157583502753392,-0.0563652566774468,-0.159826152223317,0.0035882391518799,-0.0962096622597798,0.0859682296804559,0.204828651586478,-0.0884351440973734,-0.0795393012000045,-0.124766065510157,-0.0560662367481234,-0.199894822752643,-0.0829780303872227,-0.176122738371438,0.0715405180906055,0.0610000655819583,-0.223816417098509,-0.221648522610915,-0.104507465298502,-0.122897190951887,0.194587219007154,-0.0585331511650409,-0.346713608050395,0.19511050388347,-0.222919357310539,0.011512267278948,0.261418173210917,0.0144277115898504,-0.100919226146622,0.082379990528576,0.0567390315891009,0.106525849821435,0.20236173716956
healthy,-0.0137674357346768,-0.226257224355941,0.101128470095447,0.183907632024708,-0.235355513898509,-0.100910285693947,0.0598043444512666,0.206751538861803,-0.171776579301285,0.196409598230683,-0.227697241405844,-0.262868566927712,0.043593243419785,-0.258308512936353,0.22047533771618,0.0395350135518771,0.179042119871249,0.0468441910021413,0.0145747180202284,-0.187704040610816,0.0768663646485998,0.244693806282727,0.114023168224122,0.0727644979003918,0.166060147981974,-0.225166302348439,0.196387779790533,0.0420223157289819,-0.0152729081050298,0.113455888780221,-0.0786336583007533,-0.132983392714509,0.07180448653379,-0.235399150778809,-0.137696175786918,-0.260206717229407,0.193747748532378,0.0426986873736332,-0.050793328669299,0.180023949678001,0.182293067453605,0.0067637164465131,0.0621389175473211,0.165820145140323,0.169049274282529,0.201340565704592,-0.228635434332296,0.112474058973469,0.0074182696510144,0.142125319137377,0.163376479843518,-0.163311024523068,-0.135121599849213,0.175594806327542,0.158358238609009,0.194096843574778,0.219973513592729,-0.216722566010372,0.159601889697561,0.141972590056327
mild,0.143785249650152,-0.115311702569839,-0.196664694227876,-0.039505505797577,0.301684010731887,0.283194694445969,-0.0651440243807159,-0.0618775785035372,0.0827088748523375,0.0637265101321289,-0.168191147147563,0.139286182687245,0.0160857051687482,-0.139902493230109,-0.183722172827733,-0.0679790528778899,0.104218112798288,0.241778625965514,0.0819076711466144,0.0615694232321052,-0.175032194173352,-0.0208312963488004,0.0311853134689141,-0.137930299492944,-0.103416909092565,0.0571936183777714,-0.132814921987174,0.237649345328326,-0.202519644385083,-0.07617598309798,-0.0112168518801233,-0.0014791453028734,0.0872079418152441,0.175093825227639,-0.0191056268287814,-0.0562691525634755,0.002526873225742,-0.227295328208212,-0.0089981339258131,-0.0041292806371882,0.176572970530512,-0.0732176924922332,-0.0512154061119914,0.0313702066317733,-0.182058134362001,-0.218420456390972,-0.243689188648392,-0.0529410756320104,-0.0324795656089284,-0.126466923395676,-0.0343901282918065,-0.178052115833385,-0.211332885148037,0.146743540255898,-0.110812635606932,0.026439722288862,0.0865300002180938,-0.0462232907147937,-0.189515491930654,0.0231116453573969
mild,0.157911356148161,-0.136360178510074,0.194025905341681,0.156648761902697,0.0857040266274205,0.143130295929715,-0.0642616933208396,0.0170232534474582,-0.0688113863777689,0.146069092880364,-0.35626926588376,0.249601821008383,-0.17872239233201,-0.214401564199508,-0.185623122949458,0.115200840465408,-0.192480315834303,0.137318008627322,-0.175174067124931,-0.12676010847129,0.211375691783656,0.233645242009679,0.196529324966307,-0.0885557481128643,0.130417278009875,0.268344814893628,0.189084372691332,0.237324180414564,-0.010274904894118,-0.0933884364317079,-0.144066357180663,-0.175239373723834,0.14639562587488,-0.0887516679095741,0.136534329440483,-0.0291267431108683,0.114482467877471,0.271131229780168,-0.106645676009076,0.0976115964941208,-0.192828617695121,-0.234624840993228,-0.0412084639079774,0.0463676852213375,-0.153100436695618,-0.124496146375976,-0.127478481059226,-0.10930147769781,-0.161916827547563,0.138341145343474,0.0203756588578272,0.0008054480531406,-0.0450833221095727,0.0709229664089754,0.144371121308878,0.157171214693923,-0.16622706307518,-0.216186611236198,0.108517798510971,0.060560986049653
