group,ATF1,EPAS1,KLF5,TP63,KLF10,ELF3,MEF2A,GATA1,REST,ESR2,BCL11A,FOXM1,RUNX3,SRF,CLOCK,FOXP3,NFYB,STAT3,HNF1B,KLF1,STAT5A,ZNF384,MBD2,TFAP4,E2F7,BACH1,TEAD4,BATF,IKZF1,GATA6,MAX,TCF7L2,POU2F1,GATA3,ONECUT1,ASCL1,JUNB,HSF2,ATF3,KLF4,PBX1,IRF3,ARNTL,ELK1,TAL1,FOXA1,VEZF1,MAFK,TBP,TP73,ZBTB7B,AHR,E2F8,FOSL1,ZKSCAN1,GTF2B,GTF2I,USF1,RARG,HOXC6,THAP1,RBPJ,RARA,ESR1,ZNF143,MECOM,SREBF1
healthy,-0.254478732237367,-0.180078060056237,-0.0240104080074983,0.294601387723581,-0.0968314480828714,0.0573406454389598,0.277067471349684,0.0609737992821996,0.182763434636023,-0.336935528157854,0.318295869309928,0.218305157015544,0.317664016467626,-0.226203317544326,0.0462832206986645,-0.039332839433336,0.0175339163738968,-0.135690397884481,-0.033962090273764,0.0246422608498009,0.105835351085683,-0.243421307497072,-0.184027140320628,0.313399009782083,-0.321929023153168,0.179762133635086,-0.0127950200566274,-0.184501029952355,-0.366316685324925,0.365526869272047,-0.245474829234555,0.112311842719285,-0.149433197204562,0.133478912936422,0.372951140169102,0.122105561774975,-0.0293811571670703,-0.242789454654769,0.0311187524834024,-0.0598680568081701,0.269643200452629,0.307870297411935,0.0639751002831369,-0.244053160339374,0.232837772388503,0.175497126949544,-0.16728303999961,0.198875682114739,-0.0221148494805905,0.172811752369758,0.057656571860111,0.266483936241116,-0.0680821437581037,0.0206931805854097,-0.103465902927049,-0.149907086836289,-0.437084203662814,-0.0467571103303914,0.0955677423982663,0.160332658734281,0.328721441207921,0.101886270821292,-0.3664746485355,0.191767337638835,0.142640779149809,0.0780338260243695,-0.171863973106304
healthy,-0.37782551862048,-0.146654020477786,0.162703506654572,-0.0300375704593055,0.0686152344805705,0.0543326642131556,0.110873973313025,0.214680282988566,0.315836218800051,0.0867261225516224,0.0661121036089617,0.0344548602327328,0.102775608728408,-0.017374673108814,-0.0527129912962323,0.199219768781571,0.240889535644235,-0.432452668818531,-0.0742104681935784,0.0437311687569301,-0.389457715023839,0.414194537755032,-0.0294485984895152,-0.0967386460380575,0.113082618199738,-0.294927713872495,0.013546355305177,-0.0708238793672841,0.142236730704359,0.121769954754145,0.052124019326442,0.203637058554998,-0.143709160628834,-0.0768608420576348,0.0636089727373529,-0.0204667759502131,0.145623319530653,-0.273871965952492,0.143414674643939,0.445999024123708,-0.0639034587222481,-0.176544347944644,0.09659140304561,0.154752385062403,-0.044467383719168,0.183317525597232,-0.0740632252011308,-0.093793786189106,-0.203342572570103,0.272546779020463,-0.0727380382691026,0.126481730512468,0.0499153744397283,0.0534492062584701,-0.105131496607569,0.112051917252605,0.147242992447576,-0.272252293035568,-0.36692953717936,0.21747789984507,0.252374489055146,0.293897012925362,-0.144150889606177,0.0745049541784735,0.118972337897642,-0.0621365428128771,0.256055563866335
healthy,-0.31632126393431,-0.161400241365443,0.24142342874106,0.22479021033791,-0.278896522527224,0.3975532607869,0.25172248548487,0.222856115174753,0.222034124730412,-0.37332871886836,0.187413821309903,0.316659730587863,0.276962427364067,-0.502042751976451,0.382805785167829,0.0128617328349934,0.403790717688081,-0.117641338299018,-0.0206464658666999,-0.179193916866486,-0.268694170541572,0.199598620837792,0.245485028583689,0.114981957449677,-0.254720332987763,-0.533858617410382,-0.114595138417046,-0.0495128361768165,0.127601928389276,-0.240843200192112,0.10274880554271,0.282764712853538,-0.116239119305729,0.454318953825555,0.188042402237929,0.153277041680184,0.0108792852927575,0.213814220286995,-0.177163116945172,0.347121729407584,0.267630418201835,0.290210979231692,0.358871357523762,-0.262843532673022,-0.306118911948658,0.372700137940334,-0.695162154017667,-0.0418248079032679,-0.361579090752182,0.140366956466112,0.19113695449898,0.368977004751257,0.16289916511689,0.100766358000474,-0.395860927519138,0.149215441837555,-0.331165444311539,-0.132920690087958,-0.181321421545959,0.328941234873909,0.315160806836416,0.0542997217056299,-0.438169259213195,-0.263907285012758,0.118656738259676,0.200614020798449,-0.210719668025944
healthy,0.159628690734704,-0.425676508625877,-0.626552923064639,-0.465686800618814,-0.24913625117251,0.414952100462822,0.389378511766306,0.230574775505684,0.456612301403921,-0.341118675032559,-0.322969676602773,0.326681971736138,0.520958750382251,-0.180665029823774,0.39185337518855,-0.335756470951031,-0.302758291987785,0.456612301403921,-0.284609293557999,-0.570456018827121,0.530033249597144,0.322144722128692,0.529208295123063,-0.353905469380817,-0.475173777070747,0.612116219768219,-0.17117805337184,0.212838254312939,-0.486723139707883,-0.495385161685735,0.164578417579191,0.516833978011845,-0.452075051796474,0.483010844574518,0.526320954463779,0.424026599677715,-0.384016307684779,-0.299870951328501,-0.458262210352083,0.169115667186637,0.308120496069312,0.466924232329935,0.348543265299289,0.531683158545306,-0.52013379590817,0.0841453563562781,-0.0750708571413854,0.44877523390015,-0.417839441122106,0.529208295123063,0.466099277855854,-0.437225871263014,0.371641990573562,-0.325444540025017,-0.428976326522202,0.533333067493469,-0.584892722123541,0.304408200935947,-0.519721318671129,0.508171956033993,0.58406776764946,-0.176540257453368,-0.444237984292703,-0.110956376763916,0.50569709261175,0.525908477226738,-0.435163485077811
healthy,-0.124516443380349,-0.0142083078546041,-0.115733125797503,0.344874381561755,-0.345132714431838,-0.461899171709676,-0.142341411416125,-0.0307416115399617,-0.103074815163401,0.149574731778469,0.0718165378832718,-0.35081603757368,-0.0521832397569097,0.443815870803816,-0.35081603757368,0.304057788088528,-0.284424489962166,-0.353141033404433,-0.076983195284946,0.42805756572871,-0.336349396848992,-0.183674670629519,-0.226041261323247,0.156808052140813,-0.0955831619309732,-0.230691252984754,0.419274248145864,0.483857465666791,0.110308135525745,-0.211057954858392,-0.40997426482285,0.125549774860684,-0.274866173769069,0.669340466386896,0.0576082300286676,0.241282900658186,0.193232986822616,0.614832230799233,0.258849535823879,0.210282956248141,0.341516054250666,-0.0100749819332647,-0.641957182158023,-0.326791080655895,-0.330666073707151,0.0697498749226021,-0.0847331813874573,-0.317749430202965,0.325499416305476,0.275899505249404,-0.434257554610719,0.270474514977646,-0.138724751234953,-0.0216999610870318,-0.26453285896572,-0.0960998276711406,-0.398607618539167,0.37380766301113,-0.222424601142076,-0.131233098002525,-0.0581248957688351,-0.459574175878923,-0.36683267551887,0.150091397518636,-0.207957960417388,-0.312582772801291,0.16843303129458
healthy,-0.0220345197360688,-0.0518722157281245,-0.106872577003803,0.0448596696654755,-0.0612738399836859,0.1463697114449,0.0347533532810695,-0.0626316614026792,0.0750583055284029,-0.133564939835406,-0.0296830074759679,0.113816372614858,0.104741313004371,0.142107183446035,-0.0075281744496085,-0.141368116091393,-0.0868318203639778,0.0812974090106127,0.183718394273666,-0.0066000433530814,-0.0514253377927596,0.0661551220469024,0.103933495198134,-0.0336705336684546,-0.0747317408833285,-0.138927475059785,0.0122203927709399,-0.0897880897825456,-0.087656825783113,0.124868007708689,-0.0858005635900589,0.128202404611027,0.0758145604959434,0.0556191153400301,0.070486400497362,0.0569081863074289,-0.0544159824371247,0.118130463452419,-0.0415424603760361,0.0625629109510846,0.002303140128419,-0.0202985708333052,0.11735702087198,-0.196402852592869,0.0849068077193291,0.0687504515945984,0.0954428144262013,-0.0086453692880207,-0.155135394023211,0.0475581248905635,0.121258608999973,0.050720645663915,0.0533159752116111,-0.0152626002540009,0.0512878368895704,-0.0420065259242997,-0.103933495198134,-0.0857318131384643,0.0713629687551932,0.116566390678642,0.0307142642498869,0.0733739194643352,0.100358471715215,0.0249392263159406,-0.0454784237298269,-0.0854568113320859,-0.0109485094164398
healthy,-0.640738746554924,-0.386129500271578,-0.301649743791422,-0.47657056733211,-0.553120480766097,0.501660070740484,0.404496279598655,-0.602333792410945,0.480916195605655,-0.499654396152694,0.551950503923219,-0.493358806474353,0.646681486074302,-0.487397495893977,0.356044381454728,-0.305048247954066,-0.697269056233007,0.444331205439485,-0.478594812980898,-0.40750479148034,0.291769939340456,0.374095452744838,0.464276524951397,0.506915681002934,-0.372758336352978,-0.50713853373491,-0.391682247509997,-0.307239633151837,-0.394022201195752,-0.273551728501363,-0.656505577342274,0.587792651649467,-0.246400837322206,0.0631973205763842,0.619697734444127,0.364642782696827,-0.254404964612368,0.343341775732057,-0.183296372050812,0.329784901203476,0.0746556652121847,0.47982050300677,-0.0081341247171484,-0.58212847804506,-0.637563095124257,0.42613156566139,0.585415555841716,0.50446430095119,-0.53818934772366,0.0877668342768121,0.677416592026085,0.586344108891619,0.42345733287767,0.386593776796529,-0.650098561297945,0.189740530217137,-0.673943803619448,-0.262817655244487,0.565544520573796,0.445371184855376,0.533305158681171,-0.205507361004487,-0.461546578984683,0.368579847628415,0.467080755162104,-0.468993574444903,-0.354837262489854
healthy,-0.292845303484582,-0.440841181624959,-0.44603939688066,0.440134324436157,-0.449379766250751,0.318260885414687,-0.234113603080508,-0.182519283671326,0.493661554211177,-0.308233521931064,-0.178090479337948,0.424108057907747,0.441347866866489,-0.27484859435022,0.304605405386772,0.19021964826792,-0.384079923826836,0.491297023084034,-0.452845243087885,-0.490239864987508,0.281160266062619,0.214659391955077,0.45614182484451,0.326361593905823,-0.430369686633328,0.336845599644158,-0.373658471822023,-0.0433810141977054,0.108981114542527,0.29842509651477,-0.316196612208451,0.262932108114225,-0.167312471052058,0.462434730436852,-0.386500753314149,0.333204972353161,-0.529073222758143,0.377086416419045,-0.44640220853509,0.353347274547337,0.122649105317146,0.294621829516615,0.36826008461905,-0.466025314741031,-0.152912601595228,0.384273840400755,-0.155464793922937,0.0783485512366632,-0.28610201101088,0.35315961334677,0.384004859346609,0.546807206211711,0.488288188501612,0.371494112642152,-0.404947849329871,0.0675705429507734,-0.553043813443883,-0.0492235329086869,0.353597489481426,0.48115080750672,0.337702585793413,-0.129179715096873,-0.386650882274602,-0.395139423913576,0.355280184913176,0.435217600981305,0.372851528659586
mild,-0.389743893037043,-0.474124356023579,0.171956542740059,-0.156463869046942,0.053031057993935,0.451997743725575,0.320775202053321,-0.418949403236601,0.213418659020596,-0.256781965023264,-0.274823041960941,0.428455351847261,0.174585847674922,-0.557817154642535,0.30495892159899,-0.259330368267824,-0.158486411304529,-0.297354162710462,-0.267541889833628,-0.17337232232037,-0.0090205384688386,0.244768064013196,-0.373239948215132,0.271789228574561,-0.343104068577083,0.374736629485746,-0.290032559737997,0.245738884296838,-0.293875390027412,-0.183040074311637,0.215886160574852,0.238902691466194,-0.209252221969966,0.340515214487372,-0.170662115695203,0.3411624280098,0.0989023163960114,0.160792109478178,-0.151164808332063,0.234453098499502,0.399735251789524,0.401353285595593,-0.228304570036437,-0.282063743243103,0.0299336254122898,0.323080900226971,-0.150032184667815,0.332667750527934,-0.270656604910312,0.317781839512092,0.351275139297736,0.345733373511947,0.294360800169233,-0.0289223542834962,-0.206663367880255,0.0226929241301278,-0.46510381755474,-0.349697556336818,-0.35693825761898,0.215522102968486,0.305687036811721,-0.457499058666212,0.11674113910793,0.430801500866062,0.603688413044611,-0.391321475997961,-0.24577933514199
mild,-0.273054372903514,-0.23435406502246,-0.212475385336719,-0.250845598472967,-0.273463690387073,0.18087871636389,0.0088069277914237,0.166090471796581,0.170064812524045,-0.103847806715964,0.161139050624492,-0.158141790341653,-0.129014230059973,-0.0780872128313047,0.226167715351271,-0.188497303074012,-0.228465174775121,0.195046382810963,-0.191058838293706,-0.251426565223826,0.188154004539414,0.176666707420165,0.170632575485112,0.163383694889172,-0.304967932831357,0.316811732274996,-0.246541163000697,0.253842858755805,-0.262808232024736,-0.0425822220799726,-0.295091498066762,0.18683362556019,-0.231449231268167,0.0250343854460862,0.034501502727122,0.181935019547269,-0.171913343094959,-0.496290846920908,-0.261963189478033,0.298656521310667,0.267561596349942,0.296979640007052,0.155540643752582,-0.219618635614321,-0.365837403773581,0.091277798833752,-0.0194491823639689,0.0905515903951789,-0.207431537636083,-0.216832635968158,0.0729509386021236,0.361097243238167,0.362179954001131,-0.0867885103043906,-0.184694611613847,-0.0753672321341034,0.0220239213734556,-0.165060576192787,-0.199245187964895,0.0743241327405165,0.177987086399389,0.16490213071528,-0.222932786852173,0.26566025061986,0.0940241871105379,0.29643828462557,-0.100837342643333
