group,RXRG,RUNX1,KLF5,RFX5,EBF1,GATA1,RUNX3,SRF,IRF4,CEBPD,HOXA4,ZNF250,PBX3,STAT4,ELF2,RELA,ELF1,E2F7,MAX,TCF7L2,E2F2,HSF2,KLF9,TCF4,GTF2I,USF1,EGR1,NRF1,POU2F2,NR2C2,TP53
healthy,-0.214651504168384,0.106341112156814,0.282197803186509,0.203525072989014,0.156557748453087,0.200472689214142,-0.142477397491583,0.379677155996921,-0.164139475893897,-0.0272745259883681,-0.0999409526288577,-0.0308192297269285,-0.0369239972766716,-0.0876329535366338,-0.266345100355724,0.0601614995627902,-0.194663313642612,0.0976762807958885,0.145923637237406,0.0039385597095116,0.190823217925839,0.084285177783549,0.159708596220697,0.341965446778348,0.0477550364778285,-0.198995729323075,-0.0781804102338059,0.19791262540296,-0.125443126747945,0.137061877891005,-0.278259243476997
healthy,-0.194374704918175,0.0709438833974347,0.172745472175054,0.0582547335214708,0.0351835519288091,0.32357332183708,0.124584380600373,-0.212543260422396,0.154865306440742,-0.0363371110084422,-0.0579663437515625,-0.235326052245149,-0.173610641484779,0.0977641319989039,-0.0452771938755986,0.124295990830465,-0.115644297733217,0.0051910158583488,-0.0856517616627565,0.147367172423127,0.173899031254688,0.0663296470789024,-0.1952398742279,0.129198616918905,0.0943034547600047,-0.155730475750466,-0.159479542759274,-0.0198988941236707,0.349528401128825,-0.263011470156343,-0.0317228746899098
healthy,-0.200174595016384,0.100895482230952,0.18077816167013,0.158744493965394,-0.128799123185212,0.188604792669495,0.156107259606912,-0.151598439574669,0.113230933262561,-0.0841362832431804,-0.325996195538794,-0.140028637227781,0.02790364095426,0.0718859042876516,0.258363895055145,-0.0978328874920702,-0.244582218730176,-0.174738044268445,0.227567803514163,0.155852043378672,-0.254110291251142,-0.030625947388822,0.141304718368981,0.245603083643136,-0.0805632560478178,-0.263553291696029,0.130840853011134,-0.164359250986678,-0.0321572447582631,0.108892257382478,0.133307943217456
healthy,-0.205882228403847,-0.289570996819914,-0.239279154767066,-0.0770093831434236,-0.298607812188785,0.214133233740642,0.236135914638763,-0.136730945581181,-0.178771782297233,-0.287213566723687,-0.147339381014203,-0.223562954125551,0.190166027762332,0.196845413034976,0.287999376755763,-0.243208204927445,-0.314716917846338,-0.287213566723687,0.243994014959521,0.275819321258589,-0.37168814517183,-0.1960596030029,0.159519436511377,0.330040213471815,-0.323753733215209,0.160698151559491,-0.116299884747211,0.210597088596301,0.166198821784021,0.224348764157627,-0.289570996819914
healthy,-0.328176556720165,0.171977137896625,0.37203861574334,-0.223412502074881,-0.259070147180053,-0.0252443505169357,-0.128115078873449,0.107604044078439,-0.497313705183634,-0.237612449240658,-0.148941668049921,0.217732523208571,0.450611656727303,0.0921418793868155,-0.0987685213975111,-0.182390432484861,-0.300092216770074,-0.111075142274517,0.275478975016061,0.217416968827109,0.268852333005366,0.0952974232014324,0.318394370894852,0.250865733262049,0.125906198203217,0.467651593326235,-0.276741192541908,0.199114814702331,0.132532840213913,0.136319492791453,-0.0763641603137306
healthy,0.164562099128927,0.160390554204632,0.342868903969955,0.129585299379067,-0.0240398646598806,0.261363333910649,-0.132286107310823,-0.147688734723605,-0.0654611665043246,0.256683716207113,0.147849178759155,0.11688347989804,-0.182959681871972,0.0768259523557698,0.144319409977059,-0.103646846965181,-0.0398970835067207,0.231761409351708,0.254624684417557,-0.263101477629105,0.0773072844624192,-0.0929773186011179,0.141618602045303,-0.171755340056077,0.204031331874182,0.112498009593012,0.183227088597889,0.144132225268917,-0.180847168737233,0.241495014175063,-0.031500512312947
healthy,-0.076655696492058,0.266083277234479,0.36718124220943,0.314466200481399,0.379447977698046,0.457927724076887,-0.333709926786961,0.327097745947372,-0.126269853412557,-0.463354272490066,-0.205479219746112,0.0231654335621448,0.131742003072906,-0.235120030406336,-0.10442685601833,0.0219341998885663,-0.329195403317173,0.184229038565089,0.40803995967337,-0.398053286543233,-0.0830854723429683,-0.107573342073031,0.0865967683750257,0.0106250905905113,0.405486289831874,-0.0865511671278561,-0.259744703877908,-0.219341998885663,-0.003328891043379,-0.382138451281051,0.090655279373118
healthy,-0.156483506958845,0.102475348027205,0.01817112166831,0.0806211111149143,-0.102817584399433,-0.0148628367367701,0.106810342075429,0.0068773213847774,0.0453218738650852,-0.0525903225324092,-0.108570414846889,-0.0528347770840009,-0.212626568974386,-0.0652530683048548,-0.0301982856066174,-0.14787870674282,-0.0801322020117311,-0.0846464627311229,-0.058766874202624,0.117598936285672,-0.0085233153654942,0.163654173805533,0.094652802376273,0.0475219648294098,0.131043936623211,0.0838805051361358,0.0585061226809263,0.0600543348410065,0.0857546566983382,-0.17965779844973,-0.0046609334503467
mild,-0.03850384965207,-0.102494233237539,0.162510909919413,-0.0156207788624056,0.11688179271607,-0.124760694335266,0.0468623365872168,-0.0911897222186924,0.0576872622901119,0.238148365463692,-0.19937046705965,-0.116676256152091,0.0250754608054406,-0.029665777400972,0.253632119950112,0.010208316010958,0.0120581450867692,-0.0790630649439301,0.183064566317315,-0.0246643876774825,-0.162990495235364,-0.0074678284912377,-0.0175391201262098,0.235750438883937,-0.110167598292755,-0.0913952587826714,-0.0631682373295525,0.222185025661322,-0.0507675313028182,0.0826256987195665,-0.244931072075
mild,-0.0031133927653059,-0.117870124758999,0.0576917947987228,-0.0431069078847393,-0.0848974148015975,0.0832257945249232,-0.11227019683214,0.0372562369163791,-0.134711699046493,-0.134502746511908,-0.147959289739137,0.168896333704483,-0.0964733852175673,-0.132455011672982,0.116825362086077,-0.0890764654932834,-0.026975772214832,0.240441681546144,-0.0497933889914366,-0.0324085381140236,0.0114714941486776,-0.112771682915142,0.0058297757149017,-0.0216265873294741,0.0572738897295542,-0.0621215885319098,-0.138640006696677,0.0179908132277075,0.0431069078847393,-0.0564798700981339,-0.207677924123327
