group,DUX4,MAFF,RFX5,STAT1,ELF3,GATA1,FOXD2,ELK3,XBP1,ESRRA,IRF1,MZF1,FOXH1,GFI1B,ZNF384,PPARG,PBX3,ZBTB33,RUNX2,PRDM1,OTX2,BACH1,TEAD4,TCF7L2,SP1,BCL6,ONECUT1,NR3C1,KLF4,NFYA,PBX1,IRF3,RFX2,MAFK,TP73,NR5A2,YY1,TCF4,ETV4,EGR2,RARG,THAP1,JUND,RARA,BACH2,CEBPB,ETV7
healthy,0.0977468537087488,0.0889747001707842,-0.114539261909995,-0.280959546173096,0.282463343922461,0.0641620373062556,-0.0634101384315729,-0.0005012659164551,-0.208777254203558,-0.169177246803604,-0.268678531219946,0.217549407741523,-0.20351396208078,-0.0776962170505439,-0.423319066446351,-0.198000036999773,-0.300258283956618,-0.124063314322643,0.138850658858069,0.273440557426269,0.0889747001707842,0.170430411594742,-0.0538860860189256,0.0586481122252493,-0.0684227975961242,0.391739313709678,-0.0894759660872393,0.254392452600974,0.0899772320036944,0.0042607602898685,0.232838018193404,0.0077696217050543,-0.207774722370648,0.11203293232772,0.0097746853708748,-0.272939291509814,-0.238351943274411,-0.192486111918767,-0.0097746853708748,-0.240858272856686,0.294243092959157,0.189979782336491,-0.234843081859225,-0.407278557119787,0.0939873593353354,-0.291486130418654,0.0461164643138712
healthy,0.27169424432453,0.0,0.27169424432453,-0.186789792973114,0.237732463783964,0.27169424432453,-0.0679235610811324,-0.27169424432453,-0.22075157351368,-0.237732463783964,0.288675134594813,0.0,0.22075157351368,-0.22075157351368,0.27169424432453,0.0339617805405662,-0.0169808902702831,-0.0679235610811324,-0.135847122162265,0.27169424432453,-0.203770683243397,-0.0679235610811324,-0.288675134594813,0.288675134594813,-0.237732463783964,-0.254713354054247,0.152828012432548,-0.152828012432548,0.288675134594813,0.27169424432453,0.203770683243397,0.27169424432453,-0.254713354054247,0.288675134594813,0.288675134594813,-0.186789792973114,-0.0339617805405662,0.288675134594813,-0.254713354054247,0.0679235610811324,0.186789792973114,0.288675134594813,-0.288675134594813,-0.203770683243397,0.152828012432548,0.203770683243397,0.118866231891982
healthy,-0.0245162015222739,0.125880171621328,0.0515920992591705,-0.0214445660647269,0.191749687544282,0.078667996996067,-0.266379052735055,-0.155117590606128,-0.155231354882333,-0.0092717885107439,0.123604886097219,0.115186329658016,0.0365752148000514,-0.0563701988597992,0.0881104319211191,0.0682016835851658,-0.0463589425537199,0.0773028256816016,0.0692255620710148,-0.100624502303718,0.0659263980610568,-0.102558494999211,-0.0857213821208047,0.153183597910635,-0.0365752148000514,0.0900444246166117,0.170703296446274,0.013594831006551,0.101420852237156,0.053753620507074,0.0186004591595907,-0.0312282938183953,0.0259951371129448,-0.0269052513225883,0.107564123152251,-0.0126847167969074,0.0712733190427129,0.0564839631360047,-0.0381679146669276,0.0988042738844312,0.008020381472484,0.085038796463572,-0.0529572705736358,-0.116437736696276,0.163081089940509,-0.0804882254153541,0.0620584126700716
healthy,0.224536559755125,0.224536559755125,-0.244948974278318,-0.265361388801511,0.265361388801511,0.204124145231932,0.244948974278318,-0.265361388801511,-0.224536559755125,-0.265361388801511,-0.163299316185545,-0.224536559755125,0.102062072615966,-0.265361388801511,0.244948974278318,-0.285773803324704,0.265361388801511,-0.204124145231932,0.224536559755125,0.224536559755125,0.204124145231932,0.183711730708738,-0.265361388801511,0.265361388801511,-0.265361388801511,-0.265361388801511,0.204124145231932,-0.285773803324704,0.265361388801511,0.265361388801511,0.265361388801511,0.265361388801511,0.285773803324704,0.244948974278318,0.204124145231932,0.204124145231932,-0.204124145231932,0.0612372435695795,-0.265361388801511,0.224536559755125,-0.265361388801511,0.265361388801511,-0.224536559755125,-0.244948974278318,-0.285773803324704,-0.265361388801511,0.285773803324704
healthy,-0.0775065551251821,-0.0216612206463391,0.048737746454263,-0.062952922503423,0.0785219248429793,0.27042680150664,-0.200704747551236,-0.171259025735119,-0.177689700614501,-0.16381298113794,0.11744443069187,-0.200027834406038,-0.400732581957274,0.115075234683677,-0.0233535035093344,0.048737746454263,-0.0744604459717907,0.13165960674103,-0.133013433031426,0.100521602061917,0.0412917018570839,0.0531376818980506,-0.123198192426054,-0.0944293837551346,0.083937230004564,-0.225073620778367,-0.0676913145198097,-0.177689700614501,0.208150792148415,-0.0920601877469412,-0.127598127869841,-0.197658638397844,0.253165516304088,-0.0460300938734706,0.239288796827527,0.0412917018570839,-0.403440234538066,0.381779013891727,-0.116767517546672,-0.062614465930824,-0.418670780305023,0.0507684858898573,0.214919923600396,0.109998386094691,0.476885310792059,0.0490762030268621,0.343871877760633
healthy,-0.026747814725664,0.192621415767456,-0.132345958278025,-0.146834357921093,0.136060932545479,-0.139683032456246,0.236179489053346,-0.139868781169618,-0.17098169065954,0.0832154235909548,-0.115721448431172,-0.301284413090466,-0.0898095029156845,-0.156864788443217,0.145255493857426,-0.140890399093168,0.139961655526305,0.191785546557279,0.222248335550396,-0.188070572289825,0.216675874149216,0.237108232620209,-0.153707060315882,0.163737490838006,-0.19150692348722,-0.143212258010326,0.144326750290562,-0.0822866800240915,0.311779215396022,0.0780144596165201,-0.184634221092431,0.119343548341939,0.14971346297837,0.145255493857426,0.205066579563424,-0.0659407932472968,0.1114492280236,0.10792000246952,-0.148041724558016,-0.115814322787858,0.158257903793512,0.160301139640612,-0.018389122623894,0.141540519589972,0.140611776023109,-0.153707060315882,0.202744720646266
healthy,-0.0994680059615192,-0.16652102245429,0.130228641900762,0.100140087082881,-0.0613144776872982,0.0382569253698151,0.114719077561648,0.0170605207730256,0.0699998337172022,0.0504060841021212,-0.0233160450564684,-0.0192318597805016,0.0372229544138741,0.156026217251489,-0.0622967500954421,-0.0201624336408485,0.0688624656656671,-0.126299552268187,-0.112806231293157,-0.0800293519898294,0.0787368882949032,0.110014509712117,0.021816787170354,-0.0202141321886455,0.0047045678495313,0.206380602805813,-0.0344829313806306,0.0246085087513946,0.0099778197248301,-0.124024816165117,-0.0880943254461688,0.10365558833308,-0.0598669183489809,0.0099261211770331,-0.0235228392476566,-0.0889215022109215,-0.0531978056831618,0.0485966349292246,-0.0127178427580737,-0.0919717165309473,-0.0319497025385753,0.0347931226674129,-0.041410536785435,0.154009973887404,0.0670530164927705,-0.0823557866406965,0.0564548141943758
healthy,-0.0523881452862269,0.260998102363701,0.181455132981014,-0.190373806849812,0.19889367822854,-0.178445986919591,-0.175509350401816,-0.133272541226415,-0.204331894002197,-0.0515905403060906,-0.222278006055265,0.137514349529868,0.213685625132887,-0.139327088121087,0.196138315569888,-0.244067123921716,0.0477837892645309,0.179859923020742,0.2114740840516,0.13330879599824,-0.081029415027486,0.297542912362674,-0.19193276203826,0.211220300648829,-0.227027381164258,-0.206325906452538,-0.123338733746536,-0.195231946274278,0.120329587685112,0.0502128589767642,0.135701610938649,0.202809193585573,0.190011259131568,-0.202627919726451,0.257408879953087,0.256139962939234,0.18638578194913,0.269227935567835,-0.246242410231179,-0.22340190398182,0.213069294011872,0.186639565351901,-0.0009063692956094,-0.186530801036427,0.225613445063107,-0.199002442544014,0.195231946274278
mild,-0.0980518259311563,-0.0536908562100586,0.143821080405305,0.232895091035763,-0.0424245781856529,-0.046121325662411,-0.062668671510757,0.200856612903859,-0.120584381979968,-0.108789997173168,-0.108261890390774,0.0019363915354447,-0.118647990444523,0.214059282463709,-0.260532679314383,0.129562197280666,-0.195575545079919,0.0073934949535162,0.0213003068898921,0.0135547407481132,-0.21018649939282,0.0336227984790859,0.0727027003762433,-0.213531175681315,0.268278245456162,-0.0026405339119701,-0.143997115999436,0.099988217466601,-0.0271094814962263,-0.0950592208309235,0.0172514882248713,-0.18782997893814,-0.0265813747138323,-0.0124985271833251,-0.0595000308163929,-0.0022884627237074,0.128858054904141,0.0163713102542146,0.113718993808846,-0.124105093862595,0.0836169072123864,-0.0844970851830431,0.0940030072661355,-0.133611015945687,-0.120408346385836,-0.0561553545278974,-0.0214763424840235
mild,0.0235489506476496,-0.327365935933209,0.126353597663121,-0.210268935552172,0.199069079698454,0.193176618223177,-0.294058901920473,-0.261545887539157,-0.262548859705162,-0.022545978481645,-0.0158594973749477,-0.105541925218526,0.12823417047438,-0.192842294167842,0.071482662081286,-0.190251282738997,0.120879041257012,0.269318921825693,0.239187966338638,-0.188913986517658,-0.258411599520393,0.0975599383974056,-0.202788434814055,0.264680175557922,-0.0856078534191841,-0.273832296572714,0.186114022554228,-0.0593216245684803,0.177630549650106,0.288960460076616,0.179887237023616,0.114443303191816,0.0092148067751672,0.13128487747931,0.0623305410664941,-0.0683901645694385,0.0779184001464822,0.0112207511071764,-0.207970457671745,0.0886167699171979,-0.287288839799942,0.132663964207567,-0.254566872884042,-0.133666936373571,0.180179770572034,-0.0734050253994615,0.258536971041144
