group,RXRG,TFAP2C,ATF1,ETV5,TP63,SIX5,RFX5,PGR,MEF2A,FOXD2,ELK3,FOXP3,ZNF263,GMEB1,NFAT5,GATA2,ELF2,RELA,RUNX2,EHF,BHLHE40,NFIC,IKZF1,GATA6,ETV6,TBX21,USF2,BCL6,HNF4G,ATF3,GMEB2,ELK1,KLF9,TP73,PAX6,MEF2C,YY1,GTF2I,ATF2,EGR1,MYC,POU2F2,ESR1,HES1,SPIB,ZNF143,ASCL2
healthy,0.107269299041483,-0.0134835711085662,-0.144723663231944,0.302031992831884,-0.469527909491629,0.247198803657048,0.418889609106125,-0.33169584927073,-0.0047941586163791,0.0653204111481654,0.418589974192601,-0.283754263106939,0.168095186486793,-0.228621439018579,0.188470360606404,-0.25468967649514,0.103074410252151,0.204650645936683,-0.224426550229247,0.0880926645759661,0.0533350146072176,0.162701758043366,0.444957846582686,-0.45334762416135,-0.188470360606404,-0.296938199301981,0.379937070348044,0.0728112839862577,0.189668900260499,-0.231018518326768,0.15491125029175,0.362857880277194,0.430575370733549,-0.0602266176182626,-0.0356565547093196,0.0809014266513975,0.372446197509952,0.414994355230317,0.154611615378226,-0.0895908391435846,-0.432373180214691,-0.09408536284644,-0.0233715232548482,-0.0847966805272055,-0.490502353438288,-0.0581291732235967,0.100677330943961
healthy,-0.288675134594813,0.118866231891982,0.237732463783964,0.254713354054247,0.203770683243397,-0.288675134594813,0.27169424432453,-0.169808902702831,0.288675134594813,-0.0679235610811324,-0.27169424432453,0.0849044513514156,-0.0679235610811324,0.254713354054247,-0.254713354054247,0.254713354054247,-0.254713354054247,0.169808902702831,-0.135847122162265,-0.0509426708108493,-0.288675134594813,0.203770683243397,-0.152828012432548,0.152828012432548,-0.27169424432453,-0.237732463783964,-0.169808902702831,-0.254713354054247,0.22075157351368,-0.288675134594813,0.288675134594813,-0.237732463783964,-0.203770683243397,0.288675134594813,-0.254713354054247,0.254713354054247,-0.0339617805405662,-0.203770683243397,0.186789792973114,-0.288675134594813,-0.152828012432548,0.288675134594813,-0.152828012432548,-0.27169424432453,0.288675134594813,0.203770683243397,-0.288675134594813
healthy,-0.0319145422156406,-0.363634771529332,-0.182812228103059,-0.269721654785053,0.130443727410062,0.263354663819339,0.18233470378063,0.0164745891237846,0.143496058889776,0.209235240610771,-0.277998743040481,-0.163074556109346,-0.189497568617058,0.362520548110332,-0.295985492518622,0.221173348671485,0.248551409824054,-0.28802675381148,0.217989853188628,0.0758467798790661,-0.308241950127621,0.0349388629243547,0.0931968302606364,-0.22260592163877,0.494794785423037,-0.291846948390908,-0.221014173897342,-0.0352572124726404,0.236294952215055,-0.2074843180952,-0.125190959863348,-0.180265431716773,0.151136448048632,0.177400285782202,-0.210031114481485,0.293120346584051,0.134900621086062,-0.273064325042052,-0.0952661023244934,0.146361204824347,-0.101314743741922,-0.0951069275503505,-0.360769625594761,-0.235499078344341,-0.142700185019061,0.276247820524909,-0.117550570704492
healthy,-0.199202843131203,0.439267807930345,-0.439267807930345,-0.382296580604853,0.273854796178399,-0.0750448580632342,0.418836747096375,-0.357150659578429,0.0829029583839917,-0.441625238026572,0.248708875151975,0.304894292445391,0.436124567802042,-0.260888930649149,-0.31628853791049,-0.415693506968072,0.187808597666104,-0.161876866607605,0.241243679847256,-0.238100439718953,0.184665357537801,0.164234296703832,0.236528819654801,0.161091056575529,-0.238886249751028,0.0506847470688859,-0.151268431174582,0.215311948788756,0.0506847470688859,0.184665357537801,0.311966582734073,-0.260888930649149,0.286820661707649,-0.110799214522681,0.117085694779287,-0.157947816447226,0.185451167569877,0.260888930649149,-0.401156021374671,-0.427087752433171,0.256566975472733,0.105691449314189,0.178771782297233,0.187808597666104,-0.0330040213471815,-0.203917703323657,0.267175410905755
healthy,-0.187672228046797,-0.0761709388445548,-0.121225238841972,0.271622326603136,-0.191561807902689,0.223650841713799,0.0213926892074069,-0.109880630928953,0.140997269776091,-0.123818292079234,-0.124466555388549,-0.304359623723561,-0.056723039565094,-0.105666919418404,-0.281022144588209,0.0677435158234551,0.19285833452132,-0.0771433338085278,0.0071308964024689,-0.233698923008187,-0.156231457545002,-0.122197633805945,0.172438040277886,0.103722129490458,0.0320890338111103,-0.157527984163632,-0.236940239554764,-0.225595631641745,0.0541299863278325,0.129004398553757,0.130949188481703,-0.0246340057539837,-0.0093998179850727,-0.033385560429741,0.0502404064719404,-0.113446079130188,0.0794122553911316,0.166927802148705,-0.0145859244595956,-0.180865463298985,0.0194478992794608,0.017178977696857,0.110528894238269,-0.192210071212004,-0.175679356824463,0.26967753667519,-0.0016206582732884
healthy,-0.02349382635206,-0.284693217886381,-0.0673753241298259,0.124189721510048,0.062687853968237,0.16394850456738,0.0139494593965356,-0.192468654345722,0.1836584694637,-0.125375707936474,0.124020294877701,-0.0345065574545881,-0.162931944773301,0.256511921372732,0.13187039550976,0.0665846665122085,0.130289080274525,-0.0114645354554524,0.119954055701383,0.0455757641012318,-0.140228776038858,0.0338853264693173,-0.0707073812326421,0.062687853968237,-0.0599205523065761,-0.164400308920304,-0.0063252609409392,-0.160277594199871,0.103011392466725,-0.106795253922465,0.164174406743842,0.0578309571743015,-0.0707073812326421,0.132209248774453,-0.172419836184709,0.0624619517917749,0.151241507141386,0.0136106061318424,0.114362976833946,0.0417919026454913,-0.0311745003517719,0.116057243157412,-0.276673690621976,-0.0986627755698288,-0.111143870819361,0.208507708874532,-0.0429778890719174
healthy,-0.107274486678873,0.195265415029448,-0.250996449554665,0.0335523575202838,-0.198315629349474,0.180996615837463,-0.155871121608098,-0.137673232783537,0.149718994420249,-0.154371863721984,-0.230213633340252,-0.113685106605707,-0.0510264666756858,-0.118803262837615,0.0877841341593865,0.194955223742666,-0.033810850259269,0.229593250766688,0.143670264327995,0.0386188152043944,-0.220339210711016,0.198522423540662,-0.167503294862434,-0.0693277525958406,-0.0006720811213616,-0.151321649401958,-0.227370213211414,-0.115804747065386,0.208810434552274,-0.0588329473930399,0.0945566439207997,-0.22359621922223,0.0553691446906378,0.0954355192333495,-0.19190500942264,0.177739607326249,-0.12903957530143,-0.202089623338658,-0.112599437101969,-0.0422894120979848,0.0868535602990396,0.198315629349474,0.159283225762703,-0.175671665414367,0.0024298317464612,0.180789821646275,-0.184460418539865
healthy,-0.241134386054117,-0.0770192795542788,-0.236906543335391,-0.104222557101044,0.0849875729356854,0.0876058883995615,0.225379154474949,-0.0565828172972715,0.0418817127230405,-0.269357786508886,-0.10205762959628,0.0739702455292455,0.0147577780691201,0.0983625177295116,-0.165191902902731,-0.0197110415224269,-0.028710792510815,-0.195115508204173,-0.0108473069217726,0.158731124485374,-0.12934025003589,-0.0965036270971493,-0.0802383340639793,-0.0634743142757853,0.130689079214251,-0.135041603621733,0.11884431878243,-0.269017745539551,0.109833233095064,-0.124432325378495,-0.232259316754485,-0.0883993173280088,0.0567868418788722,-0.0688242921933158,-0.0676681528975782,0.0459508696560774,0.16239223225521,0.0905529101337944,0.0954948388881234,0.0752964053096503,0.125089737919208,0.0284500944343252,-0.121882018108486,-0.244138081283239,-0.172468779646491,0.0036157689739242,-0.0844661767827057
mild,-0.135982073305105,0.0906547155367369,-0.0271964146610211,-0.0453273577683684,0.0725237724293895,-0.0090654715536736,0.217571317288168,0.135982073305105,-0.226636788841842,-0.0453273577683684,0.199440374180821,-0.0725237724293895,0.0181309431073474,-0.199440374180821,0.0,-0.0725237724293895,-0.235702260395516,0.126916601751432,0.181309431073474,0.145047544858779,-0.0634583008757158,0.0997201870904106,-0.0543928293220421,0.190374902627147,0.0090654715536736,0.235702260395516,-0.0634583008757158,-0.199440374180821,0.0453273577683684,-0.0090654715536736,-0.217571317288168,-0.126916601751432,0.154113016412453,-0.217571317288168,-0.0453273577683684,-0.208505845734495,0.0,0.145047544858779,0.208505845734495,-0.235702260395516,-0.0725237724293895,-0.199440374180821,-0.208505845734495,-0.0543928293220421,0.0362618862146947,0.0453273577683684,0.190374902627147
mild,0.0489974110732281,0.0823202049712098,-0.149117605040057,0.0560566817623222,-0.108811446589423,0.0744259667812551,0.0438357937951809,0.0215193896812706,0.260471907200283,-0.0446707612960415,-0.094616999074793,-0.114276688413238,-0.291213892459241,-0.0847492013373497,0.0723005949608827,-0.0740464360990458,-0.0166613969489908,0.0064140685293381,-0.0006452021597559,-0.0647858874531374,-0.180846370072759,-0.031311281282272,0.124751735242216,-0.0433044508400878,0.111088630682679,-0.105243858176655,-0.201265120775623,0.0101334692149899,0.0167373030854327,-0.0733632808710689,0.108507822043655,-0.133177316387264,-0.19830478145439,0.0945410929383511,-0.086343230202629,0.0370042415154124,0.072756031779534,-0.119666024100611,0.129306103428728,-0.0593206456293227,0.0669112592735098,0.175457034385386,-0.0146878374015022,-0.0223543571821312,0.184717583031295,0.0757922772372088,-0.166727828694571
