group,TFAP2C,ATF1,TFAP2A,RFX5,PGR,E2F3,XBP1,STAT3,PPARG,ZNF250,PBX3,ZBTB33,EHF,E2F7,BACH1,NFIC,BATF,CDX2,E2F2,HINFP,BCL6,HNF4G,JUNB,ATF3,FOSL2,PBX1,STAT2,FOXA1,TCF12,KLF9,MAFK,HIF1A,FOXP2,FOSL1,ATF2,EGR1,GLIS1,MYC,JUND,RARA,POU2F2,NR2C2,ESR1,SETDB1,CUX1,MECOM
healthy,0.119633751176416,-0.0750295624661966,0.238972110374618,0.0675462990181245,0.359295109500199,-0.148385237055851,-0.166994931683293,-0.104174904316583,-0.0384994211604762,-0.0286530218866971,-0.0799527621030861,0.0137849589832907,-0.201161937163307,-0.0803466180740373,0.140508117636827,0.191315537889528,0.269299020137858,-0.0960023929193461,0.308487689247499,-0.234639694694156,0.368550724817551,0.0106341112156814,0.0392871331023785,0.074832634480721,0.297853578031817,-0.0074832634480721,-0.0384009571677384,0.081429721994153,-0.16758571563972,0.17250891527661,0.205986672807458,-0.147695989106686,-0.0559275478750652,0.260437260791457,-0.0661678031197954,-0.36549834104268,0.17871214681909,-0.172705843262085,-0.0046278076586761,0.0906853373115054,0.178022898869926,-0.147695989106686,0.0368255332839338,-0.0520874521582913,0.282493195164722,-0.1524222607581
healthy,0.233102805929256,-0.130473140140067,0.0455620489378012,-0.0602891758671915,-0.240926592110494,-0.213543340476159,-0.0968768818323954,0.127711803840806,-0.125410690258089,0.0002301113582717,-0.0520051669694094,0.208020667877638,-0.157856391774402,-0.221137015299126,-0.201347438487758,-0.122189131242285,0.0393490422644647,-0.133694699155871,0.0973371045489389,0.236094253586788,0.0971069931906672,-0.160387616715391,0.0577579509262025,-0.185239643408737,-0.123339688033644,0.19766565675541,-0.234023251362342,0.218375678999865,-0.121038574450926,0.246909487425559,-0.0170282405121075,-0.0766270823044838,-0.115515901852405,-0.187310645633183,-0.0975672159072106,-0.0961865477575803,-0.0220906903940854,0.0227810244689006,-0.199506547621584,-0.0752464141548534,0.280045523016687,0.138296926321306,0.321465567505597,-0.0987177726985692,0.294312427229534,-0.107922227029438
healthy,0.158292217898579,-0.232950348256108,-0.317554809546727,0.324771964309153,0.006913912965685,-0.0194681233507447,0.0767201745753648,-0.255147647777517,0.0436668187306424,0.0969160782382869,0.152288030323115,0.0271704649879553,0.261879615665158,-0.0504594349776312,-0.310216358065605,0.042939038418465,-0.299239005023597,-0.315250171891499,0.0585256667709304,0.253934680590555,0.239439722706356,-0.139551874860011,-0.0120690235102748,-0.212511851155793,0.0099463309330907,-0.131000456191927,-0.0603451175513739,0.1334870389252,-0.0436668187306424,0.133244445487807,-0.29493297150988,0.0178306176483456,-0.3264701183709,-0.0298389927992723,-0.183400638668698,0.287412574950714,-0.120568938384051,0.212390554437097,-0.102131837142225,0.119113377759697,-0.561300565766799,0.345149813050119,-0.0994633093309077,-0.068350700985325,-0.0647724477837862,0.193286321242441
healthy,0.112645763792335,-0.126844809648511,0.0672088170525693,0.164708931931649,-0.151456489132551,0.196893435872316,-0.0416505345114514,-0.0217718703128042,-0.110752557678178,-0.124951603534354,0.0993933209932363,0.0776214506804322,0.0937137026507657,-0.0217718703128042,0.0312379008835886,0.0975001148790794,-0.269781871267356,0.113592366849413,-0.0397573283972945,0.108859351564021,-0.166602138045806,0.212985687842649,-0.0255582825411179,-0.0501699620251574,-0.0785680537375106,0.112645763792335,-0.0274514886552748,0.12779141270559,-0.0274514886552748,0.170388550274119,0.0359709161689808,-0.049223358968079,0.0634224048242556,-0.0113592366849413,-0.156189504417943,-0.155242901360864,0.0189320611415688,0.222451718413434,-0.170388550274119,-0.12779141270559,0.0227184733698826,0.0425971375685299,-0.295340153808474,0.106966145449864,-0.0700486262238047,-0.0075728244566275
healthy,0.0034710981960786,0.266643452335134,-0.368883071928723,0.225621382745113,0.0810974760356561,-0.478380442295932,0.0444931677860992,0.170399365989316,-0.349318700278098,-0.112652914181826,0.0921418793868155,0.127799524491987,0.10981292474867,-0.229723589704115,0.0971907494902026,0.0678441920142648,-0.159670517019619,-0.283052280171142,0.111706251037441,0.162826060834236,0.0022088806702318,0.0880396724278134,-0.172608246659548,-0.372669724506264,-0.383714127857423,0.146101678616766,0.173870464185395,-0.31807881651339,-0.0233510242281656,0.0706841814474201,-0.0997151845418962,-0.0940352056755856,-0.106341826552592,-0.178288225525859,0.224674719600728,-0.0738397252620371,-0.431362839458139,0.0788885953654242,0.156830527586463,0.269483441768289,-0.469229365233543,0.229723589704115,-0.278634518830678,0.46859825647062,-0.160617180164004,0.146732787379689
healthy,-0.025189713581321,-0.284707941083147,-0.198709938028446,-0.0395227140904378,-0.209165541011776,0.28083054355736,-0.210529315313949,0.140335049760905,-0.147635253378422,-0.055807783698744,0.226333052815606,0.0264732658657195,-0.171487933330161,0.0781362453127599,-0.106106988843611,-0.201357264615018,-0.126296196650296,0.0883779229153565,0.349554072117864,0.114664004072935,-0.116214963083249,0.0758365474698793,-0.168412755982123,-0.0813986073689395,-0.0431594455629003,0.0819869021659555,0.172423856870868,0.0818531988029973,-0.0270348199901438,0.176033847670739,-0.0041180635791119,0.133756844303363,0.208229617471068,-0.171113563913878,-0.123836054771866,-0.155817899191462,-0.107738169871701,-0.236066657638961,0.0717987059085422,0.0421433000044181,0.214781082256019,0.0422502626947846,-0.222535877307594,0.241869383591346,-0.15643293466107,-0.107577725836151
healthy,0.0570935174201103,0.101491850275668,-0.0951558623668505,0.159977892510902,-0.0030635545932742,-0.125930660781105,0.239607103189113,0.0866846697415089,-0.0917673853167138,-0.0042007831922926,-0.0783759383445985,-0.0863365385377277,0.0743376163807371,0.185739601590708,-0.155661065584016,0.122588601224806,-0.220251008258881,0.239885608152138,-0.0504790245482682,0.414276132499581,0.0988924706207683,-0.0303106234758797,-0.0558866625803356,0.271101372757849,-0.0623386942237464,0.196694130136356,0.174135228131336,-0.0273863213641179,0.0241370967954938,-0.222595091697674,0.181608444639172,0.1452403382175,0.475431180630471,0.0181028225966203,-0.0115811647124533,0.113746068648764,0.0138556219104902,-0.196531668907924,0.115974108352964,0.180378381052478,-0.114906505994702,0.189731506060732,-0.0160604528677709,-0.0157587391578272,-0.312598612248563,0.183581188127265
healthy,0.0140768135683125,0.0070067971728501,-0.0739770269933548,0.0977685277697393,0.0224638971015286,-0.125658741478814,-0.116460344588741,0.0440954077719969,-0.0748515595728234,-0.123014070666204,0.19798153214715,0.0474144169591364,0.10986447236287,-0.0871160887595867,-0.0605956248737764,-0.0415561023304076,0.0849982448020786,0.155139972290294,0.0272053387974423,-0.122402951514286,-0.0902138306675836,0.0091983968900724,-0.148470344304709,-0.138808339782147,0.060490259502756,-0.0696149006331143,0.123277484093755,0.102826065578714,-0.0541156545560277,0.07436687886613,-0.024666033355853,0.110549347274502,0.101814558016919,0.0318624881965397,0.200067766493352,0.003845836042241,0.0867999926465257,-0.169712003102402,0.0703419216931544,-0.0958824876284759,0.126501664446976,0.148765367343566,-0.153201249463521,0.040649960139633,0.0235280873488337,0.156393820205436
mild,0.0443868565011486,-0.1629943582993,0.396571094969278,-0.0844077926907088,0.53160277317769,0.0492725292307832,0.207797016734885,-0.282745315417153,-0.168919535865027,-0.0875263071989862,0.166632625225623,0.0418920448945267,-0.243763884063685,-0.209460224472633,0.161123249594333,0.251456219850769,-0.0612268348458466,0.0665283095099183,-0.4350327739047,0.0140333152872484,0.0414762429600897,-0.191372840324624,-0.376300750665475,0.245323141317824,0.0208940472054587,-0.0723495365920361,-0.047921172943863,0.101455672002625,0.287630988146787,-0.154990171061388,-0.0498962321324387,-0.128170946290202,-0.0809774267316036,0.45571892014294,0.285448027990993,-0.131809213216526,-0.0596675775917079,-0.0988569099123942,-0.0299377392794632,-0.403535777371098,0.297402333606056,0.0064449299837733,0.007588385303475,0.383577284518122,0.130977609347652,-0.206133808997137
mild,-0.162756468092038,-0.293287920845966,0.0300699674373731,0.169020205448383,0.125999809972007,0.249784150139519,-0.119131853578072,0.192906998067756,0.0300498268027868,-0.134358173325329,0.161910561439412,0.147872539132748,-0.080945210402413,0.158063700233425,0.0371594708117571,-0.254557480536476,0.179573897971613,0.133572688576462,0.167811767373203,0.263298515946938,-0.272462504683713,-0.0167167267066441,0.0685385794972409,-0.278444273155849,0.0680753449017556,0.0424564577079588,0.111800662588652,-0.143421458889172,-0.243258584533552,-0.0829995551302174,-0.135204079977954,-0.113975851123975,0.2720395513574,-0.190047027956499,0.0882965420264191,0.0693240642461073,-0.0441482710132096,-0.0093452544480516,0.0129705686735889,0.0426981453229946,-0.0525871969048769,0.150369977821452,0.105275096982685,-0.17127595652205,-0.219452354452523,0.223822872157754
