group,VDR,HSF1,RUNX1,ZNF76,HEY1,ARID3A,RFX5,SPI1,MEF2A,E2F6,ZNF281,NFYB,GATA2,ELF2,BHLHE40,BACH1,CDX2,GATA6,PAX5,HINFP,HNF4G,NFATC1,NANOG,ZNF217,RFX2,KLF9,HIF1A,ZBTB7B,HOXA1,EGR2,MYC,TP53,ETV1,SETDB1,CEBPB,MYB
healthy,0.375849708168437,0.233476248674457,-0.0971871250562891,-0.0549212718389881,-0.0404811146937298,0.241913194422249,0.0118441738382456,0.0679823128523959,0.135640127791415,0.183422445536118,0.228122033103744,-0.289289889775231,0.275985475326791,-0.268278649884097,-0.224795929491634,0.344292286092563,0.464437638520246,0.119334107644241,0.0211734888478226,0.238505966331795,0.122579086778007,0.165737309257094,0.0941855193575556,-0.205893926037447,0.0600321139746694,0.027420073680322,-0.0008923692617856,0.191372644413845,0.299187076133217,-0.0962136313161593,0.359056941151198,0.365790272853763,0.139615227230278,0.09329315009577,-0.4498352324183,0.224146933664881
healthy,-0.140318202644015,-0.210189766665523,0.156420291472017,0.0178273126310019,0.142330963747515,0.103513428180011,0.614179673868066,-0.0319166403555034,0.293288046510032,-0.297601106017532,0.487088187047052,-0.0451433561785049,0.0379549236660041,-0.577087362103562,-0.178560663610519,0.611879375464066,0.0730344743270079,-0.477599456130551,-0.0255908197445028,-0.0701591013220076,0.055494698996506,-0.542870423344058,0.133129770131514,-0.134854993934515,0.027891118148503,-0.0508941021885055,0.293000509209532,-0.0002875373005,0.18316126041852,-0.190924767532021,0.625106091287067,-0.152969843866016,0.0920119361600099,0.245844391927526,-0.752485115408581,0.267984764066029
healthy,-0.17160644291892,-0.227051258442603,-0.234870399093379,0.188784857985018,-0.351920565198931,-0.119952725892583,-0.336400755725422,-0.0264784535673998,-0.218165871339449,0.0057458836600397,-0.177411562492981,-0.13476170439784,0.0962583602841716,0.0408135447604888,0.0078783765647968,0.0979169658767604,0.0914010153344472,-0.193523731106701,-0.189258745297187,-0.208569653268042,0.201342871757477,-0.263540581479557,-0.266857792664734,-0.0504097628318954,0.183453625723126,0.184045984863336,-0.0499358755197272,-0.0183038974324979,-0.125402429982518,0.372534663278249,0.0231612423822222,-0.227999033066939,0.358436515741245,0.116398571051321,0.169710893670247,-0.164024245924228
healthy,0.209538436416614,-0.631502649909126,-0.385253739395901,0.451662574559434,0.336168948188072,0.319257381469408,-0.475173777070747,-0.0585717676597622,0.273884885394944,-0.37741667189213,0.45619982416688,-0.244186524328023,-0.61954081003495,0.167878235475516,-0.49126038931533,0.339881243321437,0.466099277855854,-0.526733431700819,-0.357617764514182,0.479298549441153,0.349780697010411,-0.638927240175857,-0.362979968595709,-0.351018128721533,0.442175598107501,0.352255560432654,-0.508171956033993,0.545707384604686,0.45619982416688,0.418251918359147,-0.422789167966593,-0.365042354780912,0.372054467810602,0.472698913648503,-0.428563849285161,0.630265218198005
healthy,-0.0906098653946492,0.0470022356514031,0.234750054725619,0.484123027209451,-0.0835595300469388,0.164768948311307,-0.0530080768735268,0.286452513942162,-0.178608495475332,-0.344160814380829,0.151451648210077,-0.247022860701263,-0.309170261173673,0.124555924476218,-0.470022356514031,0.271046225589758,0.204198601552207,0.19845388386148,0.0146229177582143,0.0026112353139668,0.0310737002362053,0.263212519647857,-0.101054806650517,-0.391163050032232,-0.0368184179269324,-0.124294800944821,-0.183569842571869,0.0086170765360905,0.25590106076875,0.294547343415459,0.509713133286327,0.133956371606499,-0.135523112794879,0.0574471769072704,0.0571860533758737,-0.331626884873788
healthy,-0.0045933198106131,0.110988800574042,0.161929308688309,-0.083271171158926,0.0572095025339023,0.129992922022244,0.257797610143294,-0.140500387511758,-0.139278130738118,0.134467958919279,0.193609415708289,-0.279620807698439,-0.106139201117343,0.221386186580194,-0.093305504994128,0.0509405081142672,-0.0211923553493952,-0.246481878077664,-0.0029767866583801,0.0606002793898055,-0.0217049146415666,-0.140559528968547,-0.0623350954556165,-0.371428062453912,0.0863070992740952,0.101269887841715,-0.131885448639492,0.188247256959419,-0.0292750211105599,-0.150002448235859,-0.0137602456129096,0.0057958627653229,-0.0978002557100928,-0.0504870902788848,-0.115128702549273,0.0571897887149726
healthy,-0.0023228160344906,0.376218770386329,-0.117921627350973,-0.333285387348827,0.387639282555907,-0.241456726785299,-0.0150983042241889,-0.120980001796386,0.196200527713307,-0.226474563362834,-0.0435528006466989,-0.0637613001467671,0.135110466006204,0.146608405376932,0.0388684549771428,-0.028183501218486,-0.0609352073048036,-0.30045625406136,0.0020518208304667,-0.0322871428794194,0.215325046397279,-0.299991690854462,-0.0996875214802219,-0.112734004873944,-0.0895832717301877,0.335956625788491,0.22004810566741,-0.0072394433074957,0.101739342310689,0.332240120133306,0.250206000515213,0.326162084843056,0.162209986408594,-0.1546608342965,-0.166778191276426,-0.0627934601323961
healthy,-0.0072523810694037,-0.244259352748536,-0.006263420014485,-0.0688765784347632,0.066400668843371,-0.0906407355511655,-0.0376506591688196,-0.0100158608966234,-0.0725518663268015,0.0871057258229454,-0.0102964172242599,-0.0084026620127134,0.205065633777716,-0.108140436487493,-0.0375594783623378,-0.0774756298768222,-0.0316046703082528,0.202814169248433,0.0553818190754471,-0.130409594993641,0.150490414144224,-0.0266738928500412,-0.0613857244868684,0.0567916146218205,-0.0276488260885781,0.016636990228845,0.0346978038204454,-0.0173383810479363,-0.0631392015345966,0.0194004700560647,-0.006908699568049,0.212388153929029,0.001683337965819,-0.0357288483245095,-0.1228766575966,-0.101259792552207
mild,-0.163839232896691,-0.0385147694870721,0.10991855561479,-0.103773502505617,0.305088904363886,-0.199411300894863,0.13648941905868,0.0979746495716082,-0.270468886847416,-0.111736106534405,-0.161242731582956,-0.264756583957199,-0.0849921430029322,-0.329842216888161,0.164445083203229,-0.237320220075397,-0.105677603469023,-0.0166176084079053,0.302665503137733,-0.0507183256616275,-0.027955664144549,0.13865317015346,-0.18071649143597,-0.0261381132249343,-0.012463206305929,0.105071753162484,0.265189334176155,-0.0337545170785576,-0.0522762264498687,-0.160031030969879,-0.283711043547466,0.438549071889875,0.234983368893035,-0.133633267613572,-0.150683626240433,-0.293058448276913
mild,-0.0592389873872202,-0.126904513232038,0.271970397330119,-0.0007455868752131,-0.1773512025625,0.329057030153044,-0.129886860732891,-0.0941268260764404,0.0832384441629499,0.0433425125005998,-0.0230850577778267,-0.031638205327442,0.129886860732891,0.0560034217023329,-0.0029401444701802,-0.108560262566416,-0.0529929388476986,0.0640501328838788,-0.00431877680548,-0.0901034704856675,-0.0224942153484125,-0.0299500841005443,0.0390940740795738,-0.0728002279099655,-0.119955080847976,-0.009636358670208,0.110557872684912,-0.0271928194299446,0.0503763509460071,-0.0581979792973,-0.0718998965889534,-0.021396936550929,-0.0713653248671024,0.15231073769685,-0.130590244577432,-0.0092705990710468
