group,HSF1,RXRG,LHX2,ATF1,EPAS1,FOXK1,DUX4,NR2F2,HEY1,STAT1,KLF10,KMT2A,GATA1,ZNF281,E2F1,XBP1,SMAD3,FOXH1,AR,HNF1B,GFI1B,KLF1,ZBTB33,TFAP4,ZFX,E2F7,SP4,MXI1,TEAD4,MAX,JUN,ETV6,HINFP,ONECUT1,NR3C1,CTCF,JUNB,ATF3,STAT2,TCF12,HOXA1,E2F8,FOSL1,USF1,RARG,EGR1,TP53,BACH2,MECOM,ASCL2
healthy,-0.0364826278621703,0.23245808236342,0.181192530943716,-0.0466543642549688,-0.0661840981291417,-0.0874769329780664,0.0162747782284775,-0.33200547586094,-0.226897533135357,0.163697144348103,0.266635116643223,-0.129655733220204,-0.242087326148602,0.0111210984561263,-0.24778349852857,0.0295658471150674,0.11826338846027,0.19665357026077,0.019665357026077,0.18336250137418,-0.245342281794298,0.0927662359023216,0.245613528098106,0.0596741868377507,-0.220930114451582,0.2079102918688,-0.0971061767632489,-0.121247097802157,0.0859850783071227,-0.332276722164748,0.0507230588120881,0.200586641665985,0.0273958766846037,0.0036618251014074,-0.0537067681539757,-0.219302636628734,0.441995852055067,0.148914220790569,0.313289480898191,0.265685754579895,0.0866631940666426,-0.242494195604314,0.247241005920954,0.0851713393956988,0.0188516181146531,0.0200722264817889,0.032549556456955,-0.0747283566990924,0.0827301226614272,-0.167223346297606
healthy,0.0763776211225311,-0.0771067630902879,0.139812972317378,-0.521701077930033,0.368216693717214,-0.279261373650877,-0.495087396106908,-0.210722028681733,-0.655863199997296,0.0065622777098117,0.133432980099505,0.108277582211894,-0.0532273636462508,0.322645320732411,-0.103173588437596,0.320275609337201,0.275615663812093,-0.559251889269512,-0.532455921954447,0.217831162867362,0.382617247580412,0.194863190883021,-0.58969356642336,-0.662425477707107,-0.344701865257056,0.224575726069113,0.406861218008328,0.36457098387843,0.191035195552297,-0.131245554196235,-0.535737060809353,0.0940593138406349,0.0280719657586391,-0.314077902611267,0.0300771061699705,-0.512769088825012,0.372773831015695,0.351810999442685,-0.230591147303107,0.685211164199509,-0.405220648580875,-0.125776989438058,0.196321474818535,-0.0973404526955408,-0.481780555195345,0.0811170439129507,0.24152827681946,-0.502925672260294,0.500738246357024,0.279990515618634
healthy,-0.608788816553449,0.528507834278662,0.516439789846388,0.343032868132848,0.56854473705183,0.572377506528175,-0.0955084718159401,-0.526332478629926,-0.144143208819827,0.560257667913788,0.176980720279321,0.210439761924167,-0.587190642612426,0.0893967583266338,-0.571497005432258,0.0385866656740105,0.532599574665571,-0.38969942621645,-0.11555282029358,0.620856860985724,-0.419999022752418,0.504009186139324,0.313872743603361,-0.236492235526889,-0.565281703578726,0.515662877114696,0.295019661314314,-0.601175071782873,0.52172279642189,-0.58372043241087,-0.214894061585865,0.142951942631234,-0.419895434388192,-0.526850420451054,0.63427155415293,-0.305223115190529,0.67529254638624,0.351889673274131,0.152896425596885,0.165637794396625,-0.513591109830186,-0.549898831491234,0.729313878329855,0.588744468075809,0.561345345738156,-0.516543378210613,-0.337749861557346,-0.210336173559942,-0.271764073545682,-0.114775907561889
healthy,-0.040137110805096,-0.233902473312456,-0.25604708617044,-0.020068555402548,-0.20068555402548,0.289956024609228,0.249818913804132,-0.212449879606284,0.287879967153792,-0.170928730497564,0.097574700405492,0.078890183306568,-0.028372785224292,0.166776615586692,0.195841419962796,-0.222830166883464,-0.30102833103822,-0.019376536250736,-0.008304229821744,-0.201377573177292,-0.020068555402548,-0.216601994517156,-0.040137110805096,0.006228172366308,0.242898722286012,-0.223522186035276,-0.035292976742412,0.233902473312456,-0.23528651161608,0.062973742814892,-0.258815162777688,0.246358818045072,0.14878411763958,0.121795370718912,-0.278883718180236,0.270579488358492,-0.161240462372196,-0.254663047866816,-0.237362569071516,-0.256739105322252,0.30102833103822,0.2422067031342,-0.22144612857984,0.184077094381992,-0.149476136791392,-0.102418834468176,-0.23182641585702,-0.289264005457416,0.175080845408436,-0.023528651161608
healthy,-0.176858173172045,0.140044676588098,0.0544532970304215,-0.0019940643982971,0.0314448616654547,0.0691786956640003,-0.0435626376243372,-0.248491101941642,-0.230084353649668,-0.0768481741189892,0.0688719165258007,-0.169802252993455,0.040955014949641,0.110133710613641,-0.164126838936763,0.146793817628488,0.390990011635336,0.169495473855256,-0.0924939101671667,0.0435626376243372,0.0682583582494016,0.0978625450856589,-0.112281164581038,-0.166120903335061,0.111820995873739,0.30493846337036,0.260608877900524,-0.0406482358114414,0.0322118095109536,-0.167041240749659,0.105532023540648,-0.0139584507880799,-0.140044676588098,-0.0223948770885677,0.111514216735539,-0.184681041196134,0.209530151390298,0.333775702361119,-0.00690253060949,-0.100316778191255,-0.0774617323953883,-0.134829431238706,0.0458634811608339,-0.0566007509978184,-0.18038613326134,-0.0483177142664304,0.181459860245038,0.0354329904620489,0.105225244402448,0.0311380825272551
healthy,-0.129485976897665,-0.0251338704258587,0.0932047694958927,0.100838019032635,-0.103374678177467,0.0222714018495803,-0.0613452615208921,-0.114568559357873,-0.109774506295162,0.143681959267826,0.0535723793706729,-0.0810334600211481,0.146777148866566,-0.0161275668565927,-0.146590972048596,0.0093786572052046,0.0438213685295296,0.1690252786139,0.163509790381558,-0.0362579352995258,0.205841744367333,0.112497342257964,-0.268606604125242,-0.191808666712896,0.15555073141337,0.0215034224754569,0.0351176022894637,-0.0063998281176955,0.0961603264811557,-0.0784037124673314,0.249453663976648,0.0149406896420382,-0.189272007568064,-0.022224857645088,0.0608332752714765,-0.0016290471572315,0.147521856138443,0.0968817616507868,-0.0874565602410898,0.101792175224728,-0.14396122449478,-0.151827195053983,0.198557576364284,0.100256216476481,-0.0051664066986487,0.0004654420449233,0.331045654451704,0.11670959276452,0.05401454931335,-0.0325809431446316
healthy,-0.256983407173572,0.0682958453656961,0.206573082554926,-0.180384684811864,0.0582137804419668,-0.0271872400884467,0.068951335654855,-0.136560476908099,-0.218122197173439,0.0877108434541161,0.117925824402011,0.123076105245402,0.0283109377270047,0.187407795052852,-0.313043433808303,-0.0093953608112772,0.0322126656386647,-0.0442612014298707,0.232449342065054,0.109279595349772,0.133876088104877,0.174797410442367,-0.270498992659562,-0.0292161386025099,-0.0902079493175785,0.0894588175585398,0.204544184040862,-0.170365047534721,0.185160399775736,-0.262508253896483,0.179791622169291,0.208352270482642,-0.0990102474862834,-0.0081780217028393,0.205355743446488,-0.289164858988944,0.306488530916714,0.228048192980702,0.039828838522225,0.295626120410653,-0.102724692458184,-0.156787034402144,0.186190455944414,0.274681644980862,-0.015169918120534,-0.0093641469879839,-0.222991553607191,-0.0739455473817798,-0.0638946962813437,0.169491060482509
healthy,-0.0389071263616835,-0.0705191665305514,-0.0442915947420951,0.0613134625253316,-0.104871688814181,0.10145573575564,0.0137796072530962,0.0407212483249763,0.0487304038012157,-0.0513357917272213,-0.0825039509901771,-0.165779868773245,0.106492819079251,-0.107303384211786,0.020862402577867,-0.0110005267986903,-0.0426125669675581,0.100915359000617,-0.188437094144582,0.0244906465044526,-0.0764247124961641,-0.0999311013396812,-0.0104022525342001,-0.052628836105313,0.0486146087822821,-0.123225199315153,-0.0844145688025812,0.0616415484123101,-0.0947975221669591,-0.0549640356538069,-0.138104859248119,0.16334817337564,-0.0260538792600559,-0.0549254373141624,0.0239502697494292,-0.0785669203464353,-0.0954150956012715,-0.0894902504658366,-0.0208045050684002,-0.229235539148848,-0.0486146087822821,0.0944694362799806,-0.0878498210309442,0.146885981517249,-0.0959554723562949,0.203586942455059,-0.0052686733614779,-0.091207876580018,0.0850514414067159,-0.209087205854404
mild,0.147640102539004,0.0958230471769543,0.382742113810131,0.199677187860129,0.22773100764213,0.174373742566559,-0.322453905023712,-0.125747121611089,-0.173713652689335,0.237192295882335,-0.0283838647206133,0.194836528760489,0.296710399811993,0.132898095281011,-0.283838647206133,0.376471259976507,0.110565054434947,-0.256554932280892,-0.0106714530151143,0.294070040303098,0.024863385375421,0.164362379428668,-0.243573164695496,-0.391433297193574,-0.122776717163583,-0.278887973126956,-0.0617184035204034,-0.289229381203459,0.086031713998138,-0.284938797001506,0.121016477490987,0.222670318583416,0.206388101611902,0.190986004476685,0.1437895782552,-0.290219516019294,-0.0547874598095559,0.307931927724793,0.101873871051504,0.112105264148469,0.0671091375177292,-0.183064925950002,0.198687053044293,0.0499468007099165,-0.0234331906414366,0.0654589128246702,0.313652706660731,-0.266566295418783,0.305291568215899,0.178994371707124
mild,-0.0322425144353649,-0.145476647955451,-0.0217220275128751,0.121872761623392,-0.0341243732545496,-0.0878738456234542,0.0213815006789274,0.0319736774611957,-0.128450306258066,0.0769411420072382,0.0075095128117942,-0.0536598600441815,-0.0812066886640569,-0.0700947603983947,-0.0721199989371364,0.0006272862730615,0.0490896314833043,-0.101817523350366,-0.0123844232767299,-0.116639401859564,0.116101727911225,0.0598431104500741,0.0082443338745235,-0.0578178719113325,0.007706659926185,-0.0567246015497109,-0.11375388500348,-0.0845044222138663,0.0673347007969238,-0.0391964308338761,0.0761167086197858,-0.0985735571953902,-0.0213098108191489,-0.0714031003393517,0.0231020573136105,-0.0838233685459709,0.0611872953209204,0.13269793044994,-0.181411190169407,0.0659367485312437,0.0552370369593077,-0.018316759173398,0.115331061918607,0.143594789136267,-0.169241836472013,0.129543576619687,-0.0190695027010718,-0.017098031557164,-0.0265969379778107,-0.105885922892794
