group,VDR,EPAS1,MAFF,HEY1,RFX5,ELF3,KMT2A,MEF2A,MYBL2,ELK3,RUNX3,FOXP3,NFYB,STAT3,KLF1,HOXA4,RELA,RUNX2,TCF7L2,JUN,SP2,E2F2,PRDM14,NFE2L2,NFATC1,FOSL2,NFYA,PBX1,IRF3,ZNF217,TBP,ZEB1,NR5A2,HOXA1,AHR,FOXP2,FOSL1,GTF2I,NRF1,MAF,CUX1,ELK4,ETV7
healthy,0.39320795544725,-0.567967046757139,0.215718253335644,-0.0053095210033386,-0.218600564737457,0.219207367137838,-0.283528421578284,-0.0459652818289031,-0.0075850300047694,-0.192204660320859,0.307042014593069,0.012439449207822,-0.0309469224194595,0.329797104607377,-0.224213486940986,0.0712992820448332,-0.265020948366646,0.195238672322767,0.154431210897107,-0.405192302854786,-0.020631281612973,-0.236804636748904,-0.112258444070588,0.29581617018601,0.162016240901876,-0.0635625514399683,-0.126214899279364,0.220724373138792,0.364991643829508,-0.407012710055931,0.0037925150023847,-0.0637142520400637,0.0232101918145946,0.414446039460605,0.250305990157393,0.515175237923944,-0.260469930363784,-0.283225020378093,0.0110741438069635,0.194935271122576,-0.0219965870138315,-0.0887448510558031,0.541267741140351
healthy,-0.38515406162465,-0.184033613445378,-0.217366946778712,0.0672268907563025,0.55406162464986,0.427170868347339,0.421848739495798,0.418767507002801,0.173109243697479,-0.634173669467787,0.0714285714285714,-0.508683473389356,0.222408963585434,-0.216806722689076,-0.582072829131653,-0.026890756302521,0.104761904761905,0.122689075630252,0.421288515406163,0.019047619047619,-0.407002801120448,-0.164145658263305,-0.113725490196078,-0.0134453781512605,-0.759383753501401,0.157703081232493,0.357703081232493,-0.11624649859944,0.435294117647059,-0.287955182072829,-0.305042016806723,0.139775910364146,-0.745378151260504,0.0050420168067226,0.297478991596639,-0.300840336134454,-0.053781512605042,-0.373389355742297,0.057703081232493,0.317927170868347,0.29047619047619,-0.12436974789916,0.660224089635854
healthy,-0.185895178842215,0.462855400735949,-0.229018041014902,-0.297743533813982,-0.113806203196138,-0.114810227926585,0.068926297745169,-0.343527061522353,-0.0688760965086466,-0.354772138503357,-0.0176206340193404,-0.086948541656688,0.0569282022163304,0.331980777122216,0.256980129757844,0.163656031062819,-0.0958341605211417,-0.105824206589087,-0.1894594666353,-0.186748599863094,0.319882279120332,-0.142320505540826,-0.212702639145143,-0.219329202366091,-0.363808361077378,-0.189007655506599,0.396388963580374,-0.0903622257402069,0.194579992760579,-0.245684851540318,-0.0026104642991615,0.0990972408950936,0.182130086103039,-0.397895000676044,-0.0056225384905017,0.240263117995906,0.376308468971439,0.127561342003259,-0.161597780365403,0.3638585623139,-0.360595481939948,0.462052180951591,-0.160744359344524
healthy,0.0371117416237291,-0.117386052309839,0.221056895758734,0.0709963752801775,-0.315046415305788,0.166196060314961,-0.237595824091048,0.213392514336443,-0.052843892964223,-0.221460284254645,0.20330780193869,-0.214199291328263,-0.131908038162602,0.188382427590016,-0.340056502052214,-0.0601048858906048,0.020169424795505,0.16458250633132,0.172246887753612,0.289632940063451,-0.2436466515297,-0.195240032020488,-0.112545390358918,-0.200080693971409,-0.191609535557297,-0.170633333769972,0.0439693460542008,0.0508269504846725,0.0669624903210765,-0.0996369584897945,-0.159741844380399,-0.124243656740311,0.0359015761359988,0.160145232876309,-0.0875353036124915,0.206131521410061,-0.12182332576485,-0.263009299333385,-0.0032271079672807,0.281565170145249,-0.0601048858906048,0.135941923121703,0.0625252168660654
healthy,-0.28674948579292,-0.0007749986102511,0.268924517757144,-0.357532692195857,0.0723332036234392,0.0359082689416359,-0.199691308574709,-0.288299483013422,0.0470165823552355,-0.230949585854838,-0.359082689416359,0.17049969425525,-0.144924740116962,-0.131749763742693,0.0064583217520927,0.0196332981263621,-0.206149630326802,-0.227849591413833,-0.210024623378057,0.411265929173269,0.118574787368424,-0.129166435041856,-0.404807607421176,0.439424212012393,0.33970772416008,0.339966057030164,-0.0356499360715522,-0.310774442710705,-0.254457877032456,-0.0583832286389188,0.176441350267175,-0.314132770021793,0.462674170319927,-0.0369416004219707,0.286232820052752,0.396282622708413,0.164558038243324,-0.0818915198165365,-0.285199488572417,-0.104883145253987,0.199691308574709,0.0353916032014685,0.325499416305476
healthy,-0.422930148707651,-0.376285099173895,0.175756484983544,-0.0805013665641267,-0.0408788452060331,0.114293256730501,0.152659454240655,-0.281094407618475,-0.0271237097426949,-0.31404874855289,0.170666762727788,-0.209773869173907,-0.297909819121666,0.163579807688129,0.0354025617662966,-0.0491254837976363,-0.0620108565970164,-0.0312148156064981,0.148246214056867,0.0469027569897433,-0.472023419073289,-0.283832549338343,-0.195342251638601,0.120832583426186,-0.409142799812314,0.321683331936522,-0.0618820028690226,-0.377573636453833,0.117804520818332,-0.490256221584411,-0.350449926711138,-0.184454111623125,-0.0942242885954664,-0.168798383671878,0.141803527657177,0.105273495770935,0.130689893617712,-0.177850358063443,-0.157942457088401,0.202654700702249,0.0209387307989925,-0.0560191582453046,-0.0721258742445297
healthy,-0.323998460209586,-0.545928252954277,0.449790404761014,0.385320202678632,-0.458247313722417,0.343877687768208,-0.497017298961056,0.373897884081413,0.421124778281454,-0.462603903187382,0.622003823611398,-0.463885253030019,-0.562512580917547,0.35522678637442,-0.444298905435428,-0.0854843395016253,0.167454119434875,0.265825177353876,0.600843246210139,-0.427897627449677,-0.494308159293767,-0.187333346993498,0.144023722312374,-0.376570413753198,-0.392825251756933,0.486217350287403,-0.28131120545203,-0.119751295293283,0.503497268165248,0.340436348190841,-0.311953771688801,-0.193886536188697,-0.360242355758455,0.393594061662515,0.354091876513799,-0.202197005168084,0.260626557992321,-0.57115253985647,0.0937948084810124,-0.257551318369993,0.464580842944593,0.103789337253579,0.271206846692951
healthy,-0.159320322784829,-0.0938748004420368,0.258251000489399,0.0081522677024181,-0.0421657488627942,0.122544834601402,0.0287302231743955,-0.166369125211694,0.146031925799837,-0.172882914171624,0.0008292708737488,0.0341873605371299,-0.11906055939799,0.0135024023717655,-0.0493549923247297,-0.0839168622887139,-0.106761937326827,0.0903905252386243,0.0738586091103408,0.0930455295682879,-0.16111261789906,0.179624083855002,-0.0608243435221432,-0.0541099245121122,-0.0146928073356953,0.107698210893963,0.0907249086554585,0.0649439472175407,0.0927980858398306,-0.0400256949950552,-0.119114060744683,0.126871756015237,0.0249383152274956,0.0625898879630279,0.116218300354899,-0.179115821061414,0.0865317406083575,-0.187094209387078,0.15996233894515,-0.111851252931044,0.0973323249721025,-0.0575540737055046,0.0590587990812586
mild,0.0042172559303132,-0.0453355012508672,0.112000585380049,0.560205679589205,0.0621234238965372,0.111027372473054,0.058676628184262,0.120353996165093,0.102592860612428,-0.10733727353403,0.0199508645934049,-0.233854951443427,-0.191479639451337,0.248696448275106,-0.378660921896778,-0.108878193970106,0.455869145851744,-0.134262830627568,0.226758607329919,-0.0118407570351102,-0.04265916575663,0.0459437593177393,-0.308346289366364,-0.146265789813844,-0.0369820904658237,0.269296121473175,0.266295381676606,0.221243734190279,0.175664929712663,0.217634736326838,-0.294437454903888,0.259117936487515,0.341313876590831,0.250034616022225,-0.0732342712514009,-0.241275699859267,-0.406316388670563,-0.0580683701173899,0.0536483614981193,0.0575412131261007,-0.190546977082133,-0.234706512737048,0.25044012140014
mild,0.205783804905397,-0.11749087088397,0.0077920484530859,0.0436888589449534,0.199733209369233,0.266416873618644,-0.0860684503684258,0.276306292373131,0.293288636146904,-0.250731086031192,-0.119804333883092,-0.203165269862435,-0.298754510265708,0.400546882227066,-0.342583193897422,-0.0461548579659953,-0.13030389672526,0.270738727573047,0.372022646128004,0.249993828591911,-0.382496786299853,0.256730836226716,0.0064192242558049,0.257518939006637,0.0250794642706992,-0.340727338964061,0.139481480710787,0.313016628315239,0.30073747855067,-0.349218510850947,-0.259400216610318,-0.0161561069883724,-0.203877104631396,-0.26151029824688,0.399657088765866,0.245544861285908,-0.149040404751114,-0.191318305493306,-0.0529172882711205,-0.127100640264937,-0.0934918701018715,-0.280577300986895,0.0508580519751989
