group,TFAP2C,RUNX1,ZNF76,ARNT,EBF1,PGR,E2F3,ELF3,REST,BCL11A,FOXP3,ZNF263,MZF1,AR,GFI1B,NFAT5,STAT5A,ZNF250,RELA,SPDEF,STAT5B,ETV6,E2F2,PRDM14,NR3C1,HNF4G,KLF4,NFYA,RFX2,TCF12,KLF9,HIF1A,NR5A2,AHR,FOSL1,USF1,ATF2,ZNF143,SREBF1
healthy,-0.0224814566899212,0.283188832028559,0.298150629067024,-0.0306212944569616,0.173184738776841,-0.162486666283017,0.0071320483292163,0.133570861643911,0.163727022514185,0.038606087695106,-0.161944010431881,-0.26838207951899,-0.152331249640328,0.0606999330627872,-0.10566284644263,-0.198689563780235,-0.0432574235619863,0.0432574235619863,-0.290475924886671,-0.160703654200712,0.146362035277832,-0.018062687616385,0.0213961449876491,-0.108918781549446,-0.145741857162248,-0.310631713643152,0.0787626206791722,0.246365756415757,0.234892461277452,-0.0631031232606753,-0.106127980029318,-0.125741112934663,-0.14256344431988,0.0692273821520677,0.0682971149786916,-0.095042296213253,-0.134268562023943,0.162254099489673,-0.19225521583105
healthy,0.101407661849635,0.270467120209454,0.635898874029479,0.561663983448945,0.654107432096402,-0.579452344022016,0.573849710770655,0.315848449545479,0.557462008510424,0.246795994722454,-0.132642342225973,0.0649905457157881,0.719658241137326,-0.203655718686974,0.137544646320914,-0.601722811196176,-0.599341692064348,-0.574550039927075,0.161215771807914,-0.218502696803081,-0.176763079080441,-0.0867007495648122,-0.0773163388687824,-0.655368024577958,-0.571048394144975,0.583514253129253,0.507178375079459,0.164297220096163,-0.14748932034208,-0.116394705797026,-0.639400519811579,0.430562365367096,-0.497793964383429,0.461797045743434,-0.244835073084478,-0.472301983089736,0.733944955928297,0.550178585283655,0.314027593738787
healthy,-0.248351626690968,0.346594271338937,-0.0553337248531942,-0.280328644360699,-0.103973465585767,-0.15636954273135,0.11071560786553,0.510717277692014,0.0912597115725004,-0.0119913816261491,-0.135083636390957,-0.154057951092575,0.06303903031578,-0.003611861935587,-0.271467543078726,-0.0922228747553237,-0.186612866672,-0.208091405648957,-0.0242235540480041,-0.20818772196724,-0.019407738133888,0.463040700142265,0.585651373315661,-0.200193467549807,0.0380931038806585,0.141344197079308,0.124585157698184,0.0274019925513207,0.0857696814304081,0.597113015191257,-0.18247126498586,0.398894032166238,-0.0973276396242867,0.0249940845942627,0.168601715153205,0.12111777024002,-0.144041053991213,0.0924155073918883,0.0738264579634001
healthy,-0.145307843908945,-0.370333185517936,0.341069800286273,0.388496666006554,-0.275681270527248,0.394752975952633,0.445812537770638,0.0565086059645897,0.28375392852219,-0.427850873731893,-0.550353458805129,0.0379414925762245,-0.0841574595972639,0.1204844205745,-0.445408904870891,0.462361486660267,0.245005170146471,-0.15418776770338,-0.272452207329272,-0.253885093940906,0.0748739029030813,0.429869038230628,-0.344097047034376,-0.389303931806048,-0.401211102348587,0.395560241752128,0.189505646431249,0.11019178163095,0.352976970828812,-0.13360248981628,0.240767024699127,-0.387891216656933,-0.0694248587564959,-0.405449247795931,-0.338244369988044,0.280121232424466,0.0014127151491147,0.398991121399978,-0.492028504791677
healthy,-0.29372447328518,-0.0754331980644437,0.103333148033485,-0.254457877032456,-0.0201499638665295,0.0299666129297105,0.0813748540763691,-0.078791525375532,0.0433999221740635,0.0147249735947715,-0.115733125797503,-0.114958127187252,0.0136916421144367,0.0405582606031427,-0.261432864524716,-0.0539915698474957,-0.0831831841669551,0.0785331925054483,-0.269957849237478,-0.10023315359248,-0.157066385010897,0.109533136915494,0.180574676188514,-0.305866118179114,-0.0160166379451901,-0.0643248846508441,-0.0395249291228078,0.119608118848758,0.0591582272491699,-0.105658143864238,-0.0782748596353645,0.0480499138355703,0.230949585854838,0.0625165545602582,0.0441749207843146,0.234307913165926,-0.0185999666460272,0.142341411416125,0.0674248790918487
healthy,0.113897895261106,0.244843484531924,-0.352372618634685,0.115763491964056,-0.358805710713821,0.0194440208091892,-0.0925239468281764,-0.187428137725633,-0.316572461214292,0.246049689296762,0.17084684289166,-0.359818922716285,0.319772924523663,0.0252338036804117,0.208174859680847,-0.220687223774767,-0.237397180450324,0.325562707394885,0.200696390138852,-0.0672258122269733,0.169640638126822,0.0488432516108416,-0.0612591193235745,0.267970450556418,0.276269139338504,-0.293172088776434,-0.368953913468659,-0.301985424924851,-0.182780228698457,0.325707451966666,0.104312588063193,-0.148186276042902,0.100565311927097,-0.204813569069499,0.314288713526199,0.29699977856352,-0.0681425278482502,-0.0007398055891006,0.348046364211466
healthy,0.0155449983855679,-0.305157462425395,-0.0678859223614447,-0.0427578896770091,-0.188551686300241,0.0157644571863053,-0.0518288534408228,0.108741835765396,0.0358083609869905,0.0855523558208077,-0.108046882896394,-0.294001640054576,0.218178624399794,-0.202999390682122,-0.232223987646989,0.278785829870114,0.0889539672322378,-0.117959105396368,0.245135480423708,0.0141550926475642,-0.0383321371954709,0.164338065285545,0.0064740346217541,-0.113752811715567,0.0868325321584427,0.243087198283492,-0.0479151714943386,-0.508449464841833,0.0804682269370573,0.24407476288681,-0.0403072664021078,-0.0327359377766665,0.16642292389255,0.248463938901559,0.0182150804612066,0.136027879990416,0.0489393125644466,0.0464155363559662,0.0084125873616014
healthy,-0.0517877878022308,0.0540907154593799,-0.247174660870975,0.110684070459456,-0.166409926965375,-0.166709494790695,-0.249845807313413,-0.112094535637005,0.0688693948418434,0.213211158675296,-0.0275352759440157,-0.184920722171619,-0.283016702971266,-0.20101625178622,-0.0832860964353784,-0.134231349728896,-0.152579879029759,-0.0373024352487266,0.0911934388245597,-0.0617047310196018,-0.0765957483365604,-0.0165636043416631,-0.0434310936750692,0.0474939823059745,0.117374418558274,-0.0238406060983998,-0.0311300898478582,-0.264250026914227,-0.0782059253976565,-0.261042154784756,-0.129600530429155,-0.173275022962296,-0.206333580685653,0.105229439640084,-0.0221680190736953,0.318640310198927,0.0895520567816594,-0.151456499684808,0.0609870164381055
mild,-0.0593057525135509,0.103353228894975,-0.196260090842347,0.0053876931895112,-0.0266094465161355,0.381086756442831,-0.354682947071333,-0.0936060282391413,-0.0632128582616697,0.269096767473068,0.194203719395969,0.16833456660053,0.0687239337379636,-0.171419123770097,0.117912338735333,-0.0250054767879604,-0.111126312962285,-0.015463913276765,0.0306810619799646,-0.307509786091415,0.161260648824988,0.299325427734829,-0.0611153593863638,0.224802526518078,0.118899397029595,-0.154885897341215,-0.138393798341261,-0.165085499715252,-0.0529721284587056,0.0614032513888568,0.145015314398599,-0.21312233670265,0.219579343044277,-0.10191376888251,0.100309799154335,0.114622144421128,0.268191964036661,-0.0600460462342471,0.112483518116894
mild,-0.0947803480973981,-0.0460164514598441,-0.192542520581979,-0.0808087429993753,-0.0967204871091459,0.0827879452127019,-0.195589450305127,-0.151981896275976,-0.0961475601526567,-0.056797895095597,0.0596234666764646,-0.104468022088944,0.155823111097893,-0.166305070188208,0.163101887658746,0.214248639592607,-0.0319016146226989,-0.0195706639909863,0.207607895324209,0.0823973131969138,0.0144924477857404,-0.17415677370555,-0.0126434562443431,-0.108647784657877,0.0923584295995116,-0.246762244373374,-0.0426700371912589,-0.181136065720965,-0.132398211217797,0.162450834299099,0.135106593193928,-0.416361644561396,-0.0261463029234202,0.0453393559658113,0.135458162008137,0.0586208445026084,0.123595969795371,-0.219678424612063,0.031667235413226
