group,RXRG,MAFF,SIX5,STAT1,EBF1,KLF10,E2F3,E2F6,MYBL2,E2F1,FOS,SMAD3,KLF1,KLF3,PPARG,ZNF250,EHF,E2F7,SP4,CDX2,NFE2,STAT5B,BCL6,ASCL1,NR3C1,JUNB,HSF2,NFYA,GMEB2,FOXA1,TCF12,IRF2,MAFK,ZEB1,HOXA1,PAX6,E2F8,FOSL1,YY1,ETV4,USF1,GLIS1,ETV1,ESR1,MAF,HES1,SREBF1
healthy,0.207191917690954,-0.319711569154287,0.000567871348409,0.423469776956452,-0.46979185409096,0.381203923739151,0.656864901152565,0.582311505554293,-0.157949359336056,-0.005516464527402,-0.159896346816315,0.469061733785863,0.143995949060862,0.406677009939213,0.414708333295284,0.487558114848329,-0.200296337031701,0.374389467558242,0.282637682551011,-0.313627233278476,0.286207159598154,0.157462612465991,-0.0759325117301224,-0.382339666435969,-0.459570169819598,0.560813518793094,0.569656086932606,-0.373010351426392,-0.162005583253263,-0.301052939135133,0.398321188669766,0.103677083323821,-0.478228799838752,-0.397266570451292,-0.123471456039793,0.352404733926978,-0.201107581815143,0.137019243923266,0.205812801559103,0.573468937414781,0.385746894526423,0.0473766953529823,-0.470927596787778,-0.290182259037017,-0.0292048122038932,0.110248166069697,0.245158173556015
healthy,0.302866798683515,-0.225496458318302,-0.0360794333309283,0.0705553362915931,0.012427360369542,-0.0825818140685692,0.26157589164923,0.170976425729344,0.0912007898087354,-0.0018039716665464,0.171176867025627,0.0944078505492624,-0.0527160609224119,0.0891963768459061,-0.168972012766514,0.0132291255546737,-0.226899547392282,0.0408900244417187,0.102225061104297,0.095810939623243,-0.0334736964792502,-0.0783725468466276,-0.0677491581436321,-0.131289049065322,-0.147725235360523,0.234315875354751,-0.0334736964792502,-0.106434328326239,0.0126278016658249,-0.120665660362327,0.0667469516622174,-0.0196432470357276,0.0342754616643819,0.26839089572285,0.0517138544409972,0.101022413326599,-0.24173220331722,0.269192660907982,0.151734061286182,0.0160353037026348,-0.106233887029956,0.38584949534465,-0.116456393140385,0.169773777951646,-0.193225409616749,0.203447915727179,0.181599814432339
healthy,0.141517285756469,-0.303516676014051,-0.144529359947809,0.111245940133499,0.0233937762194091,0.0910650430515196,-0.0081326003166186,0.0020080494608934,-0.326458641104759,-0.0969385877246331,-0.0500004315762478,0.246990083689899,0.198395286736277,-0.0550205552284816,0.111446745079589,-0.110392519112619,-0.052861902058021,0.290062744626064,0.124097456683218,-0.140814468445156,0.0734444090321793,-0.219429604839136,-0.286900066725157,-0.239861508103727,0.0667174433381861,0.264911925128373,-0.206879295708552,0.105422596696908,0.0679724742512445,-0.109990909220441,0.0452313141066258,0.290916165646944,0.0610949048476844,0.276257404582421,-0.18258189723174,0.189911277764002,-0.204118227699823,0.091868262835877,0.0843882785940488,0.173043662292496,0.200102128778036,0.0151607734297458,0.227160595263576,0.189409265398778,0.0058735446731134,0.311247666438491,0.0943783246619939
healthy,0.164732410391714,-0.185134052785417,-0.0240913011244799,0.143028535504795,0.0353773160656776,0.347696075688439,0.307977984645378,0.220294330102226,0.0028215037352994,-0.013890479927628,-0.126099513092998,0.0518722609797359,0.0282150373529944,0.0779169108440385,-0.0568641522037272,0.0983185532377421,0.134564024298897,0.0342921223213317,0.0863814220499368,-0.101791173219649,-0.0460122147602679,0.29669196970418,-0.127401745586213,-0.0008681549954767,0.0017363099909535,-0.0065111624660756,-0.0505700284865208,-0.136951450536458,-0.124580241850914,-0.222464717590918,0.183831820292202,-0.0245253786222182,-0.136951450536458,0.251764948688258,-0.0529574547240819,0.0258276111154334,0.0792191433372536,-0.0332069285769858,0.0290831923484712,0.138036644280804,0.0251764948688258,0.164732410391714,0.265655428615886,-0.317310650846753,-0.221379523846572,0.0197505261470961,-0.0121541699366745
healthy,0.0832710040201912,0.140600885292659,-0.227503646497532,0.0926098082093715,0.116735052364754,-0.183144326598925,0.384706850348734,0.0752292559683971,0.131002669876002,-0.258632993794799,0.226466001587623,0.307921127015473,0.333602838535719,0.179253158186767,0.391970364718096,0.0339828707995173,-0.0817145366553278,0.148642633344453,0.291578219684408,-0.0417652076238342,0.312071706655109,-0.141119707747614,-0.116475641137277,-0.146048521069681,-0.172249055044881,0.430103815157249,0.173027288727313,-0.0817145366553278,-0.0137487950562933,0.342422820269945,-0.0435810862161748,-0.216089552488534,-0.0850868826125318,-0.388598018760892,-0.136969128107978,0.204416047252058,-0.152014979301657,0.32789579153122,-0.251888301880391,0.182625504143971,0.210382505484034,0.299879378963679,-0.006744691914408,0.411426206778889,0.0562922363625592,0.131780903558433,0.269009442893889
healthy,0.400281709614207,-0.520711151341387,-0.564730641770853,0.707038427248797,-0.708089638960545,0.66239477986548,0.396076862767214,0.600077635578394,-0.60677911024079,-0.635588881215895,0.660620860101905,0.616240015646526,0.624386906412576,0.688313718633278,0.629084508749452,0.619590752977724,0.0112019748033192,0.637921257201337,0.648893279442711,-0.619459351513755,0.642618859538213,0.422915611782791,0.379651679771144,-0.622842939210946,0.682269251290724,0.602738515223757,-0.633289355596446,-0.682959108976559,-0.681382291408936,-0.660456608271944,0.693701178655988,-0.653262378119666,-0.639530925134952,-0.691007448644633,-0.661146465957779,0.700665456246322,-0.629905767899255,0.67037741880157,-0.541209779720481,0.702505076741881,0.605300843771144,0.643900023811906,-0.656875918378801,0.571530667531225,0.72599308842626,0.665417013536757,0.628033297037703
healthy,0.397543077135029,-0.299347919097514,-0.149653779697126,0.28986338883084,-0.32824546663342,0.279975261531543,-0.239373400049529,0.24038239263109,-0.13698083287272,-0.462804717310394,0.329980933873705,0.314684606337241,0.33502589678151,0.402103723603685,0.40698724769844,0.460827091850534,0.167008452099975,0.333613307167325,0.329536977137818,-0.0964596907972304,0.398148472683966,0.190618878508502,0.231866495242715,-0.367232939984937,0.417117533217312,0.475679462651112,-0.306410867168441,-0.0171932335897992,-0.307662017969576,-0.44851738235549,0.554300164606344,0.246153830197618,-0.230776783254629,-0.0154577663495143,-0.332119998146615,0.322191511144054,-0.372520061112317,0.257333468001314,0.141904716670737,0.497433342709567,0.495092479920345,0.232794768417751,-0.354398554347481,-0.143640183911022,0.0619925042111071,0.4665581697138,0.415947101822701
healthy,0.159083215493327,-0.0636837412535355,-0.206968217272725,0.15752226219199,-0.189695244125102,0.0573610920228676,0.0272299631455449,-0.0873187816444862,-0.15421903273108,-0.088556507242011,0.0346405495256295,0.150222046247353,0.0899755556977719,0.0322991195736241,0.119058165438338,-0.0076707452636407,-0.099901011285566,0.0561943188481309,-0.0457406618906924,0.0123457215651197,0.181874710413353,0.0745236947350423,0.108722762518879,-0.103866463359164,-0.0071110094838684,0.0518741046605922,-0.132018808000954,0.116976894369889,0.112120595210174,0.06767284413473,0.169103274311505,-0.175780685656113,0.0366745189788868,-0.129882351714781,-0.108036889098595,0.0190704345249198,-0.212502506250192,-0.0116361973372392,-0.102289742852764,0.115865306412876,-0.0409631987562974,-0.0347193855509496,-0.109282498298652,0.0995383655690938,0.0157120198462858,0.124505734787953,-0.0099175719852621
mild,0.358213366517466,0.0164241764102611,-0.181809395832573,0.244595487932559,-0.363826692632365,0.255094486777093,0.0569648650178675,0.161850902979598,0.0336799566893961,-0.460084840454528,-0.205094304161045,-0.133368470470664,0.29407591813056,-0.12016675905229,0.0258836704187026,-0.291789007491157,-0.0081081377215212,-0.171518297955258,-0.0906448217072636,0.0314969965336019,0.16018769524185,0.0902290197728266,0.085343347043192,-0.234928092956899,0.193555800480418,-0.0504159845504849,-0.102599127322327,-0.0725574375592546,0.027338977189232,-0.218503916546638,0.202079740136377,-0.297818135540493,0.22515674749763,-0.0518712913210144,0.118399600830933,0.0866947033301122,0.0186071365660553,0.31621737113933,-0.0264034228367488,0.0910606236417006,-0.0450105594028041,0.372974335189979,0.0244283636481731,0.0369024216812828,0.0145530677052946,-0.0087318406231767,0.300520848114334
mild,0.0073720461465151,0.160365938901465,-0.119306787636459,-0.0297480526320416,0.138837922881772,-0.255915316229025,0.048567970067301,0.0057307742771611,0.185012371472932,-0.0838553152584123,0.0154963418998175,0.04443743586276,0.0728040846714286,-0.132956698683253,0.0102716264490406,-0.197075719712684,-0.0751018652885242,-0.261140031679802,-0.11235873672286,-0.029365089195859,0.117200488737455,-0.0318817060622018,0.124285312306833,-0.0900647938308017,-0.0309790065340571,-0.100049197702705,-0.153937624079829,-0.177571938998527,-0.170295633711057,0.222624851812294,0.0241950828073938,-0.0151954420571026,0.0341247776169856,-0.202245726101149,-0.120318905289227,-0.039787165566257,-0.167642244188935,0.162882555767808,-0.101170733480097,0.0069070191168648,0.0124599889415126,0.34175383499624,-0.0903930482046725,0.238052807384222,0.0345077410531682,0.057622319879904,0.157958740159746
