group,RUNX1,DUX4,FOXO3,RFX5,MITF,EBF1,KLF10,MEF2A,ELK3,TFDP1,MZF1,FOS,GMEB1,KLF1,TFAP4,ELF2,PRDM1,MXI1,IKZF1,CDX2,SPDEF,ETV6,PAX5,E2F2,BCL6,CTCF,HSF2,ATF3,FOSL2,GMEB2,ELK1,RFX2,TCF12,IRF2,ZBTB7B,RARG,RARA,NRF1,TP53,MAF,CEBPB
healthy,0.119301288116319,-0.0020050636658204,-0.121807617698595,-0.14286078618971,-0.0468683631885539,0.0706784942201722,-0.0984987525834315,0.140103823649207,0.173187374135245,0.183713958380802,-0.0578962133505666,0.246121564979465,-0.0972455877922937,-0.0358405130265412,0.242362070606052,0.16541775243019,0.216045609992158,-0.221559535073164,0.147121546479578,-0.0849645728391432,0.0686734305543517,-0.0203012696164324,-0.0265670935721215,0.102258246956845,0.383217793129941,-0.215293711117475,0.125316479113781,-0.138098759983386,0.0634101384315729,0.229329156778218,-0.176445602592203,-0.187974718670671,0.0962430559593834,0.149627876061854,-0.288979800836378,0.238101310316183,-0.462668440888078,-0.325572212737602,-0.370184879302108,-0.311536767076858,0.0
healthy,-0.190302093290715,0.514068774379029,-0.296613540812251,0.473339063964934,-0.493588863492846,0.210321781460355,-0.501642761032356,0.473799286681478,-0.0676527393318866,0.0342865923824867,0.0835304230526355,-0.22965113555518,0.468276614082957,-0.133004365081056,0.509466547213595,-0.5582501551672,0.479091847921727,-0.564463161840537,0.0276133629926068,0.564463161840537,-0.0052925612402496,-0.0112754565553144,0.386126859179951,0.290400534138915,-0.451708596287392,0.488296302252596,0.384746191030321,-0.49681042250865,-0.484384409161977,0.524193674142985,-0.488296302252596,-0.530406680816322,-0.472648729890119,0.60634342904599,-0.575048284321036,0.478861736563456,-0.154404721400326,0.102399554430917,-0.488066190894325,0.337113139868074,-0.131623696931426
healthy,0.526470565477463,0.0115401711253563,0.457229538725325,0.134582271537776,0.450544198211326,-0.386715113780044,0.0171112882203559,0.198888880291486,-0.463596529691039,0.284365734006194,-0.0398732809227829,0.462482306272039,0.272586800719624,0.0422609025349256,-0.217830678414485,0.0215681818963556,-0.175649363266631,-0.163074556109346,0.0659779438822097,-0.0202947837032129,0.194750336163772,0.159731885852346,0.132512999473919,0.26176291607791,0.125190959863348,-0.450703372985469,-0.157344264240203,-0.139357514762062,0.314449766319192,-0.442107935181755,-0.0080383260942137,0.0655004195597811,0.203664123515772,0.0659779438822097,-0.150022224629632,0.0981312482590646,-0.277998743040481,-0.586797804877602,0.096698675291779,-0.110546880642207,0.108159259030064
healthy,-0.28026775648386,0.165392577283068,0.051209417234088,-0.3287090971107,0.170928730497564,-0.289264005457416,-0.212449879606284,0.2076057455436,-0.289956024609228,0.137711811210588,-0.134251715451528,-0.163316519827632,0.291340062912852,-0.27334756496574,-0.310716599163588,0.115567198352604,0.209681802999036,0.139787868666024,-0.184077094381992,0.084426336521064,-0.226982281794336,0.240822664830576,-0.295492177823724,-0.188229209292864,-0.240130645678764,0.21798603282078,-0.151552194246828,-0.235978530767892,-0.281651794787484,-0.127331523933408,0.28026775648386,0.270579488358492,-0.1384038303624,-0.293416120368288,0.25604708617044,-0.323864963048016,-0.199301515721856,0.094806623798244,-0.269195450054868,0.11072306428992,-0.279575737332048
healthy,-0.127259671297242,-0.0189535680655467,0.0467070070186687,0.133690346176624,-0.265688409490253,-0.0267380692353248,0.210519988156608,-0.247411754569905,0.143844043354596,-0.213904553882599,0.0375686795584944,0.0737835328265926,0.0192920246381458,-0.171597482307718,-0.277872846103819,-0.214243010455198,0.15298237081477,-0.0389225058488906,-0.139782564483407,-0.303257089048748,-0.219996772189382,0.372302229858953,0.121167452990459,-0.0406147887118858,-0.0565222476240411,-0.12793658444244,0.450824154701933,0.207135422430618,0.115752147828875,0.083937230004564,-0.0260611560901267,0.102213884924913,-0.138090281620412,0.182766549203486,0.196643268680047,0.0568607041966402,0.122521279280856,-0.283288151265404,0.299534066750158,0.129628867305436,0.0998446889167193
healthy,-0.0952177673787816,-0.150789702788462,0.236463103211719,-0.0429778890719174,0.167845317111352,0.183545518375469,-0.0430908401601485,0.120575286686654,-0.212291570330273,0.135428354789038,-0.153895857714816,-0.0386292721750217,-0.196478417977925,0.0330946688516999,0.203029581095326,-0.123850868245355,-0.146102232626873,-0.169144254626009,-0.159261034405791,0.179648705831497,0.192355703257491,0.0883842265408026,-0.0053651766909752,-0.0108997800142971,-0.0466487994394268,-0.166264001876117,0.13452474608319,-0.159373985494022,0.0149095436464996,0.171290325302399,-0.148135352215032,0.22053699977114,-0.0426390358072243,0.204046140889406,0.123512014980662,-0.0048004212498199,-0.0214042312197854,0.0052522256027441,-0.220198146506447,-0.151128556053155,-0.159261034405791
healthy,0.10554142671982,0.111127367735501,0.255310362893213,-0.0113690328907402,-0.243612745236844,0.0716971958601016,0.0312155527346914,-0.0966696380478547,-0.0086089208594622,0.296580609456131,0.114676083204287,0.115530403594921,0.112770291563643,0.187030448595646,-0.0005257356250053,0.0849063034383605,0.139319940626412,-0.164620967579793,0.185387524767504,-0.0107118633594836,-0.0959467515634724,0.0766916842976523,0.0630225580475137,0.226460620471045,0.13859705414203,-0.164752401486045,-0.215814474064687,0.292177573596711,-0.187687618126902,-0.138728488048281,0.0762316656257726,0.0479076588286105,0.264773604143308,0.200370990080156,0.0359471733597393,-0.0616425020318747,0.263919283752675,-0.0113033159376146,-0.304532360784336,0.0824747761727109,0.129133812891934
healthy,0.0825503412870992,-0.130760240399015,-0.200753100405559,-0.0451069725600043,-0.0552904026531908,-0.0875066937659916,0.181719040885779,0.167870408959462,-0.0618086309132468,0.211686230873704,-0.0768859384540793,0.216559283310935,-0.0273015886547394,0.126824313430483,-0.0999600499944692,0.16031093017863,-0.183864016958577,-0.166912458480348,-0.185759092906389,-0.240757945413762,0.0945871973072665,-0.0571854786010026,-0.216642583352597,-0.0337365168731334,0.214872457467278,-0.0282595391338531,-0.180844390448327,0.152730626387383,-0.114391782212421,0.195359422707941,0.0421914711018322,-0.216226083144286,0.0626624563402829,-0.209874454967554,-0.160248455147384,-0.141068620554695,0.125887187961785,-0.170202810125999,-0.111892780962559,0.0534578017366255,0.106582403306603
mild,0.0330946916966919,-0.0304541577847218,0.0052810678239401,-0.0850251919654371,0.151918717735346,0.205081467163011,-0.131674624410242,0.154383216053185,-0.0427766493739156,-0.0846731207771744,-0.0566834613102914,-0.257364038620019,0.145405400752487,0.0918905801365594,0.081856551271073,0.037319545955844,-0.117063670097341,-0.009329886488961,-0.0438328629387036,0.116359527720816,0.0133787051539818,0.0257011967431756,0.0195399509485787,0.10245271578444,-0.0371435103617127,-0.208074072263244,0.0286938018434084,-0.0501701443274318,-0.103332893755096,0.073054771564506,-0.0786879105767089,0.182900982302462,0.123929058268463,-0.0748151275058194,0.131674624410242,-0.0117943848067998,0.156847714371024,0.109142068361431,-0.120232310791705,-0.0913624733541653,-0.0649571342344644
mild,0.147242781604855,0.11515696500016,0.0142065181628104,-0.184378671093279,0.0211439920232851,-0.240592613698008,-0.0508322992791403,0.0343047880233034,0.0802145415117391,-0.0005356137906984,-0.144947293930434,-0.0216541003953789,-0.0842443976512796,0.0318562678372535,-0.0139514639767635,0.144998304767643,-0.240796657046845,-0.0193076018837477,0.1191868211397,-0.0553212529535651,0.0358351131395846,-0.112861477325738,-0.141223502814149,0.0586369573721743,-0.0253268806744537,-0.0207869161628195,0.202028420767722,0.0645032036512522,-0.147446824953693,0.0136964097907167,0.0155327999302541,-0.0982213670466478,0.0801125198373204,0.0761846853721986,0.020174786116307,-0.156730797325799,-0.271607202721307,-0.0158388649535103,0.0038513182093076,-0.0087483585814074,0.277524459837594
