group,HSF1,RXRG,EPAS1,DUX4,MAFF,ZNF76,ARNT,FOXO3,HOXA6,ARID3A,RFX5,KMT2A,MEF2A,MYBL2,ELK3,REST,ESR2,E2F1,XBP1,NFYB,SMAD3,GMEB1,HNF1B,NFAT5,ZNF384,PPARG,ZNF250,GATA2,E2F4,MBD2,ZBTB33,ELF2,RELA,ELF1,ZFX,E2F7,BHLHE40,SP4,BACH1,TEAD4,CDX2,TCF7L2,MEIS1,E2F2,POU2F1,SP1,NR3C1,HNF4G,KLF4,IRF3,GMEB2,TCF12,IRF2,TBP,TP73,ZBTB7B,NR5A2,AHR,TCF3,MEF2C,ZKSCAN1,GTF2B,TCF4,CTCFL,USF1,HOXC6,THAP1,EGR1,POU2F2,TP53,MAF,HES1,CEBPB,CUX1,SREBF1
healthy,0.0244131112875734,-0.295440024734363,-0.0331025237797605,-0.36495532467186,0.0318611791380195,0.232131448005571,-0.111307236209445,-0.312818849718737,0.258613467029379,-0.36495532467186,0.0484124410278998,0.192408419469858,0.285095486053187,0.249924054537192,-0.0173788249843743,0.12165177489062,-0.0492400041223938,0.293371116998128,-0.206476992076256,0.259441030123873,-0.206476992076256,-0.284267922958693,-0.295440024734363,-0.103445386811752,-0.0086894124921871,-0.36495532467186,-0.249924054537192,-0.209787244454232,-0.000827563094494,-0.212269933737714,-0.229234977174842,0.102617823717258,-0.0173788249843743,-0.216821530757431,0.269371787257801,0.0186201696261153,-0.110065891567704,-0.181236317694189,0.206063210529009,-0.164271274257062,-0.0281371452127964,0.25157918072618,0.0368265577049836,-0.157236987953862,-0.156409424859368,-0.249510272989945,0.258199685482132,-0.0599983243508159,0.337645742553557,0.112962362398433,0.36495532467186,-0.18247766233593,0.063308576728792,-0.285923049147681,0.223028253966136,-0.274750947372012,-0.285923049147681,0.162616148068074,-0.0372403392522306,-0.188684385544635,-0.269371787257801,-0.258613467029379,-0.0074480678504461,-0.329783893155864,-0.311163723529749,0.0326887422325135,0.231717666458324,-0.0372403392522306,0.268958005710554,-0.292543553903634,0.275578510466506,-0.346748936592991,-0.14647866772544,-0.0839976540911423,0.0285509267600434
healthy,-0.355035801248363,-0.366870327956642,-0.355035801248363,0.247828912243955,0.0591726335413939,0.351555058098869,0.366870327956642,-0.354339652618464,0.355035801248363,-0.290293978667779,0.295167019077071,0.28959783003788,0.366870327956642,0.354339652618464,-0.378008706035022,0.303520802635856,-0.366870327956642,0.378704854664921,-0.293078573187374,0.290990127297678,-0.355035801248363,0.140622023239548,-0.0187960130072663,-0.247132763614057,0.366174179326743,-0.11695296982299,-0.378704854664921,0.353643503988566,-0.355035801248363,0.339720531390591,-0.109295334894104,-0.282636343738893,0.219982967048005,-0.355035801248363,-0.293774721817273,-0.354339652618464,-0.355035801248363,-0.354339652618464,-0.002784594519595,-0.366870327956642,0.284028640998691,0.366870327956642,-0.220679115677904,0.118345267082788,-0.341808977280287,-0.317443775233831,-0.313963032084337,0.328582153312211,0.378704854664921,0.366174179326743,0.236690534165575,-0.355035801248363,0.355035801248363,-0.329278301942109,0.343201274540084,-0.295167019077071,-0.303520802635856,0.329278301942109,-0.295863167706969,0.294470870447172,-0.342505125910186,0.366870327956642,0.366870327956642,0.204667697190233,-0.378008706035022,0.242955871834664,0.366870327956642,-0.343201274540084,0.331366747831806,-0.378704854664921,0.342505125910186,-0.354339652618464,-0.0389843232743301,0.390539381373199,0.353643503988566
healthy,0.105446098337447,-0.297844009919846,-0.0426515489536241,0.0083869432396202,0.284797653769325,0.321356124301003,-0.139280604398137,0.154334092264122,-0.137846938887091,-0.3057291702306,0.255407510792878,-0.36967065202326,0.269887532454445,0.361642125161401,-0.265299802819097,0.3957633643243,-0.249672848748694,0.231608663309512,-0.0337628227851377,0.392609300199999,-0.212971011665911,0.373684915454189,-0.105015998684133,-0.31103373262147,0.178849772503012,-0.118922554141281,-0.225587268163118,0.281643589645024,-0.170677879090049,0.36192885826361,-0.324940288078618,0.305012337475076,-0.0780630870764649,-0.40350515808395,0.168957480476793,-0.16078558706383,-0.398630695346393,-0.250533048055321,-0.356480929321635,-0.20207515378196,-0.139567337500346,0.378129278538432,0.41655151423447,0.181573736974,-0.365513022041226,-0.151323394690925,-0.134549508211685,-0.21168071270597,0.223006670243235,0.376982346129595,-0.329097918060652,0.165660049801387,-0.336122879064779,-0.409526553230344,0.350029434521927,0.220426072323351,-0.189458897284754,0.258131475263866,0.211537346154865,0.32995811736728,-0.191322662449114,-0.0156986373459558,0.301428173697461,0.369814018574364,-0.190175730040277,0.358774794139308,0.282360422400547,0.183867601791674,-0.219852606118933,0.20393891894632,-0.17196817804999,-0.313901063643563,-0.288095084444731,0.0955538063112284,-0.163366184983713
healthy,-0.142886901662352,-0.142886901662352,-0.163299316185545,0.102062072615966,0.142886901662352,0.142886901662352,0.163299316185545,-0.163299316185545,0.163299316185545,0.163299316185545,-0.142886901662352,-0.142886901662352,0.265361388801511,0.204124145231932,-0.163299316185545,0.142886901662352,-0.163299316185545,0.142886901662352,0.142886901662352,-0.204124145231932,-0.142886901662352,0.163299316185545,-0.142886901662352,0.224536559755125,0.183711730708738,-0.163299316185545,-0.285773803324704,0.122474487139159,-0.163299316185545,0.183711730708738,-0.102062072615966,0.244948974278318,-0.142886901662352,-0.142886901662352,0.163299316185545,-0.142886901662352,-0.142886901662352,-0.163299316185545,0.204124145231932,-0.142886901662352,0.183711730708738,0.142886901662352,0.142886901662352,-0.163299316185545,-0.163299316185545,-0.142886901662352,-0.142886901662352,0.265361388801511,0.163299316185545,0.204124145231932,0.244948974278318,-0.142886901662352,-0.0816496580927726,-0.142886901662352,0.163299316185545,0.142886901662352,0.142886901662352,-0.142886901662352,-0.285773803324704,0.163299316185545,-0.142886901662352,0.183711730708738,0.224536559755125,0.163299316185545,-0.0204124145231932,0.163299316185545,0.163299316185545,-0.163299316185545,0.204124145231932,-0.163299316185545,0.142886901662352,-0.142886901662352,-0.163299316185545,-0.142886901662352,-0.163299316185545
healthy,0.0920601877469412,-0.137074911902615,-0.0233535035093344,-0.0219996772189382,-0.0923986443195403,0.0680297710924088,0.0609221830678288,-0.242334905980919,0.0900294483113469,0.0511069424624563,0.115752147828875,-0.0338456572599049,0.0822449471415688,-0.0703989671006021,0.121505909563058,-0.115413691256276,0.0179381983477496,-0.083598773431965,-0.0429839847200792,0.168551373154326,0.259934647756069,0.101875428352314,0.16008995883935,0.115413691256276,-0.139105651338209,-0.13165960674103,-0.160766871984548,-0.220335228761981,-0.350641009212614,0.0852910562949603,-0.0392609624214896,-0.0967985797633279,0.379409817883534,-0.0883371654483517,-0.159751502266751,0.17430513488851,0.0199689377833439,0.114398321538478,0.122521279280856,0.235227317956339,0.0575376173418383,-0.0243688732271315,0.126921214724643,0.217289119608589,0.0883371654483517,-0.108983016376894,0.0216612206463391,-0.0998446889167193,0.196304812107448,-0.0054153051615847,-0.0236919600819334,-0.118121343837068,-0.142490217064199,0.0504300293172582,0.0687066842376069,-0.0203073943559429,-0.0869833391579555,-0.0653221185116164,0.0247073297997305,-0.190889506945863,0.372640686431552,0.142490217064199,-0.0632913790760221,-0.114736778111077,-0.113382951820681,0.0365533098406972,-0.114059864965879,-0.0521223121802535,-0.0531376818980506,0.0020307394355942,-0.0027076525807923,0.0544915081884468,0.0135382629039619,-0.235227317956339,-0.0108306103231696
healthy,0.274722347078174,-0.235715117269914,0.242030573524585,-0.0468086757699121,0.178133016124388,0.284009782746808,-0.205716700060229,0.199679866875617,0.220669471486728,0.261441314072029,-0.215932879295725,0.0595324626359398,0.193457284977633,0.24620991957547,-0.140426027309736,0.209153051257623,-0.202094600149462,0.267385272899954,-0.271193121524094,-0.196707887461654,-0.197636631028518,0.110056112673305,0.0845156645845635,0.139961655526305,0.232743137855952,-0.249460522059492,-0.287353259587516,0.210639040964604,-0.241937699167899,0.229306786658557,0.280016185409295,-0.174418041856934,-0.0846085389412498,0.288374877511065,0.170424444519422,-0.01393115350295,-0.245281176008607,-0.147298729704525,0.166616595895282,-0.193364410620946,0.204137835996561,0.202558971932893,0.21101053839135,0.156864788443217,-0.175346785423798,-0.131602963424535,-0.165316354901674,0.253082621970259,0.333140317433878,0.125101758456491,0.268221142110131,-0.2228984560472,0.27788007520551,0.220297974059983,0.131417214711162,0.230142655868734,-0.0413290887254184,0.177204272557524,-0.131324340354476,0.233579007066129,-0.228192294378321,-0.125101758456491,0.196615013104968,-0.268221142110131,-0.242866442734762,0.225777561104477,0.268128267753445,-0.23330038399607,0.229213912301871,-0.0838655440877591,-0.187141828722962,-0.253268370683631,-0.251318009193218,0.0107734253756147,-0.226334807244595
healthy,0.0132897800299765,-0.0175977821192043,0.0141026106128497,-0.100425218513981,-0.038487528099045,-0.0340982429515299,0.0280832966382683,0.051127043662723,0.0662456925041641,-0.0349923565926904,-0.168540421358754,-0.0310094867366118,0.169759667233063,0.154234603100186,-0.122859342601281,0.0875418537754414,-0.0920937050395312,0.0305217883868879,0.0211335951547027,-0.107781335288984,-0.152121243584715,0.0288961272211415,0.0789258495969857,0.0968081224201956,0.0086566457075993,-0.0833557762736445,-0.0139806860254187,0.152161885113859,-0.129240062676835,0.114121413835394,-0.0145090259042862,-0.0130459308551145,0.149560827248665,-0.0045518512640898,0.164760759148393,-0.0635633515806826,-0.221658899949516,0.0430393793631348,-0.0704724115351046,-0.0049176250263827,0.220805427837499,0.146309504917172,0.123916022359016,-0.0789258495969857,-0.0038203037395039,-0.091402799044089,-0.0119892510973794,0.0909557422235087,0.0987589158190913,0.0617751242983616,0.0813643413456052,0.130093534788852,0.02454748360277,-0.186544618769395,-0.0863632494302753,0.166467703372427,-0.194754207656414,0.0619783319440799,-0.0609216521863448,0.147366184674907,-0.150007884069245,0.0734392431625917,0.0606371614823392,0.0240191437239024,0.0036983791520729,0.0673023722618992,0.200118889503377,-0.0410885859642392,0.142448559648525,0.0960359333664661,0.0808766429958813,-0.056247876334824,-0.137977991442722,0.0142651767294243,-0.0967268393619083
healthy,0.131267918793517,-0.230747714549469,-0.189948226275809,0.0005676450542422,0.17263505212142,0.187417475408979,-0.20042600790203,0.0213812970431243,0.181457202339435,-0.143992628759447,0.257119557694473,0.103335051749347,-0.127554574063683,0.0518685668313844,-0.0440161435810335,0.109389932327931,-0.232994642889178,0.161163891650275,-0.192668192160719,-0.144891400095331,-0.122516724207283,0.153713550313346,-0.121570649116879,0.0014664163901257,0.222162083104055,-0.209106246856484,-0.100804300882517,0.0696311266537144,-0.0984154612792478,0.0981789425066469,0.200780786060931,-0.112086246335582,-0.170719250063353,-0.15991034215549,0.159011570819607,-0.196925530067536,-0.19278645154702,0.0219489420973665,0.230061810108927,-0.143519591214246,0.238174404009139,0.217053277615875,0.146428772117237,0.145742867676694,-0.209957714437847,-0.18027460847643,-0.216722151334234,0.163931161289706,0.148368226052565,0.225520649674989,-0.232190479062335,-0.0496452903689356,-0.0566462460379232,-0.207261400430197,0.196074062486173,0.120127884604013,0.211376827073453,0.166698430929137,-0.180771297898892,0.163670990639845,-0.198462902089442,-0.0690398297222121,0.178216895154802,0.143283072441645,-0.0516320480587835,0.146405120239977,0.202034335555716,-0.132095734497621,0.180440171617251,0.0343898295361755,-0.130274539948593,-0.195080683641249,-0.0852413656453759,0.198723072739303,0.146783550276138
mild,-0.0256475007411559,0.0504156585997578,-0.0400101011562031,0.0165609576214321,0.138496504002242,0.116219817644209,0.0408894440387571,0.0334150295370488,-0.0874946168141146,0.239181264054665,-0.0189058719749092,0.0691749734275747,0.0313632294777563,0.0646317018677128,-0.027552743653356,-0.05876941598402,-0.100977874346608,0.013336700385401,0.030777000889387,0.0285786436830022,-0.0331219152428641,-0.0369324010672644,-0.161652533242828,-0.173816776451491,0.0996588600227771,-0.0653644876031744,-0.0530536872474196,0.096874274228023,0.0493897585701116,-0.0889601882850378,-0.0870549453728376,0.0611143303374971,-0.0058622858836927,-0.010552114590647,-0.0678559591037438,-0.0772356165176522,-0.0784080736943908,-0.0318029009190333,0.0681490733979284,0.0083537573842621,0.0998054171698694,-0.0403032154503878,-0.020664557740017,-0.107572945965762,0.148608947151612,-0.086761831078653,-0.0986329599931308,-0.0526140158061426,0.0191989862690938,0.0432343583922342,0.0347340438608797,0.0102590002964623,-0.0115780146202932,0.0571572873660045,0.157842047418428,-0.0644851447206204,-0.0945293598745459,0.0804598737536832,0.002784585794754,-0.055105487306712,0.0364927296259875,-0.134832575324934,0.014216043267955,0.10552114590647,0.0360530581847105,-0.137470603972595,0.0159747290330628,-0.0800202023124063,-0.0246216007115096,-0.147583047121965,-0.0892533025792224,-0.0153885004446935,0.0820720023716988,0.150221075769627,0.195946905662431
mild,-0.0732822892198034,-0.0512634116501828,0.196232419251411,-0.333998564210818,0.0059036121019997,-0.132911050836912,-0.0245945847801455,0.0638912151424911,0.112168629937995,0.124386143786148,0.0305665784895043,0.167831258328278,0.0660794265779813,-0.228007072804259,0.281527077497291,-0.060517722512777,0.310931168661691,-0.200973544028307,0.305278289120008,0.182282571350161,0.33750882005525,0.0187593542855049,0.185564888503396,0.0661250143162207,-0.298850418028256,0.322510454174494,-0.0801204499557104,0.0579192214331323,0.203526457369712,-0.0629338726394641,-0.0875968390269687,0.0274666122892265,0.409856560641146,0.112031866723276,-0.0960761583394934,-0.0902865155830921,0.0917909109449917,0.0873233125975324,-0.0378150288695657,0.191855996380431,-0.176720867284957,-0.239312831887625,-0.121240589847631,-0.0411885214992798,0.0931129553539337,0.124431731524388,0.252852390144721,-0.186157529100508,-0.142393300390703,-0.135691902869515,-0.0524942805826461,0.186613406482902,0.110208357193701,0.112259805414473,-0.0874600758122506,-0.220302745041804,-0.027648963242184,-0.0752425619640967,0.0493487266441289,0.180778175988261,0.228508537924892,0.128124338321778,-0.255268540271408,-0.0994952387074469,0.152741716971043,-0.192995689836415,-0.104737828604976,-0.105740758846242,-0.156525499244911,-0.0360826948164693,0.163135721289621,0.0067241913903085,-0.0220416714387402,-0.0386811958961139,0.0327547899249945
