group,RXRG,FOXK1,KLF5,ETV5,ZNF76,HEY1,ETS2,E2F3,FOXD2,TFDP1,FOXP3,ESRRA,NFYB,AR,HNF1B,GFI1B,ZNF250,MBD2,ELF2,RELA,ELF1,EHF,PRDM1,BHLHE40,SP4,NFIC,POU2F1,GATA3,ONECUT1,NR3C1,NFE2L2,NFATC1,NFYA,NANOG,GMEB2,TCF12,KLF9,AHR,PAX6,TCF3,E2F8,EGR2,ATF2,HOXC6,GLIS1,BACH2,ESR1,MAF,MYB,ELK4
healthy,0.248682365650997,-0.0621705914127492,0.0373023548476495,-0.0124341182825498,-0.186511774238248,-0.211380010803347,0.211380010803347,0.223814129085897,0.0994729462603988,-0.111907064542949,-0.0497364731301994,0.198945892520798,-0.136775301108048,-0.261116483933547,0.149209419390598,0.0497364731301994,0.0746047096952991,0.223814129085897,-0.149209419390598,0.136775301108048,0.211380010803347,0.124341182825498,-0.223814129085897,0.198945892520798,0.223814129085897,-0.0870388279778489,0.124341182825498,-0.223814129085897,-0.0497364731301994,-0.211380010803347,-0.211380010803347,-0.0870388279778489,-0.111907064542949,0.211380010803347,-0.149209419390598,0.261116483933547,0.186511774238248,-0.236248247368447,0.248682365650997,-0.198945892520798,0.174077655955698,0.198945892520798,0.0621705914127492,-0.174077655955698,0.0497364731301994,-0.261116483933547,-0.223814129085897,0.0248682365650997,-0.111907064542949,0.248682365650997
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.0506971655644965,-0.165462177721488,-0.0027855585474998,-0.15941353630406,0.02013560892907,-0.134582271537776,0.0892174609070652,0.0535623114990677,0.117550570704492,-0.179628732620202,0.0193397350583558,0.102269792386779,0.051174689886925,0.127896931023777,-0.0659779438822097,0.262399615174482,-0.140790087729347,0.0005571117094999,0.220218300026627,-0.315404814964049,-0.0737775078152091,0.23151970899077,0.0608843511096386,0.0707531871064951,-0.0764834789756375,0.0069241026752138,0.0390774070520687,0.123280862573634,0.200321453258772,-0.0869890140690654,0.0422609025349256,0.0333471151829262,-0.0185438611876416,0.0010346360319285,0.109751006771492,-0.16387042998006,0.199366404613915,0.0131319188667848,-0.149226350758918,0.0406691547934972,0.0245925026050697,0.0782344014912088,-0.0933560050347792,0.167531449785345,0.0971761996142075,0.0481503691782109,-0.0691614393650666,-0.18010625694263,0.0675696916236381,0.194591161389629
healthy,-0.0700486262238047,0.0842476720799813,-0.160922519703335,-0.0653156109384124,0.221505115356355,0.208252672557257,0.135364237162217,0.040703931454373,-0.152403092189629,0.183640993073218,0.112645763792335,-0.162815725817492,-0.189320611415688,0.19405362670108,-0.209199275614336,0.0217718703128042,-0.0397573283972945,-0.0709952292808831,0.283980917123532,-0.055849580367628,-0.23665076426961,0.164708931931649,0.135364237162217,-0.177961374730747,-0.193107023644002,0.196893435872316,-0.134417634105139,0.193107023644002,0.162815725817492,-0.0833010690229028,-0.120218588248962,-0.0672088170525693,0.113592366849413,-0.255582825411179,0.0283980917123532,-0.254636222354101,0.198786641986473,-0.193107023644002,-0.182694390016139,-0.253689619297022,0.110752557678178,0.2063594664431,-0.0425971375685299,0.177014771673669,-0.19405362670108,-0.149563283018394,-0.096553511822001,0.212985687842649,0.0823544659658244,0.2063594664431
healthy,-0.342845806982252,-0.357826585065122,0.301755672812094,0.0757599348762279,0.226423760166805,0.150663825290578,-0.0813242238784368,0.310316117430877,0.0021401111546957,0.193894070615431,-0.470824454033055,0.425454097553506,0.202026493003274,0.445143120176706,0.268369938798841,-0.206306715312666,-0.11470995789169,-0.395492541387766,-0.0886006018044021,-0.462692031645211,-0.460123898259576,-0.185761648227587,-0.14937975859776,-0.0954489574994284,-0.384363963383348,-0.305607872890546,-0.401484852620914,0.0393780452464009,-0.400628808159036,-0.251249049561276,0.146811625212125,-0.405765074930305,0.1694968034519,-0.293195228193311,0.442574986791072,-0.220431448933657,0.397204630311523,0.47810083195902,-0.181481425918196,-0.219575404471779,-0.0291055117038616,0.117706113508264,-0.472964565187751,-0.420317830782236,0.429306297631958,0.0530747566364535,0.414753541780027,-0.104009402118211,-0.211014959852996,-0.452847520333611
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.162649458986023,-0.107775803126092,0.190513447111306,-0.202408215627051,0.0299669306253037,-0.107907237032344,0.0075574496094515,0.0912151309384245,0.157129234923468,-0.187293316408148,0.139845676251417,0.175332830939277,0.159429328282866,0.178947263361189,0.110930216876124,0.178224376876806,0.108892991329229,0.0360786072659907,0.32267023984702,-0.130119567188819,-0.201291027423915,0.169418305157967,-0.116844742657434,-0.220546094689735,0.0440303585941962,0.118224798673073,-0.125387946563771,0.177238622579921,-0.177698641251801,-0.0837233982820985,0.189921994533175,0.0024972442187753,0.407642260238506,-0.148980332735885,0.220414660783484,-0.0071631478906976,-0.142145769610816,-0.0586195221880941,-0.196953708517621,-0.134522603048238,-0.198070896720757,-0.176252868283036,-0.269570941721482,-0.100152636563515,-0.189856277580049,-0.0457389993754636,0.257216154533857,0.0116319007032429,-0.0126176550001279,0.123679305782503
healthy,0.11263169454419,0.0133985658937326,0.112512064491567,-0.230527111403775,0.206870268497653,-0.167003553461168,-0.0647497659819892,0.142957912884022,-0.233398232666718,-0.195236245880104,0.19712041920891,0.203371089458442,-0.0922347705720345,0.204477667445201,0.104586573505319,0.195774581116906,-0.0610711418638439,-0.141103647068372,0.172207460750251,-0.129918237148158,-0.113140122267836,-0.0118732827227943,0.0362778134578073,0.139757808976367,0.199483112748207,-0.0431565414836076,-0.14855061784413,-0.0020038033814287,0.100549059229306,-0.178039425815604,-0.0699237657579172,0.227925157759233,0.185785471722918,-0.0311935362213463,0.0080750285520263,0.322223546739008,0.147264594778436,-0.0989340535189008,-0.1497170108572,-0.211924638220959,-0.237974082179533,-0.131682780424341,-0.0293990854320071,-0.121065613254084,-0.172566350908119,0.187071494788611,0.0800025976913724,-0.035619848168383,0.139428826331655,-0.209322684576417
mild,-0.0282200092880101,-0.217174832041813,0.191498598238919,-0.0158191037980677,0.107712993197898,0.137284383212376,-0.0492856500241304,0.0441186060699877,-0.264234678516467,-0.180687552427175,-0.206284293246159,0.12019339167175,-0.0934042560941181,0.0504780447827787,0.0357718427594495,-0.0592222730128663,0.0167730196049863,-0.0275045724328211,0.156362699350749,-0.0316382075961353,0.0847395208479403,0.0237684021890564,-0.185616117429588,-0.101353554485107,-0.0583478501898576,-0.151116162412697,-0.108348937069177,0.0947556368205861,-0.284823361349128,-0.122816660140776,0.11311851610377,-0.0912579455285511,0.0704307837441605,-0.0232119513016872,0.0666151205164859,0.141020553456141,0.133071255065152,0.0236889092051465,-0.075756813666123,-0.0217810775913092,0.055247623817372,-0.0149446809750589,-0.16311960298309,0.0947556368205861,0.0705897697119803,0.108189951101357,0.215505479379706,-0.125757900545442,-0.0057234948415119,0.0785390681029691
mild,0.0300967830992021,0.0282750358245972,-0.0391296133357848,-0.0405718299281804,0.12733254388124,0.129533821838054,0.0492251294825537,-0.0095262201234548,-0.0426972017485528,-0.0858118872475359,0.0734391870075108,0.0447466674324833,-0.0209121405897356,0.0476311006172744,0.0965905586222816,-0.0894553817967457,-0.0119552164895948,0.0037573537538726,0.0559048694894385,0.0588652088106714,0.0113479673980598,-0.0562844001716478,-0.0304004076449696,0.0232652308194337,0.0081599096675012,-0.001176545114849,0.0462647901613208,0.1589854027775,-0.0477070067537163,-0.0300208769627602,-0.0116515919438273,-0.0609905806310439,0.0159023355845721,0.0352584003772494,0.0376114906069474,-0.0129419962633391,-0.0593206456293227,-0.094616999074793,-0.0274400683237366,-0.0588652088106714,0.0388259887900173,0.092263908845095,0.0329053101475514,0.0720728765515571,0.109722320226725,0.0622050788141138,-0.0424694833392272,-0.0823202049712098,0.0017078880699421,0.0698715985947428
