group,RUNX1,FOXO3,RFX5,KMT2A,MYBL2,IRF1,FOXH1,GATA2,STAT4,ZFX,E2F7,CDX2,TCF7L2,NR3C1,HSF2,ATF3,ARNTL,ELK1,RFX2,IRF2,ZBTB7B,NR5A2,MEF2C,YY1,CTCFL,EGR1,GLIS1,JUND,POU2F2,BACH2,SETDB1,MAF
healthy,-0.0431057277389232,0.354143135737428,-0.271773545476954,-0.136155703303693,-0.109723670608168,0.18640730034693,0.194091030781675,0.213530868781582,0.404164220867622,-0.188866094086048,0.0256636596520505,-0.0874408523474056,-0.414844606171918,-0.480233152171604,0.222597670694582,0.277690017911708,-0.302354792607242,-0.130239230868939,-0.347688802172241,-0.133466397651532,0.0870566658256683,0.317875928085428,-0.28821672860731,-0.0290445010433386,0.305889308607225,-0.352068528520046,0.220215714259811,0.36282575112869,-0.326712218085386,-0.284451700694284,-0.0647738475649059,-0.363517286867817
healthy,0.215136703139996,0.0455501162999991,-0.118710610787998,0.174211675571997,-0.170287357859997,-0.0085494064439998,-0.413174593391992,0.143377750691997,0.231815053415996,-0.165522114923997,0.124456933151998,-0.103994419367998,-0.131885105963997,-0.211072231223996,-0.216257936771996,0.252978338219995,0.0375613266719993,0.271618847351995,0.0655921674719988,-0.107077811855998,0.132726031187997,-0.0595655366999989,0.0932025456599982,-0.251156333567995,-0.0925017746399982,0.187386170747996,-0.0309740790839994,0.258304197971995,0.0419061069959992,-0.307358169371994,-0.153188544971997,-0.0674141721239987
healthy,0.216268249022969,0.335167726374708,0.0483960281702511,0.0779046292591628,-0.219151825676609,-0.338003243417454,-0.103904878752813,0.297825408710075,0.162537604043485,-0.349922026919164,0.229772999684181,0.105683084355891,-0.264616217582326,0.422684277812669,-0.278601564352478,0.315078809021019,0.118418881242799,0.245248194392047,0.174360268323407,0.246786101940655,-0.276919477971188,0.0088910280153887,-0.203147975248909,0.192911278128488,-0.197765298828782,-0.293403924507828,-0.188489793926241,0.200168279373481,-0.279899173846616,-0.129905128246463,-0.275766047309732,0.157347166066933
healthy,-0.363306451612903,0.177016129032258,-0.531451612903226,0.0887096774193548,0.179435483870968,-0.433064516129032,0.476209677419355,0.111290322580645,0.0399193548387097,0.0766129032258065,-0.358870967741936,0.0435483870967742,0.362903225806452,-0.181854838709677,-0.218145161290323,-0.317741935483871,-0.0104838709677419,0.403225806451613,0.276612903225807,-0.372983870967742,0.395161290322581,-0.216129032258065,0.219758064516129,-0.5,0.0814516129032258,0.38991935483871,-0.135887096774194,0.0411290322580645,0.0834677419354839,-0.367741935483871,0.404435483870968,-0.0786290322580645
healthy,-0.0133882599700089,-0.141606595836632,0.18074150959512,-0.265705467097099,-0.0635942348575421,0.387487139516603,-0.213697226444372,0.110710611290458,-0.345262627303498,-0.217044291436875,-0.236611748316118,-0.40885686216104,0.0715756975319705,0.109938211676804,0.658599403909283,0.186405773428585,-0.609938228249058,-0.17378991307223,-0.188465505731663,-0.0015447992273087,-0.15602472195818,0.299948516635776,0.430998984419132,-0.329557168492526,-0.288105055893075,0.319258506977135,-0.310504644689052,0.550978391073442,-0.0442842445161832,0.232749750247846,0.007209063060774,0.179454176905696
healthy,0.277198532736044,-0.0326702868935305,0.266447916162212,-0.331048178029518,-0.268668851921477,0.287659462036928,0.254763862819994,-0.318141000645966,0.246588244227918,-0.179380796904084,0.415765611629294,-0.382998762311448,-0.220162327440146,0.422557168806176,-0.199015156514974,0.305330385686729,-0.253347613930028,0.22714700946566,-0.279644780818712,-0.240311686647388,-0.248197617966516,-0.0766705649067878,-0.253057926657081,-0.299375702853918,0.24678136907655,0.253090114131853,0.222930450270534,-0.234517941188437,-0.127494587571699,-0.297058204670338,0.324610683075128,0.378299390994743
healthy,0.204220277858365,0.462015609626057,0.309893471716734,0.405671342041196,-0.400169837539136,0.31827495844135,-0.527516743764682,-0.576365673001099,0.667122035860592,-0.524747530089149,0.216700200822771,-0.290250516044948,-0.304908887100773,0.681595792671382,-0.569202640293718,0.689534205207913,0.276219833422243,0.295382792056937,-0.322594931775182,0.427825051445466,-0.193512651646301,0.354828578958396,-0.497240007578846,0.452304900337185,0.0020307566953914,0.566913423655277,0.57647644154812,0.566728809410241,-0.511639918691622,-0.427234285861352,0.173611236031465,0.169254339848625
healthy,0.299212088527639,-0.320431476154487,-0.37625718860218,-0.224881821870063,-0.163932251410122,0.391672449613449,-0.200978805808055,-0.381050273807303,0.45388894233464,-0.170379200650868,0.286973494664037,-0.317373387937677,-0.392908166892895,0.43519091723757,-0.33170271558216,0.305727688728354,-0.299761296207393,0.288995577484948,-0.397464094236306,-0.0713408294007351,-0.389606679818012,-0.2609235758539,-0.366209184461231,-0.363163578237143,-0.314739687473403,0.190007134205702,-0.0525679123473355,0.251792998177995,-0.272806432924935,-0.409365674296424,-0.37759900281976,0.276089197010736
mild,-0.190625016471613,0.0422293892376531,0.0821694795427713,0.305621407493412,0.0515909866581977,-0.0112829733103507,-0.123335979990319,0.168345232217479,0.222756962203264,0.0964775978711145,-0.0375690306964213,-0.0216665791829198,0.0165156565847162,-0.134169269581779,-0.0647544555202735,0.279130948416936,0.34180050669508,0.30218745909461,-0.200681579639534,0.215562022701011,-0.207018032042086,0.267766214430424,-0.264577548060107,-0.0262042967099087,-0.221734953751239,-0.231464474214513,-0.0798801806102364,0.246426677952152,0.261879445746763,-0.184697367449871,0.307174860340489,0.439259232680138
mild,-0.062215061045155,-0.166033514570923,0.0620250333693909,0.0533471028428319,-0.0051307472456297,0.0440484152421103,0.0160129988110519,0.0368273635630759,0.156886849110812,-0.034420346336731,-0.0151642085259724,-0.026160476696853,0.047772957687086,-0.104046486736685,-0.069993527239764,-0.287980608364582,-0.342442540238563,-0.0338629318211564,-0.381334871211609,-0.161358833747127,0.152161494240146,0.002369011691192,-0.0403238727971346,0.232999267510179,-0.183224684971712,0.0462654047926911,-0.0587438888345314,0.225246138339005,-0.310948620108599,-0.176421694179358,-0.243818176517013,0.104312525482754
mild,-0.306579196642423,0.154602476987066,0.229251524350249,0.022997404817978,-0.332766279829791,0.183679655492555,-0.0185212815813754,-0.207540564399484,-0.0622251620017472,0.139094648450805,0.122987653812006,-0.154038555949383,-0.0749838754793074,-0.167854621372598,0.129367010550786,-0.173317606425144,-0.215999379964717,0.133596418333403,-0.281378975270999,-0.282330592022088,-0.0876720988271573,0.221391874887553,0.178181425375153,-0.235454655764754,0.0207417206672491,-0.1479764047943,-0.0071371256331655,0.200526796493311,-0.356204247958459,-0.253993559878557,0.192138471057788,0.251244444819856
mild,-0.246991978609626,-0.308823529411765,-0.342914438502674,0.12533422459893,0.27072192513369,0.149064171122995,-0.424131016042781,0.246657754010695,-0.0364304812834225,-0.0424465240641711,-0.0277406417112299,0.0314171122994652,0.305147058823529,-0.0467914438502674,0.202874331550802,0.11129679144385,0.378342245989305,-0.100601604278075,0.0792112299465241,0.261029411764706,-0.0718582887700535,0.117312834224599,0.284090909090909,0.089572192513369,0.219585561497326,-0.204879679144385,0.0394385026737968,-0.158422459893048,0.202205882352941,0.0665106951871658,0.254679144385027,0.245989304812834
mild,-0.207968380362823,-0.086266399001809,0.213277081839857,0.277777804785825,-0.260259089911611,0.165896921157325,-0.0836120482632918,0.316929478178954,0.12342730934105,-0.0526888621595664,0.261188112670092,-0.0656951807783007,-0.275521606658085,0.216329585189152,0.0611827845228214,0.102723373580616,-0.204119571791973,0.342145810194867,-0.135637322738229,-0.326617858374541,-0.314673280051214,0.0529542972334181,0.0144662115249187,0.370016492949298,0.381695636198773,-0.240218741835806,0.151828862243184,0.102325220969838,-0.210888166175191,-0.0708711647184092,0.0678186613691144,0.20611033484586
moderate,-0.274471139327252,-0.692309413169064,-0.289186894969493,-0.0301004092682202,0.256633859760899,-0.0100334697560734,0.707025168811305,0.43723631537022,0.117949011132507,0.728429904290928,0.72753804031261,-0.57324557206366,0.0185061775500909,0.207135408964271,0.266444363522393,0.13935374661213,-0.294984010828558,0.0301004092682202,0.0073578778211204,-0.421182763760503,0.132218834785589,0.53534135298516,-0.279822323197158,-0.146488658438671,0.126867650915683,0.132218834785589,-0.300335194698463,0.185730673484647,-0.208919136920906,-0.284727575077905,-0.302118922655099,-0.376589564844621
moderate,-0.650087610820813,0.176515289506284,0.24418911367461,0.0496900651310653,-0.153259183442036,-0.0036111965938274,0.0091002154164451,-0.169581792046136,0.115558291002478,-0.288679055710564,-0.0854409114099568,0.36429751238531,-0.146759029573146,0.0846464481593148,0.259861706891821,0.0640626275744985,-0.025278376156792,0.129786405582158,0.0926633045976117,-0.0837075370449197,-0.138886620998603,-0.139464412453615,0.167487298021716,0.0099669025989636,0.100391265308402,0.266722980420093,0.033584128322595,-0.0329341129357061,-0.235522241849424,-0.0130725316696553,0.237833407669474,0.0816852669523763
moderate,-0.28652623841741,0.252054129526312,0.369185166188539,-0.734663654001691,-0.286155570579872,0.355099788362069,0.314326326232812,-0.560820438196044,0.14196578177732,-0.297646273543571,0.273182196266017,0.0722802283200453,-0.308024972994655,-0.0926669593846735,0.199789964433356,0.111941686936686,-0.565639120084047,0.363625148625459,-0.44850808342182,0.238710087374919,-0.317662336770661,0.0533761686055719,0.240563426562612,-0.0559708434683428,-0.272811528428479,0.0174213883643186,0.0066720210756964,0.348427767286372,-0.372150508888849,-0.270587521403246,0.118984375849921,-0.0474454832049528
moderate,-0.554033066776833,0.279468436803738,0.0486010954205249,-0.341227271344105,-0.161534310153932,0.424640540007903,0.347830417175465,-0.0880257602371745,0.192219517252605,-0.161922730496954,0.248686124619309,-0.0608848887685697,-0.30335628789954,0.334284257712601,0.37516549881558,0.288304999607469,-0.368222485184077,0.334624125512745,0.25732847725153,0.387934817592402,0.0589913395963414,0.0218971968378189,-0.004806701744887,0.107835197731255,-0.229216554925373,0.184839530735203,0.335449518741665,0.406433336428785,-0.311513115102985,-0.280925013090067,-0.262038073910662,-0.175274679788307
moderate,-0.0454951389816309,0.114391171904205,-0.346499531095084,0.0808934455521949,0.0637882235852109,-0.166775914178093,-0.404348441497315,-0.253014741594971,0.131971538925827,-0.0593931318298053,-0.0302904972332007,0.0791116515973007,0.215834641069513,-0.509949429890709,-0.311695155842818,0.0741226285235971,0.227000549853516,0.202293007012317,0.486548535949765,0.313833308588691,-0.0913466367542406,-0.41503920522668,-0.0428818411811194,-0.468968168928143,-0.165350479014178,0.522897132629606,0.0295777796512431,-0.13422847793536,-0.1829308460358,0.107501568611948,-0.0370613142617985,0.0419315510718426
moderate,-0.020120396739725,-0.129499954739061,-0.0934717412694762,0.165675690465801,-0.241207086129062,0.214521948945948,0.0635083317051443,0.0284963826737369,0.108912404185013,-0.100700331870062,-0.0339874889122769,0.240158038967072,-0.0112854526723427,0.0051059092337469,-0.134728799187104,-0.0533620786852749,0.138154593825477,0.233372015137951,-0.259975195511535,0.318426792068651,-0.0762935939918943,-0.108535402861173,-0.0269719860164705,-0.279890700227434,-0.138449638339786,-0.225930336832587,-0.0055156932813991,-0.218783703041532,0.0741463255821965,-0.025595111616359,0.130204783301023,0.245452448862739
